ID_REF	GSM61941	GSM61943	GSM61952	GSM61954	GSM61956	GSM61958	GSM61960
TI4932_1S004981_2	2087	4011	3756	3221	4274	3984	3915
TI4932_1S004982_1	95	242	126	150	92	139	107
TI4932_1S004982_2	81	201	108	111	109	136	99
TI4932_1S004983_1	48	58	48	67	62	52	47
TI4932_1S004983_2	55	66	59	64	59	61	60
TI4932_1S004984_1	462	188	271	225	103	376	416
TI4932_1S004984_2	380	183	250	189	102	337	393
TI4932_1S004985_1	844	631	729	667	476	783	765
TI4932_1S004985_2	773	641	877	799	519	773	906
TI4932_1S004986_1	368	109	106	103	84	144	203
TI4932_1S004986_2	321	128	118	127	83	150	248
TI4932_1S004987_1	67	63	66	74	61	64	68
TI4932_1S004987_2	74	63	58	63	63	61	63
TI4932_1S004988_1	116	61	75	60	57	81	108
TI4932_1S004988_2	94	64	64	53	57	100	93
TI4932_1S004989_1	169	494	287	224	109	234	175
TI4932_1S004989_2	163	470	267	169	124	228	168
TI4932_1S004990_1	442	721	577	528	380	500	440
TI4932_1S004990_2	561	759	591	642	547	577	479
TI4932_1S004991_1	1622	1533	1554	1619	1726	1494	1360
TI4932_1S004991_2	2006	1644	1628	1628	1863	1607	1311
TI4932_1S004992_1	47	51	50	66	67	48	50
TI4932_1S004992_2	48	52	49	74	79	49	50
TI4932_1S004993_1	128	487	554	466	283	329	256
TI4932_1S004993_2	156	520	654	397	293	369	292
TI4932_1S004994_1	55	54	53	48	47	55	60
TI4932_1S004994_2	56	53	53	48	47	55	56
TI4932_1S004995_1	57	68	83	66	69	67	50
TI4932_1S004995_2	46	58	57	59	73	67	50
TI4932_1S004996_1	623	629	534	409	281	699	765
TI4932_1S004996_2	773	761	595	497	679	846	903
TI4932_1S004997_1	40	36	35	38	43	38	37
TI4932_1S004997_2	37	35	36	34	42	34	36
TI4932_1S004998_1	58	221	155	170	78	249	67
TI4932_1S004998_2	53	226	155	178	93	257	60
TI4932_1S004999_1	316	524	915	802	471	993	562
TI4932_1S004999_2	348	563	1143	798	451	982	559
TI4932_1S005000_1	741	270	340	294	249	432	617
TI4932_1S005000_2	788	299	378	343	280	491	635
TI4932_1S005001_1	1514	1618	1713	1746	1856	1902	1780
TI4932_1S005001_2	1252	1508	1397	1479	1233	1787	1745
TI4932_1S005002_1	999	891	816	823	362	608	923
TI4932_1S005002_2	1115	864	832	902	557	638	957
TI4932_1S005003_1	73	382	165	194	134	140	84
TI4932_1S005003_2	73	307	145	141	106	111	66
TI4932_1S005004_1	300	218	200	155	92	239	319
TI4932_1S005004_2	284	222	179	155	73	230	266
TI4932_1S005005_1	257	379	207	184	140	294	386
TI4932_1S005005_2	261	319	236	189	99	303	424
TI4932_1S005006_1	135	346	499	397	214	287	211
TI4932_1S005006_2	144	338	418	442	160	268	238
TI4932_1S005007_1	146	346	173	227	135	190	159
TI4932_1S005007_2	206	421	271	264	177	261	207
TI4932_1S005008_1	422	1006	727	920	690	604	692
TI4932_1S005008_2	428	1039	761	834	725	629	628
TI4932_1S005009_1	621	337	428	382	200	657	602
TI4932_1S005009_2	596	353	456	318	245	754	573
TI4932_1S005010_1	584	364	373	310	212	554	475
TI4932_1S005010_2	626	325	434	225	192	547	438
TI4932_1S005011_1	615	1056	1138	1174	610	1104	1050
TI4932_1S005011_2	672	1082	1012	1094	501	1055	1028
TI4932_1S005012_1	517	199	222	183	141	371	525
TI4932_1S005012_2	508	176	222	177	118	335	395
TI4932_1S005013_1	125	309	143	108	92	163	111
TI4932_1S005013_2	109	348	133	127	85	160	110
TI4932_1S005014_1	1303	896	965	609	935	766	815
TI4932_1S005014_2	1254	819	1007	569	338	874	874
TI4932_1S005015_1	214	95	102	88	75	116	189
TI4932_1S005015_2	210	105	96	82	78	119	147
TI4932_1S005016_1	51	452	204	115	81	78	49
TI4932_1S005016_2	45	549	171	139	93	75	47
TI4932_1S005017_1	137	112	97	96	85	140	153
TI4932_1S005017_2	127	99	79	79	78	114	106
TI4932_1S005018_1	49	170	100	97	86	98	101
TI4932_1S005018_2	51	162	129	124	70	117	103
TI4932_1S005019_1	2897	3383	1944	1900	969	1868	1672
TI4932_1S005019_2	2604	3286	1878	1830	1159	1673	1460
TI4932_1S005020_1	1662	1067	1013	609	660	1197	1319
TI4932_1S005020_2	1541	1085	917	675	790	1094	1179
TI4932_1S005021_1	32	37	40	37	40	36	33
TI4932_1S005021_2	34	34	34	42	41	33	33
TI4932_1S005022_1	257	250	260	287	190	257	258
TI4932_1S005022_2	286	282	272	325	184	294	303
TI4932_1S005023_1	556	634	604	608	380	604	679
TI4932_1S005023_2	633	574	775	562	404	696	633
TI4932_1S005024_1	97	106	164	106	101	141	78
TI4932_1S005024_2	120	134	257	137	104	161	103
TI4932_1S005025_1	122	132	109	128	76	140	139
TI4932_1S005025_2	121	123	118	127	116	167	125
TI4932_1S005026_1	57	60	52	61	58	61	59
TI4932_1S005026_2	50	64	60	60	60	60	64
TI4932_1S005027_1	1207	1042	1326	920	1075	1309	1097
TI4932_1S005027_2	1089	787	1102	858	695	1205	951
TI4932_1S005028_1	1073	1047	1013	738	636	1048	936
TI4932_1S005028_2	1104	1054	1112	841	532	1127	1054
TI4932_1S005029_1	143	133	101	111	98	147	182
TI4932_1S005029_2	200	164	154	128	103	185	192
TI4932_1S005030_1	312	153	167	116	92	175	255
TI4932_1S005030_2	291	163	149	144	106	219	254
TI4932_1S005031_1	87	41	40	49	42	44	54
TI4932_1S005031_2	86	39	35	38	40	38	57
TI4932_1S005032_1	8135	3899	4022	4178	3151	4108	4487
TI4932_1S005032_2	9484	4000	3830	4424	2822	4357	4926
TI4932_1S005033_1	2331	836	689	586	623	1264	1798
TI4932_1S005033_2	2105	814	738	599	590	1283	1852
TI4932_1S005034_1	257	1106	520	407	313	427	335
TI4932_1S005034_2	296	1007	467	493	221	491	368
TI4932_1S005035_1	158	89	77	78	72	90	182
TI4932_1S005035_2	189	114	75	82	86	109	167
TI4932_1S005036_1	755	291	271	165	156	367	523
TI4932_1S005036_2	667	221	230	168	132	346	494
TI4932_1S005037_1	203	358	137	107	188	224	215
TI4932_1S005037_2	198	323	122	116	138	204	165
TI4932_1S005038_1	263	406	239	297	240	461	297
TI4932_1S005038_2	244	418	295	292	152	485	301
TI4932_1S005039_1	4806	2126	1723	1515	1195	1481	2220
TI4932_1S005039_2	4925	2060	1601	1858	1316	1547	2174
TI4932_1S005040_1	100	116	87	81	72	151	264
TI4932_1S005040_2	80	83	64	83	55	100	183
TI4932_1S005041_1	135	125	152	92	74	260	138
TI4932_1S005041_2	97	95	91	54	67	229	104
TI4932_1S005042_1	1813	339	365	282	168	473	772
TI4932_1S005042_2	1759	298	419	279	159	544	919
TI4932_1S005043_1	64	62	70	68	69	104	110
TI4932_1S005043_2	77	76	78	78	53	124	117
TI4932_1S005044_1	106	68	78	81	73	82	79
TI4932_1S005044_2	98	63	73	76	64	76	70
TI4932_1S005045_1	81	99	95	89	77	150	97
TI4932_1S005045_2	74	88	90	71	70	166	89
TI4932_1S005046_1	547	171	214	150	113	277	248
TI4932_1S005046_2	509	181	253	143	87	233	237
TI4932_1S005047_1	908	545	539	458	233	545	917
TI4932_1S005047_2	944	512	476	353	206	512	814
TI4932_1S005048_1	451	244	249	189	133	298	382
TI4932_1S005048_2	452	231	231	172	129	242	393
TI4932_1S005049_1	266	258	134	118	86	227	328
TI4932_1S005049_2	298	239	142	120	75	237	370
TI4932_1S005050_1	106	87	61	74	65	87	153
TI4932_1S005050_2	141	94	77	74	56	94	184
TI4932_1S005051_1	67	67	63	69	68	71	66
TI4932_1S005051_2	65	65	62	85	81	63	65
TI4932_1S005052_1	725	1098	817	817	640	848	815
TI4932_1S005052_2	810	1343	813	859	651	883	861
TI4932_1S005053_1	522	186	123	129	133	188	235
TI4932_1S005053_2	631	205	181	99	132	207	268
TI4932_1S005054_1	1105	564	544	556	472	700	1073
TI4932_1S005054_2	1046	616	624	549	515	735	958
TI4932_1S005055_1	641	545	456	512	475	651	708
TI4932_1S005055_2	664	570	520	481	426	669	692
TI4932_1S005056_1	478	578	375	395	193	349	409
TI4932_1S005056_2	497	641	416	382	163	361	418
TI4932_1S005057_1	6283	5152	4893	5771	5152	4803	5141
TI4932_1S005057_2	6548	4631	4736	5529	5927	4492	5387
TI4932_1S005058_1	470	1712	1111	1154	751	861	933
TI4932_1S005058_2	379	1533	1080	1106	699	823	799
TI4932_1S005059_1	60	339	110	102	72	96	90
TI4932_1S005059_2	48	278	98	110	80	83	68
TI4932_1S005060_1	282	584	415	479	246	366	283
TI4932_1S005060_2	308	606	491	379	285	350	299
TI4932_1S005061_1	1249	290	185	112	370	323	1121
TI4932_1S005061_2	1296	249	149	137	467	288	991
TI4932_1S005062_1	51	560	226	175	96	156	83
TI4932_1S005062_2	64	516	229	190	92	215	109
TI4932_1S005063_1	2120	1298	453	422	611	1265	2076
TI4932_1S005063_2	2137	1430	555	312	489	1304	2113
TI4932_1S005064_1	368	84	95	93	76	158	299
TI4932_1S005064_2	340	80	82	76	81	133	265
TI4932_1S005065_1	62	132	78	86	81	72	65
TI4932_1S005065_2	58	144	86	79	72	67	65
TI4932_1S005066_1	168	226	169	146	100	166	174
TI4932_1S005066_2	148	197	157	145	104	146	148
TI4932_1S005067_1	54	63	53	50	51	60	64
TI4932_1S005067_2	65	64	56	57	59	73	69
TI4932_1S005068_1	274	343	179	157	98	244	379
TI4932_1S005068_2	262	321	201	132	96	253	342
TI4932_1S005069_1	80	103	80	76	65	131	116
TI4932_1S005069_2	79	106	76	70	75	158	132
TI4932_1S005070_1	272	802	517	443	374	550	536
TI4932_1S005070_2	327	812	552	522	348	571	521
TI4932_1S005071_1	175	361	216	128	113	226	301
TI4932_1S005071_2	189	429	225	141	117	229	299
TI4932_1S005072_1	3006	15276	14908	14395	14400	15799	12142
TI4932_1S005072_2	2706	16619	16417	15003	15003	16238	14114
TI4932_1S005073_1	256	112	68	84	63	121	155
TI4932_1S005073_2	222	100	58	75	51	104	119
TI4932_1S005074_1	6944	1121	1064	1015	1636	2425	3411
TI4932_1S005074_2	6745	1066	998	915	1727	2416	2972
TI4932_1S005075_1	377	276	238	237	258	257	344
TI4932_1S005075_2	244	193	168	177	171	196	372
TI4932_1S005076_1	800	1151	1505	1403	990	1390	1179
TI4932_1S005076_2	786	1055	1398	1249	776	1284	957
TI4932_1S005077_1	126	190	145	88	78	174	169
TI4932_1S005077_2	152	218	160	143	112	194	202
TI4932_1S005078_1	36	40	34	47	41	35	39
TI4932_1S005078_2	38	39	38	43	44	38	39
TI4932_1S005079_1	418	273	262	185	145	318	520
TI4932_1S005079_2	437	301	243	221	117	308	443
TI4932_1S005080_1	238	147	213	204	134	333	302
TI4932_1S005080_2	239	175	201	188	129	299	279
TI4932_1S005081_1	80	91	75	84	89	80	61
TI4932_1S005081_2	54	83	81	109	79	73	66
TI4932_1S005082_1	66	78	62	74	78	124	87
TI4932_1S005082_2	66	85	76	83	89	121	89
TI4932_1S005083_1	81	447	465	508	287	394	302
TI4932_1S005083_2	91	482	462	555	518	444	298
TI4932_1S005084_1	95	151	77	74	62	93	102
TI4932_1S005084_2	89	149	75	80	73	88	94
TI4932_1S005085_1	46	65	54	55	49	70	63
TI4932_1S005085_2	53	61	44	52	47	62	55
TI4932_1S005086_1	44	44	43	44	49	46	41
TI4932_1S005086_2	45	47	45	46	39	46	42
TI4932_1S005087_1	52	186	65	62	53	68	51
TI4932_1S005087_2	54	215	84	62	55	69	54
TI4932_1S005088_1	244	700	670	793	201	522	470
TI4932_1S005088_2	293	730	660	724	143	509	475
TI4932_1S005089_1	50	51	48	54	51	51	47
TI4932_1S005089_2	63	63	72	64	58	63	63
TI4932_1S005090_1	1191	512	651	539	346	660	854
TI4932_1S005090_2	1086	541	750	606	361	754	934
TI4932_1S005091_1	88	130	108	121	91	119	128
TI4932_1S005091_2	73	97	98	99	93	96	106
TI4932_1S005092_1	545	318	281	278	251	347	398
TI4932_1S005092_2	549	283	277	321	208	315	372
TI4932_1S005093_1	2281	3332	3774	2468	3105	2948	2382
TI4932_1S005093_2	2250	3059	4078	2919	2557	3261	2857
TI4932_1S005094_1	1233	745	1155	872	844	1380	1348
TI4932_1S005094_2	1337	729	994	911	739	1333	1362
TI4932_1S005095_1	617	510	612	532	364	694	645
TI4932_1S005095_2	577	452	520	420	326	536	574
TI4932_1S005096_1	578	749	420	446	263	792	702
TI4932_1S005096_2	632	786	504	471	199	841	776
TI4932_1S005097_1	460	435	446	357	256	461	443
TI4932_1S005097_2	514	516	466	471	362	530	512
TI4932_1S005098_1	59	304	160	142	112	109	85
TI4932_1S005098_2	65	361	150	162	137	127	98
TI4932_1S005099_1	843	293	285	264	166	260	454
TI4932_1S005099_2	772	300	298	253	188	266	413
TI4932_1S005100_1	278	139	129	78	104	196	161
TI4932_1S005100_2	304	155	128	90	94	198	192
TI4932_1S005101_1	163	368	173	195	114	208	204
TI4932_1S005101_2	159	430	217	238	148	220	236
TI4932_1S005102_1	538	664	335	348	319	271	141
TI4932_1S005102_2	573	791	442	384	356	304	174
TI4932_1S005103_1	675	9111	8499	8106	8106	8754	5900
TI4932_1S005103_2	747	10315	10179	9615	10113	10931	6536
TI4932_1S005104_1	174	216	121	95	84	213	248
TI4932_1S005104_2	220	253	153	116	90	261	269
TI4932_1S005105_1	388	440	604	540	237	450	368
TI4932_1S005105_2	367	391	673	404	223	429	351
TI4932_1S005106_1	1643	1500	1938	1635	1814	2238	2303
TI4932_1S005106_2	1697	1779	1817	1898	1931	2273	2210
TI4932_1S005107_1	604	94	85	98	91	154	155
TI4932_1S005107_2	624	88	94	95	75	160	152
TI4932_1S005108_1	136	527	248	267	196	237	250
TI4932_1S005108_2	108	547	217	243	209	232	254
TI4932_1S005109_1	2837	3614	4005	4255	3071	3897	3599
TI4932_1S005109_2	3041	3244	3555	3840	2827	3357	3009
TI4932_1S005110_1	97	173	101	101	71	96	102
TI4932_1S005110_2	82	148	103	88	58	104	113
TI4932_1S005111_1	150	183	113	143	90	146	149
TI4932_1S005111_2	116	181	84	83	81	115	123
TI4932_1S005112_1	131	249	89	86	61	82	64
TI4932_1S005112_2	137	258	112	97	72	95	70
TI4932_1S005113_1	265	1322	1243	1034	737	405	443
TI4932_1S005113_2	232	1112	1024	1264	805	387	368
TI4932_1S005114_1	425	413	470	405	200	502	426
TI4932_1S005114_2	458	423	448	268	288	476	423
TI4932_1S005115_1	127	176	137	147	121	228	170
TI4932_1S005115_2	154	189	155	128	122	204	204
TI4932_1S005116_1	83	87	64	58	58	84	71
TI4932_1S005116_2	90	101	75	59	49	92	76
TI4932_1S005117_1	268	315	309	334	245	282	326
TI4932_1S005117_2	241	283	263	289	156	259	264
TI4932_1S005118_1	236	67	60	45	75	96	94
TI4932_1S005118_2	305	76	78	55	79	107	118
TI4932_1S005119_1	52	50	47	50	56	48	51
TI4932_1S005119_2	51	50	46	49	52	50	51
TI4932_1S005120_1	63	218	139	135	94	131	145
TI4932_1S005120_2	77	251	136	175	88	144	140
TI4932_1S005121_1	504	533	474	426	241	423	308
TI4932_1S005121_2	417	465	459	423	207	416	339
TI4932_1S005122_1	1159	1732	1200	1446	1210	1219	1273
TI4932_1S005122_2	1099	2006	1201	1354	814	1301	1256
TI4932_1S005123_1	249	182	182	138	87	164	211
TI4932_1S005123_2	229	159	159	148	98	141	165
TI4932_1S005124_1	57	107	58	58	44	57	56
TI4932_1S005124_2	50	115	52	51	66	50	49
TI4932_1S005125_1	6105	316	470	330	287	1194	4150
TI4932_1S005125_2	5667	325	434	469	332	1138	3813
TI4932_1S005126_1	8240	4357	8878	9017	7518	8154	8348
TI4932_1S005126_2	8978	4934	9010	8502	6977	8264	9287
TI4932_1S005127_1	170	273	151	136	104	170	205
TI4932_1S005127_2	188	271	153	138	111	188	238
TI4932_1S005128_1	694	623	690	660	334	722	782
TI4932_1S005128_2	743	658	734	672	420	761	895
TI4932_1S005129_1	759	467	365	404	282	517	746
TI4932_1S005129_2	802	493	455	258	393	620	924
TI4932_1S005130_1	366	477	360	396	202	427	406
TI4932_1S005130_2	364	481	442	401	190	439	461
TI4932_1S005131_1	170	267	199	187	151	195	207
TI4932_1S005131_2	147	213	180	172	86	181	200
TI4932_1S005132_1	647	2467	5283	8120	3234	3332	1400
TI4932_1S005132_2	582	2456	5107	6909	2680	3335	1412
TI4932_1S005133_1	53	77	68	75	45	80	67
TI4932_1S005133_2	59	69	57	55	51	71	64
TI4932_1S005134_1	136	212	158	174	130	165	176
TI4932_1S005134_2	165	227	156	155	100	170	175
TI4932_1S005135_1	308	424	228	302	262	366	383
TI4932_1S005135_2	331	370	279	228	242	316	428
TI4932_1S005136_1	824	516	473	442	275	661	891
TI4932_1S005136_2	798	472	503	345	268	613	787
TI4932_1S005137_1	9174	17617	21975	20105	18070	20670	21410
TI4932_1S005137_2	8240	15632	19621	17888	15729	18246	18415
TI4932_1S005138_1	62	60	62	55	52	52	125
TI4932_1S005138_2	64	56	56	52	55	51	115
TI4932_1S005139_1	15316	6806	4501	4308	7194	5979	11321
TI4932_1S005139_2	16667	7419	4797	4374	7707	6448	12341
TI4932_1S005140_1	124	89	160	103	72	118	283
TI4932_1S005140_2	170	98	154	134	91	136	331
TI4932_1S005141_1	395	252	192	168	119	219	277
TI4932_1S005141_2	428	268	209	153	101	224	258
TI4932_1S005142_1	431	190	202	163	119	202	227
TI4932_1S005142_2	485	195	158	155	103	195	238
TI4932_1S005143_1	265	275	253	168	98	235	262
TI4932_1S005143_2	383	285	247	240	121	251	305
TI4932_1S005144_1	5473	3035	4089	4392	5112	6256	6263
TI4932_1S005144_2	5330	2965	3643	4126	4439	6041	5223
TI4932_1S005145_1	4631	2323	5768	4829	3977	4573	4850
TI4932_1S005145_2	5815	2734	7796	5674	5201	5245	6375
TI4932_1S005146_1	7008	2210	11762	7060	7480	3818	7240
TI4932_1S005146_2	7251	2279	11693	7404	7674	3645	8391
TI4932_1S005147_1	70	257	141	181	93	194	147
TI4932_1S005147_2	69	255	127	127	85	165	140
TI4932_1S005148_1	39	40	40	44	38	41	40
TI4932_1S005148_2	39	39	37	43	39	39	39
TI4932_1S005149_1	336	1156	577	660	324	353	226
TI4932_1S005149_2	362	1117	642	660	367	349	240
TI4932_1S005150_1	944	262	275	205	150	334	665
TI4932_1S005150_2	936	247	256	167	157	336	535
TI4932_1S005151_1	179	214	121	125	86	142	181
TI4932_1S005151_2	168	212	149	116	66	159	193
TI4932_1S005152_1	356	199	215	126	117	188	204
TI4932_1S005152_2	302	174	188	129	103	186	167
TI4932_1S005153_1	2183	934	918	623	821	1411	1288
TI4932_1S005153_2	2009	835	913	735	681	1266	1243
TI4932_1S005154_1	864	1206	1218	1161	1007	1461	1065
TI4932_1S005154_2	960	1424	1280	1323	946	1506	1096
TI4932_1S005155_1	3230	473	672	434	254	640	1095
TI4932_1S005155_2	3440	457	640	526	374	676	1178
TI4932_1S005156_1	1429	5591	7795	6754	4701	4917	2687
TI4932_1S005156_2	1359	5380	7759	6210	5115	5115	2385
TI4932_1S005157_1	70	85	69	60	58	58	58
TI4932_1S005157_2	76	80	61	64	72	49	58
TI4932_1S005158_1	384	228	243	285	124	300	466
TI4932_1S005158_2	419	270	260	290	167	339	618
TI4932_1S005159_1	104	72	71	72	75	72	81
TI4932_1S005159_2	116	71	70	63	53	63	78
TI4932_1S005160_1	947	1728	1096	978	912	1309	1331
TI4932_1S005160_2	778	1678	1050	1151	879	1254	1343
TI4932_1S005161_1	421	347	261	153	125	425	417
TI4932_1S005161_2	362	290	220	124	107	390	351
TI4932_1S005162_1	172	561	302	336	180	315	318
TI4932_1S005162_2	198	352	274	303	166	285	274
TI4932_1S005163_1	326	310	277	297	142	363	466
TI4932_1S005163_2	321	317	257	297	162	343	451
TI4932_1S005164_1	3127	725	364	308	471	1072	3054
TI4932_1S005164_2	3106	630	324	279	284	975	2589
TI4932_1S005165_1	74	61	62	57	74	64	62
TI4932_1S005165_2	71	55	50	66	70	64	57
TI4932_1S005166_1	68	50	41	44	38	47	70
TI4932_1S005166_2	72	55	46	47	45	53	69
TI4932_1S005167_1	310	297	254	264	186	293	394
TI4932_1S005167_2	388	357	313	263	241	348	515
TI4932_1S005168_1	1200	1931	1768	1422	934	1461	1263
TI4932_1S005168_2	1162	1970	1862	1602	943	1625	1584
TI4932_1S005169_1	340	351	331	236	137	392	413
TI4932_1S005169_2	361	353	350	262	141	413	462
TI4932_1S005170_1	95	142	82	101	63	93	121
TI4932_1S005170_2	76	110	81	75	71	79	94
TI4932_1S005171_1	2490	14236	13158	16915	13553	11108	9539
TI4932_1S005171_2	2841	15010	14046	16024	12472	11634	10336
TI4932_1S005172_1	975	2206	2100	1941	1417	1783	1661
TI4932_1S005172_2	883	2176	2036	1987	1502	1887	1387
TI4932_1S005173_1	272	365	256	182	130	303	420
TI4932_1S005173_2	370	331	183	150	146	299	365
TI4932_1S005174_1	335	289	264	248	173	394	364
TI4932_1S005174_2	236	243	219	197	164	296	302
TI4932_1S005175_1	3643	332	267	165	614	1335	2891
TI4932_1S005175_2	3086	285	267	144	302	1196	2491
TI4932_1S005176_1	134	217	107	101	99	136	162
TI4932_1S005176_2	123	141	99	99	81	130	149
TI4932_1S005177_1	493	573	689	609	258	647	559
TI4932_1S005177_2	528	455	666	578	308	606	550
TI4932_1S005178_1	3140	1023	1884	1846	1771	2301	2825
TI4932_1S005178_2	2875	1093	1743	2133	1798	2286	2911
TI4932_1S005179_1	33	37	36	40	38	39	35
TI4932_1S005179_2	33	35	38	38	35	34	34
TI4932_1S005180_1	2328	271	260	124	475	919	2377
TI4932_1S005180_2	2711	237	390	114	629	1048	2713
TI4932_1S005181_1	96	82	53	68	68	87	89
TI4932_1S005181_2	106	90	49	63	51	98	92
TI4932_1S005182_1	60	38	43	40	49	49	44
TI4932_1S005182_2	51	40	46	44	43	55	50
TI4932_1S005183_1	231	303	329	262	213	274	220
TI4932_1S005183_2	194	355	259	227	214	231	211
TI4932_1S005184_1	3260	8633	9960	7087	5771	9369	5903
TI4932_1S005184_2	3488	9486	8944	7571	6805	8854	5282
TI4932_1S005185_1	41	40	36	43	49	40	41
TI4932_1S005185_2	43	37	32	50	45	37	38
TI4932_1S005186_1	1277	2216	4195	5895	2815	2249	1255
TI4932_1S005186_2	1212	2018	4242	5171	2803	2247	1215
TI4932_1S005187_1	7312	2151	2539	2650	3094	3440	4999
TI4932_1S005187_2	6649	1987	2217	2410	3035	2808	5019
TI4932_1S005188_1	1770	37	41	43	50	50	330
TI4932_1S005188_2	1955	50	49	53	48	58	404
TI4932_1S005189_1	9306	1997	3668	4098	4390	5053	6524
TI4932_1S005189_2	8976	1719	3382	3550	4228	5022	5992
TI4932_1S005190_1	189	225	214	245	145	213	219
TI4932_1S005190_2	172	244	217	242	166	209	203
TI4932_1S005191_1	75	169	82	80	85	117	87
TI4932_1S005191_2	70	145	58	65	78	93	73
TI4932_1S005192_1	46	51	51	57	54	60	50
TI4932_1S005192_2	50	52	60	47	53	53	50
TI4932_1S005193_1	553	378	296	200	180	474	452
TI4932_1S005193_2	523	307	259	211	140	400	378
TI4932_1S005194_1	314	166	177	198	187	231	198
TI4932_1S005194_2	262	146	135	172	163	204	172
TI4932_1S005195_1	1268	847	831	726	615	846	1016
TI4932_1S005195_2	1832	950	1148	882	539	950	1202
TI4932_1S005196_1	124	104	145	114	121	121	177
TI4932_1S005196_2	146	107	172	175	99	140	193
TI4932_1S005197_1	1692	842	1644	1508	1409	1305	1409
TI4932_1S005197_2	1635	856	1589	1643	1572	1427	1478
TI4932_1S005198_1	78	67	64	62	53	83	114
TI4932_1S005198_2	65	64	48	63	57	66	113
TI4932_1S005199_1	125	302	131	95	97	227	215
TI4932_1S005199_2	164	346	116	117	73	271	242
TI4932_1S005200_1	28	145	50	50	52	41	33
TI4932_1S005200_2	37	137	56	52	48	52	32
TI4932_1S005201_1	449	403	217	202	105	257	313
TI4932_1S005201_2	328	347	188	192	122	223	270
TI4932_1S005202_1	1355	1623	1584	1084	455	1371	1107
TI4932_1S005202_2	1245	1698	1716	1225	541	1379	1187
TI4932_1S005203_1	302	994	925	827	571	1301	884
TI4932_1S005203_2	249	935	871	859	744	1129	835
TI4932_1S005204_1	537	427	429	476	289	632	527
TI4932_1S005204_2	475	429	472	501	293	586	613
TI4932_1S005205_1	362	1339	1087	1626	810	442	514
TI4932_1S005205_2	397	1428	1210	1512	827	424	578
TI4932_1S005206_1	1762	2408	1995	1365	1351	1837	1295
TI4932_1S005206_2	1607	2265	1716	1072	999	1650	931
TI4932_1S005207_1	124	124	123	118	97	224	167
TI4932_1S005207_2	92	96	93	96	63	199	144
TI4932_1S005208_1	62	724	326	336	134	208	96
TI4932_1S005208_2	83	641	386	383	170	223	112
TI4932_1S005209_1	126	574	509	383	195	336	231
TI4932_1S005209_2	154	578	552	410	202	378	232
TI4932_1S005210_1	324	290	258	266	122	263	380
TI4932_1S005210_2	360	323	297	297	139	279	458
TI4932_1S005211_1	564	1150	1019	1064	704	864	910
TI4932_1S005211_2	533	975	1003	942	515	793	727
TI4932_1S005212_1	803	4567	1934	2912	2182	1667	1432
TI4932_1S005212_2	788	4269	1854	2918	1959	1611	1183
TI4932_1S005213_1	887	324	235	209	149	428	444
TI4932_1S005213_2	727	320	259	160	144	362	468
TI4932_1S005214_1	347	498	382	318	299	415	550
TI4932_1S005214_2	319	522	356	407	223	369	377
TI4932_1S005215_1	97	69	69	67	53	72	69
TI4932_1S005215_2	129	105	90	81	66	95	86
TI4932_1S005216_1	49	46	49	50	55	49	49
TI4932_1S005216_2	35	38	37	39	38	37	39
TI4932_1S005217_1	1769	643	417	272	433	746	1229
TI4932_1S005217_2	1726	614	371	371	334	803	1218
TI4932_1S005218_1	52	183	83	96	86	88	76
TI4932_1S005218_2	45	157	81	66	71	78	61
TI4932_1S005219_1	206	466	360	277	158	443	358
TI4932_1S005219_2	264	410	427	413	134	456	410
TI4932_1S005220_1	530	243	251	262	154	287	451
TI4932_1S005220_2	485	208	251	217	277	290	418
TI4932_1S005221_1	4593	1239	946	1029	1364	1502	2481
TI4932_1S005221_2	4217	1276	808	1018	1452	1421	2486
TI4932_1S005222_1	473	345	395	262	138	270	387
TI4932_1S005222_2	417	362	325	248	119	279	373
TI4932_1S005223_1	129	529	346	349	119	301	286
TI4932_1S005223_2	136	507	326	339	130	328	286
TI4932_1S005224_1	270	165	143	124	106	162	215
TI4932_1S005224_2	234	171	145	103	86	186	223
TI4932_1S005225_1	1260	3527	2830	3137	3282	2342	1294
TI4932_1S005225_2	1118	3021	2920	2946	2972	2101	1294
TI4932_1S005226_1	314	1629	872	809	556	627	507
TI4932_1S005226_2	358	1935	930	897	499	658	510
TI4932_1S005227_1	1786	387	645	569	641	994	985
TI4932_1S005227_2	1657	402	554	410	643	908	1000
TI4932_1S005228_1	3125	361	362	460	292	685	1478
TI4932_1S005228_2	2678	308	400	412	430	729	1474
TI4932_1S005229_1	242	210	194	140	175	208	171
TI4932_1S005229_2	252	230	201	208	141	213	192
TI4932_1S005230_1	12961	4600	5924	5744	5368	5042	7312
TI4932_1S005230_2	12863	4653	6305	6257	5996	5507	7212
TI4932_1S005231_1	254	159	204	151	136	404	252
TI4932_1S005231_2	282	160	182	106	116	287	238
TI4932_1S005232_1	703	1012	736	732	485	947	879
TI4932_1S005232_2	642	930	631	660	529	848	820
TI4932_1S005233_1	70	153	104	100	77	100	100
TI4932_1S005233_2	66	125	92	77	53	89	86
TI4932_1S005234_1	1186	13392	15325	12672	12205	12182	7536
TI4932_1S005234_2	1027	13352	13131	11650	11456	11712	7094
TI4932_1S005235_1	85	174	101	86	91	83	70
TI4932_1S005235_2	83	202	127	113	112	110	88
TI4932_1S005236_1	37	36	37	44	37	37	37
