ID_REF	GSM51901	GSM51902	GSM51903	GSM51904	GSM51905	GSM51906	GSM51907	GSM51908	GSM51909
10080_at	44.8	38.8	65.6	75.6	59.6	67.7	52.9	43.5	61
10081_at	55	52.9	25.6	50	59	2.7	1.2	4.7	3.6
10082_at	22.6	39.2	59.2	38	31.3	7	36.7	49.2	18.5
10083_g_at	13.7	4.3	31.8	2.8	10.6	2.9	18.8	16.3	3
10084_at	8.7	7.2	117.1	10.4	10.8	10.6	38.5	28.8	9.3
10085_at	299.2	325.1	360.1	314.5	206.8	562.2	556.7	467.2	605.7
10086_at	156.2	146.1	202.1	141.5	130.7	239.1	210.2	233.4	199.4
10087_at	324.1	259.2	281.7	314.2	260.4	314.1	259.6	335.7	278.6
10088_at	213.7	208.1	291.7	252.2	223.6	342.6	269	284.7	318.2
10089_at	236.1	180.6	213.6	175.9	213.1	371.4	293.5	369.6	282.6
10090_at	62.9	89	76.3	64.9	92.8	89.6	57.2	75.9	112.7
10091_at	1029.6	841.4	1280.6	1231.4	1221.5	888.3	866.4	982.9	1168.6
10092_at	419.1	352.4	433.4	598.2	307.1	418.9	446.4	528.2	492.2
10093_at	89.8	102	114.1	85.6	91.3	58.4	61	21.1	63.9
10094_at	247.2	179.8	188.3	247.5	161.7	406.6	323.2	464.9	469.8
10095_at	193.5	126.1	184.1	244.5	122.1	546.9	441	683.7	721.8
10096_at	1278	1117.4	1711.1	1402.7	1137.6	1411.5	956.3	1191.1	1343.4
10097_at	14612.8	13935.7	16695.5	15283	17254.9	12959.6	11815.6	14388	11948.4
10098_at	188.8	146.4	165.6	157.5	170.6	277.7	215	249.4	318.5
10099_at	65.3	88.6	66.3	70.7	55	243.6	189.8	217.1	163.7
10100_at	49.5	51.9	91.3	105.3	47.2	186.8	136.5	222.4	167.5
10101_at	363.3	303.1	307.1	355.3	248.6	343.7	406.7	349.8	393.7
10102_at	92.8	118.3	108.2	139.8	86.6	156.4	174.1	158	216
10103_at	62.3	77.7	104.4	102.6	112	88.2	88.1	96.7	112.3
10104_at	190.9	173.2	171.9	184.2	147	173.1	196.8	211.9	200.7
10105_at	19.2	10	34.5	21.9	3.7	25	22.4	23.4	25.8
10106_at	211.8	192.4	161.3	196.3	168.9	218.3	206.1	193.8	211.2
10107_at	278.1	208.3	266.4	228.1	178.7	222	175.9	290.6	254.4
10108_at	2827.4	2547.2	2782.1	2382.7	2927.1	3231.3	2746.9	3552.8	2707.6
10109_at	89.7	97.4	122	92.9	79.4	57.5	65.2	76.1	9.3
10110_at	108.9	75	99.2	141.2	65.4	124.7	70.9	185.7	53.6
10111_at	518.7	475.2	480.7	431.4	368.5	901.5	483.1	792.5	630
10112_at	345.2	225.4	255.4	287.7	283.3	413.6	298.3	491	492.6
10113_at	485.7	391.1	499.8	429.4	382.3	520.1	464.3	526.3	701.4
10114_at	955.5	606.4	685.2	662.3	570.4	608	660.2	707.8	766.7
10115_at	333.6	191	350.1	207.8	345.2	250.1	359.9	328.5	366.4
10116_at	288.4	226.9	345.8	222.1	266.8	464.4	432.1	445.1	602.3
10117_at	75.1	77.5	114.2	89.7	59.3	88.3	119.5	100.8	174.8
10118_at	321.2	234	333.4	220.5	263.3	342.6	439.8	301.6	543.1
10119_at	39.2	75.8	78	77.4	43.6	213.7	159.2	167.4	142.1
10120_at	289.3	346.8	283.3	352.7	250.1	497.8	474.8	470.4	466.6
10121_at	3125.1	3412.1	2575.3	2718	3163	2597.5	2861	2635.7	1960.8
10122_at	72.9	67.9	92.4	88.2	107.6	100.8	67.3	109.4	43.4
10123_at	147.7	104.7	136.4	210.9	149.8	125.5	118.8	210.8	96.7
10124_at	78.3	150.6	122	129.6	62.8	189	196.8	193.3	222.7
10125_at	683.6	643.2	842.8	649.8	786.1	778.2	542.3	609.2	565.3
10126_at	139.3	103.6	153.8	166.8	107.5	159.7	125.4	181.4	157.7
10127_at	2726.8	2526.7	2833.2	3172.4	2638.2	2587	2318.2	2699.8	2720.9
10128_at	135	110.2	155.2	111.2	124.9	253.7	157.5	170.3	254.9
10129_at	1871.4	2267.1	1625.7	2700.2	1905.2	5382.1	4089.3	5343.9	4567.4
10130_at	381.1	353.7	369.6	329.2	299.3	412	431.7	384.4	394.3
10131_at	3479.2	3849.2	2938.3	2724.9	3121.8	2224.9	2804.7	2115.3	2298.4
10132_at	1798.9	1907.6	1444.9	1677.9	1919.9	1312	1507	1327.6	1464.5
10133_at	280.2	408.2	343.1	429	724.6	142	158.8	155.4	77.9
10134_at	338.6	299.3	309.7	329.4	264.6	571.1	568.8	524.3	491
10135_at	328.3	210.5	177.8	269.2	189.6	324	444	255.6	312.2
10136_at	267.8	221.7	274	374.9	268.8	576.6	542.4	552.5	464.6
10137_at	49.1	44.1	75.8	53.5	66.4	69.4	29.7	77.6	30.2
10138_g_at	54.3	39.9	43.9	65.1	31.2	47.7	85.3	79.8	73.5
10139_i_at	1889.2	1545.7	1663	1766.3	1557.7	1689.2	1818.7	1697.3	1177
10140_r_at	598.5	300.9	350.4	440.2	445.3	436.4	438.2	415.8	383.8
10141_at	615.2	521.3	583.5	461.4	619.6	512	570.6	518.9	439.3
10142_at	370.3	342.6	415.5	341.5	345.6	476.4	483.5	534.7	415.1
10143_at	549.5	502.7	715.3	591.1	675.2	1435.2	1042.3	1107.2	1052.5
10144_at	391.1	410.6	427.4	473.3	407.5	887.9	716.6	803.8	825.8
10145_at	126.9	133.2	135.8	163.9	76.3	197.8	171.6	187.2	132.5
10146_at	1933	1909.3	1926.2	1786.6	1878.7	1546.5	1709.6	1173.4	1560.1
10147_at	13483.4	10638.5	10693.9	12263	14082.4	10378.8	10107.6	9680.4	8557.5
10148_at	415.6	258.3	320.4	294.9	219.6	454.7	491.1	394.8	325.2
10149_at	34.1	24.5	20.7	50.2	13.2	40.1	64.1	59.4	35.6
10150_at	182.6	157	164.8	169.8	138.6	334.5	323.3	364.2	325.4
10151_at	87.4	36.2	64.6	50.9	36.5	53.7	69.8	95	75.3
10152_at	1767.7	1482.2	1880.2	1967.2	1971.1	2178.7	1915.3	1921.6	1784.7
10153_at	74.7	97	97	92.4	84.4	78.5	98.5	66.5	77.8
10154_at	58.9	69.3	108.6	65.8	70.7	208.9	181.8	249.8	170.7
10155_at	3824.7	3847.4	4164.4	4588.5	6226	2933.9	3112.2	2963.1	3246.9
10156_at	101.5	103.6	97.6	118.4	51.5	146.7	99.2	135.8	114.2
10157_at	142.9	218.7	162.4	229.3	131.5	195.8	151.6	144.3	174.9
10158_at	257.7	360.5	310.4	271.6	293.5	610.7	666.3	573.8	502.4
10159_at	1414.8	1541.1	1349.1	1268	1408.1	1205.1	1360.1	972.5	1396.9
10160_at	2175.7	1614.8	1847.5	1450.7	1508	1264.6	1712.3	1645.6	1582.4
10161_g_at	16752.9	17926.5	18374	17631.1	20354.9	7085.1	10702.2	9009.9	8895.9
10162_at	113.1	92.1	108.6	123.5	110.8	166.4	142.6	161.9	135.9
10163_at	170.9	152.4	191.1	147.1	151.7	240.9	189.2	246.4	239.6
10164_at	143.2	101.9	137	125.4	104.8	72.7	73	97.5	89
10165_at	30.1	27.7	53.1	34	32.8	35.6	25.2	3.9	30.6
10166_at	15581	16215.4	18264.1	17557.7	19537.5	15757.1	12689.8	16941.8	12868.6
10167_at	2139.1	1957.9	1888.8	1753.1	1741	914.4	1195.5	1123.4	1232.2
10168_at	270.3	252	331.4	279.8	285.1	356.5	388.1	436.6	440.2
10169_at	665.4	680.4	761	803	733.2	1564	626.2	785	685.1
10170_g_at	476.8	584.8	524.7	636.8	866.6	273.6	411.4	273.8	348.3
10171_at	127.1	138.4	180.2	140.9	154.1	70.5	129	63.5	117.8
10172_at	28.9	72.3	72.8	55.6	68.9	174.1	92.8	133.2	198
10173_at	136.5	94.6	106.3	103.6	76	108.7	104.7	114.2	158.2
10174_at	292.1	245.3	282.5	311.1	268.2	351.6	325.7	405.9	340.6
10175_at	47.6	40.8	97	93.8	55.2	86.4	83.9	85.5	84
10176_at	270.6	229	203.6	239.5	223.9	310.3	302.7	399.7	364.6
10177_at	328.2	285.3	290	339.1	275.6	792.3	579.8	868.8	786
10178_at	3	38.7	35.4	30.5	4.7	35.3	11.7	51.1	6.3
10179_at	15.7	42.1	39.8	52.8	43.3	98.9	78	102.4	56.6
10180_at	9096.3	7744.3	9354.5	9417	10438.1	7435.2	6754.9	8635.5	7092
10181_at	56.7	50.2	64.4	56.8	55.9	63.2	55.5	47.2	55.7
10182_at	240.7	415.3	255	601.2	305.8	311.8	202	328.9	235.8
10183_at	4046	3816.9	3950.6	3889.8	3623.5	2648.1	2074.4	2621.1	2344.9
10184_at	389.3	423.5	419.2	481.5	397.8	429.5	407.6	415	353.7
10185_s_at	2258.7	2290	2421.8	2504.1	2525.6	4005.2	3464.3	4402.1	3706.7
10186_s_at	64.9	75.2	11.5	99.7	43.9	199.5	203.8	183.4	225.4
10187_at	65.4	43.5	112.9	53.6	92	294.5	158.5	344.3	331.3
10188_at	499.1	393.4	391.2	445.3	346	573	525.2	487	481.1
10189_at	27.2	87	79.1	121.6	47.8	122.2	146.8	97.4	66.1
10190_at	72.9	73.3	60.8	77.9	85.2	151.4	137.5	218.3	117.2
10191_at	189.8	204.2	148.8	184.1	118.7	278.2	297.2	357.1	168.9
10192_at	51.5	40	58.2	68.6	58.4	58.2	56.3	125	105
10193_at	1278.6	1724.2	1274.4	1570.9	1011.8	2358.8	2195.9	2877.9	2354.4
10194_at	833.8	1010.8	579	1008.5	857.3	1621.8	1932.1	2077.6	1861.5
10195_at	2.1	2	2.1	7.4	2.9	45.9	31.3	32	46.7
10196_g_at	37.3	45.5	13.5	19	39.8	75.4	58.1	50.9	53.8
10197_at	32.5	1.3	31.3	63	27.3	54.6	41	61.2	47
10198_at	26.7	46.5	30.2	57.7	1.9	35.3	15	30	21.5
10199_at	18.5	2.6	3.4	2.6	1.9	19.8	24.4	18.6	4.6
10200_at	48.6	78.4	62.4	43.5	33	104.7	104.3	83	69.2
10201_at	39.9	43.4	57.7	54.1	37.4	59.3	39.6	60.4	73.2
10202_at	104.8	110.6	107.4	84.9	95.2	111.4	149	133.5	80.5
10203_at	913.7	698.9	898.5	700.3	736.9	669.6	795.7	706	598
10204_at	811.1	804.8	677.5	1236.3	734.3	780.8	854.6	914.1	884.3
10205_at	204.6	165.3	233.8	205.1	165.6	153.1	166.8	150.3	153.3
10206_at	193.2	127.1	205.7	170.7	163.1	92.9	96.7	70.6	107
10207_at	390	357.2	339.5	427.8	324.2	142.2	192.1	198.8	146.5
10208_at	299.6	317.6	426.7	428.8	338.8	852.5	801.3	876.6	516.6
10209_at	13.3	69.3	90.1	36.9	31.5	26.2	18.2	55.4	58.7
10210_at	14.3	27	32.3	39.6	21.9	174.6	182.6	190.6	82.2
10211_at	160.8	155.8	201.9	229.6	131.4	459.5	469.4	429.7	372.8
10212_at	285.2	275.6	295.3	295.5	292.8	480.8	367.3	442.5	417.4
10213_at	139.4	81.8	152.2	114.5	71.9	118.2	123.2	117.7	117.6
10214_at	51.4	48.7	85.9	54.8	20.2	67	48.3	25	21.1
10215_at	844.3	705.9	716.1	688.4	744.7	783.5	899.6	1019.9	708.9
10216_at	98.2	86	78.1	126.5	70.8	135.5	99.8	105.2	75.2
10217_at	118.3	133	138.4	132.2	54.1	217.7	217.7	232.1	182.5
10218_at	461	433.2	689.3	498.9	463.4	1138.1	960	909.6	820.2
10219_at	1743.9	1682.8	2024	2048.6	1841.3	2859.6	2311.6	2606.3	2170.6
10220_at	59.8	54.3	38.3	63.4	86.2	78.1	53.4	77.6	52.3
10221_at	50.7	57.5	69.3	97.7	67.7	133	99.6	127	113.2
10222_at	109.4	81.7	150.6	123.8	93.9	155.9	150.9	115.6	93.1
10223_at	262.1	283.1	262.2	263.3	322	630.4	504.5	626.5	548.1
10224_at	406.8	366.9	395.9	428.3	394.6	550.3	478.7	484.3	410.7
10225_at	710.1	574.2	634.7	813.8	597.2	455.6	424.4	464.5	565.6
10226_at	186.8	168.9	161.9	141.7	185	258.1	285.8	271.1	285.1
10227_at	79.2	45.6	126	60.7	72.6	97.8	97.5	104.7	73.4
10228_at	7936.4	6452.3	8179	7146.6	9526.8	6607.6	6493.9	5675.6	5529.2
10229_at	33195.3	39427.5	36981.5	34634.2	47537.6	36208.5	33056.5	35913.1	27779.2
10230_at	27.6	44.9	41.4	68.8	40	54.9	61.5	12.4	60.5
10231_at	159.1	213.6	331.8	327	152.2	222.3	245.5	227.4	207.9
10232_at	1382.3	1379.7	1589.9	1410.8	1621.2	1299.7	1332.7	1355.7	1345.5
10233_at	43.9	73.8	46.4	82.4	51.7	64.8	69.2	69.6	94.8
10234_at	179	164.7	184.2	123.5	136.1	151.6	143.2	178.6	172.9
10235_at	430.9	243	446.6	202.5	350.6	163.1	373.8	243.9	261.8
10236_at	52.1	66.4	62.1	27.5	27.4	99.1	79.4	104.3	116.3
10237_at	408	371.2	214.3	406.4	323.1	558.3	462.7	575.2	481.8
10238_at	1274.2	1240.2	1230.8	1248.4	1361.2	1741.9	1913.2	1646.4	2121.8
10239_at	13458.8	13470.5	15757.8	15467.5	16960.4	12341	11118.5	10455.2	10750.7
10240_at	106.3	107.4	112.4	172	287.5	181	133.6	138.5	195.8
10241_at	197.4	221.6	201.5	173.5	140.7	281.4	306	340.4	250.8
10242_at	474.6	258.1	247.6	260	232.3	554.6	514.7	603.5	551.7
10243_at	432.7	283.9	443.9	368.4	367.4	663.8	587.4	717.7	629
10244_at	13.7	26.4	37.1	25.4	24.6	53.9	37.4	52.3	52.7
10245_at	33.9	55.5	56	70.7	60.6	48.9	10	70.7	22.4
10246_at	52.4	52.2	65.9	53.4	66.1	84.2	62.1	53.4	100
10247_at	2280.6	2061	1875.2	1736.3	1702.3	1527.2	1477.6	1745.4	1744.3
10248_at	348.5	293.1	542.2	454.3	411.2	391.9	346.1	492	392.3
10249_at	255.8	237.2	153.9	322.3	237.1	473.1	337.1	502.1	403.1
10250_at	65.8	62.8	82.8	72.1	38.9	62.6	32.7	65.7	37.6
10251_at	218.8	198.7	291.7	304.5	268.5	262.5	271.7	309.5	264.2
10252_at	467.6	574.3	562.7	505.4	272.7	734.8	538.3	684.8	678.6
10253_at	1957.8	1942	1904	1974.3	1684.3	6356.3	5235	6639.7	5345.8
10254_at	277.5	259.5	305.9	247.1	281.8	1006.4	748.4	977.6	1046.3
10255_at	70.1	79.2	81.4	83.4	23.4	67.3	101.1	101.1	77.1
10256_at	35.1	42.7	27.5	83.1	62.8	52.8	53.8	55.5	19
10257_at	113.9	146.4	125.9	187.7	101.6	237	176.3	195	165
10258_at	40.7	37	37.9	36.7	21.2	51.7	64.7	44.5	17.1
10259_at	915.2	933.1	1043.6	988	775.1	1652.6	1413.2	1661	1261.4
10260_at	701.8	385.3	380.9	453.8	313.6	387.6	484.9	516.8	437.1
10261_at	192.2	123.8	154.4	244	123.6	261.2	148	233.2	254.6
10262_at	22.9	16	27.8	4.3	49.3	43.1	25.8	42.8	29.1
10263_at	44.4	34.8	26.2	47	23.6	69.6	62	111.2	57.4
10264_at	282.3	256	256.2	213.6	295.9	156.8	177.9	191.4	191.9
10265_at	5587.7	5624.2	6292.3	6073.4	6234.7	6000.5	5887.9	6254.1	5659.8
10266_at	198.5	178.7	136.9	223.6	120.1	393.7	259.6	351.9	368
10267_at	1920.1	1605.3	2504.1	1977.9	2345.7	2700.3	2382.4	2305.2	2479.1
10268_at	1801.7	2391.6	2520.4	2766.8	3222.3	1331	1607.1	1318.6	1114.2
10269_at	8179.6	9769.1	10761.2	12488.9	10136.7	11634.6	9589.1	9065.7	9943.1
10270_at	15564.7	18196.6	17040	18031.1	20059.5	12492.9	11071.3	10923.5	9883.9
10271_at	113	144.3	132	160.5	410.2	169	177.3	194.2	175.4
10272_at	182.3	142.7	243	121.8	211.6	123.8	175.8	67.7	131
10273_at	1133.9	962.1	926.2	903.7	1055.3	1083.9	996.6	915.7	638.2
10274_at	2847.5	2495.6	2357.6	2543.8	2335.9	3024.4	2871.1	3164.6	2379.3
10275_at	882.8	724.8	616.2	661.1	554.7	1431.1	1337.3	1316.5	1118.1
10276_at	90.4	57.8	86.1	59.7	72	54.3	75.3	71.2	62.3
10277_at	278.6	218.9	237.9	218.5	147.9	237.7	221.2	284.8	270.9
10278_at	773.7	684.2	791.6	812.7	577.4	710.9	655.5	682.9	530.2
10279_at	71.4	70.7	104.2	130	95.6	95.4	100.7	108.2	83.5
10280_at	459.5	421.2	542	532.1	378.6	759.7	562.2	534.8	610.3
10281_at	119.3	139.8	167.7	149.3	153.3	199.6	177.5	190.8	147.2
10282_at	307.2	401.7	361.1	408.6	254.2	387.3	380.1	467.4	529.6
10283_at	19.8	31.3	26.8	21.8	33.8	56	33.3	56	23.7
10284_at	173.4	196.8	177.3	151.8	161.4	163.8	175.2	269.1	138.8
10285_at	186.1	112.3	132.8	122.3	108.3	182.9	167.7	150.4	253.7
10286_at	972.5	1019.1	892	1036.6	696.9	1552.9	1360.9	1387.8	859.5
10287_at	91.8	75.7	110.1	79.5	53.1	115.7	89.6	121.5	91.6
10288_at	269.7	209.8	252.2	271.3	232.2	240.6	282.7	310.2	230.7
10289_f_at	223.7	218.1	273.8	353.1	281.9	599.8	579.4	677.1	495.2
10290_at	3863	3379	3414	3169.1	3794.5	2562.7	2332.9	2255.1	2387.2
10291_at	151.7	113.8	189	183.7	133.2	338.9	210.4	296.8	269.3
10292_at	290	286.1	298.3	455	366.1	374.8	365.1	363.7	420.8
10293_at	27.6	30.5	47.6	74.2	41.3	30	33.7	16.6	30.8
10294_at	119.4	92.6	152.7	175.4	194.1	799	732.4	798.1	1066.4
10295_at	3534.6	3920.9	4191	4084.5	3580.4	3303.1	2731.9	2877.6	2998.9
10296_at	11368.8	10168.9	12093.2	11377.5	13502.7	9768.1	9334.1	8091.9	8409.1
10297_at	329.9	294.8	402.9	299.4	277.3	366.5	366.6	373.9	366.7
10298_at	46.6	61.3	70	58.1	52.9	114	122.9	109	125.3
10299_at	64.7	59.2	69.3	62.9	67.3	27.1	59.9	31.4	27.4
10300_f_at	3381.9	3237.5	2940.1	2859.2	3259.3	1039.8	1903.3	1492.9	1534.6
10301_at	18485.8	20441.4	19828.6	19130.9	23316.6	13640.6	14597	15208.4	11985.4
10302_g_at	14870.8	14928.1	15169.4	16301.2	17545.6	11350.4	10864.1	12384.3	10337.6
10303_at	118.2	119.1	121.7	118.4	113.2	150	135.5	189.4	190.5
10304_at	859	766	801.8	905.6	1121.9	1588.7	1207.2	1839.9	994.5
10305_at	2334	1837.6	2129.6	2173.5	1882.7	2873.7	2583.3	3113.7	2723.6
10306_at	35.8	23.6	28	51.3	55.5	67	91	102.1	68.4
10307_at	96.9	117.9	176.2	144.5	142	202.2	159.4	216.5	167.6
10308_at	1.7	6.7	2.8	17.7	14.6	2.9	3.2	4.5	7.7
10309_at	1.5	2.4	2.2	10.9	1.3	4.6	1.2	1.2	2.2
10310_at	220.9	188.4	183	139.7	190.1	350.1	375.8	371.3	407.8
10311_at	119.5	90.5	113.7	87.7	98	128.7	139.8	150.8	128.2
10312_at	85.3	57.1	99.9	104.3	95.8	120.6	113.9	136.6	108.8
10313_at	448.9	403.1	410.5	436.2	535.4	271.3	273.4	375.4	364.9
10314_at	162.4	167.4	158.6	228.7	176.3	264	228.5	278.3	231.1
10315_at	445	290	414	268.7	365.2	194.7	304.8	294	272.1
10316_at	143.3	114.1	139.5	157.8	123.8	116.7	152.9	224.4	181
10317_at	364.4	330	182.8	262.2	320.4	547.9	633	581.6	464.4
10318_at	507.9	466.3	351.6	516.9	479.2	645.2	693.7	780.4	964.4
10319_at	330.8	273	266.7	248.1	347.3	632	667.7	628.4	708.5
10320_at	134.1	70.5	111.5	116.3	94.9	95.7	85	140.6	112
10321_at	581.7	543.3	405.2	484	385.5	1063.2	937	1282.9	1134.5
10322_at	88.2	118.4	127.7	93.6	93.7	99.6	129.9	151.4	128.1
10323_at	2966.3	3819.6	3449	3371.3	3103.3	2067.6	2077	2086.9	2265.3
10324_at	1143.4	1194	1082.7	1492.3	1196.8	1492.1	1539.5	1392.9	1655.6
10325_at	2535.3	2926.7	1772.3	2629.7	2376.5	1571.1	1558.7	1251.8	2220
10326_g_at	4927.6	6727	4610.2	6062.5	5452.2	3689.1	3646.1	3025.4	3751
10327_at	1.6	2.5	2.9	3.8	2.6	4.6	15.2	5.3	4.1
10328_at	266.4	312.7	265.9	252.5	193.3	579	501.9	590.4	484.6
10329_at	610.4	632.5	523.6	477.9	535.4	898.7	883.6	991.9	847.9
10330_at	25.4	16	32.3	31	3.9	36.1	23.5	20.8	29.8
10331_at	353.8	167.7	252	227	177.9	601.1	576.9	812.6	610.1
10332_at	1363.5	792.6	1273.3	849.2	757.8	648.4	704	674.5	876.1
10333_at	28.4	34.7	57.8	42.4	56.7	23.8	14.3	42	40
10334_at	756.6	686.8	608.7	568.8	453.5	750	570.4	860.6	430.1
10335_at	616.8	451.8	485.7	584.1	400.3	633.4	596.2	737	989.2
