ID_REF	GSM153627	GSM153628	GSM153631	GSM153632	GSM153633	GSM153634	GSM153629	GSM153630
10044_at	476.5	262.7	217.9	781.4	416.3	1679.5	321.5	306.9
10045_at	785	157.5	722.2	425.7	1647.3	105.9	1005.6	1697.6
10046_at	36.3	41.6	25.8	34.1	30.9	42	26.7	56.6
10047_f_at	8375.4	3198.2	6120.5	6093.8	5771.1	5336.2	8311	6319.2
10048_at	112.2	707.8	117.3	849.1	180.3	497	103.8	895.7
10049_at	268.9	55.2	67.5	33.4	53.5	42.3	236.1	103.4
10050_at	722.9	1302.2	620.1	3239	914.6	4913.4	784.5	2414.9
10051_at	841.6	260.5	342.8	607.9	420	272.4	836.7	626.2
10052_at	479.2	371.4	431.3	1045.2	435.9	2006.7	489.5	671.7
10053_at	4143.3	578	2074.5	1266.4	2240.8	1530.2	3856.7	1488.1
10054_at	513.7	431.8	351.2	450	277.9	362.3	565.1	410.2
10055_at	309.2	86.3	72.4	141.7	83.8	63.4	389.6	194.7
10056_at	373.3	679.4	457.4	767.1	461.5	805.9	252.5	1337.3
10057_at	33.8	49.2	74.3	92.4	79.8	141.3	19.4	136.7
10058_at	84.4	80.7	71.1	166.4	248.1	111.5	81.6	390.6
10059_at	1771.5	1318.7	2596.6	1720.5	4046.6	800.4	1441.1	3785.3
10060_at	988.7	1367.9	3368	2013.1	5809.2	1172.5	893.9	3772.2
10061_at	10692.6	1479.2	4764.1	1356	5543.1	4472.2	11668.6	2846
10062_at	359.8	230.7	322.4	976.8	510.5	1889	355.7	645.5
10063_i_at	137.6	120.1	234.3	210.9	256.4	231.3	144.5	196
10064_s_at	231.7	169.5	408.5	349.3	416.4	448.4	272.9	316.3
10065_at	79	74	134.7	108.6	174.8	134.4	85.9	92.1
10066_s_at	529.3	304.8	324.9	516.3	310.2	272.4	410.1	444.7
10067_at	35.6	589.7	8.6	578.4	2.9	189.5	18.4	661.2
10068_i_at	9369.8	1182.9	1376	3203.5	1045.8	6677.1	7945.3	2429.7
10069_f_at	3586.8	645.2	715.2	1886.7	537.7	2989.6	3104.4	1252.5
10070_at	0.8	0.9	0.9	12.2	1	117.5	1	1.5
10071_at	20.2	40.2	18.7	44.3	62.6	60.4	15.8	66.1
10072_at	36.9	1089.4	253	1328.5	488.6	326.3	35	891.2
10073_at	199.5	100	79.5	134.4	108.9	111.6	178.9	357.7
10074_at	1.3	13.4	12.7	8.1	1.1	2.3	1.8	20.7
10075_at	577.1	553	802	478.1	1248.7	146.7	471.5	1635.6
10076_at	50.2	194	302.1	475.3	337	731.1	63.9	333.7
10077_at	81.5	34	34.9	41.1	51.2	28.4	55	92.5
10078_at	96.6	932.9	80.6	1285.5	117.6	740.9	74.2	1440.3
10079_at	26.9	16.7	35.2	8.4	24.7	9.4	14.3	4.9
10080_at	3.7	47.5	21.8	26.7	18.9	2.3	2.1	86.5
10081_at	21.7	157.3	72	142	134.9	48.4	6.8	375.1
10082_at	30.8	28.2	58.3	34.3	6.9	70.1	10.8	51.1
10083_g_at	5.8	15.9	5	17	20.4	6.7	12.3	24.8
10084_at	34.5	30	11	21.5	34.9	52.1	31	26.5
10085_at	654.4	888.5	876.2	1614.2	1154.3	1082	443.3	1709.4
10086_at	31.4	39.8	34.4	118.7	65.4	197.3	27.9	82.9
10087_at	811.2	98.4	276.2	167	436.8	70.3	608.8	203.1
10088_at	161.8	218.3	263.2	326	426.8	167.3	172.7	626.6
10089_at	169.3	296.8	172.3	521.9	355.3	385	132.5	734.7
10090_at	44.9	33.2	13.7	50.3	25.4	34.1	54.2	74.4
10091_at	784.7	465.3	475.9	1067.4	664.8	1211	736.9	737.8
10092_at	207.2	75.5	96.7	349.4	133.2	705.4	203.5	255.9
10093_at	90	141.5	176.4	675.8	304.5	1178.4	107.4	341.2
10094_at	129.4	336.5	250.1	1116	384.5	1792.7	123.1	790
10095_at	186.4	109.3	109.5	217.6	229.8	368.8	117.8	630.4
10096_at	2077.4	1766.6	2080.5	3252.3	2856.1	3302.8	1864.5	3976.3
10097_at	9216.7	3806.5	6124	7889.7	7285.7	8493.4	9183	6553.4
10098_at	250.5	245	269	297.1	575.5	282.4	213.6	431.5
10099_at	485.1	212.9	641.8	445.4	876.1	225.7	403.7	820.8
10100_at	471.3	310.1	668.5	563.2	765.1	294	368.6	783
10101_at	481.4	565.8	239.9	2113.3	255.1	3403.8	434.7	1183.6
10102_at	113	231.9	72	2062.7	73.7	3212	84.6	263.7
10103_at	134.5	199	152.5	223.8	196.5	245.9	133.2	329.3
10104_at	107.4	141.2	48	148.6	50.1	61.3	138.4	349.1
10105_at	6	302.7	70.9	1480.4	156.3	2353	27.3	217.9
10106_at	268.7	183.9	153.9	517.4	141.3	653.4	271.9	160.6
10107_at	127.7	84.1	71.2	77.3	102.4	29.5	151.6	159.3
10108_at	4599.4	3006.6	3606.7	4132.1	3561.1	3288.8	3816.8	3794.7
10109_at	10.2	2.6	16.4	11.1	20.8	4.2	13.9	20.3
10110_at	244.9	91.5	87.6	113.8	139.5	69.6	315.7	195.7
10111_at	405.6	446.6	700.7	582.7	1348.3	323.4	414.8	1936.1
10112_at	553.8	597.3	212.8	2666.6	446.6	5071.7	580.2	1363
10113_at	503.9	363.2	288.8	607.5	371.8	673.8	567.8	630
10114_at	300.8	57.9	152	271.8	330.4	308.7	267.1	189.1
10115_at	130.4	87.1	153	270.6	168	286	104.9	274.9
10116_at	143.5	224.9	205.7	829.3	336.4	470.3	225.5	562.1
10117_at	121.1	259.3	267.4	678.6	294.2	875.3	97.2	561.1
10118_at	284.3	172.7	197.5	462.4	183.4	331.4	202.8	492.7
10119_at	17.1	59.8	17.2	962.5	6.1	2058.3	13.1	59.5
10120_at	264	204.3	381.3	382	502.6	200.6	260.6	681.9
10121_at	3301.7	3009.3	1762.9	4788.7	2609.7	5275.9	3367.8	5119.9
10122_at	45.4	39.6	45.2	24.4	18.8	33.9	24.4	27.2
10123_at	607	416.3	749.5	417	713.1	185.4	651.5	852.5
10124_at	223.6	315.2	195.1	503.5	303.9	565.2	217.6	820.4
10125_at	905.3	210.4	503.3	351	434.1	138.8	711.6	600
10126_at	161.9	119.9	54.2	221.8	80.5	136.2	179	220.8
10127_at	2953.7	2567.9	2694.4	4051.4	2634.8	2927.5	2962.6	3991.9
10128_at	416.8	328.9	194.8	486.3	388.6	145	427.8	568.5
10129_at	1145.7	245.9	2952.2	926.3	3316.7	148.1	579.1	518.6
10130_at	583.5	159.8	98	1069.7	125.2	1826.4	641.8	238.6
10131_at	403	50	177.9	245.2	244.4	201.7	411.8	192.4
10132_at	582.2	130	238.6	329.9	157.1	819.3	647.8	251.6
10133_at	404.1	48.9	343.7	224.6	161.9	342.8	300.3	118.7
10134_at	553.3	175.1	469.8	327.6	769.1	303.1	537.4	955.6
10135_at	252.5	106.3	181.2	205.6	194.5	235.7	236.1	168.2
10136_at	653.2	412.4	633.2	406.3	870.1	115.2	537.5	995.4
10137_at	108.9	37.5	47.4	35.5	55.5	22.4	70.1	72.2
10138_g_at	154.4	51.3	101.4	61.4	224.2	13.4	136.5	170.6
10139_i_at	3032.5	1011.3	1303.2	1313.5	1469.7	1151.2	2653	1596.8
10140_r_at	1306.6	282.6	376.6	469	567	281.5	1597.1	878.5
10141_at	1958.6	194	653.6	300.6	636.9	234.7	1860.9	523.7
10142_at	1651.6	184.2	356.6	348.7	431	397.2	1566.8	354.3
10143_at	1640.8	1311.8	4227.5	3014.9	4375.4	3207.3	1582.6	2376.8
10144_at	679.7	648.6	824.1	1076.7	1337	754	626	1869
10145_at	98.4	107	71.2	113.6	175.5	64.7	70.2	292.6
10146_at	3041.9	1476.4	2020.8	1675.9	2944	963.5	2989.7	3459.9
10147_at	8864.7	1826.8	7313.4	3795.6	6115.1	3719.6	7865.6	3679.9
10148_at	1833	84	147.1	110	94.2	93.8	1623.2	167.1
10149_at	57.9	4.9	52.2	8.7	16	10	29	60
10150_at	392.4	375.9	506.2	447.1	678.5	321.4	426.9	588.9
10151_at	86.3	38.1	101.9	48.9	68.2	50.9	39.3	74.6
10152_at	1180.8	317.8	756.5	464.3	1010.4	210.5	1111.3	994
10153_at	56.6	377.8	95.1	422.8	192.8	186.6	55.1	617.2
10154_at	2596.5	1383.9	1054.6	1233.2	1162.5	187.9	2394.7	2375.5
10155_at	2110.1	193.4	894	927	1273.3	1020.3	1992.4	1005.6
10156_at	58.8	150.5	134.1	169.9	172.1	110.5	63.7	335.4
10157_at	316.6	210.5	448.3	453.1	994.3	290.9	208.4	1131.9
10158_at	1929.7	1005.8	3054.3	1055.2	4951.6	175.8	1274	5271.1
10159_at	3850.4	76.9	683.4	123.9	638.7	53	3308.3	119.2
10160_at	925.9	61.1	402.9	180	563.5	93.2	746.7	408.8
10161_g_at	10237.9	2519.8	7322.7	3518.1	9790.3	2470.8	10165.6	7649.9
10162_at	138.6	373.5	187.7	399.6	456.8	143.1	151.1	483.1
10163_at	217.4	274	323.5	359.4	654	184.2	224.7	441.6
10164_at	213.1	132.9	90.3	106.9	77.5	30	276.2	417.2
10165_at	19.2	8.2	5	23.6	23.7	22.1	22.5	2.9
10166_at	10598.1	170	3044.9	2300.7	3814.8	2527	10062	2661.1
10167_at	1006.6	34.7	275.8	300.1	345.6	323.6	1018.4	241.1
10168_at	38.3	29.1	39.7	57.1	82.2	57.9	39	87.1
10169_at	995.3	420.6	330.8	901.6	516.9	991.1	971	1269.5
10170_g_at	451.4	404.1	290.1	405.9	306.8	309.6	268.2	609.4
10171_at	98.6	320.6	121.5	239.4	130.8	98.2	93.7	534.8
10172_at	224	900.4	2919.9	1026.9	4093.6	740.7	201.7	1850.1
10173_at	2.2	2.8	3.2	24.1	2.2	5	10.5	2
10174_at	153.8	114.6	242.5	411.5	277.1	366.1	143.5	520.1
10175_at	75.9	53.1	60.5	93	76.3	88	76.2	134.5
10176_at	153	45.5	62.1	90.6	71.3	78.1	157	56.9
10177_at	316.1	163.1	222.3	245.8	231.4	181.5	307.1	375.5
10178_at	1.8	33.4	13.5	32.6	16.9	7.4	2.1	25
10179_at	162.5	1050.1	562	1359.1	800.3	647.7	124.1	1765.5
10180_at	5850.4	380.9	3213.6	1002.8	3770.7	1107	5239.3	1093.5
10181_at	98.5	1886.6	336.1	1937.3	774.5	895.1	128.9	2043.9
10182_at	173	185.9	135.2	456	175.9	435.9	146.2	604.4
10183_at	3615.7	367.2	1572.1	472.8	2786.3	196.3	3451.1	2257.1
10184_at	558.3	391.7	308	791.3	381.8	420.2	442.7	1349.9
10185_s_at	11.8	2.1	5.1	1.8	1.4	2.6	2.2	1.6
10186_s_at	1.8	1.3	9.6	1.5	1.4	14.5	1.1	9.1
10187_at	81.3	59.2	53.4	60.5	45.3	35.2	72.4	129.7
10188_at	1452.6	594.2	297.4	718.6	328.3	363.4	1275.3	698.2
10189_at	74.1	104.9	320.7	181.2	483.9	138.6	113.1	2218.1
10190_at	88.6	152.8	85	308.4	73.7	135.2	63.3	423.6
10191_at	168.3	190.9	189.5	342.9	220.4	325.2	179.1	515.8
10192_at	110.9	68.2	100.3	149.5	134.2	172.6	97.3	208.8
10193_at	1076	1208.3	2003.1	1384.1	3288.7	224.3	835.6	1956.8
10194_at	273.8	99.3	259.1	149.9	272.6	106.1	125.9	105.6
10195_at	3.3	31	38.2	50.6	1	32.5	3.4	36.3
10196_g_at	50.9	53.2	50.6	92	43.5	64.6	32.7	79.2
10197_at	42.4	76.2	62.4	200.6	92.6	92.3	48.6	123.3
10198_at	24.5	19.8	22.4	8.1	22.7	35.9	22.9	35.2
10199_at	7.6	25.1	22.4	45.6	32.4	23.7	10.7	48.9
10200_at	146.5	537.2	423	833	563.4	1132	196.4	941.7
10201_at	40.8	54.8	48.2	373.9	31	639.9	36.2	85.4
10202_at	55.4	65.9	74.7	192.3	50.9	236.1	38.9	142.7
10203_at	113.9	52.1	95	91	97	117.6	114.1	98.2
10204_at	92.8	190.4	178.9	256.6	99.1	385.8	48.1	542
10205_at	149.9	17.4	147.8	46.5	169	231.1	121.8	84.3
10206_at	65	79.8	161	37.6	252.3	24.3	62.8	111.5
10207_at	323.5	581.2	580.3	982.1	1181.8	880.1	249.5	1518.5
10208_at	170.7	40.9	161.6	152.7	181.1	125.2	115.1	206.5
10209_at	30.6	104	76.8	147.6	65.8	164.4	44.3	232.2
10210_at	241.1	758.6	1600	905.7	1827.7	394.2	295.6	177.3
10211_at	140.2	84	203.2	231.1	248.8	302	102.9	257.9
10212_at	92.9	149.6	177.6	446.4	417.9	783.2	93.8	291.3
10213_at	67.4	11.7	14.9	27.7	34.8	24.8	61.9	54.9
10214_at	16.7	83.8	41.1	106.3	36.9	37	35.8	173.5
10215_at	181.6	2245.4	155.5	2978.1	186.6	1338.3	208.6	3251.8
10216_at	94.7	228	76.8	180.1	141.6	165	99.8	530
10217_at	63.4	64.7	86.1	56.3	95.3	57.8	81.2	120.5
10218_at	635.2	457.9	460.3	3325.9	1048.6	5183.9	423	1034.8
10219_at	1196.4	775.5	1344.1	887	1587.6	591.2	1124.5	1085.5
10220_at	74.7	36	75.8	53	42.5	48.3	32.5	10.9
10221_at	88.1	430.6	132.9	1001.9	155.1	1888.8	91	848.3
10222_at	163.4	91.6	60	82.3	60.4	24.1	164.3	251.1
10223_at	607.8	462.2	510.1	822	634.3	975.8	661.3	735.3
10224_at	542.2	121.3	254	245.6	370.1	127.5	543.2	488.2
10225_at	111	56.4	44.6	56	46	27.4	96	96.6
10226_at	151.3	190	584.9	459.8	717.9	587.9	136.9	579.2
10227_at	52.9	101.7	105.6	94	148.8	116.5	32.5	663.7
10228_at	3941	1089.5	4774.4	1382.5	4163.5	1085.6	2481.1	4726.8
10229_at	21357.3	7014.8	17944.5	12773.2	19365.6	13932.8	24747.8	19697.2
10230_at	45.5	4.7	4	9.1	3.1	41	12.7	18
10231_at	147.3	23	63.7	81.8	77.2	71.3	124.6	61.6
10232_at	1682.1	836.5	1209.7	1479.9	2109.6	642.7	1568.6	1956.4
10233_at	38	24.5	18.2	32	41.3	19.3	40.4	24.5
10234_at	132.5	176.7	85.6	260.2	153.1	164.4	150.8	366.1
10235_at	69.5	30.8	147.2	150.7	176	199.7	57.9	227.6
10236_at	43.7	105.6	64.8	178.6	153	95.8	43.3	147.4
10237_at	574.6	386.6	417.1	571	524.9	402.7	491.9	954.3
10238_at	518.7	207.4	429.9	690	620	871.4	444.3	1074.6
10239_at	8829.6	4699.9	8348.9	5859.8	8163.7	6265.1	8807.3	7437.9
10240_at	26.9	54.8	46	46.3	4.3	63.5	27.4	5
10241_at	572.8	28.8	12.6	52.8	69.2	5.7	629.9	104.5
10242_at	533.6	420.4	616.6	722	780.9	268.4	555.2	823.7
10243_at	498	147.6	774.2	252.1	1120.6	144.7	409.1	801.5
10244_at	86.9	193.3	244.3	301.3	429.6	249.7	87.6	578.5
10245_at	72.9	77.6	81.5	132.9	119.4	55.5	58.3	121
10246_at	55.9	165.6	119.3	230.5	122.5	176.2	52.8	203.3
10247_at	1142	155.3	223.9	438.5	604.6	748.9	1124.7	559.6
10248_at	30.6	14.2	22.5	182.4	28.3	674.7	31.2	35.6
10249_at	369.1	540.3	436.3	845	646.6	852.7	323.1	1077.3
10250_at	64.1	88.7	44.9	88.8	44.5	58.3	42.8	122.9
10251_at	67.3	93.7	40.1	108.6	45.3	46.1	56.3	157.8
10252_at	566	869.3	315.1	1130.2	490.2	673.8	505.4	1687.7
10253_at	2040.1	463.3	2851.8	745.5	3766	266.6	1970.3	3275.5
10254_at	833.3	114.1	390.5	230.2	515.4	130.2	827.6	700.6
10255_at	70	30.1	50.1	43.9	84.5	33.3	62	85.2
10256_at	125	59.2	112.2	210.2	147.6	411.6	124	135.2
10257_at	215.3	312.4	577.9	866.8	695.8	989.6	216.5	725.4
10258_at	382.8	445.2	420.6	491.9	473.1	1392.3	304	1046.9
10259_at	313.6	181.9	194.9	280.5	255.6	589.9	267.1	582.7
10260_at	340.7	190.9	327.4	811.8	407	804.6	343.4	353.5
10261_at	123.8	54.6	108.2	92.4	177.3	110.1	89	124.7
10262_at	58.6	264.7	975.5	640	1011.5	87.9	34.1	2358.8
10263_at	156.9	263.5	929.2	1457.6	1142.6	2504.4	82.8	121.5
10264_at	141.6	27.5	58.3	76.9	223.5	73.2	139.7	173
10265_at	4183.9	354.4	4817.2	761.9	4572.5	446.8	3467.7	2870.3
10266_at	110.7	77.1	79	159.5	71.5	176.9	128.3	103.9
10267_at	2655.3	264.4	2258.3	548	2425.8	332.2	2530.6	2492.8
10268_at	520.5	392.9	377.5	610.7	290.1	1035.4	417.8	624
10269_at	8046.6	2326.9	3568.4	4068.8	4734.7	3630.8	8257.9	4525.9
10270_at	10737.1	495.3	4202.3	2044.1	4746.2	2856	11734.4	2300.4
10271_at	93.7	9.9	39.8	29.9	27.5	19.3	50.8	23.7
10272_at	55.2	3.4	16.6	76.4	26	44	43.5	3.6
10273_at	940.4	441.1	653.3	836.6	475.7	1376.8	772.5	1161.4
10274_at	1759.8	880.1	967.6	1147.4	1234.1	1165.6	1628.8	1635.7
10275_at	795.1	448.3	615.6	545.6	1128.6	339.1	717.1	783.4
10276_at	54.9	7.7	1.4	3.9	0.9	1.5	50.6	8.2
10277_at	183.1	46.4	76.9	100.5	92.6	113.6	178.2	86.9
10278_at	2963.5	193.4	238.1	381.2	338.6	244	2882.4	373.7
10279_at	457.1	665.8	1067	1009.8	1490.9	283.2	404.6	1856.7
10280_at	209	81.6	100	142.1	152	125.4	223.6	320.8
10281_at	162.8	138.2	126.8	298	232.3	732	168.7	489.3
10282_at	57.4	24.9	16.6	77.4	15.3	94.7	35.5	60.8
10283_at	14.3	39.4	23.3	252.5	21.3	681.6	16.1	78.2
10284_at	61.8	13.4	26.2	9.2	42.3	45.4	55.6	70.4
10285_at	84.7	54.1	62.8	77.1	94	72.6	84.1	158.4
10286_at	485.8	694	523.1	745.1	451.7	366.5	351.9	766.3
10287_at	27.3	35.5	21.4	61.9	26.9	75.2	32.8	119.7
10288_at	80.2	80.2	49.9	204.9	60.5	131.8	41.9	131.5
10289_f_at	136.7	206.1	226.7	565	251.1	815.7	107.7	688.3
10290_at	7644.3	6016.6	6366.3	7192.9	6183.3	5828.3	7538.8	7580.7
10291_at	82.8	60.5	47.3	49.7	87.4	37.4	80.2	96.9
10292_at	21.1	26.9	27	33.8	14.3	23.7	12	12.6
10293_at	26.3	27.1	34.3	20.8	50.6	20.6	42.7	47.8
10294_at	27.5	2.2	3.7	7.2	7.2	2.1	8.8	6.5
10295_at	4910.3	2616.8	3780.3	3498.7	4051.6	2538	4374.6	3988.6
10296_at	5537.4	1654.7	5323.1	4059.3	5320	3579.3	4880.7	5170.3
10297_at	229.8	323.5	170.7	2178.9	202.7	3142.8	236.2	641.4
10298_at	31.3	34.2	15.1	22	12.2	12.8	8.3	48.4
10299_at	25.4	48.7	55.3	80.1	93.4	46.1	20.6	80.6
10300_f_at	3048.1	261.3	1414.5	899	1732.9	805.5	2921.8	801.3
10301_at	14298	927	5045.4	2404.5	5682.7	2550.7	14571.3	3073.2
10302_g_at	11148.4	1832.6	6195.2	3596.3	6799.6	3063.5	11507.4	4039.4
10303_at	136	310.7	128.2	2829.9	178.5	3357.3	106.2	566.5
10304_at	1684.9	1154	1320.9	1689.2	931.1	1955	1125.8	3318.2
10305_at	818.5	163.7	377.6	567.6	669.5	553.2	883.4	447.2
10306_at	86.7	38.4	88.8	58.8	135.8	39.2	55	110.5
10307_at	101.2	60.9	127.8	137	156.7	100.6	93.4	145.4
10308_at	1.6	10.3	0.9	11.4	3.5	78.1	1.7	1.1
10309_at	0.9	34.2	7.2	263.6	2.3	725	1.6	32.7
10310_at	83.5	41.7	32.1	121.3	54.9	154.2	70.2	102
10311_at	74.3	143.3	113.7	191.3	201.9	210.2	98.4	173.1
10312_at	199.7	196.1	198.4	419.6	263	376.7	227.5	453.3
10313_at	857.9	1413.4	706.4	1748.7	992.2	930.8	927.2	2059.7
10314_at	344	293.6	221.6	629.8	243.7	1291.1	285.5	355.9
10315_at	372.3	320.2	602	791.4	910.5	404	265.2	1077.9
10316_at	73.3	32.9	66.6	131.5	108.8	173.8	77.8	47.7
10317_at	438.6	340.9	188.2	452.8	240.3	351.7	412.8	843.5
10318_at	230.5	169.3	136.5	358.2	121.9	313.9	143.2	275.6
10319_at	1324.7	544.1	450.1	859.6	941.1	314.5	1243.6	1060.3
10320_at	65.2	337.6	42.7	398.3	96.5	177.9	75.1	561.1
10321_at	670.9	1132.3	652.8	1520	1249.5	1132.6	653.9	2045
10322_at	103.2	86.1	140.8	278.5	199.9	162.6	121.8	155.8
10323_at	4941.4	2291.6	4024.7	3131.2	4614.3	3923.4	5027.4	5173.3
10324_at	1768.2	1881.1	2379.4	2173.5	3009.4	1041.9	1973.7	3680.1
10325_at	1824.2	385.9	910	607.6	1265.8	760.1	1784.1	697
10326_g_at	9804	2341.1	5214.7	3833.6	6502.2	5245.3	9306.6	4432.9
10327_at	1	5.5	1.2	267	0.6	766.3	0.7	13.5
10328_at	277.5	266.8	468.7	363.3	892.6	115.8	260.3	1233.8
10329_at	1073.6	214	955.6	803.7	1346.8	958.2	959.2	790.3
10330_at	39.7	64.8	23.6	32.3	47.6	47.4	55.2	46.1
10331_at	163.4	517.2	99.8	4970.4	190.1	5537.2	129.4	754.3
10332_at	354.2	135.3	265.4	529.6	196	628.3	307.5	253.6
10333_at	136.6	57.1	110.2	119.5	162	126.4	100.2	228.9
10334_at	4685.2	281.5	496.8	619	419.3	158	4955.3	755.6
10335_at	308	50.9	140.2	444.6	183.6	1064.5	277.3	154.7
10336_at	48.6	20.8	43.2	47.9	47.8	22.2	52.2	101.3
10337_at	258.2	290.9	354	392.8	336.5	124.1	217.2	655.6
10338_at	1.2	37.9	8.2	504.4	2.3	495.2	1	4.7
10339_at	70.4	128.5	47.8	675	60.1	1625.3	78.7	267.8
10340_at	132.5	216.7	78.2	384.7	65.6	169.8	125.8	629.4
10341_at	156.5	195.4	53.8	177.4	69.8	92.9	130.7	387.3
10342_at	439.9	209	124.8	244.5	157.4	63.9	409	267
10343_at	319.1	498.6	259.5	352.4	426	395.8	254.4	1194.2
10344_at	125.5	79.7	49.4	83.7	83.6	55.8	98	98.9
10345_at	197.7	156.8	96.6	132.8	164.3	91.6	165.7	188.1
10346_at	70.8	390	144.5	271	305.9	111.8	26.8	811.9
10347_at	1012.9	880.6	738.3	942.7	1134.5	361.9	831.7	2445
10348_at	62.2	26	88.7	107.4	118.8	319	58.6	428.5
10349_at	203.2	396	298.6	472.5	421	147.1	159.9	723.2
10350_at	1347.2	203.7	212.7	502.8	171	406.3	1247.1	255.4
10351_at	69.9	1.7	51.2	47.6	28.1	50.7	33.8	46.6
10352_at	233.6	89.8	207.5	389.3	245.6	585.8	246	169
10353_at	36.6	43.8	16.6	40.3	18.7	9.1	20.2	38.9
10354_at	66.9	75.8	52.2	293.7	54	421.4	28.7	87.6
10355_at	428.7	344.3	90.9	482.4	185.7	384.9	324.4	1086.7
10356_at	21.4	125.7	20.2	175.8	4.6	107.9	4.4	124.4
10357_at	799.7	751.2	623.8	1891.7	1218.5	3540.5	932	1783.3
10358_at	399.9	159.5	187.1	179	345.8	159.4	352.8	541.9
10359_at	1417.8	708.1	121.8	1105	300.7	1121.8	1281.1	2604.8
10360_at	667.2	258.5	938	334.5	853.6	356.6	438.4	772.3
10361_f_at	52.7	102.7	70.7	208.4	66	224.7	45.7	252.6
10362_at	7414.5	283.1	2296.6	384.3	2509.5	510.2	7676.6	806.1
10363_at	1310.8	1293.7	2067.1	1337.6	2372.1	539.1	1011.6	2792.8
10364_at	324.1	396.4	291.4	752.9	382.9	1030.6	273.1	1185.7
10365_at	112.2	85.1	97	219.3	176.1	529	120.9	201.7
10366_i_at	757	2405.2	2378	3356.8	5226	1561.5	907.6	5706.2
10367_r_at	212.6	326.1	283.6	416.2	424.9	183.5	173.8	420.3
10368_s_at	1672.6	3224.9	2872.8	4034	4592.2	2574.3	1504.6	5240.6
10369_at	214.6	488.6	537.5	743.4	947.5	364.9	178.9	1102.4
10370_at	5133.8	1243.9	3985.2	1828.1	5575.6	1813.7	4623.7	3406.4
10371_at	3	21.8	4.2	10.6	2	2.9	15.7	36.2
10372_at	13.5	41.1	14.7	71.1	26	42.1	19.6	101.4
10373_at	4.9	53.5	108.1	88	96.3	30.5	3.9	90.1
