ID_REF	GSM266726	GSM266728	GSM266729	GSM266723	GSM266724	GSM266725
3031_at	9.5	31.3	29	24.4	20.7	22
3032_at	34.2	47.7	53.6	25.7	32	23.8
3033_s_at	37.4	38	48.7	24.9	49.7	32.3
3034_at	3.2	2.4	15.8	2	19	2.3
3035_at	6.5	13.2	16.5	11.7	13.6	15.2
3036_at	11	14.9	16.5	8.5	16.2	10.2
3037_at	0.7	1.6	9.6	2.2	8.2	0.8
3038_at	6.6	6.8	7.6	5.7	7.8	19.2
3039_s_at	185.1	229.7	222.7	201.2	211.5	225.7
3040_at	19.5	26.1	25.3	21.6	18.5	20.7
3041_at	11.8	4.6	42.3	23.9	12.8	26.9
3042_at	8.8	16.5	12.4	1.7	15.3	20.4
3043_at	0.5	10.8	1.4	1.6	14.5	2.4
3044_at	8.9	1.9	0.5	0.5	15	8.9
3045_s_at	88.1	130.7	131.4	137.5	104.8	103.8
3046_at	27.1	45.3	32.4	4	9.9	15.9
3047_at	10.1	8.7	10.9	0.3	3.8	2.8
3048_at	11	5.7	2.1	3.7	8.9	0.7
3049_at	5.4	0.9	6.4	9.7	0.8	0.4
3050_at	8.7	13.2	2.8	15.3	15.3	2.3
3051_at	16.6	14.9	13	10	16.6	5.3
3052_at	12	19.3	11.4	7	1.5	1.6
3053_at	22.7	12.4	3.3	5.5	13.3	0.9
3054_at	12.8	17.7	18.5	11.4	7.1	9.1
3055_g_at	16.3	26.1	19.9	18	19	10.6
3056_s_at	27.6	28.5	24	13.2	15.1	20.2
3057_s_at	92.8	90.5	101.1	68.5	77.8	60.2
3058_s_at	108	121.1	103.4	91.4	96.8	77.1
3059_at	0.8	10.7	6	8	0.2	0.3
3060_at	7	13.3	7.4	3.7	14.9	16.1
3061_at	0.9	2.2	1.8	0.3	0.8	0.7
3062_at	5.3	0.7	0.3	4.2	0.6	7.5
3063_at	0.7	2.7	0.7	1.4	3	2.1
3064_at	3.7	7.4	6.1	7.7	1	15.7
3065_g_at	58.1	40.6	48.4	0.7	2.1	20.7
3066_at	5.3	2.6	0.3	1.7	0.6	5
3067_g_at	2.6	2.4	1	16.5	14.3	34.9
3068_s_at	63.8	53.7	68.1	65.2	80.8	56
3069_s_at	47.7	58	54.1	57.9	57.3	59.6
3070_s_at	40.8	42.6	38.6	28.5	55.6	43
3071_s_at	52.5	82.6	112.5	54.2	66.8	85.1
3072_s_at	398.3	415.3	361.1	334.7	379.8	278.1
3073_s_at	54.2	46.3	21.8	23.1	46.8	39.7
3074_at	11	7.6	4.3	12.6	4.2	1.4
3075_at	3.3	2.8	11.7	8.6	3	11.6
3076_at	3.6	2.2	3	0.4	0.9	0.6
3077_at	5.8	0.3	4.5	0.5	11.9	14
3078_g_at	49.3	68.2	71.6	68.4	54.5	62
3079_s_at	122.9	156.1	165.7	171.6	182.8	180.8
3080_f_at	353.8	403.4	410.7	340.7	393.3	296.1
3081_at	25.5	27.6	40.2	16.4	25.6	15.9
3082_at	2.9	0.3	8.8	5	5.3	0.8
3083_g_at	15.1	0.6	16.1	11.2	5.7	19.2
3084_s_at	11.5	14.4	12.5	10.4	6.8	4.8
3085_s_at	21.4	21.4	39.6	53.5	37.5	46.9
3086_s_at	11.3	21.2	26.8	27	22.2	24
3087_s_at	13.4	30.1	28.1	12.9	8	11.1
3088_at	16.6	26.8	26.5	13.5	16.9	6.6
3089_g_at	52.9	46.7	63.4	31.4	37	28.5
3090_s_at	69	121.9	167.3	92.8	103	90.8
3091_at	0.7	7.4	6.6	0.7	2.2	12.7
3092_f_at	5.6	7.2	11.4	null	8.5	10.8
3093_f_at	18.8	15.8	20.1	7.9	27.1	30
3096_f_at	49.9	57.4	54.2	23.1	34.2	24.4
3097_at	25	19.3	31.4	12.3	18.2	9.6
3098_at	53.9	31.9	55	30.8	46.8	25.3
3099_at	22.8	13.2	34.6	19.9	13.8	16.6
3100_s_at	36.5	31.4	36.5	14.7	43.7	18
3101_at	20.3	23.6	38.7	13.8	22.9	12.9
3102_s_at	32.1	27.1	42.3	21.6	26.6	24.2
3103_at	18.7	9	18.5	11.9	15.5	8.6
3104_at	34.6	22.4	34	13.7	9.4	13.8
3105_g_at	17.3	7.8	23.2	19.5	17.1	18.4
3106_s_at	16.7	23.4	27.9	25.5	13.8	2
3107_s_at	10.3	11.5	8.6	16.2	15.7	20.4
3108_at	24.3	22.9	26.3	11.5	11	25.6
3109_at	27.2	34.2	32.2	26.9	25.5	29.5
3110_s_at	18.4	8.5	2.2	9.6	2.4	2.2
3111_s_at	38.2	21.3	32.8	21.8	26	23.7
3112_s_at	11.3	7.3	20.1	11.4	9.1	7
3113_s_at	88.7	108.5	124.5	76.6	136.6	82.7
3114_s_at	298.4	349.5	404.8	212.4	246.4	205.3
3115_at	6.6	28.6	23.9	12	3.6	9.8
3116_at	18	32.5	44.1	26.2	41.3	31.4
3117_at	23.4	23.4	39.8	4	29.4	27.8
3118_at	16.4	18.5	24.4	21.1	24.5	19.9
3119_at	11.5	6.2	17.6	11.7	10	7.8
3120_at	10.4	10.6	27.5	14.3	16.6	11
3121_at	14.2	23.3	24.9	22.6	24.2	5.1
3122_at	21	30.4	26.4	15	23.3	9.3
3123_at	5.1	21.3	18.3	11	9.9	21.4
3124_at	18.4	20.5	14.8	29.9	24.2	8.4
3125_at	18.5	11.1	21.8	30.2	34.6	15.8
3126_at	11.1	6.4	14.5	9	8.2	18.9
3127_at	3.6	4.5	3.6	6.7	1.9	1.7
3128_at	36.3	47.7	40.9	49.3	28	26.1
3129_at	12.3	5.8	23.3	1.5	1.6	1.9
3130_at	22.2	34.1	29.7	18	13.7	5.6
3131_g_at	18.9	17.8	26.1	24.5	30.3	23.5
3133_f_at	202.4	152.6	122.5	99	140.4	148.2
3136_s_at	680.6	634.9	354.8	687.7	719.4	908
3137_s_at	459.3	184.4	178.1	290.2	296.7	483.5
3139_f_at	66.9	64.6	26	21.8	19.2	27.7
3141_i_at	6	0.2	4.4	10.9	5.8	5.8
3142_f_at	460	448	205.8	395	399	484.9
3143_f_at	73.9	73.6	43.5	51.5	56	88.8
3144_f_at	300.1	231.7	176	263.5	303.1	461.7
3145_at	92.2	90.8	43.1	43.7	39.4	40.6
3147_at	8.6	6.6	9	2.9	1.1	2.8
3148_s_at	719	709.4	547.1	853.7	813.4	1089.7
3149_at	78	87.3	106.8	57.1	41.5	38.9
3150_at	26	42.7	60.1	44.9	36	25.9
3151_g_at	29.8	21.8	51.2	18.8	11.4	32
3152_at	34.8	63	65.1	41.5	41.2	38.7
3153_at	17.3	12.1	10.2	10.4	13.3	14
3154_at	16.3	9.5	21	14.2	14.3	19.7
3155_at	16.2	7.1	26.1	8.5	14.4	10.2
3156_at	11.8	9	19.7	7.3	13.9	3.4
3157_at	13.8	18.5	29.4	20.3	21.2	20.5
3158_at	4.5	18.4	16	14.6	13.1	12.2
3159_at	0.7	10.6	21	9.4	9.1	1.4
3161_f_at	558.2	584.1	331.1	455.9	502.8	436.8
3162_at	133.3	151	141.8	88.8	103.5	103
3163_i_at	9.3	9.5	12.3	1.2	7.9	4.2
3164_f_at	5.7	7.7	7.4	1.2	5	1
3165_at	13.5	16.8	8	1.2	1.4	15.1
3166_i_at	15.1	19.9	16.1	22.4	27.4	22.8
3167_r_at	9.3	10.8	8.8	12.4	10.9	15.8
3168_f_at	10.3	5.6	9.6	2.9	2.1	7.4
3169_f_at	3668.8	3210.6	3172.4	3029.3	3012.3	4543.1
3170_i_at	11.3	20	25.1	9.4	16	14.3
3171_r_at	0.1	0.3	0.5	4.5	4.5	1.5
3172_f_at	40.3	49	45.2	43.9	34.7	41.6
3173_i_at	15.1	6.8	3.9	0.3	0.4	1.9
3174_f_at	17	25.3	9.9	8.3	1.9	10.6
3175_i_at	34.4	18.5	40.5	7	47.7	24.2
3176_f_at	56	48.1	38.6	29.5	31	38.1
3177_f_at	34.9	24.9	23.5	23.7	21.6	22.1
3178_f_at	14.3	15	8.7	0.8	0.2	9.2
3180_f_at	5225	4746.2	1643.6	3977.8	5085.1	4479.5
3181_f_at	3146.5	2085.4	892.1	1657	2708.3	1791.6
3182_i_at	2.3	2.1	2.5	47.5	35.6	9
3183_f_at	4432.7	3535.7	1918.9	2630.2	3521.4	2920.1
3184_s_at	93.9	108.1	52.9	113.9	104	168.8
3185_s_at	38.7	27.7	18	2.9	6.9	8.5
3187_s_at	1488.7	1722.8	1871.4	2159.1	1845.4	2106.6
3188_at	1165.7	1190.1	1171.6	600.9	542.3	591.4
