ID_REF	GSM35168	GSM35169	GSM35170	GSM35171	GSM35172	GSM35173	GSM35174	GSM35175	GSM35176	GSM35177	GSM35178	GSM35179	GSM35180	GSM35181	GSM35182
OR1196	1.72484	0.629921	2.42445	1.47666	0.743001	4.2902	1.04601	1.4577	1	0.765722	4.89282	0.795967	0.304921	0.30897	0.777131
OR1197	2.12571	0.647394	1.43257	1.20713	0.673813	1.08052	1.03917	1.42682	0.565601	0.940169	1.77591	0.954346	0.346029	0.458127	1
OR0238	0.01	0.01	0.508013	0.764325	1.34406	2.04135	2.38618	2.30442	0.392122	1.66899	2.64019	1	0.578432	0.391642	1.2436
OR0267A	2.17711	0.497954	2.67985	0.533401	0.233421	4.41395	0.428927	1	0.877947	1.3976	3.43685	2.89357	0.260327	0.219954	2.80424
OR0513	0.01	0.28186	2.22907	0.734956	1.01504	2.33221	2.42623	1	0.916212	1.3896	2.98922	0.613004	0.326196	0.368665	1.42658
OR0565	0.01	0.542824	0.701864	1	1.50797	0.967143	1.2876	1.89419	0.751904	2.03863	2.22515	1.31123	0.378062	0.292353	1.04426
OR0502	0.82509	0.0562344	1.09873	0.62666	1.11254	2.63707	1.39447	1.00607	0.758812	1.02857	5.79818	0.861743	0.378464	0.390306	1
OR0494	1.25535	0.451654	2.48192	0.829208	1.40918	1	0.849002	0.903726	1.28794	0.887591	3.38293	3.00069	0.293961	0.270496	1.62753
OR0183	4.37465	0.275276	4.24222	0.391568	0.257353	13.886	0.256302	0.911758	2.10833	1	17.433	2.73581	0.306968	0.348031	5.08698
OR1198	0.01	1	0.529582	1.15574	1.02078	1.38267	1.12092	0.565688	0.830198	2.24233	2.78194	1.54222	0.179317	0.42042	0.646569
OR1199	1	0.717838	2.0819	0.810283	0.334044	11.5268	0.634249	1.36769	0.672662	1.28769	14.5902	2.00413	0.160293	0.304768	6.60469
OR0655	0.01	0.651064	0.863197	1.53326	1.35335	0.489291	2.10808	1.17574	0.206713	2.54218	1	1.09551	0.139103	0.791141	2.69956
OR1016	0.01	0.922255	0.01	0.531587	0.949077	2.51773	2.7732	1.61198	1.46408	1.73064	1.62311	1.48255	1	0.01	0.820011
OR0116A	0.01	0.731234	1.34853	1.015	1	0.927794	1.44218	1.44909	0.402738	1.49868	0.916845	1.27794	0.267826	0.575183	1.98268
OR0989A	0.01	0.01	0.817094	2.20158	2.40201	1	3.45028	1.97875	1.68185	1.25562	1.45119	0.41048	0.813085	0.741085	0.66104
OR0696	0.179473	1.71616	0.470772	0.473093	1	1.10027	1.53902	1.11975	1.81627	0.991395	1.48563	0.51566	0.36268	0.490338	1.26078
OR0499	0.01	0.100867	0.628186	1	1.53528	1.72052	1.07997	1.91617	0.872687	1.44113	1.15334	1.0244	0.433707	0.232369	0.49481
OR1200A	0.245813	0.857945	1.40205	1.1563	1.12325	1.6895	1	0.824188	0.52076	1.77651	1.25424	1.0539	0.01	0.226377	0.384252
OR1201	1.64329	0.389951	1	0.921547	1.01536	0.777047	1.49114	1.18417	1.32476	0.795342	2.25602	0.949076	0.381999	0.359336	1.01386
OR1202	0.01	0.045897	0.952805	1	1.09842	0.841414	1.50616	1.02101	1.07106	1.44931	1.96604	1.10602	0.250547	0.398536	0.637929
OR1203	0.01	0.199707	1.42572	0.606545	1	0.26326	1.11612	1.47544	0.969393	1.04574	1.33707	1.31553	0.192418	0.285841	1.05504
OR1204	0.51745	3.03031	0.593205	1	0.76397	0.01	2.26766	1.41716	1.11085	2.9757	1.05602	1.71679	0.160007	0.486783	0.619392
OR1205	0.01	0.814449	1.57834	0.51027	1	0.119956	1.01556	1.31289	1.36321	1.01278	1.96405	1.42576	0.582559	0.34121	0.839601
OR1206A	0.31911	0.943994	2.35745	1	0.578025	0.976126	1.31263	1.84382	3.71272	0.942122	3.31639	1.15758	0.298899	0.354161	2.97945
OR1207	0.555574	0.161437	2.12304	0.279156	1.09368	0.415725	1.53682	1.55227	1.37998	0.964268	1.2186	1	0.464312	0.583166	1.41636
OR1208	1	0.381102	1.60769	1.01846	0.895477	0.731799	1.15018	1.28452	0.639375	1.04918	1.01624	0.765142	0.252601	0.299302	1.11888
OR1209	0.645786	0.125852	0.759885	1.12035	0.863414	1.09787	1.34166	1.79731	1.72596	0.694921	1.73912	1	0.295404	0.291167	4.08726
OR1210	0.764906	0.477709	1.53291	0.468298	0.440615	2.2457	0.504256	1.23864	1.16522	1	3.53032	1.80419	0.305077	0.321316	4.81375
OR1211A	0.01	0.197406	1.61857	0.983425	1.13384	1.16886	0.921519	1.37418	1.71241	1	1.34758	0.686362	0.500849	0.424784	2.3691
OR1212	0.586493	0.01	0.465247	0.775927	0.99689	3.21896	1.53633	1	6.00789	2.39956	2.58454	1.10661	0.465338	0.258807	2.93844
OR1213	0.0703647	0.767917	0.89309	1.07495	1.22519	0.893837	1	2.05733	10.7297	1.24305	1.53415	0.798428	0.624374	0.583209	1.14607
OR1214	0.01	1.0569	2.09424	1	2.5962	0.492738	1.51122	2.03497	1.9944	2.12653	0.289274	0.569228	0.178945	0.494734	0.538035
OR1215A	0.01	0.956424	0.01	1	2.29958	7.9425	1.45363	2.13626	2.57762	0.725387	13.6558	0.53466	0.498981	0.936121	12.4569
OR1217A	0.01	1.00702	1.01977	1.33786	1.50479	0.528586	1.53689	1.7519	0.99428	1.77368	0.964087	1	0.275503	0.320999	0.401628
OR1218	0.170455	0.370079	1	0.472012	0.535176	0.125523	1.07847	1.22336	1.10625	1.5163	1.19597	1.06703	0.209028	0.338372	1.87983
OR1219	0.01	0.739248	0.0588741	0.458523	1.31535	1.30656	1	1.40447	1.03324	1.22292	2.55064	1.02612	0.381555	0.245628	0.482869
OR1220	0.563902	0.01	3.03817	0.418265	1	0.25424	1.24188	1.32339	1.08868	1.90298	1.15675	0.850591	0.128205	0.388603	1.85159
OR0790	2.6322	0.44256	2.79224	0.529508	0.513523	2.14323	1	1.58519	0.899495	1.81716	2.7579	2.2042	0.831118	0.655033	0.981342
OR0525	0.01	0.234389	2.39714	0.624846	1.43041	0.233531	1.9759	1.02938	1	1.53185	2.50632	0.576627	1.05712	0.5192	0.730612
OR0250	5.01846	0.331542	3.73972	0.693706	0.214645	10.2291	0.687522	1.73709	0.444941	1	5.59393	1.62213	0.145817	0.230085	1.01102
OR0912	0.679216	0.739574	0.985237	1.18199	2.60667	0.01	2.05677	1.61436	1.18742	3.0193	3.4566	1	0.509055	0.603171	0.432891
OR0664	1.53544	0.452378	2.36826	0.632562	0.35286	3.43884	0.815418	1.84585	0.738099	1.38123	5.25947	2.06409	0.294433	0.40454	1
OR0178	1	0.342607	1.89915	0.792133	0.320603	5.03822	0.835037	2.10961	2.54222	0.9625	7.2003	1.48517	0.181354	0.429767	3.26538
OR1221A	0.997886	0.62859	0.552676	1	1.11924	1.0221	0.970208	2.43266	1.18748	0.741907	3.16463	1.05392	0.615771	0.579238	1.48013
OR1222	0.01	0.251968	1.10769	0.735855	1.84121	1.37908	1.84526	1.25153	1	2.05652	1.50504	0.807571	0.354858	0.673488	0.618026
OR0625	2.48633	0.118001	3.14132	0.204047	1.01665	2.30435	1.19779	1	1.34875	0.01	2.00878	0.127642	0.13236	0.454811	0.545096
OR0733A	0.99847	0.123545	4.25447	0.640902	1.15903	1.37864	1.50317	1.58793	1.49057	0.93374	2.73042	0.334098	0.526601	0.585647	1
OR0241	1.04412	0.242601	0.834255	1.10789	0.0758048	3.82781	0.305307	1	1.08225	0.962946	3.45532	1.66296	0.317072	0.206345	5.51729
OR0221A	1.04888	0.633007	2.1329	1	0.415201	0.01	1.39366	1.5936	0.930462	1.05587	1.90552	0.778418	0.271742	0.685512	1.48075
OR0647A	2.63826	0.156693	2.63101	0.556959	1	2.99749	1.65228	1.27718	0.818802	1.50737	1.69362	0.596372	0.419872	0.393372	0.576502
OR0744B	1.10101	0.426947	1.08974	0.576904	0.639866	0.01	1.0365	1.384	1	1.41304	2.79806	1.20715	0.287864	0.282171	0.927039
OR0759A	0.878274	0.752702	1.14081	0.704633	1.47177	0.01	2.39762	1.43259	1	4.31374	2.52586	2.61455	0.439114	0.35475	0.759438
OR1223	1.29523	0.297854	1.47883	0.612184	0.870401	0.746594	1	1.78103	0.727929	1.62303	1.05008	1.73813	0.294535	0.406286	2.98958
OR1224	0.854326	0.68077	1	0.949711	2.12508	0.01	2.5106	2.13906	1.72289	3.60581	5.00082	1.87655	0.66401	0.716839	0.306531
OR0383	0.01	0.518983	1.43853	0.617277	0.883228	1.14251	2.1535	1.47477	1.02659	2.0256	1.24068	1	0.117044	0.273716	0.538818
OR0727	1	0.488189	1.95192	0.458396	1.05528	1.67573	1.93796	1.22892	0.58125	1.46739	5.49608	0.799685	0.276742	0.216279	0.72103
OR0477	0.01	0.487586	1.59451	0.514454	1.06801	0.625777	1.98802	1.42988	1.02331	1.71122	1.95336	0.96595	0.383153	0.281914	1
OR0951	1.35518	0.363145	1.98899	0.42978	0.436085	1.58942	0.678256	1.98033	0.936374	1	3.28759	1.69936	0.301283	0.391256	1.47048
OR1056	0.330578	0.281122	1.20153	0.510121	0.976785	0.01	1.29939	1.0092	1	2.37963	1.56368	1.16224	0.159612	0.207573	1.07048
OR1074	0.914237	0.672114	1	0.730283	1.18327	1.99511	2.25052	1.10207	0.968868	3.59126	1.45357	1.0794	0.196419	0.49627	0.176856
OR0654A	1	0.438374	0.587127	0.713205	0.906984	0.219793	1.04707	1.7876	1.66122	1.79348	3.35453	1.3172	0.227354	0.54504	1.08102
OR1225	0.901914	0.614173	1	0.962656	1.51627	14.2052	1.7305	1.63602	0.547368	1.57852	1.31938	0.958326	0.640566	0.725581	1.93811
OR1226A	0.707071	0.699912	0.754986	0.591696	2.08822	0.01	2.18978	1.53228	1	1.72101	1.50803	1.07957	0.161378	0.22739	1.43062
OR0394	6.71924	0.281236	5.6054	0.656674	0.140747	0.32573	0.539938	1.10514	1.46387	1.58251	3.87988	1	0.152796	0.123258	1.73316
OR0636	2.13057	0.187738	1.79237	0.900128	1.16001	2.37384	1.7443	2.24787	0.988932	1.13972	0.837396	1	0.38607	0.47257	0.93143
OR0207	1.07711	0.434098	1.3857	0.434582	1.00608	0.01	1.29195	1.12945	0.6045	1.10781	0.974782	1	0.412887	0.303656	1.43212
OR0208	2.00641	0.312166	1.68201	0.332967	0.321938	3.78999	0.457564	1	0.390831	1.0079	1.34491	1.22517	0.158832	0.203168	1.74645
OR0388A	0.218165	0.487865	1.97187	0.863418	0.578849	1.39662	1.54786	1.53827	0.709036	2.0204	1.16094	1.12111	0.174703	0.283107	1
OR0761B	1.72438	0.472727	1	0.802421	0.356327	0.01	0.703915	2.67996	1.78455	1.06364	1.18949	2.04339	0.359069	0.300127	3.15135
OR0570	0.71733	0.295276	1.91106	0.757375	0.631281	0.01	1.02304	1.90107	1	1.0445	4.12794	1.06763	0.241045	0.357558	2.75416
OR1228	1.5595	0.293627	1.16424	0.330271	0.228738	3.39029	0.462841	1.02716	0.802995	1	2.12514	2.85684	0.547597	0.464509	5.38502
OR1229A	2.43324	0.307749	1.52337	0.42636	0.240944	4.01763	0.65259	1.4643	3.04123	0.633827	2.32873	1	0.0879433	0.122219	1.39691
OR0746	0.524563	0.01	1.47029	0.366639	1.35918	24.0193	1.64261	1.32356	1.2442	1.79927	0.945006	1	0.216595	0.392507	0.399332
OR0217	0.01	0.0635375	1.24143	1.14447	2.20486	0.658371	2.18665	2.71468	0.983442	2.29415	1.44352	0.968884	0.534519	0.44334	1
OR0218A	0.834816	0.195424	1.41276	0.5542	0.9279	14.8851	1	1.19241	1.15408	1.12494	2.63141	0.63887	0.292273	0.256269	1.13123
OR0223	2.0454	0.294213	1.32895	0.466812	0.290731	3.97656	0.851204	1.22431	2.1972	0.966224	4.06004	1	0.196353	0.193412	3.02753
OR0224	0.01	0.268213	1.96518	0.699759	1	7.26869	2.6303	1.83932	1.32218	1.35921	1.71048	0.62776	0.232236	0.419013	0.900244
OR0753	1.89713	0.960188	2.80572	0.645694	0.831635	0.01	1.72457	1.36022	0.861955	1.74561	1.50699	1.02009	0.418846	0.582373	1
OR0245	4.20218	0.298107	2.65407	0.505497	0.328512	7.32455	0.698903	1	0.627326	1.28839	2.6887	1.93312	0.357713	0.230352	1.7458
OR1230	1.66202	0.394184	1.72723	0.271758	1.18383	0.01	1.32193	0.848775	1	1.46439	1.17396	0.894119	0.286098	0.20545	1.85155
OR1231	2.49429	0.458935	1.71905	0.803908	0.286657	2.43869	0.384703	2.3147	1.69481	1	0.40272	1.88362	0.513565	0.468643	4.48206
OR0757	0.01	0.441354	2.91937	1.15538	2.35897	0.234527	2.82561	1	2.07275	4.41714	1.30244	0.944882	0.701337	0.594737	0.533756
OR0265	0.321524	0.204724	1	0.315832	0.680166	1.07987	1.0131	1.61162	1.11838	1.14394	0.775838	1.10726	0.355712	0.293434	2.2375
OR0296A	2.14605	0.01	1.04666	0.523796	1.10718	0.01	1.0554	1.59711	1	0.598717	1.16755	0.676423	0.169887	0.27907	1.20735
OR0586B	0.852822	0.513656	1.37663	0.450657	0.487364	1	0.739527	1.52964	1.73549	1.00948	1.02594	1.9832	0.186955	0.298045	5.62305
OR0702	0.920555	0.637865	0.880531	0.703359	1	0.01	1.60681	1.42974	2.61958	1.37344	1.54611	1.54996	0.442426	0.524223	2.63781
OR0594	1.82516	0.01	1.96864	1.05739	0.74502	6.6464	2.87938	1.33478	0.573621	1	1.71953	0.847695	0.581978	0.227807	0.607898
OR0767	1.29592	0.310832	0.97002	0.955537	1.95064	2.89047	2.76137	1	0.932063	1.65376	1.32617	0.332077	0.626289	0.780332	1.00242
OR1232	0.01	0.377727	1.84505	1.03565	1.10433	0.390584	1.19242	1.30493	1.15066	1.56957	0.679477	1	0.416058	0.461321	0.575924
OR1233	2.84624	0.785798	1.44878	0.701602	0.560488	0.01	0.921263	1.37102	1.24745	1.11665	1.00579	1	0.483917	0.477821	1.36051
OR0510	2.17213	0.257063	1.8068	0.401532	0.259232	4.35134	0.472051	1.26801	2.07782	0.844144	2.55772	1	0.104919	0.135619	3.24085
OR0391A	0.01	0.326669	1.46467	0.567686	0.452738	0.446919	1	1.47198	1.27712	1.04996	1.36462	1.27456	0.3172	0.174963	1.76196
OR1003	0.239298	0.406241	0.01	0.917513	1	7.58624	1.48714	1.21782	0.947619	2.38621	4.01827	1.18577	0.117794	0.24976	2.93504
OR0822A	1.98717	0.33984	1.6099	0.408653	0.459941	2.03624	0.806595	1.45447	2.36727	0.922076	6.03971	1	0.223458	0.262177	4.58216
OR0220	0.01	0.23735	3.22448	0.923457	1.47688	0.01	3.87794	1.49809	1.83687	4.57681	1	0.93604	0.521372	1.41955	0.448756
OR0646	0.01	0.478595	1.31499	1	1.33151	0.01	2.35002	0.771036	1.1634	3.39884	0.784869	1.12797	0.503282	0.198777	1.67524
OR1234	1.42491	1	0.973832	0.700435	1.89034	0.0302685	2.21778	1.55098	1.5875	3.01424	0.529264	1.78002	0.388095	0.465455	0.755501
OR1235	1.58134	0.852236	1.22655	1	2.01045	24.4181	1.84105	0.929654	0.869737	2.23737	0.84409	1.1249	0.546253	0.512403	0.255073
OR1236	1.06243	0.415134	1.5749	0.626922	0.307325	0.895613	0.492586	1.59485	1.4894	1	2.73116	1.13926	0.0496695	0.10054	2.55691
OR1237	1.00229	0.233791	1.19236	0.681712	0.60559	0.120578	0.99439	1.80645	1.55553	1.23161	2.85453	1	0.336799	0.249798	3.37318
OR1238A	0.01	0.01	0.581574	1	1.69337	0.01	1.1589	1.33332	2.26814	1.00376	1.5312	0.909708	0.527844	0.45212	1.43236
OR1239	0.0198975	0.468766	2.42443	1.12847	1.06907	0.01	2.03216	2.02523	1.51022	2.18397	1	0.861681	0.32992	0.323728	0.969427
OR1240	0.379987	0.373883	1.10605	0.251929	0.907385	4.62967	1.64387	1.87989	1.10348	4.03992	0.85825	1	0.240208	0.307948	1.466
OR1241	0.01	0.617486	0.290017	1.28678	1.45504	0.90864	2.69145	3.57246	1.67775	1.6966	1.49965	0.877737	0.728146	0.568164	1
OR1242	1.44779	0.346235	1.62618	0.30703	0.688387	1.31618	1.37026	1	1.40935	0.854803	4.78012	0.728239	0.209121	0.405107	4.91761
OR1243	3.83981	0.803553	0.01	0.504338	1	2.52637	1.19184	1.48805	0.70869	1.36808	1.21136	0.429238	0.220327	0.292705	1.94905
OR1244	0.01	0.4932	1	0.504195	1.06898	0.01	1.25514	1.88938	1.32955	2.14847	0.809936	1.0765	0.337497	0.230867	1.32384
OR1245	1.67272	0.792262	1.79162	1	0.344099	0.602254	0.637529	2.18491	0.914174	1.56455	1.56334	1.50106	0.412793	0.37374	10.5469
OR1246	2.05844	0.01	0.01	1.28458	0.625808	0.639495	1.75606	2.08801	2.16994	2.12277	0.202848	1	0.466634	0.763538	1.14186
OR1247	0.0962995	0.244667	1.60252	1	1.2456	0.975083	1.32992	1.46083	1.26233	4.81864	0.156581	1.53046	0.245332	0.305471	0.845617
OR1248A	0.01	0.01	1.01258	0.58089	0.732718	7.58542	1.06431	1	2.22767	1.55188	2.31316	0.701456	0.233717	0.327792	5.19412
OR1249	1.49898	0.91311	3.15001	1	0.89596	0.01	0.809427	2.68014	1.26837	1.45941	0.530802	1.67363	0.384084	0.262944	1.08717
OR1250	1.16639	0.57729	1.4025	1	0.337396	3.29364	0.506986	2.90746	0.945388	1.38568	0.375934	1.34112	0.177221	0.262483	4.07651
OR1251A	0.757787	0.289566	1.13154	0.362742	0.258718	3.53901	0.485859	1.40829	1.98891	1.19319	2.90411	1	0.180446	0.194993	4.88807
OR1252	0.0362051	0.652261	1.08244	0.626605	0.54435	4.61244	1	1.96064	1.8187	0.969666	2.95414	1.1709	0.325171	0.418632	2.10922
OR1253A	0.01	0.01	1.20951	0.367917	2.27559	1	2.93815	2.53367	0.628947	3.49795	0.72309	1.1706	0.62545	0.546063	1.33168
OR0271	5.99804	0.428624	4.66713	1	0.278429	1.41335	0.551661	1.7207	0.530582	1.46337	2.15529	0.992757	0.563775	0.41143	1.07531
OR1008	1	0.360598	1.41601	0.566489	0.78515	6.46418	1.09132	1.61283	1.33571	1.33596	2.50986	0.696839	0.214135	0.291315	0.890251
OR1009	0.01	1	0.708269	0.910711	1.14874	6.67946	1.37661	0.734458	6.985	2.30878	5.67447	0.955505	0.590756	0.451884	1.97858
OR0933	0.01	0.76566	0.394273	0.457278	1.09502	1.70586	1.48796	1	1.20084	1.57587	2.21191	0.50447	0.11727	0.286077	2.2438
OR0412	1.20927	0.123831	1.36095	0.825582	0.193618	1.72728	0.843721	2.48942	0.953419	1	1.38421	1.10507	0.438305	0.363904	1.24192
OR0235	1.55607	0.279664	1.55532	0.200041	0.569305	2.63735	0.564573	1	0.508155	1.85413	2.09024	1.24832	0.182044	0.21197	1.02894
OR1254A	1.82798	0.387121	1.67945	0.473676	0.204798	5.44587	0.713007	1.18828	1	1.23755	6.64431	0.950964	0.171406	0.243716	1.41457
OR1255A	0.798886	0.633914	2.81295	0.566094	1	2.60466	2.29677	1.39032	1.19769	2.48195	1.09708	0.73507	0.146884	0.371815	0.306592
OR1023	4.79858	1	25.8579	0.504349	1.53166	2.21187	2.64197	1.12994	0.773906	1.26827	0.682643	0.01	0.01	0.57593	0.204399
OR1048	1.17103	0.310249	3.32233	0.591506	1.3936	7.0668	1.52651	0.977527	1.77118	2.26082	0.819665	0.713503	0.459542	0.391197	1
OR0503A	0.901344	0.01	3.0507	0.627893	1.19575	0.810394	1.61572	2.08737	1.26817	1	1.2084	0.977586	0.727707	0.682077	1.10439
OR0833	1.07136	0.498772	1.62893	0.474696	1.11039	17.0672	1	0.72905	1.48233	1.55518	1.91027	0.630839	0.15613	0.138747	0.71127
OR0202A	0.685394	0.199966	5.40268	0.979711	2.24924	0.01	1.929	1.55339	2.42052	0.879876	2.19688	0.390548	1	0.819452	2.11517
OR0205A	2.08594	0.458672	1	0.497805	0.349123	0.520749	0.566232	2.80782	2.36557	1.29259	1.3479	1.87433	0.393185	0.329089	1.42595
OR0014C	1.849	0.597891	1.56454	0.418472	1.53309	2.84235	2.07101	1.56454	1	1.70228	0.90193	0.946372	0.391211	0.0851399	0.912199
OR1256	2.06559	0.152624	2.18407	0.271085	0.200218	5.03099	0.458249	1	2.19677	0.99023	3.80092	1.12814	0.11244	0.116199	2.30806
OR1257	1.89524	0.0895388	1.713	1.5311	1	1.07053	0.975287	0.569098	1.31482	0.01	2.30485	0.278008	0.267826	0.687575	4.23378
OR0403	0.798368	0.0402327	1.42478	0.385536	0.457357	7.35568	1	2.70631	3.68447	1.1559	4.71404	0.521332	0.21248	0.450057	5.1726
OR0404	0.844575	0.2032	1.25062	0.641843	1.15156	2.72101	1.49188	2.20993	1	1.08555	1.38367	0.415183	0.246162	0.129632	0.910425
OR0903A	1.33648	0.621285	1.87524	1	1.36904	0.01	2.40426	1.64741	0.893243	3.48923	0.280076	0.993275	0.381316	0.420655	1.37053
OR1153	2.48247	0.398871	2.35931	0.811867	1.84951	0.208641	2.42653	1.70332	0.989388	2.18096	1.08489	1	0.72704	0.502517	0.835672
OR0493	2.18471	0.680365	1.28779	0.622558	1.15607	1.2744	1.7029	1	0.823561	1.82264	1.07403	0.896944	0.286184	0.361701	0.733574
