ID_REF	GSM65600	GSM65601	GSM65622	GSM65588	GSM65589	GSM65590	GSM65596	GSM65597	GSM65598	GSM65591	GSM65593	GSM65594	GSM65638	GSM65639	GSM65641	GSM65628	GSM65629	GSM65630	GSM65632	GSM65634	GSM65636	GSM65623	GSM65624	GSM65626
acrD_b2470_st	15.7404	13.7808	15.4248	15.9233	12.4299	16.0371	15.4741	15.4212	22.109	15.3254	23.4786	19.4297	15.4206	15.8868	15.3424	14.6674	25.9318	19.8341	15.1971	13.6981	13.729	13.8022	22.3547	23.1502
acrE_b3265_st	7.94008	7.68415	7.95115	9.02115	8.11835	7.17934	7.88756	7.77739	7.59964	7.24923	7.47555	7.59169	7.62091	7.94284	7.54857	7.0236	8.00042	6.98645	7.3485	7.24046	7.11869	7.23754	10.5068	7.8333
acrF_b3266_st	7.85388	8.91504	7.87145	6.86758	8.05329	7.76575	7.79341	8.30328	12.4466	7.78737	6.69486	7.86657	7.8755	7.93715	7.82168	6.98357	14.0762	7.67729	7.68787	6.53473	7.05252	6.92834	16.2315	13.5519
acrR_b0464_st	36.9444	35.1372	41.5206	27.482	40.0167	23.2632	35.2266	30.1665	26.977	29.9517	30.2116	35.5951	20.7929	24.2219	46.8663	19.7303	18.2268	26.2172	29.3189	33.358	34.853	11.2722	21.74	15.3079
acs_b4069_st	4.68377	4.44875	4.70065	4.50168	4.78527	4.47441	4.65492	4.71672	14.2039	5.74652	4.49371	5.24422	4.70593	4.74339	4.67538	4.53953	4.30701	4.22491	4.88547	4.30525	4.5035	4.51706	4.79544	5.23056
ada_b2213_st	5.18796	4.82565	5.1523	4.83095	5.23394	5.08602	5.11611	5.15217	4.79111	11.4472	8.2781	4.95115	5.31971	5.18187	5.16631	4.87712	4.72394	4.8624	5.10835	4.72016	4.78758	4.85684	6.89844	6.53638
add_b1623_st	7.9313	6.98558	7.31479	9.68108	7.65655	7.04564	7.39003	7.49771	6.72206	5.6727	10.6613	7.92824	7.35992	7.35796	7.34156	7.12883	6.87414	7.71354	7.25648	6.51284	6.758	7.18054	6.97026	6.59541
adhC_b0356_st	18.2403	32.6247	18.1511	28.6126	34.8072	25.3088	21.1013	25.5657	45.9412	18.3732	30.9216	19.1727	24.6672	21.874	20.0636	90.1992	34.4954	59.9001	21.9578	30.0582	27.062	81.4157	20.0989	20.2855
adhE_b1241_st	48.6303	34.6548	17.8039	132.057	34.8656	65.3875	155.595	129.156	32.1156	35.7226	202.424	29.7793	19.6845	43.1732	41.9704	34.3649	23.6477	20.8989	62.7984	58.03	71.8138	72.4371	34.5801	31.8844
adhP_b1478_st	8.19912	7.55346	7.98333	10.2292	7.7231	7.63236	8.01163	8.13918	9.22095	8.78206	8.50834	9.44625	8.2265	11.1627	7.9922	7.73296	7.26231	7.51007	7.80149	7.50969	7.52973	7.71459	11.1984	7.34865
adiA_b4117_st	10.2336	7.20682	7.83954	7.14291	7.79858	7.44099	7.70448	7.87177	7.04847	13.8973	7.00745	7.41758	7.56882	8.23891	7.76873	7.15121	7.67465	7.07885	7.58469	11.6515	12.3959	7.37552	6.88404	6.93794
adiY_b4116_st	10.0018	9.41067	9.92121	11.0628	10.7742	10.8488	9.75777	10.3048	8.68153	11.3705	8.78094	9.14527	10.145	11.3215	9.99236	8.75792	9.84824	8.61641	9.45365	27.3572	29.5775	6.89418	9.86288	16.4481
adk_b0474_st	18.8546	37.0419	21.3274	143.08	111.187	42.167	99.8887	77.2548	21.2178	20.0477	128.408	45.8917	21.7751	44.6347	43.9484	48.3266	24.3425	50.0075	51.6014	55.1268	54.072	73.9582	29.1513	39.7242
aefA_b0465_st	12.1398	22.4061	10.4725	20.7385	9.32414	14.5168	12.4879	14.681	10.842	10.1423	13.8183	13.0394	9.57038	11.642	13.7392	9.17752	10.1964	10.7163	13.493	15.956	13.7166	9.60811	13.2426	11.4469
aer_b3072_st	7.96072	15.8032	12.679	7.69298	8.00397	7.57504	7.93018	7.82465	30.0958	8.65836	14.3085	10.2936	7.90956	13.5072	8.02756	8.9277	8.61462	8.20342	7.76119	13.824	11.2107	6.53497	9.09182	7.44097
AFFX-BioB-5_st	4.96014	4.59911	4.98393	5.93593	7.80713	5.07788	11.6115	6.53838	8.16761	9.00842	25.745	10.282	4.98075	5.03459	14.2629	8.20935	13.1401	12.9884	7.3214	7.84125	8.83709	7.38258	5.33273	4.30759
AFFX-BioC-3_st	3.98129	3.77675	3.98757	3.7149	4.98971	3.81728	3.96308	17.2584	3.65076	4.98608	3.6682	3.82189	6.02127	4.02708	3.96495	3.86898	3.54134	3.66297	13.0843	3.66663	4.65249	3.86283	3.49351	3.98777
AFFX-CreX-3_st	5.33462	4.93511	5.32594	4.85832	5.60012	4.98563	5.20403	5.34864	4.7796	4.79491	4.80247	5.00184	5.18636	5.35053	5.29406	5.03504	4.64144	4.76636	5.1581	4.73901	4.71438	5.02278	4.57724	4.48056
AFFX-CreX-5_st	6.39189	5.71674	6.30895	5.54134	6.47268	6.01406	6.28086	6.34359	5.4569	5.2732	5.43992	5.76584	6.8599	6.8852	6.24445	5.81506	5.35265	5.72139	6.69542	5.40535	5.39869	5.75945	5.0954	5.28512
AFFX-DapX-3_st	8.18659	6.07634	9.08227	6.25355	7.159	6.54892	7.13593	8.2004	5.8924	6.52431	7.74756	6.32257	7.11462	7.10243	6.87628	6.08423	5.58207	6.64193	6.73439	6.09057	6.20337	6.3306	5.50338	5.79716
AFFX-DapX-5_st	7.18565	6.43173	7.21216	6.58977	9.53929	6.82813	11.1533	8.15917	6.2423	11.2401	8.29661	14.907	7.47315	7.28764	7.15208	6.81223	6.03038	6.26706	7.60729	7.38026	6.27241	6.5591	5.9149	5.96082
AFFX-DapX-M_st	8.07459	7.15954	8.19066	7.24376	9.03623	7.54928	13.8291	13.3623	6.82532	6.95924	6.98506	7.57183	7.94503	8.17939	8.02095	7.25729	6.56879	6.93386	7.83981	7.07189	6.87988	7.18999	6.4641	6.68546
AFFX-HXB2_3_st	31.0126	8.9858	11.4778	17.2485	11.2322	10.4127	29.3343	15.3861	10.7241	34.3906	27.1355	10.1413	10.309	36.2548	24.1925	13.7673	7.56398	7.2194	29.9866	12.2448	11.8228	8.88405	5.37222	5.81488
AFFX-HXB2_5_st	19.7602	8.35159	11.7696	11.7487	16.6728	11.5527	23.2764	24.691	11.4452	34.0091	18.4886	9.2994	9.50648	17.8286	13.8679	13.5238	6.87971	7.00841	14.1641	19.1347	17.0673	11.341	7.43309	7.04265
AFFX-HXB2_M_st	7.14757	5.79419	7.12406	6.40678	10.6003	6.75525	13.9965	11.7616	5.54866	37.4408	16.9518	6.98223	6.82663	9.76608	19.9079	6.71271	5.71909	5.70064	14.0502	15.5057	12.3675	6.22922	5.28246	5.73159
AFFX-LysX-3_st	35.6134	10.2293	21.9823	11.1354	16.5453	12.8287	35.1826	28.2625	9.73889	9.25476	13.6157	11.0228	16.7864	16.8528	18.1349	11.6059	8.94976	8.53674	12.2214	9.94949	8.6766	10.104	8.23502	10.2575
AFFX-LysX-5_st	16.2227	8.11713	21.7758	9.69267	10.9682	9.8011	40.8872	39.5251	9.50466	7.61198	21.5839	9.06209	10.5066	11.257	14.9964	14.1678	8.16249	10.0725	9.78827	8.83029	7.91582	11.4755	8.03608	8.08383
AFFX-LysX-M_st	7.33436	6.17944	7.03762	5.96732	7.79382	6.66399	13.2233	11.7751	5.63122	6.37889	7.91113	7.22463	6.96364	7.13471	7.04704	6.50992	5.91537	6.44025	6.79005	6.03701	6.29322	6.53919	5.96214	6.1299
AFFX-PheX-3_st	6.78273	6.22805	6.87297	5.74232	7.07741	6.3854	7.37119	6.90394	6.30339	6.79897	5.73205	6.19471	7.55773	6.95063	6.74496	6.29811	5.62662	5.77401	6.52987	5.57349	5.7151	6.4695	5.82666	5.57068
AFFX-PheX-5_st	8.62433	7.88959	9.97839	7.6632	9.84331	8.01639	8.49031	8.80873	7.44423	7.41134	7.54404	8.52875	13.7445	8.6209	9.43128	8.06289	7.29368	7.628	8.20464	7.486	7.38317	8.0547	6.98052	7.37388
AFFX-PheX-M_st	7.87332	7.28147	8.07498	7.06771	13.68	7.47543	8.89674	8.97881	6.67895	8.55695	7.32007	7.83945	8.07206	8.25477	8.72046	6.53059	6.58552	6.91408	7.64255	7.05759	6.75038	7.38265	6.14954	6.43563
AFFX-ThrX-3_st	5.66037	5.44202	5.73196	5.10998	5.67301	5.28508	5.49513	5.5745	5.10857	4.92277	4.9953	5.29909	5.85198	5.7298	5.52504	5.35082	4.99788	5.02342	5.36602	5.13656	5.14039	5.32781	4.78426	4.92135
AFFX-ThrX-5_st	9.13531	6.48392	6.83694	6.15689	7.19242	6.41204	6.75708	6.85146	5.99722	7.8355	6.90287	8.34532	6.84613	6.91744	6.81634	6.27303	5.86939	6.11301	8.57576	6.7746	6.54784	6.49277	5.65363	5.17728
AFFX-ThrX-M_st	7.38305	6.32104	6.8371	5.84919	7.1241	6.45269	6.9133	6.91408	5.74934	6.81104	6.52144	7.57417	6.88755	6.88819	7.28288	6.13771	5.81913	5.92777	6.60007	6.28096	5.73592	6.26458	4.94174	5.64595
AFFX-TrpnX-3_st	6.88386	6.12207	7.04508	5.91465	6.90759	6.37071	6.63528	6.83849	5.73389	5.69157	5.86529	6.19908	6.98595	6.87524	6.74258	6.17937	5.75315	9.13504	6.54318	5.70827	5.74743	6.06464	5.51035	5.64061
AFFX-TrpnX-5_st	18.3046	9.62242	11.5049	9.56195	12.4196	10.6741	11.1706	10.7384	9.3431	8.9889	9.36214	10.0356	11.4047	12.0556	11.3586	10.0373	9.37135	9.40721	10.9128	9.62838	9.44642	9.94714	8.79214	8.27422
AFFX-TrpnX-M_st	5.99422	5.4956	6.01157	5.31341	6.08534	5.51459	5.86737	5.98532	5.22362	5.15119	5.16047	5.57872	5.99032	6.13316	5.89089	5.48983	5.06109	5.13786	5.75901	5.24484	5.47006	5.51608	4.97845	5.12008
afuC_b0262_st	11.2616	10.9192	11.434	10.8008	11.0024	9.05151	13.2347	15.1127	11.617	10.7832	10.6967	11.0479	11.4551	11.5342	11.3644	11.0615	10.5708	10.4375	11.083	10.8583	12.2391	11.119	10.0871	10.5094
agaA_b3135_st	6.38443	8.25638	6.27532	5.88763	6.41358	6.07032	6.22847	6.27571	13.6973	5.23945	6.01795	6.07163	6.35427	6.42674	6.33116	5.75159	13.1428	12.8696	6.23815	8.12604	7.34442	5.76985	12.5063	13.258
agaB_b3138_st	8.0208	6.61177	7.27376	6.42813	7.56385	7.49754	7.12755	7.48131	6.10239	6.09252	6.18308	6.72794	7.29146	7.59401	7.22846	6.66299	6.05905	6.33148	7.0353	6.19978	6.21875	6.50918	5.67789	6.1847
agaC_b3139_st	7.59997	10.1598	7.63593	6.62053	7.38941	7.26375	7.42879	7.6517	7.42885	6.34297	6.97427	6.65914	7.62897	7.77809	7.61133	7.19126	11.9337	9.65609	7.38761	6.68033	6.71212	6.84399	8.39056	6.36322
agaD_b3140_st	6.59068	10.2232	6.62815	5.63174	6.83018	6.7572	6.48832	6.78368	7.87538	5.65562	5.96129	6.24402	6.62478	6.79402	6.52139	6.23089	11.1861	5.7612	6.49251	5.78946	5.81684	6.16952	7.11426	5.7306
agaI_b3141_st	7.12914	6.73817	7.27986	6.29245	7.12772	6.77841	6.95945	7.23766	6.61166	6.50589	7.34506	6.51526	7.24314	7.26675	7.02928	6.27802	6.50558	7.23411	6.85067	6.14813	6.12308	6.13718	6.62159	6.06324
agaR_b3131_st	14.0039	21.6117	11.8189	29.7678	13.0828	12.0364	10.8574	11.0022	30.4833	8.62977	13.1385	9.58834	12.8183	10.5301	12.1697	11.5001	15.9367	18.6116	10.2664	20.3764	26.5186	9.87055	15.4789	11.2033
agaS_b3136_st	6.70393	6.33807	6.72896	6.34511	6.92946	6.49955	6.60778	6.77539	7.46299	6.01386	6.13987	6.49819	6.86611	6.82974	6.67372	6.43799	6.16	6.3155	6.52996	6.33811	6.34288	6.21798	6.10804	7.94043
agaV_b3133_st	5.09979	4.93408	5.28216	4.81965	5.04624	5.00141	5.07496	5.05231	5.95334	4.49733	4.79	4.93338	5.12538	5.15939	5.04057	4.56146	4.76109	4.8008	5.01038	4.77536	4.78783	4.90782	7.24923	6.61695
agaW_b3134_st	5.49597	10.8722	5.62981	5.10478	5.78338	5.39955	5.46884	5.52639	7.72277	4.79937	8.23429	5.51115	5.68865	5.55726	5.47807	5.32535	16.8279	10.4558	6.1839	5.76762	5.01118	5.30919	15.5471	18.004
agaY_b3137_st	8.03749	5.54176	5.88739	5.27149	5.94018	5.52362	5.83386	5.91204	5.17947	7.60057	5.154	5.49948	5.86229	5.96605	5.81165	5.46748	13.3847	5.73605	5.65115	5.30956	6.99889	5.64958	5.06918	5.23155
agaZ_b3132_st	4.52513	4.33081	4.53763	4.16265	4.61428	4.36524	4.48159	4.53682	4.22985	4.00695	4.27243	4.30264	4.55417	4.59308	4.51346	4.34298	4.16517	5.40427	4.4225	4.30954	4.30818	4.33233	4.16388	4.19788
agp_b1002_st	8.70002	26.9049	9.39405	64.3554	18.9287	8.56889	8.89001	9.63936	18.1397	11.9755	56.6103	24.2441	8.82326	8.95654	14.6246	7.33301	7.65119	8.04587	8.52671	8.05674	8.74424	8.28251	9.39421	10.3081
ahpC_b0605_st	264.062	623.062	196.086	859.559	811.292	495.107	444.021	394.388	277.668	127.774	599.298	507.295	213.759	438.755	202.186	206.385	192.048	217.827	214.008	310.369	277.12	377.938	414.929	349.779
ahpF_b0606_st	24.2004	37.3463	17.3402	120.055	51.268	34.8861	73.6077	61.4505	24.346	24.3745	110.443	31.1092	47.1844	39.5571	59.2157	73.4666	65.5978	82.5165	29.9427	52.0983	47.0045	111.702	54.405	47.2801
aidB_b4187_st	10.2461	8.41698	12.3844	9.39544	9.20213	9.05478	10.5509	10.3211	17.652	9.13239	11.4787	9.51084	9.37864	9.76748	9.68327	8.89646	13.7721	15.4741	9.99986	9.2044	7.96548	9.62769	8.7419	9.05604
ais_b2252_st	8.09681	6.54156	7.03444	6.61784	7.00943	6.59636	7.10482	8.6247	6.50418	6.36901	7.23111	7.74341	7.13377	7.21472	14.3847	6.30591	10.8322	6.3883	6.99418	6.52032	6.542	6.88354	8.34226	6.95074
alaS_b2697_st	23.9019	92.468	23.2606	155.47	51.1491	138.146	90.6999	66.7371	60.5534	31.6322	61.4183	54.0898	60.6298	67.1733	61.9269	105.23	100.037	132.821	27.9666	83.7405	81.0516	145.08	81.5262	18.0613
alaT_b3853_s_st	6481.43	10583.5	8316.13	9321.38	8499.92	10873.5	7734.07	8240.85	10079.1	6596.57	7931.92	6410.78	7882.33	7254.73	10589.3	7991.31	8905.56	8835.46	8954.17	7928.49	7686.34	9090.5	9907.99	13569.1
alaU_b3276_s_st	6230.27	11277.8	8000.44	9982.79	8471.4	11633.6	7079.27	7813.14	10395.4	6248.03	7672.94	6060.11	8450.48	7193.2	10981.3	8380.88	10109.9	10063	8838.68	8097.9	8013.49	8944.49	11754.9	15089.6
alaW_b2397_s_st	5774.98	10080.1	7233.43	7675.78	7569.53	10082.5	6898.87	7479.96	6341.9	6227.74	7966.74	5654.82	8856.89	5418.41	9039.88	7307.61	7632.76	7797.27	9122.57	8326.25	8341.56	6461.97	8572.63	10177.5
alaX_b2396_s_st	5332.89	11775.7	7767.04	9006.74	7635.07	11634.6	6541.11	7566.62	7042.44	6024.48	8604.45	5650.13	10055.4	5024.61	10295.7	8914.1	9594.58	9964.7	9417.13	10617.9	10369	8121.67	11407.2	12944.1
aldA_b1415_st	11.9708	84.3027	59.3475	19.6793	129.918	11.3342	12.7169	10.5792	166.549	18.9502	32.5772	57.467	12.7594	21.7549	11.9153	12.6364	37.2419	58.0393	10.214	9.06007	12.5287	9.63877	81.1091	29.8036
aldB_b3588_st	8.42765	19.7562	7.58675	14.358	3.95147	6.31798	11.461	10.5764	34.5288	6.98021	28.3469	9.21077	6.41759	5.39028	6.07147	6.94969	10.4375	12.6166	6.36859	11.0844	10.9487	5.07481	12.9658	12.5301
aldH_b1300_st	4.92662	4.6865	4.94483	4.65161	4.91781	4.75641	5.93128	5.11017	8.04614	4.49941	4.62315	4.64226	4.92942	4.96706	4.8983	4.84659	4.57819	4.65957	4.81952	4.6627	4.66175	4.84012	4.48598	4.47409
alkA_b2068_st	8.01692	7.66243	7.99346	8.86968	8.17902	7.71358	7.94011	8.64668	7.59396	7.45652	7.60052	7.52986	8.00596	8.61034	8.14599	7.82628	7.33486	6.76056	7.85714	9.07219	7.70149	7.20067	7.87457	7.38699
alkB_b2212_st	14.3988	12.9529	13.798	15.3167	14.9598	13.4281	13.9802	14.488	13.427	34.5315	28.2772	13.7681	14.7188	14.4531	14.1392	27.4836	15.6241	19.4801	14.3519	13.9759	13.5074	13.9057	26.4328	14.5897
alpA_b2624_st	6.77686	5.86979	6.30242	6.11327	6.44381	6.02477	8.11114	6.65628	6.03219	13.4868	6.88424	6.04478	6.41096	6.68929	6.58871	6.28767	5.67484	6.3206	8.22954	8.93288	9.64022	6.01167	5.787	5.81522
alr_b4053_st	5.11031	5.01457	5.23004	4.91483	5.23263	5.06411	5.08156	5.24044	4.83313	4.66076	4.86421	4.28011	5.34582	5.16693	5.30692	5.10915	11.1239	9.50561	5.00857	4.79144	4.79549	6.36871	4.82767	4.99413
amiA_b2435_st	6.97454	6.39611	6.95496	14.604	8.10018	6.49374	10.1755	7.02268	7.15953	10.931	8.88721	11.8445	6.98333	7.03231	6.81076	10.4602	10.7568	15.1845	6.84213	6.69162	6.03557	6.85325	8.631	5.91697
amiB_b4169_st	5.26509	6.67549	5.28145	11.3267	5.39286	5.06741	5.1869	5.3042	4.75318	4.64994	6.27609	5.00128	5.2877	5.32821	5.25105	5.08955	4.60498	5.00267	5.12582	4.7321	4.74739	5.06022	4.85187	4.66838
amn_b1982_st	7.39545	7.1599	7.68418	13.3884	9.18587	7.19595	7.45581	7.71162	7.80822	13.0371	8.64446	7.3441	7.62043	7.55994	7.60935	7.27173	6.6804	7.16953	7.34249	10.7808	11.5075	7.26686	6.45054	6.87197
ampC_b4150_st	6.62763	6.12495	6.40263	12.8204	6.81678	6.24449	6.32785	6.46039	8.20638	15.1475	8.21158	6.21662	6.39613	7.19817	6.57637	6.07844	5.67341	6.96682	6.51191	7.78871	5.80145	9.36083	11.6575	8.38976
ampD_b0110_st	18.4714	28.1847	14.8374	30.8599	37.2075	16.9973	25.8658	50.9289	18.2296	34.0409	38.6593	11.2945	27.8853	17.3259	24.1868	54.8422	20.1491	15.5328	18.0322	17.2876	15.1744	56.6454	12.753	20.4209
ampE_b0111_st	22.259	89.464	37.4899	66.4837	71.234	61.0112	77.5436	67.1364	57.6209	53.0697	102.698	47.4618	51.8614	43.5218	43.9118	58.044	80.4741	72.3043	27.082	31.4766	32.1847	68.1959	61.5768	113.091
ampG_b0433_st	13.7753	18.663	14.946	16.0192	15.0927	15.7901	18.0642	16.9022	23.6517	29.4507	23.9839	19.563	15.1017	12.9038	14.8756	19.489	24.3839	18.7586	14.4306	16.8415	14.7742	27.8023	26.3484	36.0917
amtB_b0451_st	8.26277	8.23206	8.64372	7.77339	7.25536	7.34019	9.08551	9.7878	11.5434	7.39446	8.50004	7.90016	8.60324	8.40821	8.59411	8.77565	13.5156	9.56711	8.0958	8.03169	7.83502	8.11555	9.23491	10.0173
amyA_b1927_st	10.0881	16.078	11.1305	27.596	12.1288	9.44182	18.9172	25.3059	24.5071	14.7547	26.2766	13.444	8.74675	9.92764	7.83115	7.51835	9.11856	7.88936	9.61622	12.1432	11.5791	7.68461	8.71188	8.16283
ansA_b1767_st	8.64416	6.27862	8.9541	8.26922	9.09257	7.38409	8.62084	15.093	8.00328	8.62019	10.4195	7.94007	8.63337	8.79525	8.56209	18.5082	7.76178	22.5231	13.2309	8.36639	8.1509	9.3128	9.94933	12.6784
ansB_b2957_st	135.528	169.181	89.1622	504.329	60.3388	144.11	279.987	287.511	211.734	39.2745	260.075	77.8635	20.7006	41.8647	116.621	11.0114	14.4635	9.69946	205.723	259.347	287.133	10.8564	10.3767	16.4161
ansP_b1453_st	8.26296	7.39338	8.20468	7.53999	8.698	7.95852	8.22544	8.53614	7.6897	7.69044	7.73156	8.20411	8.30031	8.5107	8.11106	8.00871	8.20455	7.7328	8.00769	7.22061	6.7283	7.99918	9.30185	9.32573
apaG_b0050_st	88.1737	81.5764	92.4153	81.8824	151.757	79.2656	112.512	136.028	76.7462	79.2234	87.5448	111.723	81.2636	88.9071	87.8573	95.2374	57.4274	56.6321	89.0615	81.1078	65.6244	128.515	42.3888	55.6258
apaH_b0049_st	80.3738	69.1595	64.8205	38.0677	96.5218	55.9034	112.152	67.0711	60.1962	42.2031	106.191	53.2373	65.9172	136.999	69.6811	84.0654	54.9499	46.035	60.3304	43.1464	43.7806	116.142	18.2429	84.7457
apbA_b0425_st	6.84134	6.13959	6.87187	6.10575	6.89666	7.07664	7.1025	14.779	9.88493	12.3356	8.84726	7.46578	6.59045	6.82348	18.096	6.16309	5.7763	5.69087	6.37248	15.1535	10.0043	6.22518	6.75215	7.00662
aphA_b4055_st	16.7596	62.6346	36.4071	106.802	22.1365	35.1061	29.1106	22.7242	43.8877	8.18022	31.8086	9.76387	15.2937	11.7543	15.2491	9.24273	9.54468	8.77214	12.1732	14.3842	14.4789	9.18409	13.9474	13.7352
appA_b0980_st	4.77928	4.61787	5.41399	4.68352	5.24445	4.7843	5.98889	5.29934	5.43142	8.67619	17.5924	4.87983	4.95691	4.89641	5.13043	4.23727	4.46221	4.56994	4.873	11.3582	10.435	4.23034	4.4225	4.83059
appB_b0979_st	7.86729	10.3162	13.6289	8.44767	7.43723	8.56046	9.0509	10.6048	13.014	13.9004	11.4328	6.98636	7.54752	7.28541	32.9849	6.909	10.6967	10.5278	7.79975	12.3575	10.0361	6.88272	11.699	13.3243
appC_b0978_st	20.4916	21.5747	22.7309	33.563	5.67977	19.3448	29.855	22.8415	45.4378	24.7355	46.4021	20.0769	20.5687	14.257	29.2096	18.8149	56.6676	35.9289	21.139	27.2604	25.4592	15.4983	35.5308	32.7685
