ID_REF	GSM277408	GSM277409	GSM277410	GSM277411	GSM277412	GSM277413	GSM277414	GSM277415	GSM277416	GSM277417	GSM277418	GSM277419
1616608_a_at	6212.4	6040.31	5704.39	12767.3	11707.5	11354.7	6086.39	5728.84	5389.54	10708.1	10818.1	11399.2
1622892_s_at	421.446	470.17	421.756	346.478	341.552	322.114	387.134	407.904	374.126	282.263	299.073	318.844
1622893_at	5749.5	3099.33	4036.92	14474.8	13241	12292.6	9032.22	8673.88	6532.47	15626.3	15824.3	14780.1
1622894_at	165.604	135.306	158.122	93.8895	90.7988	94.4781	172.923	162.068	161.82	85.0008	107.402	106.146
1622895_at	686.987	623.176	654.264	262.778	250.673	247.008	588.658	540.25	563.834	249.252	235.44	236.46
1622896_at	875.434	756.287	859.913	1212.25	1220.14	1258.6	856.546	982.771	884.536	950.232	905.884	971.595
1622897_at	61.7279	72.0019	68.5055	73.1172	113.004	132.502	85.0698	60.1752	84.7236	137.613	85.4494	100.538
1622898_a_at	1113.86	1183.63	1083.81	509.931	514.788	529.097	1091.11	1119.71	1053.01	437.886	410.785	445.868
1622899_at	125.311	167.757	111.921	37.3187	29.7746	31.8115	133.932	119.916	120.715	34.5189	27.309	19.0775
1622900_at	39.4925	48.3347	29.9341	33.9875	39.2238	54.4828	22.3232	42.2954	42.6996	42.9865	21.8474	71.5245
1622901_at	98.9613	96.1887	99.1483	48.9565	52.1072	39.6485	75.5096	86.9166	96.9471	35.876	37.7359	46.2427
1622902_at	 	 	 	1545.39	1414.67	1645.39	6.46371	 	5.5878	1032.45	1042.08	918.381
1622903_s_at	721.086	791.27	659.302	476.541	516.705	436.375	591.997	561.291	485.225	463.591	430.656	387.557
1622904_at	46.0241	26.5571	21.8706	43.4086	46.5668	60.4285	29.7777	37.2018	47.1686	55.6637	28.3227	37.0202
1622905_at	39.3876	45.7598	33.9314	33.0755	31.6884	42.1701	48.4119	37.703	32.0028	29.6971	34.7475	44.0032
1622906_at	4095.82	4440.96	3760.86	991.759	1015.49	932.375	3704.43	3570.89	2869.55	899.092	854.259	944.432
1622907_at	366.283	322.042	370.032	962.01	913.379	996.047	342.404	361.269	374.492	895.518	941.401	894.022
1622908_a_at	397.156	398.38	420.116	1835.79	1709.81	1518.98	420.325	357.999	402.051	2117.68	2172.64	1921.52
1622909_at	1225.16	1300.67	1004.2	688.183	598.372	672.394	1058.26	922.098	888.685	507.332	539.198	554.618
1622910_at	17.1156	21.7872	19.2164	15.1028	17.7274	19.4509	14.7941	10.8238	13.6618	15.6739	1.46949	3.85747
1622911_at	22.702	41.2731	19.0475	 	21.1268	37.6166	19.5401	27.4634	15.8217	34.6183	39.9289	54.3878
1622912_at	181.287	195.411	165.722	1374.46	1291.39	1216.33	174.005	184.646	154.07	995.773	1048.26	966.595
1622913_a_at	39.5826	41.5543	35.1617	235.663	231.912	223.095	25.98	29.136	41.974	217.804	241.172	223.09
1622914_at	22.7822	20.3805	8.48563	27.8518	28.6453	47.5029	4.25894	23.3339	23.6366	72.7874	67.6172	52.61
1622915_at	52.2538	53.1883	45.9714	77.3147	68.3548	53.5321	64.9879	51.9522	29.8137	64.3572	88.6198	66.3645
1622916_at	47.9578	20.84	25.916	41.0876	71.0083	36.5617	41.4058	11.3145	22.9962	81.374	77.3602	62.2052
1622917_a_at	7.1144	9.46649	17.8269	 	3.10302	10.8836	24.0984	18.4593	6.28765	9.54959	1.22648	13.5658
1622918_at	59.6954	45.4593	56.5705	100.119	123.991	79.9455	60.2857	49.4959	67.5099	81.5644	73.1466	125.403
1622919_at	48.7294	14.5621	69.7598	264.216	128.932	396.937	30.62	39.578	44.0707	210.162	251.773	362.451
1622920_at	11.3046	 	4.31414	3579.61	3857.4	3694.29	7.99831	 	4.62545	3900.93	3263.74	3515.87
1622921_at	846.358	848.359	753.965	402.589	359.354	307.511	924.647	949.26	963.64	350.697	391.325	338.674
1622922_at	57.9693	71.8586	67.2478	79.1217	88.8183	88.536	87.2725	78.3279	54.5541	108.929	91.0927	99.0778
1622923_at	6.90741	11.7842	12.0676	215.732	194.169	198.624	11.2519	 	 	169.857	165.303	154.3
1622924_at	11.6979	16.6898	19.2167	526.294	545.544	566.934	17.4642	13.0935	5.49985	540.121	588.824	712.163
1622925_at	1460.31	1797.01	679.897	216.253	225.775	166.704	1394.38	1018.73	757.213	257.12	223.486	189.093
1622926_at	738.973	801.154	759.483	93.4166	88.7157	121.436	685.124	720.595	697.998	92.2014	64.9642	99.5035
1622927_at	 	28.6874	21.8361	21.5869	 	14.7337	9.7752	2.87604	4.93442	8.06591	23.4798	16.7798
1622928_at	310.418	322.849	330.386	214.366	200.898	184.036	283.121	304.95	295.822	184.713	213.068	193.805
1622929_at	9.03409	13.0273	4.82464	179.24	177.97	132.805	3.00573	22.76	17.1625	122.116	194.36	160.783
1622930_a_at	326.145	380.663	315.838	129.056	136.478	139.165	340.248	344.45	311.121	123.427	129.108	112.748
1622931_at	465.443	476.792	360.965	199.408	187.171	154.165	598.711	505.524	340.916	253.035	180.549	218.863
1622932_s_at	1179.18	1359.02	1089.35	1130.72	886.646	1112.87	1253.4	1113.82	969.76	906.441	948.435	946.889
1622933_at	323.759	365.113	330.651	70.8344	44.2891	67.4004	294.054	323.638	286.303	44.85	36.8528	36.0071
1622934_at	320.814	241.47	327.782	486.613	402.561	586.703	261.979	221.986	401.189	514.324	503.263	534.397
1622935_at	75.2732	63.8932	66.5121	66.8001	57.9247	92.6671	61.2433	51.0037	72.3866	78.2534	42.8067	91.781
1622936_at	141.981	122.083	146.167	904.968	952.453	1019.52	97.6215	82.1672	144.982	783.049	791.631	1000.55
1622937_at	248.898	304.045	250.119	192.779	168.268	173.35	252.113	268.091	259.15	201.317	206.121	185.734
1622938_at	19.8204	19.3144	23.1673	11.2125	26.1255	18.4153	18.3085	17.6892	16.4367	22.1883	27.15	25.4531
1622939_at	1603.68	1663.05	1187.43	1332.02	1276.23	1331.44	1372.84	1240.55	1255.99	1219.43	1169.28	1246.5
1622940_at	0.608065	12.1628	16.4382	14.6194	 	22.3975	5.22767	15.3313	6.86616	12.1683	14.5998	28.4721
1622941_at	1965.51	1956.92	1882.27	1718.23	1539.7	1674.1	1807.05	1737.01	1746.73	1659.86	1767.97	1742.96
1622942_at	47.0251	34.7592	30.3245	52.1845	69.5606	69.2118	41.5597	43.319	31.0986	65.5426	55.2739	96.9313
1622943_s_at	663.112	772.405	743.342	289.942	278.976	262.424	743.67	885.929	763.467	250.415	268.58	268.132
1622944_at	469.497	542.474	526.145	352.968	321.585	370.309	630.065	587.644	572.163	394.843	423.452	426.028
1622945_a_at	2342.38	2448.46	2133.58	779.449	779.292	821.843	2183.66	2047.4	1917.73	796.323	685.028	707.003
1622946_at	287.868	239.64	267.362	1165.45	1017.92	1036.51	877.945	651.102	392.167	1085.12	1759.35	1832.1
1622947_s_at	6157.47	6744.57	5918.91	9442.51	9449.96	8662.41	6930.21	6822.25	5952.25	9146.89	8835.04	9004.28
1622948_at	747.264	859.95	692.751	340.047	319.875	290.716	818.652	848.086	749.015	299.278	301.404	299.376
1622949_at	327.042	266.512	248.386	109.033	137.973	118.255	223.942	279.119	277.477	114.401	157.7	127.677
1622950_a_at	2197.19	2145.88	2011.55	1177.67	1228.37	1092.04	2034.93	2453.55	2260.55	1120.13	1201.9	1183.34
1622951_at	22.5053	26.4201	30.7203	5.46485	20.1508	23.2253	23.6471	6.01967	38.0144	8.03826	4.09877	53.5015
1622952_at	27.4121	36.7037	207.214	351.259	142.212	3145.66	4463.73	191.211	64.736	9463.83	4683.57	3244.5
1622953_at	63.2104	48.5824	86.5129	55.4641	66.9345	97.1396	60.3176	87.2129	74.4915	81.6885	66.9617	89.3406
1622954_at	88.9585	63.5528	93.4209	136.029	96.525	122.883	70.5358	85.0982	95.1165	140.967	130.354	189.315
1622955_at	88.9018	79.5598	117.383	377.483	380.992	440.997	118.483	125.378	137.787	475.755	467.555	564.956
1622956_at	35.1421	52.1064	38.1353	16.991	5.46057	10.5927	46.573	44.0892	33.9478	15.0445	13.5456	14.4644
1622957_s_at	 	3.2628	 	298.535	281.617	259.127	 	 	 	298.767	309.876	268.312
1622958_at	23.4689	1.18937	23.375	13.2949	10.1519	25.4299	21.4515	14.304	15.6397	35.0759	24.7068	16.037
1622959_at	849.162	1056.64	714.714	42.4624	29.4098	58.4769	587.168	537.828	511.949	41.5848	37.8069	30.0058
