ID_REF	GSM101230	GSM101231	GSM101232	GSM101233	GSM101234	GSM101235	GSM101236	GSM101237	GSM101238	GSM101239	GSM101240	GSM101241	GSM101242	GSM101243	GSM101244
livM_b3456_at	151.2	240.8	174.2	191.3	143.5	562.3	46.6	371.9	459.4	524	172.3	280.6	386.7	264.7	207.3
lldD_b3605_at	8669	7726.8	6410.5	6149.1	7069.6	4352.6	4542.2	3413.9	2591.1	5659.7	2215.8	2172.6	1882.5	1829.3	3632.8
lldP_b3603_at	7058	6421.9	6531.5	5571	6100	2586.3	1989.5	2092.2	1386.6	3681.4	2216.6	2133.7	2029.5	1700.8	2793.2
lldR_b3604_at	7577.9	4403.1	5983.3	5110.2	6966.4	3115.9	3830.5	2715.6	1462.6	4408.8	1801.2	2130.2	1676.2	1720.6	2371.9
lnt_b0657_at	1317.7	1469.8	1256.3	793.5	1102	1891.6	1059.2	1882.5	1482.1	1458.9	793.2	1268.2	840.3	759.2	809.6
lolA_b0891_at	3326.5	3041.9	3613.2	3994.3	3623.5	3445.8	2653.9	2831	3393.4	3164.5	2596.3	5184.3	3736.2	3712.9	2712.8
lon_b0439_at	5001.8	5739.6	4442.9	6561.2	4275.9	10811.5	9009.5	9265	6291.7	9693.2	2386.2	2018.4	1933	2332	2831.9
lpdA_b0116_at	19859.3	22902	18378.7	18390.4	19150.8	8847.5	8559.3	9412.2	7369.1	9771.3	12687.3	8154.7	6820	8613.8	13537.1
lplA_b4386_at	438.5	459.7	374.5	428.1	371	473.3	235.7	376.2	310.3	363.7	309.3	368	315.5	435	327.1
lpp_b1677_at	27186.9	21292.1	17190	18856.6	14708.8	24843.3	22300	23826.6	21373	22999	20948.7	16382.6	14441.8	14896.5	16843.5
lpxA_b0181_at	2541	2537.5	2861.8	2539.2	2840.9	2517.3	1921.3	2542.3	2862.6	2745.1	2992.8	3589.6	2205.4	2082.9	2969.3
lpxB_b0182_at	2260.1	1835.2	2149.6	1665.3	1658.2	2716.3	3104.4	2539.6	3086.7	2328.5	2338.3	3330.4	2687.6	2073.4	1750
lpxC_b0096_at	6807.9	3969	4586.2	4447.8	3861.7	2491.6	3501.2	3091.1	2974.3	2838.6	4376.1	3063.6	2495.2	2312.9	3837.8
lpxD_b0179_at	9224.7	7455.3	9152.2	8057.1	8373.8	6928.7	8354.6	7179.2	9352.8	7189.4	6469.5	6970.7	5830.2	5324.7	5639.2
lrhA_b2289_at	810.7	864.3	828.8	740.4	782.4	1116.9	757.4	907.3	697.3	1126.7	1310.7	901.5	839.1	1022.5	1903.9
lrp_b0889_at	2275	1777.6	1853.8	2873.5	1468.1	2046.7	1043	2247.6	1797.7	2028.6	2192.6	2503.8	2458.7	1588	2258.3
lspA_b0027_at	1938.6	1743	2275	2032.5	2468.8	1860.3	2911.2	2066	2255	2738.8	2334.9	3799.8	2911.1	3038.1	2906.8
lysA_b2838_at	801.5	712.3	800.2	1062.4	908.5	131.1	81	53.3	43.8	120.4	251.4	54.6	38.8	104.4	64.2
lysC_b4024_at	526.9	653.2	835.7	1246.5	948.7	278.5	342.7	179.3	199.1	220.7	307.8	231.8	251.8	240.6	224.5
lysP_b2156_at	4270.8	4225.1	4118.6	3013.4	4377.1	614.3	826.2	525.6	738.7	417.1	1333.4	1124.3	1142.7	814.8	1392.3
lysQ_b0749_s_at	17716.1	30402.1	19137.3	18475.1	23015.8	21919.9	40723.6	21799.5	23774.1	38609.7	24295	13626.1	34425.5	46910.2	23912.3
lysR_b2839_at	105.3	191.8	195.1	254.6	223.7	521	221.9	336.9	212.8	265.1	204.5	171.8	253.9	277.2	197.1
lysS_b2890_at	2904.6	2073.6	2092.3	1917	2393.6	1464.1	1659.9	2164.2	1726.2	1507.9	2884.7	1629.8	1192.7	1609.6	2349.4
