ID_REF	GSM37618	GSM37619	GSM37620	GSM37621	GSM37622	GSM37623	GSM37612	GSM37613	GSM37614	GSM37615	GSM37616	GSM37617
10000_at	4.5	3.9	8.1	2.1	0.8	4.6	3.5	5.8	3.1	1.4	7.8	2.5
10001_at	136.3	92.3	96.7	84.1	74.9	104.6	163.5	153.6	130.2	115.8	106.4	119.4
10002_i_at	578.1	635.4	587.9	500.8	616.2	561.8	452.7	492.3	466	749.2	605.5	794.4
10003_f_at	1794.3	2068.4	1781	1716.3	1641.9	1583.1	1651.8	1442.8	1350.3	2095	1713.3	2159.9
10004_at	3.1	3.4	1.3	0.6	0.9	1.7	0.3	2.2	0.2	0.4	0.4	1.1
10005_at	85.1	107	97.8	153.2	120.4	143.8	90	96.2	81.5	131.2	105.3	149
10006_at	39.9	27.1	32.1	55.6	70.8	50.3	28.7	37.6	30.9	61.9	43	56.7
10007_at	248.8	192.1	100.5	193.8	120.4	126	212.8	181.8	163.1	96.7	99.1	128.5
10008_at	0.7	3.5	2	0.5	0.9	2.8	1.2	1	2.3	0.7	0.9	1
10009_at	17.4	19.2	37.3	6.9	5.9	11.9	8.4	8.1	10.1	21.4	37.6	18.6
10010_at	1310.6	1230.4	1258.5	897.5	887.5	879.2	1331.2	1364.4	1208.5	896.2	776.9	873.4
10011_at	10.7	19.3	12.8	3.4	5.7	9.1	25.4	22.2	16.4	6.7	6.9	9.4
10012_at	115.8	128.6	175.9	82.6	94.3	72.4	88.5	98.9	85.2	83.5	53.1	81.4
10013_at	55.8	59.2	52.5	90.7	81.2	90.1	73.7	65.3	62.9	71.8	65	82.6
10014_at	150.8	167.9	134.4	536.5	325.7	389.6	210	206.4	183	242.4	261.9	264.9
10015_at	438.3	347	309.1	774.7	678.8	769.8	556.3	531.5	508.7	711.2	582.6	715.8
10016_at	175.8	117	153.1	324.5	402.9	344.3	197.3	174.7	208.4	350.5	352.5	371.6
10017_at	0.7	1.1	2.1	0.7	0.8	1.5	0.9	0.8	0.6	0.9	2.9	0.8
10018_at	3675.6	4615.7	4180.6	2850.5	2763	2743.3	3203.2	2866.1	2798.7	2985.5	2662.8	3135.6
10019_at	1754.6	1542	1485.8	1224.3	942.3	953	2385.6	2360.4	2174.9	728	669.7	753.2
10020_at	84.2	81.2	56.2	121	107.6	88.7	64.3	59.8	56.7	66	54.6	66.8
10021_at	21.7	13.3	30	54.7	88.6	70.7	29.7	24.4	29.3	45.5	71.8	49
10022_at	32.5	26.2	34.5	2.8	8.7	9.2	45.4	37.6	46.4	0.6	0.3	0.3
10023_at	163.2	153.6	131.1	0.8	0.9	0.7	144	145.3	120.1	0.4	1	0.6
10024_at	97.2	85.7	163.3	151.6	154.3	143.6	87.4	82.1	76.6	125.5	111.6	164.8
10025_at	29	20.9	17.8	40.9	37.1	27.8	21.6	19.3	24.1	28	21.7	27.7
10026_at	57.5	95	127.7	41.6	28	28.3	52.5	50.1	46.8	21.8	25.4	40.2
10027_at	366.3	381.7	510.5	199.2	145	175.8	505.7	426.2	412.8	66.5	94.8	72
10028_at	40.8	20.2	16.7	74.3	55.2	47.2	53.9	47.8	72.1	60.7	59.8	67.2
10029_at	39.7	33.1	40.7	81.4	64.8	77.3	42.1	41.4	46.7	72.5	47.1	73.6
10030_at	22.7	12.7	4.1	36.7	25.8	24.9	64.1	54	74.3	17.5	36	17.9
10031_at	80	63.9	44.7	75.4	99.3	89.5	133.9	106.7	140.1	133.4	169.9	127.6
10032_at	71.3	75.7	61.2	95.7	101.9	75.1	88.3	86.4	77.9	68.2	56.6	74.2
