ID_REF	GSM849809	GSM849810	GSM849811	GSM849812	GSM849813	GSM849814	GSM849815	GSM849816	GSM849817	GSM849818	GSM849819	GSM849820
171720_x_at	7.78789	7.40282	7.14264	7.17953	7.16107	7.35515	8.24099	8.19723	7.03233	7.94826	7.71087	7.68882
171721_x_at	9.10748	9.23483	8.84641	9.32278	9.40672	8.90559	9.06327	8.90892	8.69281	9.80245	9.5549	8.53967
171722_x_at	10.3483	10.1563	10.3951	10.2979	10.2503	10.3583	9.76334	10.0719	10.3477	10.3042	10.154	10.3255
171723_x_at	9.66279	7.29541	6.05951	9.41171	7.80422	9.40726	4.61571	4.44299	9.30798	6.13067	4.15525	8.57549
171724_x_at	6.92827	6.82353	7.34639	6.79408	6.83628	6.98924	7.27213	6.98942	7.98135	7.14738	7.03331	7.4164
171725_x_at	12.4054	12.3629	11.8449	11.9229	12.5329	11.9958	11.9123	12.3759	12.2839	11.332	12.0996	12.3763
171726_x_at	7.17433	7.47268	7.03078	7.16661	7.09029	7.27019	7.53136	7.59088	7.13738	7.31829	7.17026	7.51173
171727_x_at	6.51195	6.08208	7.58115	7.45972	5.92472	6.85568	6.67276	6.71533	5.45075	7.91978	6.94401	6.42913
171728_x_at	8.13421	8.22511	7.55166	8.02257	8.18439	7.32208	8.91509	8.44735	7.48667	7.94382	8.04294	7.70311
171729_x_at	10.3973	9.89084	9.37479	9.8203	9.92167	9.56192	9.53968	9.62621	8.88586	9.64935	9.87676	9.61242
171730_x_at	9.40415	9.87403	7.6266	9.56378	10.4196	8.53267	8.91541	9.52915	7.52989	9.14602	9.18464	8.40076
171731_x_at	8.2731	8.29992	8.5595	7.92228	8.00943	8.25402	8.62469	8.47121	8.52823	8.11139	8.23141	8.34448
171732_x_at	7.55044	7.63204	7.92709	7.25989	7.90944	8.46099	7.60318	8.22594	8.45716	7.71966	7.42712	7.85102
171733_x_at	5.0246	5.30617	6.23416	5.85782	5.3076	4.98687	7.96211	7.5023	5.50214	5.58752	6.23452	4.68513
171734_x_at	12.2144	12.2341	12.2015	12.3062	12.2591	12.1779	12.3296	12.241	12.2776	12.1038	12.0773	12.543
171735_x_at	12.4167	12.4881	11.776	12.2273	12.6351	11.6621	11.943	12.2961	11.9457	11.097	12.1343	11.9133
171736_x_at	6.55582	6.61043	6.34933	6.16024	6.56673	6.56891	6.96586	6.38596	6.36471	5.57769	5.3529	6.13834
171737_x_at	10.2843	10.5104	10.7514	10.6128	10.6438	10.5744	10.784	10.7879	10.1325	11.0117	10.7959	10.5336
171738_x_at	10.8009	10.8291	10.463	10.7028	10.9902	10.9044	10.6085	10.834	10.1969	10.7186	10.5783	10.3621
171739_x_at	8.82873	8.8951	8.87406	8.81174	8.8533	8.84018	9.46783	8.87089	9.03667	8.95048	9.01678	8.84564
171740_x_at	9.69831	9.2681	8.77315	9.10454	9.01172	8.44036	8.56994	8.52142	8.15644	9.22712	8.83874	9.02734
171741_x_at	8.56937	7.4052	10.0033	8.00641	7.88059	10.4633	6.80997	6.79971	12.2784	8.08064	6.11041	11.6827
171742_x_at	2.90977	2.96444	2.78697	2.65485	2.8375	2.52819	3.04752	2.60423	3.0559	2.38419	2.68352	3.25304
171743_x_at	10.4901	10.4261	10.8895	10.6882	10.5467	10.734	10.3158	10.1786	10.1928	11.2231	10.9218	11.1086
171744_x_at	8.28244	8.51605	8.7401	8.37079	8.40552	8.44327	8.46797	8.26855	8.90512	8.21713	8.50205	8.45959
