ID_REF	GSM102371	GSM102372	GSM102373	GSM102374	GSM102375	GSM102376	GSM102377	GSM102378	GSM102379
AN2425.2_s_at	864.281	784.574	699.94	371.231	332.749	367.939	2235.25	2996.69	2598.5
AN7042.2_at	382.213	346.418	336.429	2665.1	2794.31	3114.25	646.379	688.232	486.285
AN3954.2_s_at	13114.6	13197.6	13225.7	5030.66	5109.52	4755.67	11521	11121.1	10385.9
AN5440.2_s_at	653.53	582.39	671.812	2665.93	2640.76	2647.75	585.032	549.726	354.875
AN0860.2_s_at	3384.53	3149.37	3077.68	804.763	824.885	813.939	3519.15	4391.8	3457.29
AN7148.2_s_at	987.07	964.359	942.678	414.484	427.928	444.918	4880.66	5209.78	3354.37
AN2916.2_at	3872.87	4035.1	3764.22	11068.3	10855.3	11464	3951.89	4239.29	3426.77
AN7317.2_s_at	533.453	569.465	533.947	2344.47	1974.79	2045.63	547.657	388.47	834.457
AN9380.2_at	4270.45	4168.85	1804.24	697.61	596.068	569.539	13390.2	13739.2	12672.5
AN9001.2_at	7631.4	8029.66	8274.06	3078.81	2995.17	2815.2	7914.2	8760.41	8873.8
AN2941.2_at	671.81	654.426	477.362	231.008	248.493	253.765	3005.19	3122.68	2154.11
AN2045.2_at	1354.45	967.466	1355.2	424.428	475.231	474.253	3202.33	3623.9	2581.96
AN8890.2_s_at	477.343	424.894	249.871	262.532	235.955	228.366	5035.66	5949.79	3560.65
AN9450.2_at	8385.65	8698.7	8674.2	6795.93	7279.81	7304.96	13468.3	14308	14198.9
AN6048.2_at	3363.33	2807.96	2815.45	9488.52	8921.77	8656.08	2331.5	3163.66	2360.88
AN6650.2_at	1055.48	1086.17	981.783	4497.69	4716.23	4572.25	2360.92	2433.65	2092.12
AN8406.2_at	296.792	286.548	285.436	2967.62	3025.32	3215.33	556.891	596.596	360.917
AN8602.2_s_at	2752.07	2799.61	3225.88	1516.26	1559.19	1418.23	5740.4	5411.22	4672.68
AN4642.2_at	621.196	549.511	643.964	4197.81	4217.48	4410.64	623.891	586.268	375.573
AN2844.2_at	9994.75	8855.44	9179.92	9072.12	8960.79	9094.93	2045.59	1165.53	832.23
AN6037.2_s_at	4926.15	5098.75	4958.84	2627.49	2756.22	2558.55	5646.04	6018.54	5411.82
AN4025.2_at	4494.32	4180.32	4682.22	403.573	368.962	339.937	1759.17	2322.42	1202.67
AN8275.2_at	12422.9	12187.6	12079.8	20546.6	20638.1	20993	9697.52	10392.4	10635.1
AN7710.2_s_at	5674.43	5380.63	5241.45	1768.94	1756.9	1652.33	4854.14	5842.01	4473.13
AN7008.2_s_at	1006.64	960.111	958.323	3181.2	3507.13	3882.54	1613.37	1680.6	1320.59
AN6804.2_at	790.538	662.419	540.765	1663.73	1997.39	2144.72	3779.79	3945.5	3157.3
AN5762.2_at	249.279	237.403	205.424	231.43	236.916	251.886	2788.18	3325.78	2268.69
AN5907.2_at	1721.71	1482.98	1384.52	4172.99	5221.88	5255.14	4827.41	4821.29	4764.94
AN8977.2_at	165.728	178.952	173.688	1017.44	1192.22	1066.86	216.51	209.707	312.047
AN5109.2_at	413.672	394.141	417.413	1904.52	1830.57	1729.18	546.328	464.095	437.757
AN9148.2_at	6144.75	6141.85	5812.47	3689.47	3999.17	4078.85	8767.79	9467.13	8333.16
AN5993.2_at	404.695	421.432	407.889	370.285	390.993	366.009	1592.36	1466.51	1102.28
AN6470.2_s_at	2303.57	2214.39	2539.61	722.324	741.861	682.8	4746.96	4874.86	3529.68
AN7657.2_s_at	11453.9	11105.6	12641	7897.15	8329.42	9022.46	16471.8	17192.7	16616.7
AN7950.2_at	7967.64	7551.18	8270.65	5491.09	5880.62	6242.1	11853.1	12988.8	12340.9
AN7316.2_s_at	190.728	193.286	192.662	2019.09	1680.63	1834.43	291.992	307.676	171.213
AN6293.2_at	1238.79	1031.68	1222.08	3765.42	3570.87	3909.25	1284.6	1312.37	925.508
AN5591.2_at	4726.21	4212.14	4592.96	1638.84	1728.74	1757.73	4373.48	5383.11	4546.57
AN6669.2_at	5474.97	4485.6	4153.35	1344.83	1211.17	1208.77	3441.93	3714.16	3001.26
AN3223.2_at	4158.36	3904.53	3699.95	1085.17	1128.7	1112.41	2644.27	2911.64	2368.87
AN0886.2_at	469.603	461.849	484.251	2806.47	2866.15	2717	699.926	686.446	452.389
AN4252.2_at	4321.06	4197.24	4437.35	11063.6	12443.3	11130.2	4828.28	5075.77	3638.89
AN6089.2_at	5017.94	5022.51	4875.71	7135.39	6964.69	6458.14	3128.77	3426.52	2857.36
AN0493.2_s_at	348.144	381.085	392.352	342.151	360.085	422.089	3146.59	3156.67	2251.18
AN0179.2_at	2223.97	2163.71	2377.96	5600.04	5771.39	5338.88	3421.23	3485.25	3274.59
AN5356.2_at	1726.74	1821.41	1777.91	4472.19	4285.97	4111.02	1773.94	1569.7	1463.58
AN0689.2_at	1254.1	1133.75	1188.83	4344.41	4156.07	4210.53	1600.86	1742.85	1203.13
AN2761.2_at	14513.4	13645.7	13840.7	11690.5	11780.4	12026.2	15961.4	15883.7	15272.3
AN3203.2_s_at	1688.62	1626.37	1648.83	1333.99	1406.73	1378.27	4958.17	4934.15	3618.67
AN1813.2_at	448.413	496.544	473.29	1144.41	1388.81	1283.1	539.879	440.35	622.845
AN0896.2_at	4078.58	4262.39	4281.68	11904.9	12079.9	13839.4	5618.03	5205.04	3962.17
AN0667.2_at	3872.26	3688.74	3612.69	1301.94	1400.95	1516.56	3328.61	3355.57	2624.59
AN2000.2_at	2815.03	2642.51	2380.49	2888.49	3355.27	3202.73	8360.71	8413.91	7459.48
AN3359.2_s_at	587.844	483.557	477.929	1769.9	1909.18	1894.09	691.476	753.989	538.162
AN5589.2_s_at	1517.05	1220.28	1326.16	1273.14	1276.1	1241.02	4128.96	4880.61	3834.27
AN6075.2_s_at	5768.19	5413.38	5327.58	2120.92	2110.95	2115.75	4491.05	4030.67	3212.21
AN9285.2_at	1187.69	915.051	800.31	715.118	742.449	769.609	4180.65	4416.96	3414.98
AN1015.2_at	1162.51	1141.65	1029.11	909.803	838.802	888.24	2966.23	2904.21	2337.99
AN0301.2_at	386.895	388.256	384.829	698.969	606.503	586.674	1529.57	1863.47	1311.76
AN7193.2_s_at	3037.76	2921.05	2649.38	1564.09	1678.35	1465.66	5629.66	5063.71	4545.38
AN7443.2_s_at	5148.24	4433.27	4895.81	2445.86	2401.19	2523.11	6133.52	6551.6	5450.38
AN2548.2_s_at	3689.93	3484.32	3934.28	1831.35	1603.09	1711.38	5170.05	4534.9	3844.15
AN8547.2_at	1770.97	1551.14	1580.85	4434.81	4362.17	4165.63	1376.22	1395.42	1084.98
AN1812.2_at	3250.43	3029.16	3394.45	2005.09	1999.06	1901.06	6283.64	6168.14	4852.87
AN3179.2_at	2446.78	2252.32	2358.81	1823.23	1747.22	1769.85	3444.62	3706.4	3317.65
AN7568.2_at	1121.14	1029.09	942.221	3742.69	3832.45	4179.34	1190.38	1292.89	900.131
AN7470.2_s_at	380.243	413.26	374.657	1179.94	1434.14	1421.79	360.014	388.831	378.382
AN1338.2_at	2585.93	2697.24	1220.56	630.028	634.345	617.689	8193.61	8135.17	6556.1
AN9168.2_at	5578.96	5295.39	4988.09	7701.17	8017.38	8023.3	10431.6	10793.5	9509.07
AN1847.2_at	892.033	822.254	714.425	513.492	595.549	558.924	2211.6	2331.14	1746.55
AN8007.2_s_at	582.315	687.294	239.96	255.205	266.008	282.514	4742.33	4304.67	3405.03
AN6050.2_s_at	1822.13	1613.67	1745.74	971.609	1002.68	1090.3	2878.88	3116.14	2528.82
AN5122.2_at	4547.1	4820.94	5060.1	10417.1	10550.4	8740.06	3398.97	4530.68	3289.21
AN6985.2_s_at	600.945	551.911	520.201	287.471	308.513	344.496	1763.41	2082.41	1311.4
AN9295.2_s_at	3592.16	3274.23	3070.54	2534.42	2226.26	2075.24	7137.17	6812.23	5568.39
AN8242.2_at	294.232	320.543	250.034	292.362	276.824	280.108	1189.29	1649.69	976.612
AN3804.2_at	13250.6	11664.3	13539.2	9698.48	10622.4	11489.2	18013.3	19114.1	17858
AN0240.2_s_at	16590.9	16860.2	16364.2	8814.73	9227.45	9839.31	15182.2	15191.4	15294.3
AN1814.2_at	1997.92	1661.31	1857.27	503.274	548.337	615.146	1606.55	1978.72	2053.25
AN0288.2_s_at	816.726	735.71	856.207	2664.03	2273.64	2317.94	460.01	578.671	510.86
AN0178.2_at	698.113	647.55	577.728	1539.5	1569.72	1471.23	385.562	352.098	361.029
AN1670.2_s_at	314.209	289.202	266.213	396.673	340.404	307.101	1845.68	2073.14	1094.7
AN2583.2_at	1005.73	1283.4	1185.14	1895.25	1799.54	1090.17	620.209	757.947	881.929
AN1094.2_at	4278.75	4139.36	4449.04	8011.99	8174.36	8283.81	2568.26	3212.94	2205.23
AN1923.2_s_at	3343.93	2974.02	2649.56	6674.21	6667.68	6869.82	2425.2	2929.25	2548.69
AN3567.2_at	715.464	739.296	801.999	1172.13	1233.22	1125.94	805.167	557.23	886.452
AN7074.2_at	1793.49	1701.32	1734.62	1593.9	1824.56	1731.37	3638.72	4265.44	3754.35
AN1631.2_at	1521.83	1433.98	1560.11	1034.82	959.56	844.869	544.064	542.003	476.271
AN2385.2_at	3541.35	3199.25	3674.12	1195.35	1147.48	1205.58	2345.18	2521.22	1720.95
AN8793.2_at	4825.93	4339.86	4876.96	10317.5	10530.4	10201.6	3937.57	4773.14	2980.93
AN7414.2_at	505.242	519.254	357.244	351.81	352.941	345.324	2503.35	2262.89	1527.6
AN1342.2_s_at	3717.54	3577.44	4079.39	8483.67	8565.07	7967.04	3836.32	3840.73	3098.92
AN8707.2_at	4538.07	4750.29	4701.31	8181.75	8557.95	8082.76	3943.67	4595.25	4324.64
AN7233.2_s_at	1242.26	1260.4	1159.73	3384.86	3543.5	3236.22	1121.22	862.346	902.65
AN2332.2_at	2612.93	2527.21	2681.34	6657.61	6929.1	7699.96	2625.08	2710.04	2415.45
AN6246.2_s_at	11179.7	10693	11634.1	18440.9	18285.6	17374	9341.54	9493.72	7747.76
AN8175.2_s_at	1255.53	1533.51	1288.14	1172.17	1189.01	1173.3	3543.5	2495.86	2828.73
AN0973.2_at	751.705	790.056	394.597	345.194	341.411	363.925	3082.37	3223.41	2113.73
AN1458.2_s_at	1098.04	1068.4	1068.83	1902.25	1976.87	2076.04	913.483	1042.81	978.54
AN2099.2_s_at	610.659	616.734	482.733	1383.05	1622.14	1828.9	428.373	415.541	438.961
AN2426.2_s_at	7028.69	7154.49	7377.96	6517.72	6587.5	6819.36	10994.6	10575.4	10664.8
AN7232.2_at	495.839	472.209	438.973	2209.87	2421.08	2356.45	353.865	298.134	285.87
AN7785.2_at	1774.35	1630.25	1739.88	1736.41	1962.23	1825.08	3552.78	3781.88	3593.04
AN2343.2_at	3289.96	3291.14	3680.58	4165.28	4537.22	4635.78	2182.14	2198.72	1928.51
AN1426.2_s_at	298.3	307.882	285.046	709.185	767.388	736.74	365.071	354.355	361.742
AN0443.2_at	1309.59	1210.67	1194.08	1850.54	2023.87	1982.07	3352.01	3475.29	2574.29
AN4812.2_s_at	657.994	689.671	509.588	462.461	486.53	579.571	2294.97	2044.86	1588.53
AN6644.2_at	4903.19	4219.93	4094.81	3830.97	3699.38	3779.9	1756.51	1793.81	1374.5
AN5490.2_at	530.553	580.692	423.832	308.624	338.465	351.949	1044.68	1173.83	1032.05
AN6401.2_s_at	4963.62	5008.34	632.698	606.263	531.904	536.87	19084.7	19783.2	19691.7
AN3206.2_s_at	2978.08	2524.59	3345.39	6785.3	6635.1	6821.83	2714.27	3026.9	2274.21
AN3795.2_s_at	3924.01	3605.2	3367.9	1945.75	2038.98	1953.31	4452.1	5165.26	4312
AN4170.2_s_at	1206.45	1167.36	1179.5	511.86	491.023	467.114	366.925	430.213	473.268
AN2015.2_s_at	2290.01	2134.48	2169.24	1346.72	1423.95	1454.58	3124.46	3756.43	3501.97
AN4908.2_at	4511.97	4186.74	4385.79	7004.1	6641.75	6711.23	2620.47	3119	2246.79
AN1274.2_at	2726.02	2615.37	2953.86	5693.9	6631.68	6947.17	4234.54	4593.17	3861.52
AN5571.2_at	4062.86	3681.51	3580.8	7044.02	6936.7	6729.52	3372.52	3833.17	3061.71
AN1941.2_at	2425.18	2773.33	637.441	530.827	551.993	620.158	14072.8	14506.2	12857.7
AN4264.2_s_at	1845.13	1810.18	1366.06	972.965	1078.68	1150.95	3084.78	3612.88	3432.14
AN5828.2_s_at	1462.64	1266.41	1441.36	4864.74	5067.98	4733.6	2751.39	3103.31	2147.63
AN0723.2_s_at	1219.12	1131.5	1244.04	865.436	898.924	876.347	2018.75	2944.99	2600.07
AN8777.2_s_at	248.582	237.58	240.237	886.421	855.269	904.864	361.936	284.935	279.192
AN7476.2_s_at	528.869	532.957	491.429	799.44	754.048	708.395	1245.55	1379.17	976.82
AN1505.2_at	1739.16	1822.77	1801.97	1846.9	1915.66	1868.21	859.392	857.184	808.393
AN2767.2_at	2136.11	2160.43	2138.98	3380.47	3410.42	3517.69	1701.03	1808.5	1623.63
AN6132.2_at	1261.58	1214.81	1292.34	2273.43	2267.97	2365.28	1197.7	1310.58	1215.38
AN4050.2_at	511.789	490.531	461.786	1379.46	1313.17	1390.36	636.593	534.388	530.587
AN7944.2_s_at	374.129	355.822	464.617	1097.73	1454.17	1598.1	299.742	364.415	273.888
AN8390.2_at	343.09	308.951	291.131	2794.15	2519.96	2620.92	2056.61	1375.83	1053.78
AN5437.2_s_at	1178.02	1196.05	764.649	395.573	378.38	383.677	2342.49	2219.72	1690.99
AN5836.2_s_at	1699.76	1503.34	1326.99	1271.05	1145.02	1111.65	2845.29	3046.9	2738.32
AN2387.2_s_at	3452.94	3147.59	3339.15	4631.22	4617.3	4319.24	1579.11	1391.58	925.856
AN7937.2_at	4654.16	4747.72	5619.52	10382.5	12553.4	12144.2	9463.85	10992.5	11450.8
AN0824.2_s_at	956.234	1007.21	1009.6	2830.08	3142.43	3045.08	1507.23	1537.88	1300.52
AN6697.2_at	15649.1	14329.5	15244.2	12152.1	12132.8	11442.8	17908.5	18358.3	17341.6
AN3075.2_at	1701.12	1567.01	1570.47	1336.17	1355.54	1475.18	3257.97	3675.84	2840.19
AN4397.2_at	439.029	412.063	464.148	1639.1	1678.63	1585.85	609.662	685.587	448.61
AN5859.2_s_at	559.968	554.677	528.886	1288.49	1399.06	1407.67	532.636	393.303	663.835
AN1915.2_at	1899.02	1554.34	1702.03	2813.4	3314.23	3287.15	1155.01	1333.31	1211.71
AN2017.2_s_at	2802.42	2466.26	2650.33	1099.03	1047.62	1090.47	2432.55	2588.82	2000.99
AN9130.2_at	424.621	486.33	480.653	954.395	1045.47	980.699	499.547	458.823	596.857
AN8130.2_at	543.24	468.029	448.37	551.802	577.568	537.492	1532.41	1857.04	1317.52
AN7632.2_at	3463.57	3379.63	3544.87	5676.42	5631.43	5890.21	4194.79	4097.74	3740.94
AN3627.2_at	329.607	279.469	251.402	210.556	248.826	273.201	1297.36	1615.64	959.048
AN0231.2_s_at	2553.18	2847.29	424.787	378.914	353.14	346.801	15118.3	14638.8	13231.1
AN1848.2_at	1318.24	1267.72	1020.28	805.192	782.242	792.531	2492.58	2848.39	2249.54
AN4276.2_s_at	1473.63	1424.76	1236.19	905.533	811.495	818.107	2047.81	2031.24	2042.05
AN4390.2_s_at	11843.3	10968.9	11882.9	9299.38	9149.36	9139.3	13508.4	14753.2	13935.2
AN8785.2_at	2147.93	2178.26	2035.03	4715.31	4488.27	4627.76	1755.02	2066.66	1612.44
AN1604.2_s_at	971.25	1017.34	682.566	577.698	574.188	606.621	2922.26	2825.28	1923.64
AN3566.2_s_at	536.456	477.812	692.101	1437.19	1529.63	1369.71	295.14	346.379	247.682
AN6718.2_at	354.634	316.148	301.983	306.045	345.086	337.795	1072.1	1456.92	806.478
AN2903.2_at	5360.05	4959.9	5420.41	6010.89	6649.27	6276.48	7878.24	8405.25	8510.5
AN2951.2_at	1679.78	1658.93	1820.51	648.587	583.67	588.629	1873.65	1818.54	1170.5
AN3466.2_at	8069.81	7869	8118.54	11710.4	12055.9	13237.3	8035.36	8452.18	7346.04
AN3925.2_s_at	3602.34	3177.61	4876.62	1791.04	1952.23	2356.37	6419.22	9208.69	7882
AN8982.2_at	249.631	265.997	248.702	569.01	563.89	576.111	303.676	235.903	428.986
AN5682.2_s_at	2099.48	1922.13	2061.34	1261.67	1478.07	1493.75	3106.18	3417.02	3422.2
AN8689.2_at	2944.92	2609.18	2819.36	1005.16	1028.19	955.572	1343.98	1516.58	1087.89
AN1425.2_s_at	1465.75	1874.59	1594.47	2107.27	2114.36	2037.37	1638.92	1563.4	1967.12
AN7590.2_at	384.118	340.823	367.472	340.437	346.934	355.998	2131.33	1832.37	1087.53
AN1837.2_at	316.905	329.231	277.654	252.721	251.846	266.099	1832.8	3323.06	1642.02
AN4299.2_s_at	1114.63	905.445	895.788	786.296	799.854	801.018	2150.11	2505.43	1913.19
AN7798.2_s_at	1271.64	1272.48	1112.98	1437.1	1466.1	1408.42	499.87	470.835	443.862
AN9306.2_s_at	769.03	907.144	686.347	670.112	587.268	655.471	1264.42	1228.73	1074.77
AN7315.2_at	798.556	901.684	877.743	1607.22	1317.22	1377.59	689.844	624.043	600.858
AN7365.2_at	857.711	970.896	961.833	1489.33	1614.98	1937.65	1079.7	808.6	1990.4
AN7468.2_s_at	838.373	686.76	783.89	2959.31	2819.4	3043.71	922.193	982.912	626.765
AN0942.2_at	961.23	924.089	868.942	563.254	604.256	536.992	1873.7	1921.06	1325.16
AN7331.2_at	490.61	467.84	489.225	1533.52	1683.84	1676.51	951.449	801.717	1047.39
AN7792.2_s_at	423.201	432.541	643.341	1313.99	1600.15	1553.79	265.676	256.977	384.615
AN3068.2_s_at	1188.87	1044.72	1263.54	1780.89	2003.43	1778.59	717.233	834.539	564.669
AN4023.2_at	624.213	568.861	655.235	1692.11	1614.14	1514.41	548.976	653.119	407.665
AN2549.2_at	5462.55	4798.73	6138.66	2828.88	2209.22	2437.61	7009.74	6611	5665.15
AN4859.2_s_at	20499.8	19432.8	20027.8	16468.4	15953	17352	22256.4	23388.8	22782.6
AN0230.2_s_at	1044.48	1286.19	1026.02	1019.19	1025.08	1203.77	2806.54	2776.5	2709.52
AN8943.2_at	3665.39	3892.88	3355.56	2820.58	2917.68	2428.91	2602.86	2509.47	2821.71
AN0870.2_at	15987	15179.4	16786.5	21908.7	21381.7	22937.2	14786.1	15195.9	13222.7
AN0733.2_at	20311.6	19522.1	19634	16043.6	17188.5	17672	21309.1	21622.8	21530.8
AN6499.2_at	11420.6	11307.9	11329.1	21009.8	21486.3	21402	15023.9	14664.7	14865.3
AN7594.2_at	24150.4	25325.5	25237.8	20771	21276.8	21917.2	26669	25740.6	26500.1
AN2157.2_s_at	664.2	554.588	601.788	348.865	384.06	393.288	1768.16	1610.36	1037.22
AN6940.2_at	265.056	277.339	325.869	692.932	721.221	698.012	268.556	232.432	268.097
AN2471.2_at	187.754	161.421	146.767	192.748	167.698	147.111	1454.4	1710.62	828.893
AN8670.2_at	473.744	445.119	469.708	213.263	219.421	214.219	793.198	917.525	557.721
AN5752.2_at	990.643	942.805	981.821	2097.84	2343.8	2125.87	946.665	988.54	680.485
AN4423.2_at	2485.42	2182.19	2258.92	5267.73	5583.53	5098.35	2672.16	3056.04	2146
AN0054.2_at	4752.33	4713.06	4542.11	2877.71	2747.25	2805.82	4196.3	4475.21	4112.01
AN4885.2_at	819.387	804.431	759.334	1549.91	1615.78	1762.63	534.136	553.302	850.548
AN5046.2_at	2819.05	3032.87	3323.62	3010.67	2832.79	2822.16	4944.73	6588.02	5777.27
AN3675.2_s_at	7576.57	7214.4	6866.45	5257.88	5303.15	5486.76	8096.61	8915.25	8275.65
AN0943.2_at	7043.74	7022.58	7095.27	8874.26	9325.77	9291.19	6701.13	6764.43	6149.69
AN5698.2_at	966.457	873.827	888.343	1797.64	1948.24	1835.06	976.283	955.766	801.849
AN0122.2_s_at	998.038	906.828	879.384	2198.09	2302.11	2155.24	1276.3	1351.6	1074.61
AN6588.2_s_at	6438.9	6223.1	6649.76	4602.49	5364.92	5376.82	8676.49	9274.36	9583.2
AN4046.2_s_at	1924.16	2135	2071.93	3157.11	3271.45	2987.46	1397.94	1580.7	1551.98
AN5331.2_at	374.828	421.912	403.009	666.994	718.943	694.604	775.115	840.334	706.395
AN4438.2_at	3441.12	2826.18	3599.23	1150.98	1264.17	1179.15	2591.4	3413.16	2516.01
AN8461.2_at	9171.38	8775.03	8075.73	7468.51	7313.69	7386.75	11953.8	12332.6	11534.1
AN6207.2_at	997.992	951.492	831.481	2061.12	2266.95	2433.48	1015.71	1030.78	859.439
AN2466.2_at	1043.33	972.588	954.225	2175.16	2127.96	2261.59	2052.58	2148.43	1601.06
AN5169.2_at	579.143	608.457	460.841	389.015	421.501	429.871	1023.45	1032.49	963.626
AN5335.2_at	554.45	469.282	430.277	1166.54	1353.93	1318.4	477.788	454.214	487.59
AN8755.2_s_at	1020.03	839.553	893.49	2801.52	2849.5	2794.5	1822.79	1862.48	1171.55
AN7334.2_s_at	2234.98	1969.88	2194.58	3049.33	3064.45	3166.65	2078.3	1962.15	1646.07
AN6701.2_at	913.738	895.538	846.349	2184.45	2411.51	2204.2	1457.02	1468.66	1044.34
AN5132.2_s_at	6701.47	6597.97	6927.65	8346.86	8415.42	8932.27	3821.29	4613.51	4008.07
AN0369.2_at	6159.97	5064.23	7047.95	8064.78	7834.49	7335.02	3538.06	3583.52	3162.15
AN5834.2_at	18308.3	17351.8	18246.1	14878.3	14923.6	13970.3	19608.2	20598.1	19219.5
AN7463.2_at	585.605	618.931	595.024	831.405	788.643	728.476	570.487	499.203	647.22
AN3402.2_s_at	298.069	333.884	304.418	887.856	954.091	925.742	269.577	263.236	438.24
AN1169.2_s_at	419.962	422.445	386.823	359.619	411.437	413.957	1081.84	1215.2	915.41
AN5129.2_s_at	14253	14213.4	14421	11107.5	11127.6	11407.6	10905.8	11420	10719.9
AN3729.2_at	7934.29	6534.23	7302.01	4955.7	4659.96	5480.9	8701.75	9967.93	8723.38
AN8829.2_at	624.627	626.547	509.418	595.025	546.743	548.989	1585.53	1774.25	1301.48
AN6717.2_s_at	12070.5	12446.7	12291.7	17076.4	17800.6	18015.3	12996.2	13740.3	14485.8
AN3304.2_s_at	299.183	323.363	266.896	267.84	271.054	342.184	874.721	1202.5	893.864
