ID_REF	GSM153907	GSM153909	GSM153911	GSM153913	GSM153915	GSM153908	GSM153910	GSM153912	GSM153914	GSM153916
10000_at	7.4	4.3	3.3	8.7	2.9	5.5	5	3.3	4.7	3
10001_at	206.7	213.8	180.2	190.2	201.7	193.1	219.6	184.5	191.7	198.4
10002_i_at	1088.8	1250	1478.1	1386.2	1383.6	1121.8	1262.1	1372.3	1432	1564.1
10003_f_at	3802.8	3270.1	3763.6	3874.5	3859.8	3478	3225.3	3505.8	3676	3398.6
10004_at	2.2	4.2	1.3	0.6	2.4	3.5	5.3	1.5	0.4	1
10005_at	272.1	188.4	210.3	223.5	225.5	233.2	178.1	191.1	208.7	219.1
10006_at	100.2	76.7	90.3	94.1	137.3	79.8	75.6	87.2	90.5	120.9
10007_at	815.7	357.2	647.2	645.6	639.1	762.7	338.6	700.8	581	593.4
10008_at	2.7	1.4	2.3	1.5	2.5	2.2	1.5	2.4	1.4	1.9
10009_at	74.8	63.6	79.6	147.4	98.4	62.4	72.2	84.8	114.7	84.4
10010_at	1093.1	895.3	898.8	646.6	644	980.4	1132.6	786.8	677.5	732.5
10011_at	9.5	6.6	5.6	4.7	8.9	8.4	7.8	7.7	3.4	4.3
10012_at	51	32.1	42.7	32.4	33	31.1	48.9	30.1	36.5	46
10013_at	28.2	22.7	26.1	28.7	25.4	26.1	26.3	24.2	23.4	31.5
10014_at	325.5	220.9	291.8	248.7	247.9	319.8	257.1	272.3	189.1	206.8
10015_at	1334.3	1489.2	1484	1327.4	1358.9	1285.8	1502.7	1383.2	1347.7	1353.7
10016_at	439.1	437.4	386.4	359.3	334.4	441.4	471.2	376.5	330.5	349.5
10017_at	3.9	8.5	1.5	1	5.4	1.8	9.5	2.2	0.9	1
10018_at	3878.7	3671.3	4317.3	4006.6	3695.8	3528.8	3611.3	3850.2	3549.9	3221.6
10019_at	1720.4	1276.9	1429.2	1007.3	975.8	1541.9	1356.8	1337.4	1006.7	1020.4
10020_at	196.3	172.1	168.2	159.2	172.5	179.9	169.3	171.2	160.1	172.7
10021_at	46	43	39.4	35.6	31.3	37.7	47.7	36.8	40.7	36.2
10022_at	0.5	0.4	0.4	0.3	0.2	0.3	0.3	0.2	0.3	0.2
10023_at	1.3	1.6	1.4	1.1	3.3	1	0.9	0.7	0.6	0.8
10024_at	163	228.9	178.5	139.6	147.1	161.8	188.5	161.3	130.9	135.4
10025_at	26.5	30.2	29.6	31.6	33.6	36.1	30.4	27.5	36.7	38.7
10026_at	2.2	0.9	1.5	1.6	1.4	1.9	8.6	1	1.2	1.2
10027_at	19.1	16	15.8	13.9	9.7	17.6	21.7	12.1	9.5	12.1
10028_at	73.5	79.2	62.4	76.8	68.2	69.6	83.4	69.4	66.6	71.2
10029_at	106.8	96.3	99.1	61.4	76.6	105	69.7	99.6	84.4	90.9
10030_at	30	25.5	21	23.3	22.7	22.8	25.2	30.4	24.1	24.1
10031_at	365.7	351.7	347.2	419.7	422.6	264.6	281	300.5	337.9	323.7
10032_at	159.5	155.8	135.3	115.5	107.2	132.3	154.9	118.7	90.6	97.1
10033_at	45.5	50.2	39	38.7	44.9	40.8	44.3	33.2	40.1	35.3
10034_at	472.5	438.1	379.6	449.7	485.5	409.5	462.1	351.2	501.2	541.3
10035_at	281.5	236.5	272.1	237.8	258.3	243.5	219.1	241.2	201.8	215.8
10036_at	64.8	59.8	46.1	89.1	89.3	55.2	64.2	54.8	93.9	82.5
10037_at	50.7	27.6	30.2	28.7	17	35.5	28	31.9	33.2	34.9
10038_i_at	168	98	132.1	95.7	104.2	131	109.9	137.8	92.9	102.3
10039_s_at	21.8	16.8	19.5	10.4	19.6	23.8	12	19.4	19	20.3
10040_at	24	16.9	23.8	17.4	17.2	22.7	18.6	25.7	21.8	17.9
10041_at	11.3	11.7	7.5	8.1	10.5	13	6.1	10.5	8.8	6
10042_at	22.9	19.5	15.8	10.8	12	18.2	18	17	11.7	15.9
10043_at	36.3	40.3	40.8	25	35.1	33.1	40.6	30.9	22.7	21.2
10044_at	297.8	337	237.8	261.2	297.9	261.7	314	267.8	261.4	261.6
10045_at	2522.8	2473.8	2753.6	2321.2	2287.5	2586.1	2517.5	2870.2	2102.6	1986.5
10046_at	20	23.9	20.8	17.1	23.1	19.5	24.6	16.8	19.4	22.3
10047_f_at	4885.3	5225.3	5418.7	5782.3	5589.5	4539.5	4166.6	5247.2	5095.9	4688.9
10048_at	54.9	73.2	59.3	57.4	52.2	46.5	66.7	48.8	45	57.1
10049_at	54.8	50.2	37.3	31.1	29.5	60.2	48.7	37.7	27.1	33.4
10050_at	251.6	265.3	209	170.2	184.4	202.4	234.1	217.1	148.8	147.7
10051_at	368.1	439.4	360.4	359.7	367.1	341.8	307.2	409.9	326.8	331.1
10052_at	218.6	159	154.3	127.9	154.8	194.2	179.7	142	137	142.4
10053_at	2763.1	1897.3	2486.1	2417.7	2355.5	2980.4	2114.4	2272.8	2550.2	2497.1
10054_at	1492.5	1187.7	1221.4	820.3	984.6	1302.6	1404.9	1022.6	948.9	993.5
10055_at	101.5	105.2	85.8	104.3	85.3	95.8	126.6	89.6	80.6	81.2
10056_at	88.9	113.3	83.4	69.1	79.4	82.4	111.8	89	80.6	69.2
10057_at	8	13.6	14.8	13.5	15.9	19.6	14.6	8.7	9.9	12.1
10058_at	59.1	58.3	53.7	56.6	68.9	55.9	39.1	55.7	80.5	82.2
10059_at	533.6	652.7	510.1	486.1	510.2	599.2	557.6	538.2	453.4	434.1
10060_at	205.8	220.1	202.8	123	121.3	227.6	243.4	236.2	114.6	119.4
10061_at	3717.9	3217	4087.1	4672.5	3949	3303.2	2742.3	4160.7	3705.8	3200.9
10062_at	203.7	152.8	177.2	176.9	177.8	173	148.7	176.9	153.1	146
10063_i_at	63.1	76.9	61.7	33.7	53.1	58.5	62.7	61.9	39.8	38.6
10064_s_at	75.3	97.4	54.6	61.5	69.7	64.5	74.3	71.5	57.2	60.3
10065_at	25.5	24.8	17.9	22.2	18.1	27.1	22.3	18.4	16.5	21.1
10066_s_at	206	170.1	172.1	153.3	121	238.2	232.2	133.4	128.9	146.3
10067_at	22.9	11.6	18.4	16.1	15.4	17.7	13.3	12.6	14.4	15.4
10068_i_at	4649.6	4040.4	4869.1	4692.4	4337.1	4855.4	4755.4	5681.9	6727.4	5260.2
10069_f_at	2214	2219.4	2221.2	2090.5	2013.6	2722.5	2966.9	2744.2	3027.8	2799.1
10070_at	28.3	30.8	26.3	24.9	28.9	27.9	38.8	26.7	23.2	26.5
10071_at	34	13	19.1	16.2	17.6	19.7	17.3	25.3	16.4	17.1
10072_at	15.3	10.1	15.5	12.1	16	14.8	12	14.1	11.5	19.1
10073_at	150.8	139.1	140	147.6	129.7	133.8	153.2	145.8	119.4	135.6
10074_at	1.7	2.7	3.8	3.6	6.8	2.7	5	3.8	6.8	5.5
10075_at	204.7	194	205.2	132.1	146.7	236.6	221.3	229	137.5	148.4
10076_at	35	19.8	24.2	18.4	17.3	28.3	30.5	24.7	19	20.9
10077_at	77.6	73.5	71.9	59.9	63.7	75.2	85.9	63.9	66.9	78.1
10078_at	107.3	78.2	79.9	56.2	56	85.6	86.2	79.1	56.2	64.5
10079_at	6.3	5.9	7.1	8.7	7.8	6.1	4.9	7.7	7.2	6.3
10080_at	12.2	8.5	12.5	20.6	17.4	4.1	12.9	15.9	12.7	12.1
10081_at	27.1	2.8	17.1	18.4	22.9	19.6	5.9	15.3	24.7	27.4
10082_at	12.9	9.6	8.6	17.8	11.3	12.8	12	14.3	13	10.2
10083_g_at	4.8	1.5	6.4	8.8	12.8	1.5	10.5	9.2	3.2	2.2
10084_at	7.4	4.7	5.9	7.7	6	5.4	9.2	7.7	5	5.4
10085_at	230.3	132.6	174.7	212.7	199.5	175.8	124.9	158.9	221.3	217.9
10086_at	81.9	69.2	79	58.9	62.7	72.4	74.4	65.1	47	59.4
10087_at	164.6	96.7	108.4	81.6	110.8	141.7	113.9	130.4	101	108.2
10088_at	150.2	144.3	156.8	125.4	125.4	139.7	156.5	127.9	115.7	123.1
10089_at	170.2	141.7	136.1	102.8	111.1	163.7	154	148.3	101.8	116.1
10090_at	21.2	21.3	14.8	15.3	17.8	19.5	25	17.8	20.5	20.8
10091_at	497.9	388.2	364.6	549.1	542.2	414.9	353.6	332.1	476.5	483.2
10092_at	239	171.9	193.7	200.6	217.1	215.2	163.7	182.9	217	217.6
10093_at	45.3	48.2	47.9	46.5	52.5	44.1	60.8	45.6	50.7	57.3
10094_at	136.5	127.1	122.6	92.7	111.6	130.9	120.3	111.5	85.2	89
10095_at	88.1	83.8	78.2	54.5	59.8	83.6	81.7	69.7	56	60.9
10096_at	1110.1	1017.4	980.5	832.7	948.2	967.2	1098.1	918.5	746.7	730.4
10097_at	5145.7	5463.8	5636.6	6884	5833.1	4777.2	4963	5529.5	6280.5	5156.7
10098_at	90.9	98.9	80.1	77.3	77	91.6	93.8	85.7	66	83.3
10099_at	90.8	97.4	79.7	36.6	46.9	99.7	158.4	101.2	47.1	47.5
10100_at	91.7	101.8	86.3	59.6	57.3	102.5	133.7	102.6	50.2	53.9
10101_at	320.9	226.4	273.4	218.9	220.3	283.3	264.3	239.7	206.8	214.3
10102_at	107.3	87.8	95.1	94.2	99.3	99.8	153.8	93.7	85.2	92.7
10103_at	64.1	52.1	63	33.2	48.4	59.5	67.7	39.3	28.8	31.3
10104_at	158.3	118.8	143.4	133.1	139.6	161.5	116.1	127.9	122.1	131.5
10105_at	10.7	14.8	6.2	16.8	12.1	12.5	8.7	10.5	8.9	9.2
10106_at	141.2	228.2	128.8	172.7	187.4	165.2	129.8	144.5	142.1	150.5
10107_at	126.6	100.8	88.1	87.6	99.6	105.6	86.7	84.1	103.9	106.7
10108_at	2239.4	2237.7	2160.8	2304.3	2241	1980.2	1910.8	2007.3	1808.8	1763.6
10109_at	12.3	8.9	9.8	8.3	10.9	5.6	10.1	6.9	8.2	9
10110_at	150.1	152.9	120.7	101.9	107	150.8	148.8	135.8	100.7	99.9
10111_at	451.4	328.9	336.5	291.9	283	372	359.1	302.3	248.1	266.7
10112_at	168.1	224.1	172.3	131.8	157.1	210.8	210.4	214.5	151.6	143.8
10113_at	177.4	189.3	146.6	160.2	155.4	141.9	168.3	137	169.8	163.6
10114_at	322.9	397.4	306.1	441.6	457.3	318.4	303.1	277.6	397.6	391.9
10115_at	101	102.8	96.9	143.2	154.8	95.5	86.3	83.9	126	133.3
10116_at	190.7	187.3	188.9	214.5	211.1	190	147.9	183.1	198.8	198.6
10117_at	55.3	50	61.8	72.1	72.5	42.1	41.8	50.9	55.6	60.3
10118_at	99	137.3	119.7	157.7	164.9	117.3	138.2	117.8	149.1	141.2
10119_at	27.2	36.6	30.9	42.1	39.1	30.5	33.6	34.4	31.6	36.8
10120_at	190.1	219.8	195	177	197.1	174.2	183.7	193	173.3	161.1
10121_at	1613.9	1661.9	1481.3	1400.7	1434.2	1428.2	1453.6	1557.7	1194.9	1169.9
10122_at	23.3	22.9	17	16	15	25.4	17.3	16.7	14.2	15.2
10123_at	63.4	58.7	56.3	57.3	70.5	69.2	60.8	54.6	55.7	61.1
10124_at	140.9	151.7	127.5	131.8	142.9	128.6	161.2	128.9	136.9	140.7
10125_at	236.8	338.1	184.9	264.2	252.3	194.7	286.1	210.1	179.4	180
10126_at	83.9	66.5	57	53.1	55.2	64	69.3	73.1	53.6	54
10127_at	1352.3	953.9	1231.2	1334.7	1267.5	1253.5	785.5	1215.3	1112.1	1078.3
10128_at	106.7	62.5	71	83.3	87.8	74.1	45.2	88.4	79.1	80.5
10129_at	985.4	789.4	876.4	845.2	842.6	843.3	717.2	843.2	771.7	750.7
10130_at	196.2	200.8	165.3	173.2	185.2	187	160.6	168.9	163.8	169.2
10131_at	502.5	562	467.1	716.2	672.6	427.6	395.7	484	636.1	619.3
10132_at	490.1	558.1	438.8	556.2	578.3	463.6	422.6	431.1	481.1	508.7
10133_at	91.7	187	103.3	141.2	138.2	114.8	134	126.3	121.9	123.4
10134_at	323.3	250.8	249.6	206.1	216.1	270.9	250.2	251.6	188.2	187.6
10135_at	150.3	117.3	110.2	100.4	111	152.8	166	105.9	102.7	133.3
10136_at	280.8	245.6	213.9	160.9	168.3	272.9	284.9	199.7	156.7	175.2
10137_at	42.3	27.9	32.2	26.6	24.6	30.2	26.2	34.1	34.3	29.1
10138_g_at	28.1	26.2	29.4	16.5	14.5	27.9	36.7	34.3	23.3	21.1
10139_i_at	1910.7	1713.2	2284.2	1889.4	1904.9	1996.1	1961.7	2057	1739.3	1876.9
10140_r_at	861.8	676.1	1026.7	495.7	857.7	1087.7	829.9	893.8	885.4	872.1
10141_at	598	529.9	641.4	505.5	504.5	649.2	567.5	628.7	482	503.7
10142_at	272.6	228.2	222.6	212.5	214.2	252.1	266.2	225	242.1	255.5
10143_at	363.8	228.5	313.7	228.1	217.1	302.2	253	304.6	194.2	208.6
10144_at	498.9	320.3	369.3	362.9	355	490.5	370.8	393.6	340.9	342.1
10145_at	119.8	106.3	101.2	106	94.6	123.9	111.1	95.5	88.7	83.1
10146_at	1294.5	1254.8	1245.3	1287.6	1303.4	1208.8	1170.4	1264	1080	1116
10147_at	5310	4498	4567.2	4767	4334.1	4822.3	4389.2	4290.4	4731.2	4163.9
10148_at	127	125.8	102.8	67.2	66.2	113.2	135.1	85.3	82.5	88.9
10149_at	28.4	28.3	18.5	19.5	16	25.7	27.2	19.2	25.5	21.6
10150_at	102.9	130.9	110.6	85.9	84.4	99.1	140.6	104.4	86.7	79.3
10151_at	31.9	31.9	24.1	21	19.1	20.8	38.6	25.7	17.1	16.6
10152_at	777.6	608.8	680.3	708.6	718	703.3	553.9	672.3	653.4	646.3
10153_at	22.4	23	22.4	25.7	28.7	16.6	20	23	16.7	17.7
10154_at	34.2	22.5	30.6	21.9	18.7	24.5	24.4	24.7	15.9	15.9
10155_at	1485.6	1473.4	1524.8	1838.3	1998.5	1315.5	1254.5	1289.9	1552.6	1613
10156_at	71.3	68.5	67.2	53.1	56.5	67.4	79.8	63.1	51.8	54.7
10157_at	146.6	100.2	112	73.3	72.2	116.1	119.1	116	73.3	78.4
10158_at	596.9	457.6	530.8	332.8	339.8	697.4	529.4	660.7	306	327.8
10159_at	1839.7	1416.4	1865.9	1952.7	1925.3	1686.6	1142	1734.6	1689.4	1643
10160_at	914.7	589.3	801.3	851.5	866	831.9	491.6	813	906.4	913.3
10161_g_at	5254.8	4424.7	5554.9	6709.4	5361.8	4731.5	4109	5485.5	6055.9	4700.3
10162_at	92.9	81.7	62.8	56.8	46.5	88.5	66.3	65.9	48.9	45.7
10163_at	120	103.6	94.9	95.9	94.6	105.1	97.1	84.3	81.3	82.6
10164_at	143.4	137.1	107.5	124.5	128.2	141.6	131.3	115.5	113.9	115.6
10165_at	7.6	7.3	5.5	2.2	2.2	1.9	4	2.5	7.1	4.2
10166_at	4790.5	4909.6	5358.6	7532.3	5122	4497.8	4644	5525.9	6851.2	4534.2
10167_at	774	774.3	690	826.3	861.4	719.7	675.2	691.9	737.5	760.1
10168_at	190	117.9	160.2	166	164.5	155.1	129	132.7	126.3	138.3
10169_at	431.8	429.7	367.9	364.6	372.6	395.1	394.1	367.5	326.5	327.1
10170_g_at	209.4	140.8	136.5	164.3	179	168.3	126.1	147.7	154.1	159.6
10171_at	51.1	44.5	34.2	48.8	46.1	45.6	39.9	39.3	36.4	31.8
10172_at	153.6	59.5	99.1	35.8	40.4	103.2	86.1	76.4	48.5	42.9
10173_at	50.2	46.4	45	57.5	65.5	49.5	45.2	46.2	56.8	62.2
10174_at	174.3	166.5	153.8	137.6	145.8	158.1	156.7	141.9	137.5	142.7
10175_at	28.9	34.7	26	22.7	25.2	29.1	25.8	22.1	26.7	26.3
10176_at	115.8	86.7	86.9	82.3	96.7	98.2	81.9	79.7	93.4	101.6
10177_at	224.4	215.8	192.1	210.5	206.9	210	186.9	167.8	186	181.2
10178_at	8.7	2	13.1	3.4	9.2	4.8	6.5	13.7	9.1	8.2
10179_at	34.9	32.2	30.3	19.9	19.9	36.4	39.7	30.4	15.4	20.1
10180_at	3458.1	2811.2	2608	3016.3	2740.3	3153.3	2544.6	2564.3	2791.4	2628.8
10181_at	31	39.6	28.6	22.7	20.1	32.3	34.8	22.2	21.5	32.8
10182_at	80.6	93.5	87.8	54	50	76.4	97.1	92.9	41.4	50.5
10183_at	1447.5	1327.7	1281.8	1527.6	1458.1	1461.6	1253	1431.4	1486	1416.8
10184_at	326.8	348	292	332.5	339.9	300.1	292.3	291.4	281.1	290.9
10185_s_at	1785.6	1759	1696.1	2030.8	1967.2	1918.2	1836.6	1969.6	1973.3	1816.7
10186_s_at	34.6	31.5	26.8	22.5	25	20.2	22.5	19.1	31.3	24.8
10187_at	24.2	25.8	69.1	35.8	17.8	15.8	23.9	82.2	28.8	24
10188_at	294.2	315.5	306.2	284	305.2	278.5	274.5	303.5	277.8	275.8
10189_at	27.9	35.6	33.4	4.1	53.9	19.5	37	54.3	16.1	29.8
10190_at	37.5	33.1	32.7	24.6	28.4	34.7	26.5	30.9	29.7	25
10191_at	138.6	146.7	128.5	95	111.3	131.7	123.1	133.4	84	91
10192_at	46.7	58.9	46.1	42.5	49.4	43.3	56.4	42	41.4	38.5
10193_at	727.6	690.9	644.4	506.6	568.9	775.2	721.8	679	523.6	488.7
10194_at	266.4	123.2	247.2	210.4	226.9	242.4	99.8	263	212.6	213.7
10195_at	1.8	3.8	2.4	5.6	4.7	3.9	2.8	2.9	3.6	5.2
10196_g_at	15.7	14.6	12.8	19.6	23.9	11.3	12.2	11.2	14.6	12.6
10197_at	7.2	3.5	9.6	4.2	5.1	7.6	4.8	6.2	5	5.6
10198_at	14.5	7.4	7.1	5.8	7.7	5.9	9.3	9.2	5.5	8.6
10199_at	0.9	0.7	0.2	6.8	1.1	0.9	1	1.9	3.1	4.2
10200_at	64.4	55.9	68.3	59.2	66.2	52.5	47.3	50	55.5	55.4
10201_at	18.4	17.3	15.4	14.4	14.7	19	14.6	19.6	14.7	17.2
10202_at	64.1	63.7	55.6	55.7	49.5	52.4	60.5	62.5	36.3	40.7
10203_at	312.8	357	287.1	280.6	291.4	255	237.1	246.5	281.6	276.4
10204_at	482.6	398.4	392.5	456.6	458.4	417.9	349.1	340.2	405.7	435.6
10205_at	209.9	138.2	159	114.7	127.1	186.6	127.4	143.4	116.8	130.7
10206_at	73.3	40.3	41.2	36.1	40.2	52.4	58.9	45.7	38.2	46.3
10207_at	197.2	158.6	172.4	125.6	145.7	190.1	167.7	150.4	135.2	139.9
10208_at	249.2	155.8	191	157.4	167.4	191.3	165	194.7	155.7	156.2
10209_at	18.3	21.2	16.5	21.8	18.5	21	22.9	12.8	24	22.7
10210_at	33.9	8.2	25.4	10	8.7	16	23.3	14.8	9.7	11.3
10211_at	109.1	69.7	90.9	65.7	79	91.5	100.7	100.5	62.3	65.2
10212_at	110.7	86	85.2	83.7	89.3	97.1	99.3	87.8	82.9	85
10213_at	91.8	33.1	65.3	63.9	55.3	83	32.4	66.5	61.8	62.2
10214_at	16	21.4	17.7	15.9	17.4	13.6	18.7	23.7	19.5	20.1
10215_at	276.3	240.8	249.9	180.3	241.1	243.6	217	266.1	204.5	202.8
10216_at	49	44.8	32.8	32.9	40.5	46.3	46.8	30.8	35	36.4
10217_at	65.3	54.8	66.3	29.5	47	60.6	56.5	41.8	37.4	50.7
10218_at	548.2	311.4	440.2	404.9	404.1	575.8	285	534.1	391	378.5
10219_at	1636.9	1492.1	1626.7	1402.6	1392.8	1598.8	1647.9	1646	1365.2	1364.4
10220_at	21.6	34.9	31.2	32.1	41.5	31.3	31.4	26.4	30.6	29.7
10221_at	55.9	41.2	41.3	34.9	28.5	49.7	48.8	38.9	24.1	28
10222_at	159.5	133.1	131.7	140.6	135.4	149.1	136.7	118.2	125.3	122.7
10223_at	275.8	229	212.2	228.5	218.6	246.2	234.2	249.6	181.7	192.4
10224_at	233	201.7	203.6	192.5	210.3	187.5	201.2	193	172.9	184
10225_at	145.1	109.2	129.7	107.8	112.9	115.6	87.2	102.8	105	117.2
10226_at	59.9	66.3	51	57.9	62.4	60	69.6	52.6	60.4	72.4
10227_at	103.8	99.2	91	47.4	51.6	114.1	120.3	95.8	43.7	46.7
10228_at	3464.3	2525.5	3477.7	3783.3	3393.9	3247.7	2472.7	3459.7	3666.7	3216.2
10229_at	7138.2	5952.9	7762.3	15332.9	7853.2	6127	5879.2	8059	14111.6	6729.1
10230_at	5.1	16.1	2.5	1.5	2.4	7.4	12.6	4.8	6.5	2
10231_at	150.9	104.6	72.5	96	124.6	72.5	107.3	103.6	77.2	75
10232_at	1069.6	888.6	923.9	901.1	922.5	1069	820.7	1039	767.8	773.8
10233_at	25.2	22.9	15.9	20.9	22.6	31.8	22.1	18.3	25.4	18.8
10234_at	68.1	62.9	75.5	62.8	63.4	65.6	52.2	51.4	59.5	64.4
10235_at	230.1	77.3	165.5	299.9	288.6	184.4	44.6	165.6	212.1	224
10236_at	26.9	20.6	16.3	21	22.4	21.7	21.7	21.8	16.9	21.5
10237_at	334.2	323	267.1	245.3	279.7	292	367.1	294.6	230.5	236.3
10238_at	476	300.1	389.6	522.6	527.6	358.3	260.1	313.1	468.5	463.3
10239_at	5160.9	4420	5408.2	6426.6	5261.7	4579.8	4452.9	5173.6	5557	4597.2
10240_at	42	37.1	55.4	79.2	66.4	41	40.6	55.8	90.3	74.8
10241_at	175.1	146.3	169.3	102.2	132.8	152.9	199.6	162.4	99.4	118.2
10242_at	273.5	286	249.8	181.8	246.3	297.6	359.3	306.4	263.3	274.4
10243_at	225.6	181.3	173	150.5	170.5	193.6	174	172.1	156.8	160.9
10244_at	38	31.4	25.8	22.5	18	32.5	34	26.5	18.4	17.6
10245_at	21.4	22	11.3	16.7	11.2	20.4	26.6	11.6	15	13.9
10246_at	24	30.4	21.2	19.7	23.2	23.5	27.8	20.4	17.3	20.4
10247_at	1237.2	1259.7	1233.5	1255.4	1320.5	1131.2	1193.7	1257.1	1126.7	1158.3
10248_at	264.6	387	284.7	287.4	301.2	256.9	355.3	310.2	260.9	271
10249_at	162.7	168.5	136.7	140.1	157.3	147.6	168	141.3	132.3	129.8
10250_at	15.3	13.6	11	17.6	15.1	9.2	12.1	12.3	11.1	9.1
10251_at	74.8	95	92	89.2	95	80.7	80.9	100.3	86.1	99.6
10252_at	424.3	447.3	360	354.8	398	408.2	439.9	387.4	334.8	329.6
10253_at	1199.4	1070.5	1065.8	1224.7	1185.7	1161.3	950	1130.9	1021.5	1002.8
10254_at	267.2	172.7	218.4	277.1	282.2	242.9	172.4	217.5	250.8	242.3
10255_at	34.9	31	31.9	36.3	35	29.1	22.1	26.2	23.7	22.1
10256_at	42.7	34.3	38.4	37.8	39.7	27.7	37.1	31.3	30.3	26.6
10257_at	69.4	73.3	66.1	39.8	37.4	65.7	59.7	52.1	43.8	39.7
10258_at	81	38.9	61.3	105.2	104.4	75.6	27.8	73	83.2	76.8
10259_at	481.3	390	406.4	424.1	433.5	394.7	312.4	389.8	310.7	308.4
10260_at	230.9	295.2	213	298.6	289.1	187.5	255.2	188.9	260.6	247.7
10261_at	101.3	102.5	100.3	87	103.4	81	78.6	102.9	139.9	132.3
10262_at	2.8	6.9	9.2	3.8	3.8	4.5	7.1	4.6	4	5.3
10263_at	33.1	23.2	22.1	22.5	20.7	17.1	29.8	21	16.4	22
10264_at	186	158.9	194.7	214.1	220.7	187.9	119.4	226.5	183.3	184.4
10265_at	3117.7	3321.7	3226.9	3565.8	3295	2846.6	3019.6	3272.8	3016.6	2721.9
10266_at	113.1	121.4	91.4	95.9	105.8	97.8	89.2	94.7	94.9	96.7
10267_at	953.2	713.2	918.1	805.7	806	839.9	560.4	890.5	725.4	706.8
10268_at	597.9	601	538.5	574.5	678	529.8	460.8	518.6	542.2	532.3
10269_at	3745.1	3658.1	4077	4464.1	4065.8	3350.1	3265	4015.2	3655.5	3084.2
10270_at	5734.8	5719.8	6322.5	8305.5	6546	5241.4	4938.4	6407	6635.9	4980.8
10271_at	32.8	55.2	39	58.6	54.3	38.9	45.4	43.5	67.2	53
10272_at	46.8	49.7	36.5	62.6	83.8	30	27	38.2	55.8	61.2
10273_at	696.4	718.9	633.1	604	639	655.1	668.3	649.8	530.8	556
10274_at	1404.6	1256.8	988.4	1142.7	1109.7	1375.4	1285.5	1049.3	1095.6	1106.7
10275_at	539.8	462.3	443.2	365.9	369.9	513.9	538.7	429.7	366.2	393.1
10276_at	21.9	23.3	18.7	21	15.5	29.2	25.5	13.4	20.3	21
10277_at	71.3	52	65.1	55.4	58.7	52.5	37.6	43.3	62.4	66.6
10278_at	416.9	370.8	376.3	284.9	298.4	384.5	414.5	364.7	293.4	296
10279_at	64.6	47.2	45.6	48.7	55	60	49.8	54.7	37.2	43
10280_at	304.9	266.7	257.9	228.5	266.6	270.7	244.7	242.9	238	235.7
10281_at	90.5	60.3	73.1	69.2	59.4	84.1	58.2	76.3	62.1	68.6
10282_at	289.4	226.7	308.9	545.9	539.1	278.3	209.4	290.4	501.9	526.2
10283_at	7.8	8.1	4.8	6.6	5	10.1	6	8.7	7.6	4.8
10284_at	72.3	74.5	64.4	46.5	70.5	72.7	63.5	64.4	55.7	60.9
10285_at	73.8	88.4	63.6	41.5	52.1	73	74.1	52.8	41.6	41.4
10286_at	754.4	645.8	675.8	437.5	455.2	642.4	761.6	612.9	444.4	460.1
10287_at	54.3	35.5	35.6	36.3	37.1	37.4	33.5	30.9	33.3	36.4
10288_at	152.6	163.1	153.3	101.3	125.7	137.6	171.7	124.8	106.6	127.5
10289_f_at	145.8	79.1	118.2	92.3	106.8	107.1	67.3	99.3	81	95.3
10290_at	2417	2190.1	2463.2	1887.9	1900.9	2184	2438.5	2319.2	1850.8	1842.8
10291_at	93.8	60.5	85.1	67.2	69.7	89.3	67.6	63.7	65.9	79.4
10292_at	112.4	76.1	92.1	116.3	91.1	66.5	71.9	51.3	96.2	85.7
10293_at	7.4	4.1	5.3	7.7	3.3	4.1	4.6	4	2.8	3.6
10294_at	65.6	53.6	65.2	46.6	55.5	56.4	47	71.8	36.9	46.8
10295_at	2597.1	2518.8	2849.8	2462	2282.9	2392.2	2505.8	2640.6	2434.5	2166.8
10296_at	4485.8	3297.7	4372.4	4852.6	4421.3	4048.8	3534.8	4170.2	4895.2	4267
10297_at	280.3	246.5	238.5	186.4	186	215.9	226.2	189.4	161.2	186.1
10298_at	36.7	29.2	30.5	17.2	27.5	36.3	32.7	30.6	28.2	28.9
10299_at	13	8.7	8.1	6.4	8.1	15.7	12	11.5	9	8.4
10300_f_at	1808.9	2021.6	1862.5	1903.7	2150	1875.9	2122.2	1942.3	2070.3	2240.7
10301_at	6039	5632.8	6329.4	8541	6478.9	5887	5212.7	6835.8	8506.5	5968.7
10302_g_at	5373.5	5321.6	5341.5	6919.8	5670.1	5117.7	4806.9	5444.2	6492.5	4894.1
10303_at	111.2	128.6	108.7	85.9	95.6	128	127.8	105.9	80.7	89.1
10304_at	958.6	962.9	736.1	870.7	858.1	831.2	966.9	747.7	686.6	697.8
10305_at	426.5	346.8	345.8	383.4	403.4	351.3	341	309.7	417.7	433.1
10306_at	18.1	11.6	10.4	9.2	7.6	12.9	12.7	10.2	13.4	11.5
10307_at	54.9	47.6	43.6	40.2	40.5	52.6	54.1	45.9	41.4	44.1
10308_at	0.3	0.4	0.8	0.5	0.4	0.9	0.7	0.6	0.7	0.6
10309_at	0.8	0.2	0.6	0.7	2.2	0.4	0.8	0.2	0.4	2
10310_at	101.7	103.9	73.8	71.2	94.5	80.7	87.6	81.5	97.1	89.8
10311_at	50	49.5	40.6	36.8	43.5	48.1	44.1	38.7	38.1	42
