ID_REF	GSM488119	GSM488121	GSM488123	GSM488125	GSM488127	GSM488129	GSM488111	GSM488113	GSM488115	GSM488117	GSM488131	GSM488120	GSM488122	GSM488124	GSM488126	GSM488128	GSM488130	GSM488112	GSM488114	GSM488116	GSM488118	GSM488132
204467_s_at	222.1	418.444	391.967	326.564	328	572.784	733.756	406.313	338.473	524.347	507.906	424.913	514.423	268.772	446.937	505.043	802.031	517.662	337.422	322.084	331.564	465.497
204468_s_at	176.212	205.101	331.005	112.243	16.3436	156.33	261.071	598.481	109.817	179.061	396.553	11.9852	316.77	109.089	8.80795	209.571	194.674	245.797	554.625	177.078	124.964	173.259
204469_at	1520.75	569.155	1431.21	1883.06	618.129	703.473	756.43	299.953	2705.02	1852.49	1516.72	1189.32	1432.52	1515.92	1529.55	863.968	1036.38	1364.9	168.188	1419.29	1970.29	1786.04
204470_at	596.776	99.0958	102.894	54.9874	29.0454	167.988	49.3405	846.144	169.628	68.1561	29.5436	619.327	65.0145	164.91	196.748	229.313	49.7989	162.387	548.687	46.2371	22.0672	190.647
204471_at	1395.59	409.738	447.475	570.636	344.532	298.251	648.955	53.7094	747.51	668.984	969.106	129.581	894.356	561.126	567.608	647.041	882.958	622.607	89.1143	892.594	187.354	1276.59
204472_at	293.099	132.95	451.274	346.105	116.661	183.316	108.483	384.578	226.715	214.3	715.065	122.367	752.379	507.934	323.007	350.538	165.378	122.346	220.844	91.2724	228.46	161.028
204473_s_at	146.828	287.116	202.379	140.499	440.712	688.165	249.534	232.815	153.855	197.06	191.562	377.528	220.895	228.3	252.351	12.3529	311.889	204.382	139.561	170.307	215.912	189.612
204474_at	167.579	117.044	159.66	205.787	434.525	88.4164	174.707	34.6834	177.74	99.764	128.199	35.313	122.012	44.5541	175.701	250.541	174.05	200.488	99.1267	234.257	144.531	161.941
204475_at	79.9443	95.261	2.07344	5.77496	38.7883	12.1392	6.42212	4.79261	4.03154	1.59343	3.20262	264.809	4.03034	14.4289	7.40782	214.045	2.21391	6.17116	85.5719	2.46103	1.77769	7.77241
204476_s_at	271.372	19.1825	267.05	79.6532	264.175	64.9561	286.708	450.854	126.17	357.433	215.156	157.216	247.818	27.8168	11.8102	355.556	238.727	430.575	323.365	526.859	724.094	194.121
204477_at	145.944	312.524	176.811	163.128	299.726	208.947	226.24	142.762	140.21	172.233	143.66	200.371	250.725	450.013	284.91	329.13	133.533	110.783	154.34	252.061	66.475	128.697
204478_s_at	109.377	424.854	159.421	222.452	628.645	265.334	268.593	146.765	317.982	174.732	173.888	339.205	157.415	197.789	134.592	119.495	238.313	176.632	104.357	79.5263	136.393	153.655
204479_at	157.33	265.993	210.673	226.429	267.796	144.257	213.745	121.714	124.339	80.5638	55.5108	23.8981	111.719	170.984	15.6487	191.053	177.825	192.44	8.94714	158.328	137.473	245.06
204480_s_at	594.788	60.8799	309.869	7.47652	110.791	178.633	189.723	710.999	100.193	161.468	419.168	153.126	358.233	217.917	309.893	78.7354	228.609	367.077	774.409	267.345	310.842	290.948
204481_at	154.802	746.229	375.578	189.127	560.636	25.3522	228.37	352.153	122.333	223.982	194.687	366.554	227.606	227.224	219.735	234.097	161.253	127.45	515.097	333.168	270.906	153.086
204482_at	3324.35	967.771	1669.69	1051.11	799.562	1331.03	1314.4	3839.27	1376.06	1777.23	1591.67	721.917	1413.84	1071.78	705.014	805.56	1422.2	1311.02	3995.32	1574.04	747.29	1047.98
204483_at	172.584	205.893	52.2563	78.725	14.9838	34.2169	83.5534	192.112	52.0664	69.8842	101.03	155.58	36.7654	17.445	21.7381	283.819	31.6477	93.1514	169.541	59.5117	100.419	70.3836
204484_at	831.53	627.761	815.253	856.115	1586.97	330.743	808.332	871.168	733.823	312.438	479.997	572.792	412.624	255.262	173.203	388.523	531.369	961.762	1139.79	851.153	704.452	765.135
204485_s_at	190.473	402.143	135.716	323.034	433.441	433.622	134.356	218.276	262.542	144.096	138.87	795.164	132.72	214.852	231.181	247.257	79.6768	27.4507	92.8802	96.1353	295.635	111.189
204486_at	7.17301	38.0571	12.9474	31.3425	75.7274	347.353	5.70512	63.8107	64.8766	34.3172	17.9099	25.3117	44.5889	15.8093	235.239	32.5068	35.3291	35.2733	28.0025	29.7847	22.1631	36.6407
204487_s_at	25.5766	62.7284	13.4017	92.869	108.022	160.849	33.756	32.3128	31.9776	7.64928	35.9019	86.617	22.7981	171.638	10.087	73.9496	42.5797	15.0605	48.0139	48.9148	31.1219	20.2562
204488_at	122.876	31.3785	106.767	168.977	87.482	63.7929	280.765	64.7188	143.031	86.848	10.6433	318.351	54.7236	91.7454	10.1386	29.4399	161.164	253.523	31.8547	113.469	95.4585	173.933
204489_s_at	340.567	367.344	459.591	345.183	458.177	471.554	239.578	491.694	335.831	742.886	506.969	321.198	463.23	332.116	310.522	193.649	350.47	356.518	486.149	500.771	1330.66	550.621
204490_s_at	48.9944	302.555	105.41	81.0462	664.632	495.103	35.2625	102.037	115.658	171.905	83.8114	166.778	140.637	227.63	222.502	164.214	118.082	119.134	107.566	146.92	158.145	85.5509
204491_at	290.562	420.927	226.511	173.377	556.269	338.539	161.147	637.826	252.06	111.258	272.918	446.268	232.842	308.703	287.042	33.3688	35.8175	387.817	365.099	158.037	146.456	148.725
204492_at	38.3306	175.164	24.5006	10.3093	105.626	34.013	12.9466	46.4341	10.5242	1.06607	6.83754	335.638	38.2281	22.2	42.5032	34.8892	18.641	10.4875	15.4494	42.3539	16.1904	23.2912
204493_at	74.5591	134.56	62.4803	104.277	169.12	39.7842	38.7758	61.1437	173.951	5.34	170.778	13.7224	119.454	232.262	220.546	32.6362	58.0905	91.291	115.193	55.793	51.8835	35.3072
204494_s_at	107.219	321.496	70.3384	46.436	185.297	373.754	25.3137	144.14	87.2221	12.7731	30.5416	178.047	61.1955	54.2855	156.487	16.1929	21.0006	65.8787	102.559	86.7127	74.6861	29.6808
204495_s_at	193.365	380.197	139.458	25.5007	131.416	234.827	190.316	315.091	121.96	119.263	89.8572	345.896	96.9197	11.1619	10.406	421.354	4.19565	133.481	407.366	10.1894	122.019	73.6649
204496_at	203.113	527.862	369.894	286.198	411.047	183.157	107.688	138.155	235.168	121.273	322.498	387.024	208.206	201.848	237.551	197.94	221.556	245.594	241.696	180.397	210.124	328.998
204497_at	438.981	279.162	281.149	508.268	120.98	206.154	264.965	349.145	351.524	407.796	384.452	341.492	555.946	445.099	232.193	198.832	221.282	312.777	149.048	268.43	248.074	311.04
204498_s_at	7.07919	145.295	45.9845	22.4519	94.2306	47.9981	54.7769	31.8013	14.3764	56.7697	14.2161	52.2361	9.89566	35.4912	11.7234	34.4096	8.08649	69.9779	15.1071	29.2004	25.6373	34.926
204499_at	107.633	272.2	173.653	263.575	345.488	15.6156	98.4247	17.1899	81.6383	117.239	102.493	112.325	45.1703	214.527	221.015	103.904	250.214	134.061	69.6666	194.803	116.99	139.986
204500_s_at	417.221	585.648	1010.06	1967.96	1037.13	407.833	1090.28	347.968	1406.72	1351.61	579.958	858.159	430.429	1074.09	1164.89	664.754	1211.94	1199.49	294.412	1061.01	965.096	1349.49
204501_at	13.8154	55.0016	73.7807	25.4886	388.017	20.7026	91.8665	156.924	23.4177	29.1772	26.7232	233.186	57.3277	123.995	62.8537	27.7829	80.1602	56.1346	35.3052	13.4781	19.0528	33.0596
204502_at	157.747	31.6969	110.543	301.567	393.751	33.2934	57.6849	134.473	222.451	28.2696	69.6981	141.99	172.381	224.559	312.421	285.831	125.035	121.462	88.9317	143.106	201.849	169.05
204503_at	10.8301	202.465	21.1208	21.3163	55.7264	29.3145	16.6641	75.9677	9.48544	7.28854	9.27623	42.6043	8.09954	13.379	73.5786	119.583	21.4313	19.158	48.3025	29.7629	10.02	7.49772
204504_s_at	286.025	25.1084	262.252	142.062	17.9404	19.5339	298.311	308.924	67.0777	168.431	296.176	201.114	317.569	8.42753	152.437	134.125	208.461	296.699	287.616	262.532	297.844	217.812
204505_s_at	333.054	405.73	235.026	181.614	420.735	453.512	267.123	304.871	222.511	257.352	336.725	346.949	346.191	102.692	139.314	347.874	250.113	318.894	339.439	233.386	153.588	329.555
204506_at	135.54	392.487	98.8001	237.511	222.361	1086.5	237.613	116.359	136.699	261.889	72.8531	313.682	129.562	208.833	89.1542	126.238	109.217	178.122	63.0782	72.4728	100.785	101.5
204507_s_at	3.15235	14.8767	18.431	60.4727	25.1487	114.104	2.13009	6.31941	33.4218	35.1249	59.9702	69.0076	24.0109	2.8093	69.6871	21.6896	14.7915	34.8524	3.00644	9.53955	15.1593	41.0852
204508_s_at	62.521	199.649	6.25331	5.69624	44.0273	238.954	45.6174	194.13	45.3381	10.5699	18.5054	22.179	2.99624	9.81536	6.43537	20.3415	3.35319	19.3539	98.2875	70.5891	27.4183	4.26431
204509_at	8.54116	46.8298	80.9949	144.075	218.654	626.653	36.9302	34.2359	44.2068	33.4841	97.1748	101.708	24.9343	134.571	41.7779	192.584	21.9177	15.8504	13.2391	11.691	55.1049	63.4595
204510_at	244.41	29.8389	107.732	165.232	42.2462	68.9824	228.402	127.446	207.131	108.823	146.686	258.929	122.74	88.5487	334.313	199.045	123.135	199.942	73.7381	28.5049	83.3307	191.896
204511_at	367.833	156.135	147.532	101.419	28.434	14.7596	196.34	125.184	82.1754	83.4748	90.145	240.16	81.472	44.7493	59.7865	109.878	143.059	223.615	122.368	247.134	174.381	280.562
204512_at	143.233	463.716	162.702	164.172	76.336	274.619	48.2529	167.257	206.455	120.287	215.582	128.674	182.685	250.777	349.816	7.99569	103.323	123.168	183.336	117.608	113.163	189.828
204513_s_at	305.978	416.528	1018.82	521.723	115.075	311.067	460.344	153.992	534.553	325.863	588.185	24.2758	689.434	595.115	666.23	772.722	651.018	422.349	133.36	949.109	430.391	687.824
204514_at	218.129	129.641	107.583	179.063	201.162	785.828	217.905	140.597	89.2487	216.355	116.634	318.286	80.0978	320.982	16.1254	239.278	131.223	104.631	298.076	198.935	85.6919	163.1
204515_at	4.82966	17.238	11.2671	16.9507	12.3499	8.48894	19.8601	63.5219	36.2729	70.1184	21.9929	98.0069	26.0273	7.70131	38.1176	11.4383	42.7604	39.3056	132.896	23.5056	27.567	31.3472
204516_at	100.397	11.4472	423.996	256.443	211.188	151.137	162.104	100.283	133.104	253.487	487.785	140.544	359.522	272.497	308.469	109.477	290.511	305.659	266.278	220.758	499.558	525.11
204517_at	253.174	752.579	420.382	433.341	481.06	409.868	165.03	213.448	414.906	341.241	373.955	510.279	409.267	530.429	562.501	504.925	198.157	220.417	397.328	198.055	256.795	218.683
204518_s_at	78.1624	184.875	94.5542	59.0991	74.75	233.463	23.2165	20.9855	148.027	42.9839	78.4689	251.538	102.113	53.5073	171.381	9.74521	74.623	16.7496	19.812	15.5908	51.2562	57.8197
204519_s_at	3091.5	1222.58	2625.33	1736.73	551.515	1033.56	2938.29	1753.3	2174.76	1663.19	870.661	1911.75	875.829	1425.73	393.131	2895.64	3153.86	2782.59	2710.15	3850.39	1826.02	3002.38
204520_x_at	262.915	111.021	308.877	400.241	442.081	308.745	365.387	212.034	283.825	319.393	318.885	421.028	327.753	417.619	504.884	338.243	352.049	362.521	215.812	297.156	257.185	477.9
204521_at	258.014	320.441	242.296	335.167	591.417	295.949	305.905	60.4963	323.821	199.065	176.683	285.602	208.857	368.743	218.696	71.1152	207.037	462.214	130.956	247.66	181.866	379.897
204522_at	105.408	82.5246	49.194	19.1107	52.9408	88.2018	22.4573	150.591	29.1952	56.753	26.861	37.6216	90.5506	13.5705	18.6811	23.6528	52.2527	55.1949	110.982	88.686	39.4173	37.1233
204523_at	170.801	305.899	109.411	94.2247	187.063	137.724	102.983	104.786	90.9215	68.503	95.8139	440.924	170.085	70.742	133.053	139.892	121.545	64.6707	68.2148	99.6512	108.249	160.711
204524_at	232.366	480.148	426.399	211.138	130.64	373.525	472.598	410.612	308.574	562.938	562.816	173.284	445.002	338.455	115.613	324.394	383.302	429.712	324.728	571.92	466.439	390.392
204525_at	34.4928	276.572	45.6153	71.3185	168.902	20.8357	16.0428	29.5076	34.5695	1.13368	30.5916	8.11532	28.8481	51.5147	177.058	8.21737	43.6073	4.00551	64.5257	32.9453	32.1157	49.1369
204526_s_at	248.263	175.285	323.424	303.325	248.702	303.122	303.922	676.556	160.229	193.035	293.563	359.366	276.165	488.27	258.102	56.5173	173.257	217.943	508.159	230.809	161.865	378.226
204527_at	146.049	291.051	212.341	91.9706	131.603	263.999	157.107	112.793	106.625	77.2216	188.769	28.0772	188.137	162.431	206.495	48.0533	111.534	184.123	40.2973	243.361	142.298	251.925
204528_s_at	663.076	682.698	593.56	1463.67	2544.38	737.396	854.275	1038.52	958.954	1004.79	851.689	1090.24	825.352	1153.03	4251.73	1922.08	964.17	467.688	1366.03	589.146	622.47	593.585
204529_s_at	100.32	224.033	102.37	111.254	123.547	8.22217	85.6779	103.409	134.401	69.7254	131.159	138.596	88.7932	188.431	402.913	17.3039	41.1706	52.5509	21.3052	56.6798	104.92	65.8498
204530_s_at	82.6348	265.331	44.6855	109.675	423.48	263.275	28.5284	40.35	55.2143	54.8336	15.8228	275.541	40.5928	164.786	19.4784	116.209	78.3004	13.4614	19.9159	18.6495	41.9855	47.5971
204531_s_at	183.127	290.431	153.457	215.474	195.372	209.422	61.1266	91.8334	132.835	199.169	96.9555	244.846	77.6301	177.68	382.481	322.824	126.301	28.6626	95.3034	206.686	429.09	116.648
204532_x_at	169.593	63.0358	77.7792	87.7056	231.359	38.91	44.5779	169.649	79.2779	25.5426	87.4807	156.91	28.413	113.604	128.214	10.8	61.0423	12.0155	18.3062	113.291	66.725	87.0077
204533_at	68.6476	152.622	33.7208	21.1128	204.268	201.697	28.5895	267.826	87.6751	27.8196	6.53036	290.432	78.8878	89.2107	26.4574	15.0804	58.0538	50.9174	112.965	38.9137	12.4188	242.829
204534_at	142.622	58.6293	88.834	87.1112	153.1	237.288	90.1924	104.133	69.4619	74.856	12.8926	111.747	113.273	24.4589	311.674	11.7215	64.2942	42.5999	134.768	106.905	71.3492	63.2699
204535_s_at	96.7798	110.361	253.674	266.979	1115.98	891.64	238.057	134.1	279.227	158.024	160.048	388.2	88.8408	72.467	35.3189	85.7809	174.82	89.4854	210.021	354.588	174.882	76.1085
204536_s_at	6.86101	62.2737	3.93047	8.52675	19.5916	13.6379	3.92711	30.8828	23.8002	9.63089	5.73419	73.4738	4.89314	9.84462	6.18001	14.5662	4.75261	5.32445	8.16794	4.00817	3.03391	3.2391
204537_s_at	110.912	18.4354	99.6592	11.4183	12.4085	10.9822	9.83149	166.783	4.74316	81.7783	90.5024	26.7236	135.022	7.87249	10.7117	38.899	31.1186	69.5654	10.2809	40.2031	3.6214	32.661
204538_x_at	6522.01	1789.79	3298.78	1854.15	2082.69	1412.35	4448.77	2445.38	1931.99	3792.64	7887.6	1054.34	8714.46	2123.34	991.289	3133.47	3640.48	4686.24	1692.82	5188.5	3030.05	3460.43
204539_s_at	4.43143	288.21	17.4771	111.692	107.7	146.953	3.08418	21.4639	98.5079	8.49568	54.4612	37.9293	67.2133	21.4137	191.727	103.817	3.69967	38.81	55.988	9.75235	64.2047	21.0504
204540_at	183.309	81.7053	185.441	155.182	58.2216	194.218	356.43	168.14	124.711	244.376	335.311	34.4262	339.771	48.6623	146.638	313.229	304.928	475.379	201.252	227.728	38.3257	496.612
204541_at	298.79	200.609	140.759	187.138	170.792	406.486	172.721	218.848	140.677	312.48	121.959	325.214	119.38	131.365	231.361	246.985	135.531	201.025	229.651	208.895	257.941	142.978
204542_at	299.111	40.9215	125.151	33.0559	370.164	283.605	119.672	110.799	91.5392	134.792	150.418	51.4421	120.37	263.803	348.29	50.6002	168.838	9.77404	92.2636	66.9517	148.787	117.689
204543_at	52.1387	348.136	17.9107	36.5117	220.816	81.586	17.7734	35.736	41.3336	82.3278	22.7535	224.207	55.4909	59.3948	351.375	89.2149	29.9093	20.6003	43.7167	15.68	25.4684	14.9486
204544_at	117.018	45.5087	112.81	100.427	22.5163	38.5379	91.9323	88.6605	112.262	80.79	111.121	209.255	100.037	51.6283	20.2594	43.8158	177.54	67.1969	22.0895	139.413	98.7786	81.1896
204545_at	17.5097	34.2352	153.006	32.0151	17.1255	19.391	87.1995	14.5083	15.8206	6.05354	44.8174	16.7572	42.7895	15.7636	9.43184	167.346	95.3219	83.7313	15.5508	50.3819	8.19207	3.76021
204546_at	1085.09	505.223	569.987	408.495	365.935	181.944	529.197	538.891	454.198	647.045	528.736	214.626	606.86	465.233	470.269	332.436	606.413	677.106	467.636	696.772	379.348	588.802
204547_at	832.667	872.183	1117.01	1726.85	2844.71	625.481	1806.36	470.574	2210.71	952.254	537.798	513.272	479.001	1507.94	1670.41	1442.79	2363.68	1642.36	720.774	1520.95	862.281	1384.09
204548_at	246.769	48.7667	47.2773	41.4996	28.3897	112.154	26.784	115.24	10.6385	128.786	40.9867	104.499	46.9006	121.155	129.424	11.1203	30.5187	89.0355	10.9042	4.26066	8.53204	68.3798
204549_at	215.465	336.501	46.2512	115.174	132.098	285.81	135.97	151.69	237.473	121.275	32.2815	77.4728	70.0728	108.724	30.6908	66.7724	47.6741	40.3059	52.5419	36.4937	63.9631	58.7221
204550_x_at	344.54	480.579	497.945	209.889	155.211	293.326	316.803	702.822	305.992	438.322	455.602	353.266	480.41	165.062	208.756	239.467	224.475	213.827	528.93	329.997	770.815	451.839
204551_s_at	66.1617	33.5823	11.5035	15.6645	25.2979	109.464	8.34978	31.9645	30.9893	8.77144	15.2778	26.8978	28.0731	13.5852	305.574	179.184	42.0871	22.5921	30.3256	15.8493	23.1236	12.8862
204552_at	135.284	178.456	84.5364	51.2027	17.313	215.303	81.8867	130.375	121.455	221.429	130.722	25.7402	44.59	153.685	13.9636	220.088	126.746	118.482	241.928	107.778	190.182	123.615
204553_x_at	14.6404	102.137	51.057	7.80732	110.883	311.732	4.0435	5.48037	101.176	21.1411	11.5368	64.2944	10.2687	15.8448	180.733	50.1013	8.27184	19.7253	35.5708	7.53588	8.46188	6.46434
204554_at	44.9256	77.5685	116.443	250.277	571.059	181.023	86.8281	18.8916	174.612	144.824	95.4821	35.04	147.208	192.32	223.079	154.247	92.5461	66.4274	30.9578	76.9846	148.433	100.574
204555_s_at	10.6119	39.7717	8.71786	9.55375	18.4486	68.0573	88.5879	81.8714	11.8746	37.439	14.5058	79.659	7.21839	27.6024	27.0662	57.3913	126.18	46.3058	14.4794	11.1317	11.8614	60.7893
204556_s_at	286.157	54.3066	215.628	297.814	338.891	86.7254	260.383	281.309	235.072	319.845	345.989	333.965	317.77	201.692	275.651	163.77	176.025	239.103	130.316	220.071	169.658	322.821
204557_s_at	279.698	567.269	217.479	238.6	214.711	449.277	85.6717	66.5008	216.967	354.059	532.238	255.605	473.265	161.13	345.041	216.075	182.934	132.079	118.629	161.426	145.441	377.487
204558_at	11.6478	153.133	73.654	92.7811	169.686	47.7369	15.1288	82.4708	81.5198	39.9985	84.0563	100.672	32.0844	33.9026	29.2125	150.872	63.314	59.1107	250.649	104.991	52.8758	38.9557
204559_s_at	295.312	283.176	450.795	160.848	17.6336	272.369	312.404	419.266	267.401	226.52	433.369	11.2834	418.474	152.313	221.833	37.5375	391.559	419.278	425.824	374.673	447.548	402.174
204560_at	13.797	79.7181	34.6925	5.07671	57.0341	57.163	50.5077	7.00655	6.30019	6.62392	62.0264	11.766	33.4541	4.88036	22.5967	18.0927	26.3744	7.09434	10.8297	13.3201	6.61417	28.5582
204561_x_at	225.166	39.5717	336.18	352.809	113.266	361.306	150.422	134.094	349.424	102.079	294.847	349.909	252.304	314.029	727.863	48.0031	99.1802	249.229	131.096	258.3	199.55	208.55
204562_at	78.796	55.7448	54.4342	16.8339	310.549	61.2866	72.5072	92.2977	105.16	49.2471	74.4436	159.284	22.1455	19.6576	195.985	28.3268	112.845	89.3364	69.3391	46.705	19.079	42.1321
204563_at	88.5033	371.983	232.427	175.627	368.754	227.76	149.047	107.636	212.73	184.624	206.337	101.823	201.131	228.406	232.034	303.848	166.426	195.829	240.357	238.949	264.246	167.898
204564_at	68.8065	63.412	116.876	45.0624	352.904	39.7596	86.6646	284.34	75.075	91.719	120.587	33.8072	101.989	175.492	165.556	168.934	28.959	69.7323	47.1033	91.634	54.6552	78.4677
204565_at	299.055	294.356	404.496	315.583	502.994	12.4975	386.399	160.934	309.861	181.205	251.791	312.77	316.732	406.919	594.223	134.587	167.715	453.51	111.821	272.794	190.944	207.413
204566_at	77.7195	82.9469	283.33	209.136	79.7624	149.028	73.4316	17.5305	209.066	109.586	169.72	341.173	174.383	296.596	120.091	88.9726	84.5794	104.805	117.602	150.077	123.744	170.847
204567_s_at	219.016	499.699	250.991	183.164	318.76	334.055	302.506	219.638	206.102	201.951	170.355	279.905	133.492	208.523	405.305	176.332	370.216	170.766	314.447	152.69	124.703	178.237
204568_at	349.529	326.84	268.779	335.908	157.028	310.83	511.454	288.628	246.948	406.067	239.045	538.032	242.59	242.851	561.078	332.392	488.227	332.423	288.891	316.734	345.338	404.409
204569_at	70.3778	244.206	67.1451	109.997	190.805	63.1851	44.6805	69.0473	138.41	40.09	95.2577	84.8311	79.4155	196.959	292.547	187.288	123.908	56.2676	87.5576	64.0795	58.3423	97.3896
204570_at	283.881	87.5252	482.26	273.038	39.9261	17.5799	282.477	885.368	104.383	243.351	546.088	305.624	468.424	263.377	227.905	279.318	290.326	313.009	738.167	397.421	297.345	307.67
204571_x_at	1233.61	911.095	544.243	1085.76	1847.43	625.137	859.6	763.258	1052.11	673.57	794.137	830.065	806.687	908.187	1308.09	776.997	801.074	696.164	401.07	572.361	531.128	582.06
204572_s_at	91.6855	205.185	167.677	267.137	225.335	211.503	234.106	239.464	214.166	212.386	338.135	195.454	292.407	240.73	372.244	187.366	112.811	137.252	302.553	191.384	157.62	143.455
204573_at	372.041	535.138	353.249	476.049	827.086	320.244	297.49	330.432	418.717	370.504	266.424	390.911	242.272	358.774	250.545	383.143	312.701	298.129	248.741	343.783	515.866	297.19
204574_s_at	127.371	268.195	30.3217	16.8242	200.038	830.867	48.6031	34.803	62.5422	10.8784	27.0226	485.513	27.0551	79.0717	25.9845	35.619	6.42644	86.3999	74.3971	24.612	9.64093	12.7879
204575_s_at	12.3889	15.8483	7.67527	7.08892	207.904	34.0766	15.1556	151.854	26.4333	5.98364	16.2389	32.7764	20.3888	18.9191	33.319	58.8196	8.65646	20.5315	26.7036	15.6559	5.92696	3.69603
204576_s_at	257.664	167.636	179.248	123.32	547.808	240.346	303.811	456.473	356.624	160.053	212.594	345.418	209.923	236.431	264.65	87.4867	153.216	251.311	559.237	259.09	190.199	143.914
204577_s_at	35.0688	195.291	60.9791	72.7007	139.514	89.8184	68.3486	60.0273	79.2744	120.55	46.3305	186.817	82.9377	120.274	137.935	14.5164	73.105	50.8982	118.428	76.7424	128.708	46.627
204578_at	189.468	51.7774	69.2286	56.7314	142.111	37.2837	79.5275	58.271	52.1205	138.298	112.204	72.9007	94.1117	91.7819	232.716	14.8868	103.494	252.591	30.0874	118.615	106.343	173.577
204579_at	57.5022	61.1462	49.2876	70.7192	229.015	321.395	4.72291	35.4101	6.13231	92.0502	48.3667	82.8708	76.6348	11.7797	85.0484	132.396	45.0947	49.6471	25.5825	45.8219	31.2571	33.2733
204580_at	18.9615	19.8885	24.6717	5.48023	141.466	108.697	39.0661	25.225	112.091	25.8223	13.4237	27.5382	2.33495	30.3007	12.996	155.492	5.56308	27.2343	121.734	23.2421	2.22563	5.09727
204581_at	447.843	259.483	235.474	330.399	113.43	368.157	391.981	255.369	364.838	551.091	219.639	467.176	448.919	258.74	169.744	1087.89	453.322	265.153	116.749	654.952	408.845	274.436
204582_s_at	19.9436	23.5639	15.7522	17.6132	58.3639	153.665	39.1412	34.1555	22.2863	7.48632	15.9688	46.1098	21.3689	15.7988	78.8284	406.599	18.3556	17.922	25.2482	11.2879	11.9896	4.96255
204583_x_at	10.3295	86.7268	6.02312	9.11681	37.9125	271.34	7.40611	17.2817	28.6066	9.45295	10.7514	29.2875	11.0955	95.4736	9.82107	9.84011	16.3005	11.5764	15.6633	16.043	11.0164	6.74973
204584_at	375.152	386.816	384.037	380.009	374.542	533.425	324.169	75.1931	533.388	377.238	765.141	171.764	682.526	380.203	15.0332	224.031	382.5	525.817	23.1045	368.363	122.669	786.941
204585_s_at	17.5288	48.6035	8.81876	52.7462	38.8534	23.9203	25.0917	30.3085	87.1026	59.5462	10.7434	31.5779	20.4927	23.3932	9.08971	133.463	45.9926	10.9752	40.4689	42.4773	5.66058	12.682
204586_at	97.7146	61.0625	136.485	19.844	24.7557	26.7167	91.6639	57.7207	23.8206	229.105	241.409	40.7919	215.068	12.2529	23.4837	53.2333	107.02	266.283	53.1955	31.7142	80.7704	253.517
204587_at	681.43	301.376	382.295	382.695	359.132	506.571	420.874	239.321	376.017	571.878	519.302	355.416	503.373	446.158	743.194	360.491	399.989	438.297	361.412	364.243	329.537	640.801
204588_s_at	278.302	125.655	142.648	241.533	343.57	55.4666	73.7084	190.798	184.022	136.626	154.641	456.793	270.369	163.374	125.154	165.425	162.998	23.2036	262.845	172.584	144.996	235.25
204589_at	562.426	471.645	999.05	1191.78	1306.59	515.118	1251.92	1228.48	758.526	957.013	737.722	651.208	734.071	1197.23	9.88149	522.271	959.791	970.355	727.901	988.781	551.905	934.01
204590_x_at	40.4538	59.0548	9.77915	8.06148	62.0583	34.5364	36.1995	36.2988	101.652	5.71793	8.49799	314.247	20.35	82.7778	315.215	191.497	41.4662	6.06542	16.5898	16.4348	12.6629	27.7599
204591_at	312.616	262.323	234.979	435.59	133.935	84.1212	190.307	9.08457	414.382	321.452	483.509	309.028	471.464	363.723	596.139	218.208	274.659	196.997	6.15851	209.135	411.332	372.498
204592_at	144.037	34.4364	44.753	108.711	127.546	62.7972	144.677	15.9315	12.2591	132.51	47.8034	27.2	113.735	127.437	16.7856	336.17	17.9907	68.4863	16.5392	33.6659	65.0161	126.268
204593_s_at	66.055	59.3514	149.989	124.884	461.952	242.463	127.19	100.577	87.764	158.987	91.4526	135.554	113.271	190.95	210.222	115.31	110.544	151.387	18.8638	114.013	92.0416	145.973
204594_s_at	268.192	142.748	249.552	197.551	20.3235	385.26	248.874	378.323	189.889	224.046	267.339	194.665	288.575	281.532	225.319	288.657	228.659	255.242	163.612	163.945	197.215	188.736
204595_s_at	238.262	490.445	683.823	220.905	438.498	898.879	68.2052	949.181	219.148	60.5473	214.949	315.704	223.024	258.341	16.0819	378.496	140.33	137.621	165.635	131.131	108.322	235.18
204596_s_at	56.7674	229.849	157.946	50.0292	37.6039	485.888	67.4532	197.701	105.679	7.76564	60.6076	49.4866	54.0293	51.5303	157.795	15.0962	6.60389	12.4098	168.313	40.4189	12.3365	51.4558
204597_x_at	104.464	294.189	610.996	286.772	383.604	371.381	39.9457	362.538	124.009	53.7193	154.472	98.7079	150.032	242.27	159.7	52.1943	158.396	45.7613	82.599	49.0093	13.9921	175.144
204598_at	382.84	28.4493	98.4548	55.9528	308.986	116.172	189.673	206.481	195.927	115.293	107.225	80.2083	66.6855	153.916	213.149	119.428	122.923	181.364	159.563	142.892	170.5	156.38
204599_s_at	386.552	530.63	228.392	175.941	271.39	384.311	237.127	408.329	192.588	229.831	195.421	168.193	237.23	351.679	240.576	212.686	241.732	295.65	255.081	325.722	261.732	295.593
204600_at	70.8459	300.465	72.1454	58.3163	47.6213	75.0857	181.421	215.458	89.6797	240.323	162.452	121.359	115.519	39.3147	7.60306	212.831	109.727	67.2774	304.263	108.029	128.46	105.72
204601_at	6.74669	142.222	113.517	6.77164	24.362	76.4383	50.0114	9.60503	11.962	78.7902	70.8385	48.36	95.2183	181.745	82.6663	381.772	48.0978	96.2009	118.155	96.8696	8.38791	32.9332
