ID_REF	GSM488119	GSM488121	GSM488123	GSM488125	GSM488127	GSM488129	GSM488111	GSM488113	GSM488115	GSM488117	GSM488131	GSM488120	GSM488122	GSM488124	GSM488126	GSM488128	GSM488130	GSM488112	GSM488114	GSM488116	GSM488118	GSM488132
1007_s_at	1973.37	1123.94	1682.65	1096.54	1025.22	994.826	1533.97	2799.48	1110.62	1984.67	1075.44	2426.79	1027.24	1143.15	845.999	1369.03	1436.45	1730.89	2667.36	1908.45	3193.82	1071.97
1053_at	12.3809	41.2871	54.239	35.065	53.8049	68.1772	68.8322	50.6703	12.8031	36.5524	30.7622	25.1762	12.346	12.1551	24.447	13.2867	43.4267	87.1726	61.0882	18.3784	37.2978	50.3314
117_at	64.056	53.53	152.528	104.573	179.662	148.551	76.1491	76.0637	159.827	52.0316	922.574	32.6988	1077.53	94.1169	116.627	118.07	14.2801	16.2177	136.644	81.3049	83.1065	65.8554
121_at	513.681	794.84	281.889	356.847	454.001	702.092	413.467	657.53	370.221	324.201	334.024	710.554	261.288	356.642	371.539	335.392	273.86	520.012	661.465	299.771	132.609	230.742
1255_g_at	131.407	57.2672	11.8935	75.4314	23.8616	24.2005	65.4845	3.40104	54.6576	46.5868	38.2389	233.832	48.3409	100.241	111.663	24.7426	57.0894	34.23	10.2024	40.7642	13.5292	41.3339
1294_at	237.629	180.835	74.1605	30.1865	221.897	166.735	187.62	223.803	136.725	128.136	175.755	454.15	157.256	170.197	200.758	185.089	67.8819	134.973	197.93	110.02	180.077	259.083
1316_at	156.055	428.396	87.4152	191.013	423.341	620.62	137.362	246.65	180.738	133.287	88.6084	353.625	80.4692	121.327	175.71	109.207	106.778	91.4009	205.736	162.689	126.466	57.7347
1320_at	52.4524	27.6232	14.8872	16.151	26.4874	244.597	5.50553	9.44628	11.7049	5.65437	28.5264	37.4914	39.0204	8.24565	270.762	13.9837	5.95944	12.3885	13.1126	8.62729	6.99148	3.33121
1405_i_at	58.0743	23.8274	22.1775	6.95494	24.3453	14.5042	47.4173	292.509	34.5423	1.97447	29.1382	39.1495	4.732	5.0019	5.2173	4.0233	30.8025	88.3672	106.161	27.9829	50.1132	34.6732
1431_at	108.57	19.8507	56.3695	41.1087	108.798	166.186	44.3709	10.3545	28.5559	27.974	24.3065	136.293	49.2601	17.2706	69.3741	25.6291	62.2738	111.791	55.8138	24.8863	61.5677	96.6201
1438_at	38.9514	37.4161	22.6871	13.172	52.6556	27.708	7.61508	10.2374	15.5669	23.7424	28.2305	25.2833	14.3668	17.1324	13.759	35.5924	4.36767	22.9408	15.1599	9.72523	10.6509	8.23919
1487_at	345.949	198.934	330.92	318.961	133.543	66.4116	301.845	629.191	227.881	363.012	341.952	121.454	346.516	287.443	58.7611	37.5048	192.219	262.677	464.973	258.927	256.683	358.146
1494_f_at	83.51	356.784	94.9252	32.3628	152.714	255.446	157.471	205.09	75.4967	41.946	51.6448	188.301	40.247	96.0246	42.0246	205.038	26.4876	18.9003	229.202	41.5406	24.3569	49.0163
1598_g_at	1444.02	757.056	670.806	371.065	69.1617	748.267	741.938	1571.83	624.913	773.917	809.843	997.842	718.257	462.239	346.044	343.354	616.997	681.422	1458.71	735.426	421.376	996.161
160020_at	174.835	392.144	152.158	60.9922	406.735	529.978	180.275	391.678	156.69	181.972	93.1982	597.396	110.01	229.52	45.8266	170.292	75.1334	247.07	313.339	89.228	108.699	90.5476
1729_at	162.263	210.276	179.121	163.549	129.097	44.3687	241.338	313.981	27.9353	23.0549	152.345	306.1	147.586	199.708	67.1656	265.495	179.776	184.829	68.2447	173.281	197.306	138.978
1773_at	9.85406	24.6018	109.902	74.5113	59.4291	30.931	137.661	134.574	106.763	64.6439	18.3353	8.41368	36.903	16.193	5.79188	22.5753	57.3916	137.289	61.2582	83.6038	85.971	67.0879
177_at	42.2144	65.9735	87.6485	31.4361	97.4854	53.1822	81.4524	15.2854	124.933	83.9359	18.6862	27.8052	88.5685	89.953	19.0086	101.803	144.58	45.018	95.1915	119.891	56.5041	62.4141
179_at	63.7411	42.435	98.0276	23.5981	154.73	80.4785	95.5398	595.216	160.185	67.2175	91.4907	275.193	33.0333	22.395	35.0415	25.3991	12.9059	205.05	385.773	106.813	28.1362	54.6303
1861_at	149.47	54.488	148.95	97.5778	47.2779	166.682	93.4663	108.369	86.2117	121.838	160.688	22.1302	140.934	9.62364	17.8582	85.5526	76.8271	125.562	66.5424	158.932	216.758	108.491
200000_s_at	1176.79	42.723	1043.53	271.044	33.2689	272.771	879.589	859.578	321.751	586.217	747.534	308.358	1058.32	199.504	322.572	426.84	589.671	965.268	823.34	818.672	966.281	1192.49
200001_at	719.492	410.759	1561.72	305.546	63.3219	430.397	1301.18	736.95	372.476	900.198	1028.63	20.6512	1025.13	249.367	370.819	479.869	1137.67	1340.66	1234.81	1320.9	1459.6	1530.06
200002_at	3497.89	882.793	2522.43	1356.18	309.053	1093.93	2006.74	5427.03	2378.45	2432.92	2471.88	1314.04	2877.57	1170.29	635.275	1708.72	2673.16	2299.16	5874.44	2443.69	2961.7	2353.85
200003_s_at	1158.18	1352.62	3856.11	2105.47	174.116	1715.9	4156.48	6024.88	3066.95	3834.51	3410.9	257.096	4027.36	1935.29	924.193	3999.25	4036.84	4884.42	8276.21	4318.04	5485.12	3870.76
200004_at	1752.69	1490.41	2327.7	3346.1	374.248	1291.15	2541.29	1913.41	3933.84	2289.16	3338.23	2148.22	3367.22	2208.21	3427.99	1949.48	3198.37	2619.77	1932.31	2079.37	2448.38	1957.19
200005_at	450.459	625.07	711.546	289.314	71.6858	375.976	551.96	773.957	521.72	411.553	609.497	432.862	658.607	323.855	327.487	781.44	648.663	551.065	537.004	615.571	732.136	716.838
200006_at	4945.4	1541.19	3551.89	3519.25	559.35	1472.96	4939.59	5285.15	4077.72	7560.05	6189.2	2023.92	6397.48	2879.17	2648.47	4221.35	5419.64	5085.02	4623.5	4023.79	3784.05	3002.87
200007_at	4503.55	2332.24	2303.06	4710.58	1009.26	2975.95	2984.26	1583.42	4484.72	3589.01	2797.53	3073.66	3019.95	5063.38	4662.05	4004.76	3188.9	2697.64	1546.56	3110.71	3820.9	2568.82
200008_s_at	212.924	267.359	333.41	149.837	226.936	91.4926	173.11	202.446	105.355	60.5951	210.314	246.205	224.106	82.7383	35.7174	160.838	133.006	260.03	164.232	134.568	158.551	267.762
200009_at	1043.59	1029.8	1530.02	764.612	618.675	1296.63	2272.7	1291.14	1169.09	1841.13	1268.24	1317.34	1273.86	750.707	882.261	1480.6	2225.85	2135.39	1195.57	1512.94	1530.22	1375.12
200010_at	1023.61	951.763	2948.5	984.845	277.385	895.631	2267.41	4092.84	1397.36	987.22	2041.76	1171.14	2095.35	890.383	673.49	874.914	2235.68	2239.74	3680.46	1302.51	2597.98	2519.15
200011_s_at	1837.02	672.379	1530.08	661.984	143.754	371.125	1911.04	1451.89	989.458	2558.92	1806.27	491.192	1956.79	620.234	475.497	839.816	1706.94	2109.62	1331.63	1674.95	2087.59	1540.56
200012_x_at	3585.03	3493.55	3684.13	4858.51	2040.1	7195.94	6518.1	11157.7	5989	4830.88	3975.37	5819.94	4631.31	5284.58	3827.64	4447.93	4591.81	5413.87	12299.1	4258.11	4370.95	3118.63
200013_at	2428.61	1505.48	2695.7	1810.63	211.156	1919.2	3378.12	4141.96	2995.02	3779.27	3738.66	1432.84	3984.23	1511.55	1076.4	3867.98	4288.86	2712.66	4391.69	2654.62	3105.96	2575.21
200014_s_at	1279.33	572.184	1194.12	1224.84	338.473	631.181	758.426	767.825	1091.64	1099.7	1125.74	603.099	1129.65	977.994	1569.63	852.55	1074.63	1039.09	1191.05	912.047	1100.25	973.311
200015_s_at	3460	2143.24	2736.95	5291.95	4349.01	2117.48	4228.97	2744.1	4488.3	8726.09	3885.55	3194.41	4244.05	5920.92	5666.55	3899.01	5013.8	3593.94	3351.1	3811.91	4179.22	2867.44
200016_x_at	9111	5758.86	4945.39	12870.2	14798.3	10361.8	12593.6	16738.5	12512.8	15906.4	7770.3	7093.21	7871.17	15223.2	16721.1	12628	15331.2	8311.1	20151.1	7710.36	5940.23	4507.28
200017_at	5903.83	1604.82	5117.33	11197.9	2245.49	1989	5982.59	20412.6	9397.12	5370.38	8399.68	4399.97	8052.24	12554.5	4228.81	4506.58	8555.2	6411.48	21877.9	6526	6487.47	4391.4
200018_at	6397.05	3364.1	4143.31	9015.05	18201.4	3332.15	5533.69	11885.6	8376.31	5410.14	6586.84	3793.98	5691.53	13635.2	9935.89	6015.55	7016.64	5367.4	13304.3	6291.02	4684.93	3364.08
200019_s_at	17246	2508.11	3750.28	2486.5	877.778	2697.86	5762.58	4185.15	2870.16	4626.95	3313.76	9061.71	3641.38	2012.03	2010.47	4578.64	5182.43	4176.75	4559.07	4656.4	3471.61	3037.45
200020_at	1089.98	823.871	878.854	1082.81	151.497	882.068	1089.98	868.464	870.65	957.655	960.784	611.266	1055.11	945.967	914.68	574.041	987.344	1014.09	602.5	681.759	829.663	818.796
200021_at	4085.63	8034.92	2906.98	10452.9	14364.9	5847.88	15311.2	7747.31	7531.79	11053.6	6159.69	2449.33	5706.6	10138.3	26462.1	14170.9	11290.1	10674.9	14028.7	7529.16	3024.14	3384.15
200022_at	2439.76	646	2311.1	1003.74	146.032	990.957	3270.71	5002.6	1102.66	2518.75	2381.94	775.219	2601.41	880.057	245.383	2345.46	2872.79	2390.41	4480.74	2512.04	3131.11	2648.82
200023_s_at	1882.52	945.755	917.261	661.327	526.921	291.409	1031.17	871.5	789.336	1003.51	745.031	694.767	809.662	511.438	443.209	1320.28	1011.99	978.969	813.566	1055.4	1300.73	1054.15
200024_at	1307.28	692.436	2598.47	772.532	420.625	701.026	2078.67	3199.64	957.475	1973.93	2201.74	645.435	2512.63	576.338	275.363	2399.89	2398.56	2285.24	2760.24	2121.44	2793.07	1916.44
200025_s_at	7251.17	2882.35	3213.7	10135.6	19055.8	3953.7	4847.88	8166.64	8520.06	6313.34	4841.9	5884.4	5187.2	12732.3	10732.1	5025.48	5980.88	4222.69	10457.6	5261.13	4368.84	3241.33
200026_at	1670.24	4588.85	3506.97	11430.2	3361.38	3178.97	9017.8	22207	12405.8	5828.57	6932.14	2843.74	7993.17	8815.12	6982.56	3016.56	11751.5	7497.59	26785.3	5875.4	5555.63	3824.69
200027_at	1729.12	1107.47	2053.38	2432.97	2515.28	1021.81	2267.76	1543.45	2989.01	2676.65	3110.22	1288.21	2890.18	2591.9	2373.05	1656.81	2421.3	2357.31	1826.53	1975.93	2142.9	2257.77
200028_s_at	995.013	1054.16	1503.87	1321.99	374.514	763.669	2057.14	919.183	1477.76	3827.92	1721.71	1207.35	1833.35	1089.95	1185.66	1008.82	2282.61	1831.3	1162.58	1609.26	2060.11	1398.79
200029_at	6766.53	2898.39	3462.7	3104.19	781.015	1890.57	3724.05	5945.98	4597.11	2262.13	3880.9	5446.44	4455.89	2965.2	882.611	3274.87	5117.76	3748.7	6264.95	4276.25	4235.98	3234.07
200030_s_at	1909.27	976.97	1698.33	1197.38	225.375	833.408	2657.04	2331.81	1552.06	2169.64	1452.78	911.999	1472.81	797.662	729.773	967.061	2161.28	3149.62	1558.23	1927.55	1468	2191.63
200031_s_at	15770.7	2400.73	4349.93	3153.72	811.37	3106.94	7802.48	13789.7	5116.62	7268.59	7480.03	6364.8	8197.92	2863.19	2223.55	7564.53	6428.13	5838.06	18918.7	6314.12	5919.5	4257.44
200032_s_at	10195.1	5709.05	5685.06	8046.4	934.62	6956.05	8882.19	19964.5	10000	20874.2	10383.2	10042.3	10677.4	7960.26	4522.19	11223.3	14217	9691.33	19180.6	7745.72	6761.41	4188.72
200033_at	4396.77	1798.82	3370.18	3074.07	450.104	1512.93	4693.13	3105.44	4003.33	3882.44	4973.62	2706.72	4602.78	2500.33	2082.22	2816.69	4806.28	4048.14	2092.41	3406.47	2807.64	3123.52
200034_s_at	3992.04	1095.73	2912.2	2337.54	102.436	1885.14	3665.73	3761.6	2690.5	5009.3	4014.16	2865.64	4083.66	1963.47	403.336	3090.39	5094.83	3620.22	4224.94	3324.82	3214.67	2547.73
200035_at	451.169	27.0166	467.362	374.49	277.62	447.437	579.94	777.936	316.402	416.782	408.683	530.788	384.227	255.254	426.556	259.475	331.851	628.966	960.112	423.309	513.746	417.69
200036_s_at	1435.26	697.85	1711.29	838.321	255.486	938.645	1231.37	1975.76	1377.9	1285.11	1285.69	1083.32	1317.9	996.022	48.3131	877.144	1420.6	1326.93	1508.37	1874.06	1685.89	1496.68
200037_s_at	1063.53	988.326	1170.61	1665.73	805.465	791.536	812.794	878.536	1552.86	1079.17	1696.98	1456.91	1064.87	1909.9	1851.85	1113.6	1401	668.635	1051.59	942.817	1725.57	1288
200038_s_at	3423.92	2072.96	3448.13	2204.2	533.49	4144.77	3640.16	4519.01	3757.4	3606.47	4113.86	2460.64	3715.03	2184.17	1393.64	3331.14	4420.92	3570.28	4750.86	3408.94	3814.35	2855.67
200039_s_at	591.232	806.255	1093.65	774.717	60.4385	232.222	917.828	721.39	780.245	592.99	789.538	413.922	805.387	756.106	455.831	341.605	770.064	1049.3	891.488	1149.33	989.83	923.696
200040_at	1048.5	41.5752	586.89	636.616	484.133	177.971	823.076	706.391	863.484	566.539	493.08	822.35	414.029	635.318	1018.81	212.948	939.893	743.837	736.144	970.816	1100.23	981.043
200041_s_at	1019.87	390.829	1932.13	962.725	111.599	538.924	2390.84	1947.15	1032.65	2501.92	2179.01	232.331	2349.68	1096.91	463.527	1211.84	2640.37	2303.85	2058.74	2088.98	2134.17	2549.77
200042_at	687.728	508.134	536.698	343.056	338.979	480.908	471.346	536.514	509.87	246.681	363.233	411.436	341.959	327.298	452.233	372.258	394.476	478.832	620.318	450.718	625.186	559.186
200043_at	1966.55	1542.78	2801.68	6211.85	2034.12	1403.89	1771.32	1687.51	2834.95	2666.32	4658.74	984.287	3125.63	3321.67	2998.03	1272.95	2506.03	2230.9	1938.1	2579.11	3672.65	2617.74
200044_at	669.624	490.516	1199.22	514.421	325.006	577.836	607.239	710.468	925.238	853.676	1063.77	521.106	1037.59	636.528	347.448	814.827	1032.33	851.485	642.794	825.733	752.254	957.233
200045_at	290.075	85.1327	285.801	188.863	277.775	336.975	323.828	362.043	183.803	268.368	204.924	312.861	222.65	201.58	270.048	18.5472	234.314	337.099	297.342	304.283	251.801	329.625
200046_at	333.369	411.87	949.854	718.969	447.867	456.604	1031.81	489.651	943.261	747.715	736.45	341.961	709.821	656.457	1017.49	348.725	959.385	1229.73	500.685	780.065	898.085	917.292
200047_s_at	530.509	562.063	856.268	2234.11	1435.88	540.046	1003.41	481.803	1103.01	1141.21	1191.72	566.369	1214.7	1669.88	2232.82	530.791	788.592	675.015	572.457	528.64	1016.65	796.758
200048_s_at	1703.52	450.728	1764.31	767.006	44.6043	244.76	1331.74	1466.77	1336.32	1555.8	2037.02	822.448	1919.3	474.377	680.095	810.781	1443.63	1527.61	804.515	2012	1420.59	1428.49
200049_at	276.227	540.778	400.164	135.329	360.262	545.735	422.404	328.085	302.177	307.356	346.6	446.345	371.308	164.351	189.429	303.176	356.831	463.393	381.688	387.473	279.809	423.596
200050_at	1100.1	721.998	806.097	1461.41	1543.21	902.709	811.073	556.08	1320.02	638.197	679.228	1139.85	516.088	1196.02	2519.81	1293.66	1575.64	904.523	1043.49	502.7	543.678	903.488
200051_at	569.05	30.5667	326.605	222.829	293.656	271.767	522.308	829.723	194.641	376.849	374.51	217.369	508.092	206.743	307.177	506.821	267.886	519.049	783.421	433.334	363.886	447.885
200052_s_at	51.7854	204.654	398.611	123.737	41.1396	78.8246	203.91	175.539	195.523	88.5034	266.012	120.255	293.309	33.541	239.85	138.399	244.235	383.424	250.546	188.377	236.815	425.578
200053_at	518.24	543.631	401.266	327.801	193.229	357.665	508.665	403.516	201.803	313.13	246.861	481.111	290.454	175.506	360.9	151.305	476.75	725.943	395.233	401.539	388.851	503.243
200054_at	140.476	238.219	169.381	97.8574	244.204	230.799	172.205	132.836	159.678	124.593	132.114	327.934	70.114	205.851	140.443	174.701	165.732	130.817	56.176	253.772	126.889	82.976
200055_at	1785.79	769.653	975.653	581.061	624.922	436.429	1649.07	1429.39	711.79	1477.01	1155.75	460.502	1552.23	811.277	705.14	1014.7	1252.03	1292.81	1718.84	1804.95	1100.89	953.932
200056_s_at	175.017	290.161	278.792	289.697	237.164	263.442	147.527	160.113	289.65	253.076	237.022	418.659	299.188	415.022	643.197	179.86	233.567	252.395	139.624	183.585	278.942	312.449
200057_s_at	1969.09	1112.48	2024.84	2197.86	658.678	696.489	2216.49	2494.31	1995.98	2347.85	2464.37	999.79	2658.7	2126.33	1874.23	1687.06	2340.71	2329.97	2538.73	2084.98	2341.88	2032.02
200058_s_at	1484.87	598.999	816.405	505.2	642.111	397.438	704.096	1221.04	855.936	1263.16	838.144	724.105	1029.48	757.154	465.788	725.223	934.354	753.311	923.326	909.553	1151.39	1083.56
200059_s_at	956.886	785.221	2273.5	1311.7	307.938	764.966	2524.82	1818.97	1921.14	2762.24	2023.55	838.689	1998.46	1045.15	660.25	1515.19	2657.66	2479.79	2593.8	1696.42	2054.9	2122.65
200060_s_at	1452.28	1470.23	1164.62	3875.74	1725.44	1204.08	1098.82	1177.78	1980.17	1133.3	1512.56	754.121	1235.13	1482.27	953.941	996.926	1352.71	1201.44	877.423	1580.43	1224.18	1314.3
200061_s_at	3336.49	3487.83	4067.74	8004.07	1716.84	3177.09	7436.85	12169.8	9069.69	6178.21	6067.74	1367.01	6317.58	8359.86	6462.25	5887	8267.91	6320.87	14351.3	5027.1	4646.68	3472.74
200062_s_at	10992.3	3511.36	5389.01	9720.15	2152.38	2942.77	10673.7	15176.9	9316.77	13610.3	7392.63	11089.5	8553.22	11701.9	13177.2	7450.47	11608.9	7801.09	18443.7	6497.9	4890.12	4452.14
200063_s_at	4624.65	2669.66	2709.46	6179.01	5777.79	2887.73	3666.14	6476.34	6865.34	7368.9	4729.46	3424.38	4933.91	8618.37	3341.77	4346.28	6086.89	3265.83	7896.04	3100.78	3870.06	2754.49
200064_at	1035.1	804.433	1899.93	663.859	357.704	927.55	1813.76	1492.71	1145.81	1188.38	3050.73	357.117	3074.46	670.562	389.301	1287.41	1695.85	2278.13	1064.94	1429.07	1390.62	1687.76
200065_s_at	879.496	838.357	2233.06	821.312	312.668	98.4203	1596.98	2148.59	943.801	1299.5	1861.12	565.236	2268.97	702.156	534.915	1047.56	1524.34	2705.6	1769.08	1704.55	1526.38	2493.96
200066_at	727.248	851.273	613.018	508.673	355.942	472.756	649.418	556.227	501.262	766.348	596.299	369.053	737.55	300.111	512.745	695.779	770.343	773.991	543.388	509.517	521.624	814.201
200067_x_at	838.236	783.313	2129.55	1860.57	372.739	505.667	1902.49	1286.11	1687.86	1304.92	2064.23	567.995	1983.92	2199.14	2833.16	1183.84	1399.98	2456.28	945.709	1598.75	1809.61	1656.86
200068_s_at	2200.9	2254.42	3251.37	5076.41	6250.56	1840.47	4487.3	2864.36	5355.92	4305.53	3755.63	2236.17	3867.85	4467.22	3739.04	2557.16	3507.91	4598.69	2601.74	3080.45	3756.77	3242.19
200069_at	335.206	247.113	291.228	529.05	1279.8	196.644	228.813	156.964	343.96	311.475	262.525	27.3289	347.595	572.866	597.807	225.855	262.818	198.322	279.325	201.494	305.771	382.646
200070_at	864.455	520.841	417.663	392.742	523.882	26.1315	310.518	387.091	205.301	583.688	346.869	930.002	334.314	403.352	181.855	664.298	445.7	279.531	662.361	696.989	872.609	613.724
200071_at	320.966	635.028	402.556	920.111	692.147	249.506	411.291	214.126	536.341	202.219	415.906	728.603	382.501	975.062	552.028	40.6789	223.612	226.698	315.501	279.152	387.232	395.128
200072_s_at	707.53	350.403	557.856	432.575	53.3071	494.007	713.977	591.242	296.17	512.556	604.63	287.395	649.419	439.135	449.726	673.827	764.105	537.923	632.478	445.112	509.537	808.747
200073_s_at	1010	445.805	672.761	979.876	889.747	594.045	807.059	724.961	1118.96	1046.89	816.598	658.336	855.416	904.824	1777.3	1196.4	1277.65	637.8	589.624	739.459	876.089	1097.27
200074_s_at	1038.91	1000.03	1469.75	849.236	31.378	781.852	1280.18	1429.63	1183.41	991.716	1020.43	625.423	1375.16	610.586	1023.6	866.717	1231.01	1547.25	1242.24	745.863	1254.29	1507.26
200075_s_at	1603.53	185.261	1113.43	384.667	19.3043	483.907	864.861	1610.61	324.235	1042.7	991.431	214.896	1010.2	203.681	194.781	605.454	823.784	783.698	1302.8	1388.88	1371.75	1139.16
200076_s_at	336.336	510.106	476.233	155.853	307.144	233.755	487.137	522.511	360.602	282.598	234.155	352.907	327.545	258.422	139.739	326.05	317.143	441.246	464.418	599.2	315.387	325.483
200077_s_at	6774.91	2398.33	2468.5	2918.47	902.803	1837.86	3134.81	4630.26	3060.41	3783.28	4259.57	1626.37	4769.63	2629.18	2154.48	4872.29	4855.61	3580.49	5216.16	3293.84	3128.02	2304.96
200078_s_at	564.756	42.6053	624.907	119.25	24.6429	91.2205	517.064	350.451	115.687	236.655	559.037	430.653	497.425	52.3068	198.005	337.387	363.709	655.725	347.396	632.897	329.913	622.358
200079_s_at	271.338	225.374	647.006	295.058	276.759	400.331	460.434	446.894	262.846	293.817	656.139	334.467	578.299	361.971	170.158	384.433	369.273	593.93	614.573	412.65	423.126	657.368
200080_s_at	4440.26	5319.44	1982.56	7160.22	6236.45	4983.69	3579.49	2395.61	5896.3	5629.15	3545.87	6342.15	3271.39	10638.8	21179.2	6756.78	5687.43	2690.96	2498.44	2938.6	2774.23	2026.24
200081_s_at	1161.15	1118.5	3057.19	1057.52	353.088	1314.14	4140.03	3889.02	2560.07	3533.96	3225.59	1328.28	3308.84	1147.88	987.854	1642.12	4020.53	3289.57	3041.85	1374.21	2592.66	2683.52
200082_s_at	1738.75	1053.31	2250.4	945.778	343.942	751.018	1805.7	2734.1	1498.34	1042.8	2017.05	1585.01	2316.93	740.073	491.323	830.68	2539.3	1672.31	2496.92	979.491	1621.28	1612.18
200083_at	2051.79	608.842	865.912	842.927	682.34	1043.81	1194.45	831.678	966.631	1492.04	758.006	671.682	830.363	739.518	634.326	929.214	1143.74	901.388	682.639	1135.26	1158.52	1119.98
200084_at	970.153	936.362	1349.31	1801.37	1009.37	594.053	1121.94	758.382	1856.59	1421.75	1588.48	638.298	1735.44	2093.38	2445.86	884.38	1201.98	1332.96	714.681	1139.54	1073.1	1288.11
200085_s_at	3436.51	307.192	1038.88	648.585	34.7421	395.046	1438.74	1211.58	874.757	855.494	989.72	1545.1	1013.43	656.539	308.3	1536.68	1535.47	1330.97	1448.41	1667.06	1386.45	1239.43
200086_s_at	4873.09	2018.15	2228.3	2204.85	1628.78	1281.91	2831.22	2839.69	3555.31	2932.49	2872.32	1765.75	3148.62	2226.42	2155.85	3356.76	3548.97	2757.83	2817.33	2839.8	2652.7	2390.62
200087_s_at	1128.65	1382.5	1042.45	1364.02	713.335	799.231	1235.26	695.362	1845.85	928.731	1269.44	1976.82	789.565	662.107	2134.2	1705.59	1751.88	1086.43	508.737	1039.74	999.172	997.196
200088_x_at	4210.89	2153.05	2746	3411.66	2625.09	2372.65	5198.3	5078.02	3908.43	2900.26	3024.18	4816.96	2880.31	3325.54	2738.28	3924.46	3948.76	4063.66	5513.43	4504.67	3521.11	3163.21
200089_s_at	4876.95	1515.47	2169.19	2271.87	518.935	1892.36	3295.56	5942.12	2935.77	4868.56	3537.52	3771.4	3375.61	2511	1905.77	5654.73	4396.2	2643.71	7095.73	4033.7	3404.83	1995.15
200090_at	2458.05	1563.49	1884.07	4305.6	2637.85	1634.38	2975.52	1161.16	4407.81	3435.73	1608.5	1884.4	1609.78	5715.78	5764.93	2893.61	3889	2197.57	2042.98	3076.15	3071.22	1975.65
200091_s_at	3363.59	1475.92	2710.22	4747.08	995.253	1571.38	2636.24	6012.33	4012.02	3610.22	3790.04	4892.12	4039.28	5113.65	4238.68	3642.28	3491.19	2228.17	6296.14	3942.86	3914.94	2316.5
200092_s_at	9505.53	3634.62	4306.34	14971.4	32967.8	4491.41	7020.18	14236.1	9950.73	9369.69	6223.15	15267.5	6912.57	10468	18287.7	9972.91	7890.51	5517.97	17449	6262.59	5164.91	4190.01
200093_s_at	1213.88	573.694	880.738	1054.21	247.372	564.738	836.783	779.311	1139.49	775.748	954.86	1019.39	1015.34	773.056	1211.38	726.907	1064.94	988.779	611.953	1512.93	803.191	1343.99
200094_s_at	4405.12	1525.7	1601.62	1641.66	1048.81	1474.9	2454.13	2757.79	1699.09	2978.26	1887.29	2001.35	1875.3	1789.3	2593.23	3430.65	2718.88	2395.29	2640.8	2736.28	2217.84	1897.14
200095_x_at	15057.2	5869.36	4423.48	11281	20544.1	6939.64	7152.99	13650.7	10530.5	7933.2	5971.65	15346.9	6390.73	11397.7	9270.57	9698.74	8285.04	6077.44	13678.2	7442.99	6138.97	3971.24
200096_s_at	486.895	298.462	871.943	456.197	277.339	29.964	675.717	552.774	418.511	509.823	773.51	423.691	722.02	378.549	414.111	410.286	549.722	574.399	545.581	495.334	921.49	644.081
200097_s_at	931.371	1186.78	977.982	940.01	576.671	1146.3	1143.6	790.367	1405.38	1404.21	953.272	951.962	800.838	874.482	972.006	1027.61	1515	1145.31	486.224	757.495	1168.85	1443.02
200098_s_at	1723.79	1036.98	1443.38	1217.42	324.962	640.893	1894.74	1235.74	1166.89	1062.85	1024.69	1176.45	1085.98	1145.04	1168.44	1862.55	1731.96	1701.23	1308.66	2754.41	1860.69	1370.41
200099_s_at	4436.91	1180.52	3442.69	2309.07	520.001	1831.71	4148.41	5459.67	3851.3	2753.74	4364.22	5079.44	4649.35	2063.82	1275.6	3626.81	3907.92	3346.81	5067.9	3925.73	3586.58	2549.05
200593_s_at	131.608	306.223	541.423	252.278	172.337	425.494	598.7	245.539	365.116	496.104	352.475	160.361	419.683	666.69	505.839	445.036	638.574	495.152	251.081	281.287	400.371	534.091
200594_x_at	1212.92	2381.6	2267.92	2209.61	1165.24	2714.37	2690.08	1125.76	2520.24	2849.06	2492.72	2093.11	2458.07	1983.62	2059.91	2158	3392.71	2525.51	798.187	1993.12	2160.05	1965.43
200595_s_at	478.151	712.202	894.019	1174.37	273.957	860.578	964.197	1043.99	1020.06	832.167	939.975	918.226	766.476	660.338	1818.63	732.686	988.023	634.972	1101.5	607.004	959.727	794.885
200596_s_at	316.559	87.0822	359.786	186.025	55.6256	240.621	499.437	358.204	211.535	536.077	273.13	51.4879	340.886	235.862	359.622	631.692	550.212	366.159	24.0841	520.84	650.818	480.074
200597_at	287.184	252.979	239.914	395.248	361.33	617.003	192.809	222.189	290.066	217.989	227.692	614.575	175.369	499.513	249.631	356.611	269.426	289.387	112.223	201.758	359.259	335.379
200598_s_at	73.7319	630.41	559.011	415.367	60.5613	374.844	577.273	221.735	472.226	377.805	538.546	110.263	612.827	273.611	90.0795	1010.5	679.36	867.824	119	1157.78	763.564	593.571
200599_s_at	778.454	957.331	1119.05	1244.24	158.753	466.176	866.767	561.374	1522.21	826.365	1384.23	524.239	1179.2	1001.36	1382.97	1467.37	1365.57	1066.05	538.438	1395.6	1115.96	886.428
200600_at	397.21	453.252	1191.35	766.447	268.936	469.258	776.882	1656.6	960.893	1359.14	1347.27	409.813	1333.14	404.677	492.249	583.977	946.685	1039.83	1591.94	946.285	1636.61	1182.8
200601_at	535.526	155.678	1053.26	246.166	45.7002	519.691	895.064	1950.57	221.032	517.59	750.492	116.219	638.944	424.382	107.361	983.467	736.561	977.835	2061.18	749.003	803.763	632.182
200602_at	3571.22	1965.25	2281.6	6193.49	11408.3	1805.74	3229.99	3494.95	5768.62	5405.1	3385.61	2841.12	3151.09	6086.95	6383.06	3492.28	4732.46	3259.99	4340.75	2915.69	2253.94	2163.06
