ID_REF	GSM37063	GSM37064	GSM37065	GSM37066	GSM37067	GSM37068	GSM37069	GSM37070	GSM37071	GSM37072	GSM37073	GSM37074	GSM37075	GSM37076	GSM37077
aas_b2836_at	725.9	632.9	741.1	728.9	683.2	690.4	633	657.6	1003.6	702.2	562.3	846.1	613.1	941.3	771.4
aat_b0885_at	445.2	296.1	184.3	446.7	407	254.3	395.7	387.4	463.9	336.9	419.7	116.4	279.9	227.4	328.1
abc_b0199_at	2727.5	2872.8	3042.4	2074.6	2574.9	2466.4	2338.8	2486.1	1986.9	2901.8	2018.9	1477.7	1536.2	1963.2	1834.3
abrB_b0715_at	265.6	337.2	342.6	331.9	163.1	577.7	355.4	348.2	628.2	392.8	411.9	229.9	398.8	534.3	381
accA_b0185_at	4145.3	2594.7	2765.1	3762.5	2995.5	2374.6	3353.9	3362.3	2985.7	3233.3	2619.6	2379.5	2172.2	1780.7	1928.6
accB_b3255_at	7085.4	6676.6	6478.9	6126.3	8031.9	5874.5	5149.4	7516.3	5042.8	5270.7	5389.3	5000.3	4872.7	4350.4	4917.4
accC_b3256_at	2954.2	3052	3178	2904.2	2893.1	1848.5	2372	2545.5	2883.8	2169.4	2073.1	1628.8	1806.7	1789.6	1614.2
accD_b2316_at	4840.5	5088.7	4369.6	4258.1	3953.1	4768.3	5426.5	4739	4837.8	5278.4	4296.5	4154.2	3661.4	3710.9	4131.4
aceA_b4015_at	3985.1	4374.8	3000.3	4027.3	5088.1	14227.2	12257.8	12777.6	10502.6	18205.7	14827.8	28986.6	22535.8	26371	33682.1
aceB_b4014_at	5183.9	6498.7	4175.3	5602.4	8620.3	12948.5	11159.6	11995.5	7905.6	17096.8	13519.7	28247.5	20467.3	22818.6	30200.3
aceE_b0114_at	8763.6	7380.6	7173.6	7299.4	11445.7	7046.7	6841.8	13507.7	10314	11350.9	10607.9	5682.1	5912.4	6321.5	5641.3
aceF_b0115_at	6022.8	5280.2	5063.3	5472.6	6708.5	4840.4	5588.7	9165.1	6517.6	8309.8	7310.1	4225.3	3836.7	4167.1	4000.4
aceK_b4016_at	496.7	592.2	554.5	712.4	714.4	944	992.9	846.6	914.4	1404.5	1159	2580.6	1917.4	2307	2182.6
ackA_b2296_at	3664.6	3792.3	3763.1	3333.4	4214.1	4690.6	4082.9	4936.7	4522.8	5799	5091.9	4276.2	3887.6	4313.1	4118.4
acnA_b1276_at	765.8	638.1	722.6	650.1	954.3	709.4	833.4	1022.9	806.5	1195.2	1149.7	1762.2	1325.5	1327	1428.3
acnB_b0118_at	5129.3	3232.8	3486.5	4578.6	3158.4	3983.4	5096.9	5627.5	8414.7	6846.8	6434.4	7190.9	5605.8	7137.6	4745.9
acpD_b1412_at	723.7	706.1	553.2	663	664.3	612.8	660.8	693.9	550.9	625.1	473.3	604.6	530.6	465.6	423.8
