ID_REF	GSM86746	GSM86747	GSM86752	GSM86753	GSM86758	GSM86764	GSM86748	GSM86759	GSM86755	GSM86756	GSM86757	GSM86749	GSM86750	GSM86751	GSM86761	GSM86762	GSM86763	GSM86767	GSM86768	GSM86769
2907_at	0.263034406	-0.514573173	0.925999419	1.321928095	1	-0.514573173	-1.736965594	0.137503524	-0.514573173	1.432959407	-3.321928095	2.169925001	0.925999419	-1	-0.321928095	1.5360529	1.432959407	1.263034406	1.765534746	1.584962501
2908_at	0.137503524	3.201633861	2.459431619	1.925999419	2.321928095	2.459431619	2.321928095	2.632268215	1.432959407	2.292781749	0.584962501	2.632268215	2.925999419	2.263034406	1.678071905	2.40599236	2.608809243	2.510961919	3.201633861	1.584962501
2909_at	1.5360529	2.510961919	-0.321928095	-1	-1.321928095	-2.321928095	-1.321928095	-0.152003093	-1	-1	-0.514573173	-1.321928095	-0.514573173	-0.514573173	-2.321928095	1.963474124	0	0	0.765534746	-1
2910_at	0.925999419	0.485426827	-1.321928095	-0.321928095	-3.321928095	0.263034406	0.584962501	-1.736965594	-3.321928095	-1	0.925999419	-3.321928095	-0.514573173	-0.152003093	 	0.765534746	-0.152003093	0.378511623	-2.321928095	-1.736965594
2911_s_at	6.244125943	5.984133595	6.426264755	6.671010241	6.343407822	6.638073837	6.059614856	5.459431619	6.279842694	6.566815154	6.289096702	6.826548487	6.722466024	6.509379149	6.871597266	6.761551232	6.773468928	7.332707934	7.080018029	6.161887682
2912_at	0.485426827	-0.514573173	0.584962501	0.137503524	1.201633861	0.378511623	1	1.321928095	1.070389328	1.722466024	0.765534746	1.485426827	0.847996907	-1	0.847996907	-1	2.10433666	1.963474124	1.321928095	0.678071905
2913_at	3.307428525	2.744161096	2.722466024	2.584962501	3.070389328	3.419538892	3.070389328	3.807354922	2.925999419	2.827819025	0.765534746	2.925999419	3.572889668	3.364572432	2.632268215	2.786596362	1.432959407	3.201633861	2.786596362	2.678071905
2914_at	-2.321928095	1.765534746	-3.321928095	-3.321928095	-3.321928095	-3.321928095	-2.321928095	-0.152003093	-3.321928095	-3.321928095	-3.321928095	-2.321928095	-3.321928095	-3.321928095	-3.321928095	 	-3.321928095	-2.321928095	-0.152003093	-2.321928095
2915_g_at	3.087462841	2.827819025	3.121015401	3.10433666	2.786596362	2.678071905	1.887525271	3.03562391	2.560714954	3.017921908	-1.736965594	3.350497247	3.655351829	2.321928095	2.292781749	1.765534746	0.263034406	2.944858446	3.572889668	1.485426827
2916_s_at	3.185866545	2.827819025	4.153805336	4.053111336	1.847996907	3.321928095	2.321928095	1.765534746	3.419538892	3.459431619	1.263034406	2.847996907	1.925999419	3.10433666	3.277984747	1.807354922	2.459431619	3.797012978	3.632268215	2.744161096
