ID_REF	GSM31653	GSM31654	GSM31659	GSM31660	GSM31655	GSM31656	GSM31661	GSM31662	GSM31657	GSM31658	GSM31663	GSM31664
10000_at	3.217230716	2.700439718	2.925999419	1.887525271	2.263034406	2.350497247	2.263034406	2.608809243	2.887525271	2.378511623	2.378511623	2.137503524
10001_at	8.372429792	8.262094845	8.30058136	8.525129251	8.494655613	7.899054756	8.222553427	8.593577867	8.176921112	8.177419538	8.223519087	8.392746732
10002_i_at	10.3620534	10.47623991	10.34773209	10.4171141	10.49505553	10.55401319	10.53818893	10.65794363	10.59991284	10.45265309	10.51145618	10.28932729
10003_f_at	11.77260325	11.79242429	11.77268572	11.82785871	11.89307396	11.90873036	11.82185369	11.73640193	11.73876784	11.77400456	11.7263459	11.84670485
10004_at	2.560714954	0	0.584962501	0	1.765534746	2.292781749	1.807354922	0.485426827	1.378511623	2.378511623	1.887525271	0.925999419
10005_at	7.124121312	7.182890893	7.098032083	7.322829498	7.34251919	7.284477118	6.865423978	6.985272714	6.855491443	6.928370323	6.772149591	6.780047576
10006_at	6.498250868	6.493455201	6.705977902	6.864186145	6.462706751	6.106432078	6.167919866	6.289096702	5.736063628	6.279842694	6.354028938	5.875288598
10007_at	8.039467438	8.135965742	7.785288981	8.048759312	8.497053445	8.505017556	8.582330188	8.425006041	8.897240426	8.048759312	8.713214653	9.48703608
10008_at	1.378511623	0.765534746	0.485426827	1	2.292781749	0.137503524	1.321928095	1.378511623	0	1.925999419	2.263034406	2.584962501
10009_at	4.738767837	5.459431619	4.733354341	4.776103988	5.240314329	4.343407822	4.070389328	4.498250868	5.285402219	5.343407822	4.705977902	5.141596278
10010_at	9.982565835	9.812016819	9.882948673	10.11803262	9.819540461	10.09592442	10.0231999	9.759388894	9.883712448	10.08347933	9.959132577	10.04302728
10011_at	4	3.10433666	3.572889668	4.087462841	2.655351829	3.419538892	1.378511623	3.137503524	3.263034406	2.744161096	2.378511623	3.137503524
10012_at	5.539158811	4.711494907	4.857980995	5.439623138	6.147713722	6.790511412	6.574404309	6.426264755	6.718361626	6.881419908	6.44625623	6.236492618
10013_at	5.289096702	4.911691582	4.968090752	5.078951341	5.197708158	4.981852653	4.54225805	5.078951341	4.892391026	4.935459748	4.827819025	4.897240426
10014_at	8.027905997	7.919459269	7.433794059	7.827819025	7.519636253	7.885696373	8.038370332	7.899054756	7.871597266	7.614709844	7.868513924	8.039467438
10015_at	10.18127651	10.17779324	10.25266543	10.28805858	10.56729065	10.27554256	10.39339046	10.64898666	10.37025148	10.5432252	10.53954658	10.20175637
10016_at	8.194756854	8.244125943	8.529820947	8.537994878	8.691743519	8.6574971	8.6395216	8.725536678	8.581200582	8.546508661	8.547280156	8.299665944
10017_at	0.485426827	0	0	1.070389328	0.765534746	2.887525271	0.925999419	1.632268215	0.584962501	0.584962501	0	1.321928095
10018_at	10.91841605	10.95586782	11.05467214	10.96470186	11.0100385	10.84885763	10.96000193	10.95441444	11.01059804	10.98911062	11.23553561	10.77692646
10019_at	10.18015781	10.14758654	10.26244725	10.30628959	10.2848241	10.28771238	10.29737486	10.13903967	10.33472022	10.31537603	10.42919749	10.28875075
10020_at	7.79246496	7.87835751	8.043300754	7.912889336	7.899054756	7.656782364	7.864805194	7.883865155	7.818262608	7.904484098	7.964629667	7.584962501
10021_at	5.472487771	5.078951341	5.083213368	5.129283017	5.083213368	4.887525271	4.812498225	4.62058641	4.958842675	4.727920455	4	4.770829046
10022_at	0	0	0	0	0	0	0	0	1.722466024	1.321928095	1.887525271	1.887525271
10023_at	0.263034406	0	0	0.263034406	0	0.263034406	0	0	0	0	0	0
10024_at	7.123086751	6.995484519	6.847996907	6.719731057	7.137503524	7.010108453	6.718361626	6.965784285	7.016808288	6.426264755	6.971543554	7.004501392
10025_at	5.459431619	5.040015679	5.083213368	5.346956889	5.498250868	5.03562391	5.43629512	5.040015679	5.523561956	5.057450272	5.255500733	5.078951341
10026_at	0	0	0	0	2.137503524	1.584962501	2.432959407	1.925999419	4.887525271	2.632268215	4.722466024	4.54225805
10027_at	4.842978832	3.392317423	4.09592442	3.847996907	5.752213368	5.596935142	5.930737338	5.545350645	6.369815424	5.675251386	6.54225805	6.630813152
10028_at	6.98982022	6.571373436	6.943686952	6.499845887	7.153805336	6.534497434	6.737416366	6.908092341	6.894817763	7.06608919	6.849248703	6.411087227
10029_at	5.694880193	5.221103725	5.984133595	5.741466986	6.469234794	5.392317423	5.416164165	5.995484519	5.517275693	4.995484519	5.399171094	4.882643049
10030_at	6.531381461	6.490249211	6.686500527	6.482202926	6.816343705	6.916476644	6.793115555	7.04220656	6.830356747	6.719731057	6.651051691	6.710117632
10031_at	8.142617655	8.020146573	8.186857067	8.262094845	8.479376091	8.28169825	8.280306806	8.353146825	7.9489512	8.144148367	7.975561406	8.179411523
10032_at	6.737416366	6.575917361	6.812498225	6.626439137	6.701826258	6.424586226	6.727920455	6.626439137	6.685099172	6.74819285	6.638073837	6.543805176
10033_at	5.462706751	4.857980995	5.346956889	5.422905743	5.472487771	5.087462841	4.626439137	5.173926932	5.224966365	5.008988783	4.832890014	5.22881869
10034_at	8.980425232	8.546508661	8.963474124	8.850499414	8.6727789	8.020702204	8.23457796	8.456970381	8.276124405	7.785942819	8.208965886	7.915879379
10035_at	7.573647187	7.66035251	7.666756592	7.651051691	7.731997787	7.554588852	7.652486495	7.891176125	7.615445725	7.742140985	7.549207089	7.40599236
10036_at	5.339850003	5.658211483	6.085339669	5.048759312	5.584962501	5.357552005	5.773468928	5.50779464	5.078951341	5.958842675	5.692092375	5.232660757
10037_at	6.087462841	5.827819025	5.689299161	4.837943242	5.462706751	5.193771743	5.432959407	4.705977902	5.760220946	1.137503524	5.09592442	3.867896464
10038_i_at	6.733354341	6.701826258	6.638073837	6.815063017	6.737416366	6.8899602	6.839203788	6.529820947	7.197708158	7.258330473	7.242221395	7.619853147
10039_s_at	2.584962501	0.263034406	3.364572432	2.906890596	2.744161096	0.847996907	2.786596362	2.10433666	4.137503524	3.392317423	3	4.201633861
