ID_REF	GSM153907	GSM153909	GSM153911	GSM153913	GSM153915	GSM153908	GSM153910	GSM153912	GSM153914	GSM153916
8666_at	9.354910512	9.149493102	9.205793249	9.175175262	9.180157809	9.357552005	9.077616872	9.065820006	9.156841525	9.172177453
8667_at	7.529040056	7.435461914	7.461888664	7.283551423	7.341630009	7.635173947	7.73809226	7.61176256	7.155830172	7.40599236
8668_at	11.94927958	12.08181628	12.15079447	12.28589344	12.10089226	11.99038765	11.94192792	12.06656014	12.20936198	11.99155728
8669_at	7.395748328	7.471675214	7.200653436	7.532161085	7.517275693	7.116863758	7.733354341	6.963474124	7.51412226	7.567575869
8670_at	0.137503524	2.678071905	2.584962501	1.807354922	2.232660757	2.263034406	2.350497247	1.678071905	-0.514573173	1.722466024
8671_at	5.773468928	6.131342539	5.773468928	5.14974712	5.318316841	5.860466259	6.195741293	5.608809243	4.921245889	5.173926932
8672_at	6.011227255	6.623515741	6.004501392	5.837943242	5.87774425	5.885086225	6.257387843	5.809928866	5.48864354	5.321928095
8673_at	5.961160258	5.993221467	5.965784285	6.159871337	6.474111514	6.053111336	5.54225805	5.933100475	5.94016675	6.081083929
8674_at	3.99095486	3.754887502	3.560714954	3.906890596	3.523561956	3.201633861	3.797012978	3.560714954	3.472487771	3.596935142
8675_at	6.708739041	6.523561956	6.721099189	6.217230716	6.232660757	6.531381461	6.655351829	6.46760555	5.822730148	5.875288598
8676_at	6.437960088	6.270528942	6.402585758	6.01346226	6.357552005	6.411087227	6.419538892	6.325530332	6.102238194	6.118941073
8677_at	8.843292973	8.549207089	8.859534786	8.550362015	8.578938713	8.864805194	8.253611152	8.923624611	8.454916138	8.459431619
8678_at	7.93191939	7.032321287	8.066627409	7.497452696	7.578938713	7.76420813	6.982993575	8.099610812	7.340740281	7.388017285
8679_at	11.27885596	11.34977881	11.37710205	11.08626894	11.07467669	11.17910046	11.20609861	11.35198823	11.36243701	11.17161467
8680_at	5.472487771	4.968090752	5.057450272	4.842978832	4.716990894	5.482202926	5.472487771	4.986410935	4.882643049	4.981852653
8681_at	6.595443985	5.703211467	6.261154673	5.754887502	5.485426827	6.48864354	5.87282876	6.137503524	5.548436625	5.765534746
8682_at	6.361066489	5.984133595	5.82527683	5.822730148	5.797012978	6.87282876	6.137503524	6.137503524	6.011227255	5.963474124
8683_at	8.36018867	8.356231863	8.261624836	8.201143732	8.201633861	8.376776572	8.350497247	8.191306019	8.03727239	8.078951341
8684_at	3.432959407	4.439623138	3.232660757	4.314696526	4	3.754887502	3.786596362	3.596935142	4.350497247	4.121015401
8685_at	6.336283388	6.553053253	6.388878339	6.068240861	6.04220656	6.452858965	6.602884409	6.46760555	6.375039431	6.361066489
8686_at	4.867896464	5.277984747	4.786596362	5.270528942	4.887525271	4.857980995	4.968090752	5.108524457	4.902073579	4.802193217
8687_at	8.555356039	8.73978061	8.759555343	8.703557562	8.659995892	8.411087227	8.651410526	8.573268478	8.249824549	8.269126679
8688_at	7.231701199	7.107478647	7.067165427	6.923624611	6.947198584	7.054197294	7.100136671	7.126188211	6.692092375	6.891176125
8689_at	3.916476644	4.026800059	3.744161096	3.498250868	3.754887502	3.847996907	4.153805336	4.292781749	4.061776198	4.129283017
8690_at	6.649615459	6.659639187	6.690696444	6.676662335	6.966937979	6.807354922	6.48864354	6.818901676	7.101187815	7.091699834
8691_at	9.136734838	9.094869433	9.228578221	8.707359132	8.766860144	8.783325685	8.767853393	8.962896005	8.482202926	8.566815154
8692_at	8.609548139	8.807032856	8.343407822	8.63481105	8.687900522	8.532161085	8.627898616	8.327777171	8.653561662	8.627898616
8693_at	3.857980995	3.419538892	3.017921908	3.560714954	3.827819025	4.137503524	4.161887682	3.277984747	4.177917792	4.247927513
8694_at	5.01346226	4.378511623	3.972692654	5.157852169	5.240314329	4.716990894	4.255500733	4.578938713	4.925999419	5.381975479
8695_at	10.19893609	9.925851108	9.927629834	10.07387378	10.06231603	10.08547246	10.00800836	9.85735901	10.03204573	10.05812705
8696_at	5.422905743	4.797012978	5.185866545	4.968090752	4.711494907	5.292781749	5.03562391	5.100136671	5.031218731	5.22881869
8697_at	6.277984747	5.977279923	6.083213368	6.06608919	6.050936965	6.09592442	5.95419631	6.068240861	6.30560579	6.321928095
8698_at	6.28169825	6.303780748	6.566815154	6.249824549	6.714245518	6.424586226	6.534497434	6.187846909	6.496654083	6.668175869
8699_at	6.909293086	6.209453366	6.790511412	6.790511412	6.817623258	6.731997787	6.106432078	6.831623937	6.718361626	6.745506266
