ID_REF	GSM140786	GSM140800	GSM140801	GSM140802	GSM140803	GSM140804
10000_at	4.62058641	4.632268215	1.485426827	4.832890014	4.995484519	4.578938713
10001_at	10.75271515	10.53663577	10.75070699	10.88562012	10.27227986	10.6188443
10002_i_at	11.64430696	11.69701098	11.91135453	12.08015131	12.24367979	12.03438631
10003_f_at	14.05815243	14.06894618	13.99108777	14.3462921	13.93012746	13.87850121
10004_at	2.608809243	0.378511623	3.053111336	4.722466024	0.765534746	2.232660757
10005_at	10.82583332	10.96672173	11.06332766	11.16515825	10.91587938	11.01304346
10006_at	9.780703794	9.482807957	10.41457954	10.11595399	9.150255021	10.01666902
10007_at	9.707531693	9.768349762	10.01639046	8.94602899	10.31152128	10.28655776
10008_at	4.770829046	5.22881869	5.057450272	5.371558863	5.765534746	3.906890596
10009_at	4.958842675	7.475733431	4.321928095	4.791814071	8.01346226	5.708739041
10010_at	11.89905476	10.98740614	11.64871709	10.3940339	11.2701785	11.43306377
10011_at	4.292781749	4.678071905	2.263034406	4.517275693	3.336283388	3.596935142
10012_at	7.762215916	8.451211112	7.385431037	7.998872454	8.346513733	8.613236955
10013_at	9.914983017	9.839991071	10.28713519	10.55276515	9.568906155	10.12399203
10014_at	10.90801726	10.78438947	11.1958028	11.16722996	11.13615805	11.19666359
10015_at	12.63013059	12.01353205	12.76150968	12.10364844	12.0146482	13.19102836
10016_at	11.38046107	10.54554371	11.45465915	11.23110115	10.51451682	11.53828595
10017_at	3.596935142	3.169925001	2.655351829	5.658211483	4.017921908	2.485426827
10018_at	11.48547714	13.12821993	13.95563175	12.68018368	13.23885253	13.85313408
10019_at	13.03689478	11.55252501	12.3834073	12.78567723	11.58355293	12.48053778
10020_at	11.04323239	11.35788185	11.18487534	11.40546061	11.12431521	11.04548666
10021_at	8.713558356	9.213590303	9.049304033	9.445221817	9.116343961	8.748863715
10022_at	4.727920455	2.03562391	5.48864354	6.626439137	6.442943496	6.449561375
10023_at	5.137503524	3.277984747	3.548436625	6.474111514	3.307428525	4.738767837
10024_at	9.723148957	9.615445725	10.25242891	10.13942345	9.649974651	9.980139578
10025_at	7.016808288	7.653203362	7.836050355	6.402585758	7.303780748	7.449561375
10026_at	5.686500527	5.840463234	5.50779464	7.004501392	5.452858965	6.595443985
10027_at	6.951867504	6.568336182	6.261154673	6.821455119	6.659639187	6.710117632
10028_at	8.366322214	7.110613806	7.692789835	7.762215916	7.199672345	9.462297766
10029_at	9.677191085	9.896332404	10.34507253	9.075746538	9.797175142	9.43629512
10030_at	4.921245889	5.575917361	2.700439718	3.153805336	6.053111336	5.442943496
10031_at	12.26212422	11.72928085	11.50476934	12.07831762	11.93571756	11.79380649
10032_at	10.11439305	10.01457846	10.52767248	10.54177423	9.546701573	10.40333164
10033_at	8.217230716	8.183883459	8.4325419	8.282161767	8.222553427	8.982137968
10034_at	12.05497732	12.19447986	12.52561868	11.5633393	11.46704507	11.54182262
10035_at	10.37688507	10.33270793	10.95659396	10.51234542	10.00604551	10.412464
10036_at	9.868513924	10.49235395	9.475328123	9.776762002	10.48552746	9.727409977
10037_at	4.807354922	4.232660757	4.412781525	5.885086225	5.545350645	6.213347282
10038_i_at	7.257387843	6.859224162	7	7.299208018	6.860466259	6.722466024
10039_s_at	4.321928095	4.177917792	2.070389328	4.217230716	2.678071905	3.754887502
10040_at	1.201633861	2.321928095	3.087462841	1.485426827	2.350497247	3.378511623
10041_at	4.232660757	4.240314329	5.368069877	5.409390936	4.566815154	5.578938713
