ID_REF	GSM6711	GSM6712	GSM6713	GSM6715	GSM6717	GSM6726	GSM6728	GSM6729	GSM6730	GSM6731	GSM6732
2996_s_at	6.974988112	6.941341105	6.757556689	6.86913112	7.148730779	7.646018611	6.964629667	7.500642736	6.300123725	6.62058641	5.817623258
2997_s_at	5.504620392	5.587964989	5.705977902	5.371558863	6.259272487	6.21916852	5.899659026	6.114783447	5.240314329	5.361066489	3.87774425
2998_at	4.862947248	4.87282876	4.911691582	5.529820947	4.897240426	4.754887502	4.689299161	4.738767837	4.689299161	4.925999419	5.465974465
2999_at	5.14974712	5.563768278	6.046578367	5.914086097	5.371558863	5.963474124	5.809928866	6.040015679	5.887525271	6.110613806	6.033423002
3000_at	5.422905743	5.498250868	5.958842675	5.185866545	5.240314329	6.185866545	5.575917361	6.03562391	6.133399125	6.345183447	6.0725346
3001_at	2.321928095	3.232660757	3.053111336	4.129283017	4	4.44625623	4	1.765534746	4.548436625	4.882643049	4.112700133
3002_g_at	5.004501392	4.263034406	2.485426827	3.378511623	5.004501392	4.626439137	4.307428525	4.683696454	4.452858965	4.689299161	4.765534746
3003_s_at	7.650333754	6.977279923	7.447083226	7.724513853	6.464341533	7.033423002	6.809928866	6.745506266	7.741466986	6.993221467	7.593951284
3004_s_at	7.594697827	7.282625134	7.473299871	7.559185866	7.232660757	7.507001733	7.428778891	7.652486495	7.789859641	7.549977143	7.635173947
3005_at	2.321928095	4.321928095	3.277984747	4.770829046	3.857980995	4.129283017	1.378511623	3.121015401	4.738767837	3.472487771	2.169925001
3006_at	3.121015401	4.529820947	3.689299161	4.935459748	3.700439718	3.498250868	4.044394119	3.666756592	3.99095486	4.300123725	1.963474124
3007_at	5.321928095	5.01346226	4.201633861	6.055282436	5.277984747	4.548436625	5.153805336	5.209453366	5.157852169	5.416164165	5.778734244
3008_at	2	-0.736965594	2.485426827	4.112700133	3.655351829	4.655351829	-1	0.584962501	3.572889668	0	4.10433666
3009_g_at	5.596935142	4.827819025	2.765534746	6.063934306	5.221103725	5.520422249	5.329123596	4.705977902	5.887525271	5.336283388	5.465974465
3010_s_at	3.754887502	0	1.847996907	4.62058641	1.321928095	1.5360529	4.247927513	1.263034406	3.247927513	1.678071905	3.632268215
3011_s_at	5.388878339	4.95419631	4.270528942	6.232660757	5.307428525	5.61176256	5.311067102	4.94016675	5.078951341	5.070389328	5.51412226
3012_s_at	7.182890893	6.749534268	5.716990894	7.707359132	7.191799501	6.070389328	6.818901676	6.381975479	6.504620392	7.773468928	7.231701199
3013_at	1.321928095	1	4.791814071	1.678071905	2.632268215	1.137503524	3.981852653	3.944858446	3.053111336	2.560714954	-0.152003093
3014_at	2.963474124	3.292781749	0.137503524	1.263034406	3.232660757	0.485426827	3.321928095	4.161887682	3.137503524	4.008988783	2
3015_at	3.40599236	4.224966365	4.017921908	2.867896464	4.649615459	2.722466024	1.925999419	3.5360529	3.62058641	4.517275693	2
3016_at	2.906890596	3.906890596	4.09592442	5.040015679	4.590961241	2.432959407	3.392317423	4.419538892	5.125155131	4.596935142	5.62935662
3017_g_at	5.752213368	6.061776198	5.22881869	6.417852515	6.368069877	5.083213368	5.977279923	6.048759312	6.871597266	6.321928095	5.456149035
3018_s_at	5.584962501	5.752213368	5.185866545	5.840463234	5.375039431	4.672425342	5.66106548	5.904484098	5.892391026	5.944858446	5.409390936
3019_at	2.655351829	0.485426827	1.378511623	0.847996907	0.378511623	0.485426827	2.263034406	1.722466024	1.5360529	0.847996907	0.584962501
3020_at	0.263034406	-1	-0.321928095	-0.736965594	-2.321928095	3.560714954	-2.321928095	-0.736965594	-1	2.201633861	-0.514573173
3021_at	4.738767837	4.44625623	1.807354922	5.581953751	3.765534746	4.655351829	4.887525271	2.232660757	5.725195817	3.070389328	2.40599236
3022_at	1.263034406	0	0.485426827	1.432959407	0.485426827	1.5360529	1.632268215	0.847996907	0.485426827	1	0.378511623
3023_at	0.847996907	0.847996907	-2.321928095	1.201633861	0.678071905	0.584962501	3.321928095	0	1.847996907	0.765534746	1.263034406
3024_g_at	4.995484519	4.867896464	4.614709844	4.977279923	4.802193217	5.263034406	5.14974712	5.5360529	5.432959407	5.520422249	4.307428525
