ID_REF	GSM153627	GSM153628	GSM153631	GSM153632	GSM153633	GSM153634	GSM153629	GSM153630
9242_i_at	3.017921908	3.847996907	-1	1	-2.321928095	4.193771743	-0.736965594	0.137503524
9243_at	0.925999419	2	3.321928095	4.336283388	4.930737338	3.925999419	1.722466024	5.329123596
9244_at	4.112700133	3.10433666	4.765534746	3.392317423	5.221103725	4.608809243	3.201633861	4.727920455
9245_at	6.700439718	1.584962501	6.296457407	4.608809243	4.529820947	4.300123725	4.419538892	4.232660757
9246_at	6.64096791	6.592457037	6.137503524	8.417430613	6.789207575	9.276124405	5.292781749	6.974988112
9247_g_at	6.887525271	6.30560579	6.193771743	8.102238194	6.663913842	9.070657661	5.669593751	6.270528942
9248_at	6.722466024	4.145677455	5.209453366	6.110613806	4.711494907	6.986410935	5.169925001	5.649615459
9249_i_at	3.733354341	-1	3.185866545	4.727920455	3.837943242	-3.321928095	-3.321928095	-1.321928095
9250_f_at	1.263034406	0.378511623	2.292781749	 	2.963474124	 	0.678071905	2.10433666
9251_at	5.185866545	5.744161096	4.683696454	4.842978832	5.539158811	5.205548911	4.419538892	5.385431037
9252_at	9.90147032	7.97384084	10.43796009	9.298520857	10.47512543	9.305833758	9.539740426	9.590961241
9253_at	9.699051844	7.909893084	9.974844753	9.290479698	10.31616837	9.316281532	9.550554413	9.869285377
9254_at	4.026800059	5.498250868	3.62058641	5.289096702	4.678071905	4.112700133	4.10433666	4.744161096
9255_at	0.378511623	0.847996907	0.584962501	0.847996907	0.263034406	3.432959407	2	1.632268215
9256_at	0	-0.514573173	0	1	0	2.867896464	-0.321928095	0
9257_at	1.432959407	1.432959407	0.584962501	-1.321928095	2.070389328	2.925999419	1.201633861	0.137503524
9258_at	1.070389328	4.329123596	2.201633861	3.64385619	2.847996907	4.426264755	2.608809243	4.963474124
9259_at	4.925999419	4.867896464	4.560714954	4.432959407	4.632268215	4.694880193	4.285402219	5.03562391
9260_at	6.011227255	6.048759312	4.54225805	6.496654083	6.129283017	6.665335917	5.655351829	7.103287808
9261_at	3.277984747	0.765534746	4.070389328	2	3.44625623	3.754887502	4.161887682	3.5360529
