ID_REF	GSM29912	GSM29914	GSM29917	GSM29920	GSM29921	GSM29922	GSM225515	GSM225516	GSM225517	GSM225519	GSM225520	GSM225521	GSM29934	GSM29936	GSM29937	GSM225469	GSM225482	GSM225514
10514_at	10.64087756	10.79311556	10.54187101	11.28274095	11.06561808	11.12973379	10.99936586	10.67639789	11.30395194	11.17947373	10.99992955	11.22821744	11.3095332	11.77400456	11.48819162	11.46908213	11.60464588	11.77421053
10515_at	8.873136469	8.685449638	8.758889433	9.112178834	8.935754386	8.899961067	8.439623138	8.146186791	8.852061279	8.586089166	8.730300298	8.808642468	8.95011843	9.171176798	8.499845887	9.139295533	9.307656205	9.368069877
10516_at	4.902073579	5.623515741	4.977279923	5.09592442	5.560714954	5.617651119	5.125155131	4.935459748	5.255500733	5.193771743	5.339850003	5.121015401	5.560714954	4.66106548	4.802193217	5.336283388	5.259272487	4.857980995
10517_at	4.070389328	4.822730148	4.285402219	4.614709844	4.292781749	4.137503524	3.432959407	3.572889668	4.817623258	3.887525271	5.395748328	4.03562391	4.169925001	3.972692654	3.935459748	5.608809243	5.462706751	4.986410935
10518_at	10.49445561	10.79042996	10.40450296	10.77914479	10.58185963	10.6092711	9.803000952	10.39970517	10.1959873	10.43816807	10.62616532	10.64042571	7.721099189	7.539158811	7.195741293	7.905086099	7.958842675	7.373300197
10519_at	5.017921908	4.044394119	5.482202926	5.165911939	4.852997588	4.727920455	5.947198584	6.242221395	5.266786541	6.10433666	4.887525271	5.765534746	5.292781749	4.897240426	5.205548911	5.452858965	5.951867504	5.678071905
10520_at	9.194018084	9.958407714	8.95419631	9.23935985	8.838258482	9.125155131	9.009828617	9.517078805	9.508785162	9.252665432	9.215047571	9.258801557	9.397888508	9.334720217	9.176422513	9.490249211	9.93737382	9.403864177
10521_at	9.541871009	10.39339046	10.10852446	8.4400386	8.459841417	8.595443985	8.624247146	9.088788239	8.74819285	8.027353134	8.542644987	7.856114234	8.721099189	8.753885283	8.117902789	7.837943242	7.631540867	7.110613806
10522_at	5.325530332	5.50779464	5.572889668	5.749534268	5.251719093	5.705977902	5.61176256	5.770829046	5.894817763	5.070389328	5.303780748	5.201633861	4.797012978	2.678071905	3.584962501	4.916476644	4.584962501	4.09592442
10523_at	5.965784285	6.116863758	5.855491443	6.715618859	6.733354341	6.323730338	5.623515741	6.102238194	5.593951284	6.474111514	6.721099189	6.439623138	6.145677455	4.770829046	5.847996907	6.074676686	6.173926932	5.809928866
10524_at	6.244125943	6.274261661	5.897240426	6.87036472	6.915281866	6.785288981	6.803485376	6.236492618	7.712870868	6.078951341	6.719731057	6.464341533	5.906890596	4.560714954	5.683696454	6.462706751	6.383704292	6.330916878
