ID_REF	GSM1133094	GSM1133095	GSM1133096	GSM1133097	GSM1133098	GSM1133099	GSM1133100	GSM1133101	GSM1133102	GSM1133103	GSM1133104	GSM1133105	GSM1133106	GSM1133107	GSM1133108
1422740_at	161.8	200.2	170.1	251.2	293.5	113.5	340.9	169.7	125.8	143.6	103.2	175.5	75.8	133	169.1
1422741_a_at	41.6	55.5	10.7	81.3	49.8	11.8	40.9	144.1	16.7	39	1.8	56.3	55.7	77.8	37.1
1422742_at	524.9	296.5	438.9	413.3	428.5	530.6	426.1	489.2	396.1	460.1	512.3	636.7	550.7	644.7	455.8
1422743_at	34.3	65.1	30.4	37.5	66.1	67.5	69.2	4.7	20.1	32.9	7.4	35.3	8.3	48.9	4
1422744_at	13.8	29.8	15.6	12.1	8.3	21.8	5.5	28.3	45	4.8	33	9.6	4.6	23	4.1
1422745_at	36.7	128.9	86.2	165.3	78.7	61.7	30.5	87.6	5.1	65.9	104.6	90.1	73.1	129.2	21
1422746_s_at	174.4	312.4	193.3	394.5	166.5	163.6	259	248.3	195.7	134.4	161.4	267	225.5	425.9	242.9
1422747_at	802.3	1014.8	709.1	896.9	794.5	843	1088.9	604	594.5	661.2	492.3	474.1	610.7	444	886
1422748_at	252.9	164.2	87.6	163.7	281	92.7	255.1	123.8	162.6	196.6	259.3	278.2	131.6	166.9	142.7
1422749_at	25	19.5	8	9.1	6.2	34.1	36.9	21.6	21.7	16	24.7	24.8	37.3	33.6	48.3
1422750_a_at	3	5.8	23.1	8.1	5.2	17.9	8.7	7.9	9.3	2.8	43.7	4.4	54.6	50.1	5.5
1422751_at	394.1	623.1	386.9	397.6	501.2	452.4	681.2	387.8	299.9	324.6	151.9	189.9	127.6	163.3	171.4
1422752_at	1050.4	1053.7	1216	994.1	1296.5	1542.8	801.6	868.9	930.2	1185.8	1097.6	802.1	1038.2	1008.9	953.3
1422753_a_at	1099.1	1039.9	1152.1	1027.5	1051.5	1048.5	861.9	811.6	930	846	833.6	608.4	1112.6	664.1	920.3
1422754_at	376.1	209.6	211.8	157.2	269.9	328.3	279.2	184.4	277.6	257.2	114.6	168.7	253.5	136.4	248.5
1422755_at	809.5	1134.7	925.6	1094.8	1135	728.5	1130.1	785.6	745.8	876.1	718.5	709.9	769.2	565.9	621.2
1422756_at	1.5	8.6	5.6	33.3	32.1	3.4	3.2	3.7	11.8	5	6.5	1.9	14.4	1.8	30.2
1422757_at	31.8	9.8	2.6	1.3	2	26.7	3.4	18.3	3.7	18.3	2.8	4.1	3.7	24.9	13.8
1422758_at	54.5	128.6	82.4	117.1	105.3	110.2	136.8	228.1	81.8	128	87.6	106.7	93.2	93.2	74.8
1422759_a_at	1917.8	2113.1	1836.6	2116.4	1664.1	1748.2	2083.4	1968	2013.3	1928.9	1977.9	2294.1	2219.9	2314.2	2009.1
1422760_at	34.1	23.3	56.8	59.1	59.2	27.7	21.5	49.7	56.3	28.3	34	48.5	10.1	61.8	75.7
