ID_REF	GSM6711	GSM6712	GSM6713	GSM6715	GSM6717	GSM6726	GSM6728	GSM6729	GSM6730	GSM6731	GSM6732
10000_at	7.9	6.5	14.9	11.8	10.1	23.5	10	8.3	16.8	14.5	20
10001_at	561.6	699	470	663.9	755.9	609.3	664.7	487	828	1052.2	933.4
10002_i_at	2733.2	2397.2	2282.4	2948.5	3011.6	2521.6	2341.3	2773.7	2551.4	2382.3	1447.5
10003_f_at	8660.3	7499.7	8427	8408.6	8240.7	8561.4	7836.7	8617.1	7700.5	7722.6	7386.5
10004_at	2	0.8	3.8	7.3	1.9	6.3	5.7	4.4	7.3	16.8	1.4
10005_at	368.4	393.1	366	314	375.3	468.4	497.2	494	416.2	371.5	244.4
10006_at	94	146.9	123.5	89.1	134.3	121.3	147.8	142.4	86.2	127.1	93.2
10007_at	612.2	689.8	484.4	802.5	877.9	695.7	568.8	495.4	678.3	1103	886
10008_at	5	5.4	5.2	4.4	6	3.1	3.8	3.5	5	4.9	9.9
10009_at	38.6	19.9	42.9	8.6	18.9	63.6	36.9	37.5	31.5	9.7	8
10010_at	1755.6	2180.2	1180.8	2210.2	1788.4	936.5	1256.8	874.9	1313.6	2017.1	2204
10011_at	16.1	26.7	14.9	31.8	15	43.3	14.4	15.7	12	24.2	23.2
10012_at	594.5	824.8	238.3	288.9	413.1	155.3	428.4	212.1	696.1	341.8	455.2
10013_at	64.9	67.5	58.4	63.6	71.7	69.3	72	85.5	85.8	88.2	47.1
10014_at	272.6	360.3	276.5	294.6	252.8	170.7	200.2	185.7	244.8	379.6	385
10015_at	3893.9	3837.3	3539.1	4591.5	4129.3	4014.9	3614.8	3354.5	3240.1	5009.6	4699.1
10016_at	1040.9	1012.2	986.7	1312.4	1225.3	1105.5	1281.5	1160.5	1119.3	1149.2	1171.9
10017_at	3.9	3.8	4.5	7.1	4.3	4.9	3	3	16.3	3.6	4.4
10018_at	1204.3	684.1	1248.1	985.3	265.3	684.2	223	123.1	108.5	7.6	7.7
10019_at	3706.8	4274.6	2787.5	4323	2844.3	2039	1198.9	1045.1	1889.6	2447.8	3126.2
10020_at	512.6	559.7	556.5	512.9	493.9	440.1	448.5	483.8	453.8	478.5	412.2
10021_at	75.1	64.3	69.5	101.8	75.5	64.5	112.3	88.4	108.3	94.1	75
10022_at	0.8	0.9	1.2	0.9	0.9	1.3	0.9	1	1.1	0.9	1.1
10023_at	2.4	2	1.6	3	2.4	3.5	2	1.7	1.3	2.9	3.5
10024_at	222.1	235.3	222	231.8	284	201.3	184.7	218.1	191.4	217.7	135.5
10025_at	95	111.2	72.8	100.1	89.4	74	74.8	85	94.8	100.9	82.4
10026_at	2.2	1.8	2.4	3.4	2.5	2.2	1.5	1.4	2.5	2.2	5.1
10027_at	24.3	28.4	14.2	27.4	18	13.1	5.4	16	21.7	26.4	54.8
10028_at	63.5	95.1	92.8	101.6	110.6	76.5	86.1	113.5	91.3	112.1	102.6
10029_at	197	237.8	162.6	212.4	254.3	289.8	252.5	270.8	217.3	199.4	112.7
10030_at	82.2	77.9	137.6	96.8	101.8	73.7	80.9	60	129.5	65.5	70.7
10031_at	292.1	424.3	378.5	295	372.7	329.1	321	339.3	408	262.2	222.3
10032_at	140.9	175.6	186.1	172.1	180.5	176	156.1	158.1	147.8	155.4	156.7
10033_at	95.3	146	81.7	84	115	88.5	108.6	111.4	95.6	138	108.3
10034_at	671.9	843.5	1037.5	521.8	846.8	828.6	1097	956.1	663.9	731.3	422.3
10035_at	337.8	499.2	358.9	404	398.1	374.4	353.1	372.5	362.7	455.6	387.6
10036_at	108.8	177.2	95.5	128.7	108.9	138	156.8	131.1	208.9	82.5	102
10037_at	78.4	74.4	118.9	121.5	93.8	83.6	83.5	83	113.7	75.9	85
10038_i_at	166.6	238.5	212	244	218.8	220.2	104.3	138	209.4	179.2	190.4
10039_s_at	2.8	29.5	3.6	9	25.6	22.3	11.8	15.8	24	13.9	8.8
10040_at	16.1	33.7	18.8	27.4	27.2	26.9	11.4	23	33.1	22.6	26.8
10041_at	11.3	16.3	21.4	19.5	17.8	33.1	11.8	10.5	14.2	19.8	24.2
10042_at	40	46.2	39	65.1	68.4	53.7	49.5	58.3	66.6	80.1	62.2
10043_at	47.9	69.4	57.8	40	46.7	44.8	44.4	45.8	55.8	75.8	85.6
10044_at	579.1	732.6	652.3	701.9	798.6	751.8	726.1	763.9	723.3	556.3	531.4
10045_at	8106.3	8755.5	10269.6	7413.5	8477.5	8710.2	8014.9	7969.6	8126.3	8282.2	8132.2
10046_at	53.9	58	45.6	45.5	45.4	60	57.7	86.2	53.3	51	37
10047_f_at	10463.6	9504.4	10931.5	10119.4	9902.9	11534.1	9831.7	10877.2	9894.5	8762.4	9271.4
10048_at	70.8	78.3	85.1	65.8	66.2	74.1	66.7	101.6	87.3	90.2	92.8
10049_at	51.2	43.6	51.9	52.9	52.3	62.5	62.3	56.2	74.4	51.2	84.7
10050_at	408.7	388	434.3	451.4	376.2	405	362.2	386.6	563.2	432.9	571.4
10051_at	851.3	760	918.5	901.1	689.5	1038.1	998	907.5	1056.4	653.7	688.2
10052_at	390.8	410.5	341.8	401.4	541.2	297.1	555.9	534.8	553.5	634.8	538.1
10053_at	5538.7	6244.7	3144	6277.5	5849.1	4668.6	5954.8	4816.4	5262.3	4623.7	4485.3
10054_at	1707.4	2060.2	1179.5	1927.5	1651.7	1258.2	1276.8	894.8	1127.3	1785.9	1779.2
10055_at	180.9	273.5	237.8	155.4	220.5	215.3	186.8	196.1	217.4	172.5	211
10056_at	88	101.4	126.1	89	102.9	132.3	144.7	137.2	128.9	98.1	74.5
10057_at	34.8	59.7	33.1	41.6	54.4	28.9	23.3	34	41.2	39.4	27.2
10058_at	525.9	632.1	587.1	530.2	466.8	541.2	724.1	681.7	692.7	585.4	547.4
10059_at	860.2	999.3	835.9	666.2	872.3	823.7	1316.2	642.2	1392.3	1067.6	987.3
10060_at	508	824.5	393.1	634	458.8	343.2	336.3	148.8	794.3	517.8	750.7
10061_at	7229.4	6520.1	8588.7	7355.2	6142.6	8262	5265.1	5278.4	6964.1	4801.9	5830.6
10062_at	177.7	171.8	185.7	211.1	139	243.5	166.3	170.5	212.8	190.9	203.1
10063_i_at	553.3	530.2	791.8	515.9	467.1	1005.8	617.7	567.9	581.4	464.2	444.9
10064_s_at	155.8	122.6	179.4	188	162.9	229.9	202.6	185.8	191.3	258.1	185.3
10065_at	76.6	90.7	74.5	113.6	130	64.9	93.8	87.5	90.7	124.8	76.4
10066_s_at	526	661	383.7	699.2	705	422	814.7	615.1	624.8	872.3	621.8
10067_at	63.3	131.8	64.4	92.1	70	88.8	94.4	162.6	101.6	80.9	53.1
10068_i_at	10069.1	8153.5	9942.4	9127.1	7256.6	7951.9	8161.3	8159.7	9431	9568.6	9671.3
10069_f_at	6341.5	5168.9	5092	5490.4	4800.5	4375.3	5398.6	5532.2	5480.4	5774.3	5140.7
10070_at	51.7	61.4	59.1	56.2	57.5	59.6	81.2	112.1	110.3	130.5	129.3
10071_at	49.9	59.8	29.6	56.3	65	53.7	57.9	54.9	61.4	82.7	59.5
10072_at	13.4	16	22.6	24.3	22.3	27.6	19.3	26	33.3	52	47.8
10073_at	183.5	171.4	179.7	281.4	225.1	188.3	291.1	258.4	237.6	262	237.7
10074_at	5.4	7	18.4	8.6	5.8	3.5	3.2	10.4	3.3	7.7	3.2
10075_at	405	447.4	277.1	472.4	419.5	268.1	302	242.5	365.2	512.8	523.4
10076_at	49.3	53.1	52.4	48.4	59.1	34.4	55.8	44	102.1	47.9	25.5
10077_at	121.7	133.4	107	116.2	133.9	88.6	121.6	162.2	132.4	155.3	113.6
10078_at	90.9	99.6	65	86.6	85.7	46	63.1	72.3	67.7	133.1	103.5
10079_at	15.4	13.9	13.8	29.4	13.7	20.3	16.3	13.5	22.7	16.4	26.7
10080_at	5.9	33.1	28.1	5.4	9.5	9	10.2	30.7	24.5	21.2	31.1
10081_at	39.4	12.2	34.4	5.9	5	38.1	19.9	21.3	35.3	7.7	22.7
10082_at	20	20.9	28.4	36.1	40.1	48.2	24.1	28.5	33.2	31.5	34.9
10083_g_at	7.4	16.6	32.7	25.7	10.7	15.5	4.9	22.5	24.8	6.8	6.5
10084_at	31.1	45.1	18.8	27.4	5.5	23.7	13	14.6	38.1	26.5	37.2
10085_at	372.7	425	512.2	392.2	368.4	556.9	449.3	428.6	553.7	313.5	307.4
10086_at	86.3	126.2	94.9	93.6	125.5	103.6	83.9	99.9	114.8	112.6	85.2
10087_at	156.5	205.3	126.6	135.6	187.1	113.7	144.7	136.8	149.4	126.8	108.8
10088_at	225.5	254.4	214.2	257.8	239.9	151.5	237.6	221.7	286.3	259.3	246.1
10089_at	376.1	430.3	297	498	409.2	323.9	390.8	351.6	423.9	494.4	529
10090_at	57.9	77.2	45.5	53.8	65.7	45.1	57.8	60	61.7	77.9	79
10091_at	621.6	676.2	607.4	554.2	712.1	673.3	831.6	717.4	723.5	572.6	492.8
10092_at	708.9	764.1	773.8	834.7	794.1	769	982.6	1053.6	890.7	607.9	648.7
10093_at	307.7	164.1	203.2	321.4	214.6	246.3	254.4	235.9	319.4	279.3	273.8
10094_at	168.9	205.5	139.1	164.4	172.7	105.3	166.6	147.1	210.2	196.6	186.2
10095_at	124.5	152.5	146.8	145.2	152.5	136.8	146.4	169.1	156.1	195.5	177.3
10096_at	2714.3	2722.7	2318.5	3289	2510.1	2436.1	2140	2060.1	2210.5	2507.7	2350
10097_at	11392.8	10517.2	12637.9	12044.2	11572.6	14170	11132.8	11639	11449.4	9607.1	10222.6
10098_at	210.1	243.9	201.7	287.9	284	254.2	216.3	225.6	294.9	357.3	380.2
10099_at	157.1	209.1	182.4	216.4	174.8	104	151.9	111	293	262.6	313.3
10100_at	121.9	145.2	122.2	125.1	122.6	74.5	119.1	74.8	237.6	174.4	216.1
10101_at	481	626.1	529.5	690.5	528.8	429	498.7	509.1	580	600.5	765.7
10102_at	146.9	132.2	144.3	144.7	134.9	158.6	126.2	172.5	126	182.9	152
10103_at	106.9	113.4	89.7	74.9	124.2	68.9	106.2	115.3	167.2	147.6	155.3
10104_at	304.9	340.5	298.8	327	298.1	332.1	314.3	316.1	247	295.8	322.6
10105_at	23.9	35.6	33.8	20.6	20.9	26.9	22.5	20.4	17.4	30	27
10106_at	187.2	230.7	293.7	88.5	132.2	194	104.7	76.6	93.3	277.8	116.7
10107_at	143.7	203.5	152.1	132.9	168.5	148.5	223.2	197.4	171.3	170.7	153.4
10108_at	2621.1	2835.8	2584.2	2755.5	2481.1	2714.6	1836.8	2141.7	2714.6	2240.2	2182.7
10109_at	8.3	9	26.1	17.5	7.3	16.7	16	12.4	35.3	10.5	12.5
10110_at	131.2	128.7	127.2	123.6	82	112.1	96.7	89	118.1	94.6	69.5
10111_at	441.3	545.2	437.8	499.4	408.4	338.6	424.7	324.8	579.2	510.7	506.8
10112_at	630	679.8	613.6	642.3	605.7	540.1	616.5	639	638.8	590.6	634.8
10113_at	303.6	382.1	375.8	249	321.3	300.9	409.8	370	350.7	293.5	197
10114_at	502	833.3	677.6	358.2	643.8	671.4	907.6	778.7	589.4	522	328
10115_at	154.7	310.4	176.6	139.9	277.7	130.5	205.3	209.4	163.4	140.5	106.4
10116_at	434	577.9	435.1	349.1	459	307.7	351.9	487	439.2	440.1	441
10117_at	140.9	210.6	159.5	168.1	225.9	244.1	182.4	238.7	262.1	301.4	216.5
10118_at	317.3	340.2	268.8	249.4	270.2	253.8	218.8	269.4	235	291.8	300.9
10119_at	18.8	25.2	54.4	24.1	24.4	43.4	38.4	51.3	44.4	32.7	28.4
10120_at	251	259.6	287.9	295	201.5	289.4	321.8	331.2	341.4	246.5	282.7
10121_at	3465.6	3671.2	4032.5	3701.9	3325.9	4067.9	3164.8	2890.1	3405	3140.8	3807.4
10122_at	27.8	27.2	39.4	30.9	28	47.1	37.6	37.7	50.3	29.6	29.6
10123_at	328.2	422.7	244.5	505	372.7	389.8	416.1	379	431.9	527.9	611.3
10124_at	240	253.5	237	345.6	278.9	307.3	243.2	332.2	320.4	335	338.8
10125_at	539.6	505.3	470.5	599.3	423.3	494.1	446.4	450.2	469	627.1	584.5
10126_at	128.1	109.9	128.4	130.3	115.5	154.7	89.3	112	89	129.9	114.6
10127_at	1910.9	2128.6	2065.2	1877.4	2063.9	2026.9	2258.3	2185.1	2049	1452.9	1512.6
10128_at	122.2	163.9	121	143	146.1	119.4	130.1	152.6	140.8	94.3	93.9
10129_at	759.2	831.6	716.6	1398.7	1096.3	943.7	2853.5	950.5	2918.8	4526.7	4887.8
10130_at	354.1	368.8	362.6	395.7	414.5	412.3	454	510.1	418.1	397.9	410.6
10131_at	610.9	1003.2	826.3	360.6	823.3	1122	1341.4	921.5	854.7	381.5	355
10132_at	989.5	1265.3	1067.6	881	1092.5	1906.3	1557.1	1399.6	1166.8	698.7	671.5
10133_at	293.4	106.2	574.2	282.5	158.4	814.3	471.7	376.7	273.5	240.3	218.2
10134_at	283.7	327.1	305.3	301.2	242.8	309.5	308.6	276.4	383.2	396.5	459.7
10135_at	265.2	243.7	173.4	244.9	304.2	139.8	334.3	293.1	310.5	387.6	156.1
10136_at	730.4	1051.4	546.7	784	681.4	532	660	534.3	708.8	833.1	890.1
10137_at	92.1	77.9	57.8	84.9	75.1	99.3	58.5	39.5	36.9	53.3	89.1
10138_g_at	200.4	217.3	146	236.7	188.7	93.6	173.5	125.7	210	175.6	234.3
10139_i_at	2911.5	2961.7	2231.6	2626.1	2223.1	2378.9	1700.1	1947	1550.2	2082.4	2137.5
10140_r_at	1094.4	1276.8	707.4	1390.7	840.4	643.9	982.1	1086.4	632.1	883.6	726
10141_at	1156.5	1326.1	677.8	1216.2	805.7	663.6	455.7	526.2	530.8	803.7	823.5
10142_at	332.1	301	259.9	320.8	283.8	264.3	290.9	272.1	245.5	306.9	310.4
10143_at	86.6	72.3	76.9	123.4	92.7	97.7	55.3	64.7	121.1	195.5	208.9
10144_at	548.2	635.4	519.9	674.5	585.1	508.6	464.5	496	619.3	673.9	591.9
10145_at	191.9	186	180.5	204.7	176.6	138	188.7	182.9	191.1	225.1	213.2
10146_at	2380.4	2649.2	1917.3	2341.1	2646.9	1648.1	2277.5	2182.2	2298.3	1952.8	2024.7
10147_at	9412.9	9120.4	9297.6	10371.7	10239.6	8783.3	9650.4	9959.9	9110.6	9723.2	8786.2
10148_at	135.4	161.9	114.6	178.1	123.6	61	43.5	71	78.7	168.6	133.5
10149_at	68.6	15	23.8	34.2	16.3	89.4	32.6	37.8	36.5	40	47.4
10150_at	287.8	261	263.2	302.6	265.1	288.7	247.9	241.2	246.5	328	172.1
10151_at	72.3	22.7	44.3	47.4	34.1	121.2	47.2	65.4	71.5	80.8	59.4
10152_at	1533.7	1447.8	1592.8	1466.3	1437.2	1600.3	2031.2	1888.6	1641.5	1271.7	1233.6
10153_at	39.9	38.4	49.2	50.5	36.9	36.3	39.7	35.7	59.6	54.2	66.1
10154_at	56.1	45.4	36.4	38.8	31	22.8	35.9	40	37.1	128.4	111.3
10155_at	2590.9	2533.3	2690.4	2496	2451.8	4353.3	3988.2	3699.9	2607.8	2636.3	1951.8
10156_at	114	91.6	114.5	118.9	100.6	133.4	141	143.8	189.6	149	119
10157_at	318.6	531.5	274.2	338.3	348.6	166	407.8	227.2	764.7	316.5	355.4
10158_at	707.5	855	458	788.5	421.3	87.3	358.6	253.5	656.2	918.5	1376.8
10159_at	3256.1	3304.5	3204.7	3397.6	3191.5	2974.2	3287.9	3466	3228.1	3151.6	3104.3
10160_at	1906.9	1807.5	1806.1	1454.1	1916.4	1635.8	1630.8	1537.3	1410.5	1278.8	909.5
10161_g_at	9137.8	8180.9	10372.3	6843.4	7158	9540.5	7206.5	6080.8	6888.4	5459.2	5204.4
10162_at	103.4	111.5	144.1	93.2	109.5	115.2	113.1	122.1	106.2	108.7	88.9
10163_at	138.6	172.8	130.8	150.9	175.2	127.8	138.4	199.4	169.4	157.4	111.1
10164_at	163.7	178.8	137.7	139.5	144.2	123.2	95.2	156.8	110.7	136.6	112.2
10165_at	26.1	9.6	9.1	14.8	15.1	36.5	13.6	17	15.1	17.1	10.7
10166_at	10393.2	8852.9	12280.5	10149	9359.5	12056.7	9568.8	9680.7	9496.1	8492.2	8804.1
10167_at	1271.7	1622.2	1393.7	1101.7	1364.2	1139	1683	1438.4	1246.9	1029.3	981
10168_at	280.9	264.4	317.2	324.7	268.5	296.1	275.1	289.5	372	270.4	250.3
10169_at	673.3	743.6	714.1	714.4	607.1	568.2	670.2	662	725.3	680.4	709.3
10170_g_at	608.2	601.1	535.3	703.9	634.8	589.5	439	418.8	632.1	604.1	598
10171_at	81.7	105.2	84.2	97.4	100.7	74.7	62.3	82	86.7	80	83.6
10172_at	35	33.7	34.9	29.2	43.8	46.4	55.6	61.1	70.4	126.3	108.7
10173_at	86.7	99.5	71.6	101.8	109	96.9	116.8	119.9	93.1	114.7	67.5
10174_at	373.5	394.6	362.8	448.1	372.8	372.6	358	351.7	391.5	427.5	425
10175_at	47.5	32.2	58.1	54.4	30.1	75.7	54.4	73.7	43.4	59.3	45.6
10176_at	178.7	247	172.8	179.8	227.2	172.7	307.8	245.4	196.7	239.8	191.5
10177_at	257.7	313.8	272.6	248.1	281.3	245.8	399.2	346.9	287.9	271.7	222.9
10178_at	8.3	14	6.1	11.2	11.5	3.6	0.9	3.3	18.3	17.9	16.7
10179_at	35.3	41.8	27.4	28.7	38.7	13.6	12.7	18.3	42.1	66.4	85
10180_at	6726.7	6849.3	8044.5	7383.1	8043.2	8081.7	7599.3	8624.8	7671.5	5731.1	5423.6
10181_at	46.4	51.5	50	59	95	67.2	42.5	51.3	85.9	51.7	52.4
10182_at	168.5	329.7	145.6	152.7	233.6	123.4	265	146.1	354.8	155.8	211.3
10183_at	2587.9	2405.6	2675.9	2572.3	2393.8	2573.1	2599.6	2273	2642.6	2566	2487
10184_at	453.8	472.1	575.3	493.5	474.7	495.7	681.8	685.5	617.5	375.2	337.3
10185_s_at	3686.8	4317.5	4450	3934.2	4566	4093.6	4333.6	4051.9	4389.9	4842.3	5777.2
10186_s_at	44.4	60.1	34.1	35.7	44.9	57.5	26	36	66.8	46.9	43.9
10187_at	47.2	66.8	262.7	98.5	80.7	189.9	154.3	99.5	124.8	116.4	78.4
10188_at	365.8	360	299.3	267.9	201.1	245	212.3	269.4	252.7	259.3	286.9
10189_at	106.3	87.3	206.9	132.3	83.7	129.7	77	66.4	99.8	87.7	96
10190_at	65.3	62.4	66.7	57.2	53.5	65.5	71.9	83	125.2	82.9	74.3
10191_at	205	201.8	231.8	230.8	168.9	266.1	150.8	188.6	220.4	248.4	274.5
10192_at	68.6	70.2	60.7	82	87.9	113.1	67.9	91.5	89.8	70.3	68.2
10193_at	1963.7	2193.6	1523.9	2559.3	2434	1556.6	2518.6	1223	3007.4	3430	3609.5
10194_at	482.9	505.5	337.9	833	926.5	362.8	932.9	354.5	1211.4	2647.7	2720.2
10195_at	1.3	2.1	1.1	2.9	10.4	5.3	16.1	6.5	13.1	5.7	11.5
10196_g_at	23.4	34.6	24.8	31.1	44.6	41.3	37.1	26.2	75.7	40.6	39.2
10197_at	6.3	17.7	16.2	9.5	24	11.6	29.5	21.6	34.1	13	13.4
10198_at	24.9	16	23.5	23.5	21.8	32.2	17.8	23.1	31.7	36.1	25.6
10199_at	4.9	1.8	2.2	2.1	0.9	2.8	17.7	10.9	19.4	1.6	2.9
10200_at	52	79.7	89.3	105.7	83.4	78.7	109.1	89.8	110.8	70.5	88.8
10201_at	38.4	36.9	31.4	31.1	33.1	27.4	42.9	41.6	52.6	50	44.8
10202_at	93.8	88.8	100.6	84	66.2	86.7	85.4	78.4	129.9	80.2	112.5
10203_at	503.7	542.3	540.1	380.6	524.6	522.4	606.2	483.9	464.9	440.1	263.7
10204_at	807.4	1162.5	851.9	733.1	777.6	757.4	969.6	906	767.1	520.4	391.7
10205_at	152.1	161.9	186.2	180.3	164.2	187.1	179.7	196.4	160.8	200.1	219.7
10206_at	103.8	69.2	59.2	123.9	97.6	84.1	67.4	72	89.3	142.8	167.8
10207_at	241.7	273.1	215.1	348.7	260.4	192.7	219.5	154	289.1	316.1	331.5
10208_at	560.5	629.8	540.3	611.3	604.6	508.7	483.2	486.2	603.6	739.8	765.1
10209_at	30.8	46.9	24.2	23.1	35.6	22.5	21	36.9	40.8	39	42.7
10210_at	96.5	59.1	74	114	64.1	52.2	127.4	36.9	76.1	208.1	195
10211_at	253.9	265.2	248.7	222.3	191	226.4	144	195.1	224.6	221	236
10212_at	204.3	244.8	263.7	207.4	245.2	307.6	305.5	269	274.6	335.5	268.6
10213_at	139.8	191.8	95.2	144.1	136.2	99.1	91.6	86.8	101.6	113.2	86.8
10214_at	52.7	27.3	34.4	33.2	41	10.1	33.7	36.5	29.8	35.3	30.9
10215_at	421.6	363.5	584.1	424.7	350.5	552.1	514.4	479.5	512.6	417.9	431.1
10216_at	73.6	94.6	78.1	88.6	86.7	79.2	93.3	105.5	125	137.7	137
10217_at	104	152.2	84.5	217.5	148.4	52.4	156.6	137.8	159.2	202.2	157.7
10218_at	728.2	758.9	830.3	720.3	724.4	855.1	1546.6	1065.3	1050.1	1415.7	1657.7
10219_at	1940.5	1807.9	1875.3	1943.2	1574.9	1332.2	1843.5	1643.7	1736.5	2805.7	2910.5
10220_at	47.7	29.9	69	42.9	47.8	89.2	68.8	67.7	64.9	54.8	64.3
10221_at	57	61.2	73.4	73.9	50.2	70.7	65.2	83.5	112.1	75.4	76.7
10222_at	143.4	109.5	132.8	126.5	91.2	126.1	85.5	151.1	87.9	136.3	100
10223_at	389.2	362.3	396.1	469.5	353.1	357.6	402.3	397.9	382.4	622.3	655.2
10224_at	286.1	331.3	282	238.5	295.8	236.1	322.1	316.5	323.3	351	274.2
10225_at	527.5	453.7	490.1	344.7	400.8	456.1	695.9	584.7	508.5	362.7	194.6
10226_at	146.6	156.4	145.5	147.1	155.6	120.1	150.9	166.6	141.9	309.7	228.2
10227_at	124.1	87	157.2	91.9	108.7	59.7	30.9	39.8	72.8	185.7	143.1
10228_at	7296.1	6002.8	6351.6	6586.6	7056.8	6751.5	6114.8	3147.6	6013.1	5588.2	5729.8
10229_at	17860.5	13306.1	18776.4	16446.9	14798.3	21739.5	14799.8	14555.8	15252	13329.3	14418.4
10230_at	25.5	9.2	37.7	12.9	10.8	13.3	21.1	37	11.5	23.1	37
10231_at	341.6	239.6	210.7	215.7	275.5	249.7	136.7	219.7	265.8	302.1	214.8
10232_at	1333.3	1682.1	1237.1	1346.1	1429.1	1192.9	1569.2	1546.1	1906.6	1720.1	1876.5
10233_at	69.7	64.7	39.6	72.6	65.9	66.9	81	87.3	73.1	93.8	67.6
10234_at	100.4	84.4	90.3	83.4	80.4	78.3	120.6	92.2	126.9	96.4	88.5
10235_at	264	258.7	190.2	163.9	276.5	132	234.2	274.4	218.6	172.1	122.7
10236_at	34.6	42.8	34	24.9	45.5	44.6	45.4	50.6	40.3	46.7	23.9
10237_at	432.9	627.3	407.7	479.8	522.8	362.3	536.3	405.4	532.7	439.7	532.1
10238_at	470.4	763.5	707.4	357.1	611.2	561.9	1013.4	803	650.7	420.1	284.6
10239_at	11854.3	9928	11248.4	11843.9	11281.5	6650.3	10229.5	10884.7	10274.4	9439.4	10605.7
10240_at	61.1	32.2	35.8	72.4	43.1	80.8	58	59.5	56.6	42.5	59.9
10241_at	200.5	200.7	159.2	162.7	150.1	136.3	179.2	202.6	177.1	197.1	193.1
10242_at	300.8	309.7	467.7	345	363.4	339.8	397	434.8	426.5	362.9	271.2
10243_at	387.9	400.9	289.1	389.8	367.9	420.2	338.1	372.9	372.4	473.1	318.2
10244_at	36.2	37.6	24.1	50	43	38.5	31.7	36.3	52	56.2	59.6
10245_at	37.1	69.8	40.3	58.8	38.8	52.5	24.6	39.8	47.1	50.8	61.6
10246_at	68.3	66.6	55.4	79.3	74.9	62.8	65.3	71.5	76.8	87.9	71.3
10247_at	2943.3	3176.4	2884.5	3201.4	3001	2802.7	2656	2717.5	2615.3	2442.6	2102.3
10248_at	379	541.3	426.1	577.7	436	514.2	612.1	757.6	563.4	563.6	820.7
10249_at	260	310.3	281.9	262.7	274.4	226.3	275.9	299.2	264.4	207.2	203.5
10250_at	40.8	54.1	42.4	41.1	61.6	72.2	58.4	66	44.4	41.6	40.4
10251_at	152.3	179.2	137.5	136.4	144.4	130.8	173.7	140.5	149.8	152	151.8
10252_at	1014.9	972.7	1124.7	1084.7	898.9	1095.9	963.2	949.3	1011	931.5	933.5
10253_at	1818.7	2579.7	2732.4	2051.7	2956	2766.2	2583.7	1988.5	2546.5	1403.4	1677.5
10254_at	232.8	284.8	244.7	183.3	218.4	249.3	212.5	279	252.4	189.4	149.9
10255_at	66.2	84.3	70.1	75.4	72.8	28.9	61.5	57.8	66.4	45	53.5
10256_at	70.2	76	67.7	61.1	87.8	80.9	80.8	63.7	102.3	221.8	237.7
10257_at	151.6	196.3	221.6	194.7	158.5	246.2	191.9	167.6	268.1	266.4	299
10258_at	225.9	220.2	218.8	136.5	137.1	175.3	329	292.3	293.7	231.4	307.8
10259_at	357.8	396	536.7	375.8	375.1	751	393.4	462.4	394	287.7	326.8
10260_at	240.3	330	313.5	205.6	338.6	297.8	412.3	412.3	252.8	268.9	154.3
10261_at	229.2	280.1	219.8	193.5	233.8	173.7	242.8	248	273.5	224.4	177.7
10262_at	15.6	15.6	12.1	11.5	6.8	13.3	6.9	10.5	17.6	23.7	10.2
10263_at	12.1	20.9	31.5	30.5	27.6	33.7	66.9	42.7	78.3	75.6	51.8
10264_at	244.8	219.9	248.7	196.7	150.7	223.6	205	252.2	227.6	143.6	130.1
10265_at	6479.6	6190.8	7464	5527	5513.9	6325.6	5951	6817.4	6707.8	6147.9	6409.4
10266_at	119.8	128.1	162.3	114.3	103.1	157.9	158.7	156.3	141.9	162.3	151.7
10267_at	2581.4	3325.1	3254.4	2427.5	3781.3	3424	3794.2	4232.5	3281.2	1770.5	1803.4
10268_at	671.5	732.1	954	964.2	641	1315.8	1077.4	907.6	1081	491.6	624.9
10269_at	6730.6	7225.3	9338.3	7275.1	6697.2	9473.2	6955.3	6975.7	7742.2	5486	5901.7
10270_at	12432.5	10763.6	15192.8	11997.4	10766.6	15628.1	11446.1	12027.1	12154.1	9477.6	10932.3
10271_at	42.7	40.2	78.9	49.9	28	110.8	60.6	71.4	61	49.3	33.1
10272_at	134.6	140.7	125.1	102.6	100	120	102.9	173.3	70.3	61.4	87.4
10273_at	1677.8	1464.4	1176	1676.6	1468.7	1288.6	981.6	964.2	1383.9	1231.8	1306.8
10274_at	2975.9	2965.1	2078	2964.6	2576.1	1917.3	2468.3	2403.9	2853	3043.2	2765.1
10275_at	1009.1	886.6	783.4	1054.6	818.9	747.2	891.9	742.1	785.8	1090.5	836.5
10276_at	56.1	31.9	34.4	36.8	31.3	47.1	38.4	45.5	31.3	53.3	58.4
10277_at	94.9	99.7	110.6	64.1	88.7	77.5	134.1	113.4	82.3	106.4	66.2
10278_at	333.4	367.5	247.8	287.7	212.6	174.8	186.6	155.1	218.7	233	246.3
10279_at	62.6	80.8	50.1	88.4	74.1	55	50.4	50.8	76.7	121.8	103
10280_at	487.3	450.5	444.5	503	387	390.1	433.8	544.8	383.2	545	424.2
10281_at	105.7	70.6	109.1	88	55.4	126.5	92.4	126.8	102.1	132	127.3
10282_at	891.6	1159.8	875.3	580.7	1016.8	677.2	648.6	952.1	685.3	681.8	659.5
10283_at	8.9	8.8	16.6	8.4	5.7	20.2	9.7	11.5	18.2	21.5	21.2
10284_at	100.3	89.2	116.2	74.6	64.2	78.3	71.4	100.9	75.8	87.9	50.9
