ID_REF	GSM94555	GSM94587	GSM94589	GSM94590	GSM94403	GSM94538	GSM94539	GSM94540	GSM94591	GSM94592	GSM94593	GSM94594	GSM94595	GSM94596
8416_at	1408.5	1692.7	988.4	2620.1	1531.6	1728	980	2666.2	1038.6	1466.6	987.2	790.7	826.6	950.3
8417_at	1330.9	1008.8	644.7	1567.9	1204.2	1025.2	940	1547.3	669	633.8	654.3	336.8	671.4	425
8418_at	902.3	837.7	457.4	884.1	1077.5	1045.8	902.5	1107.4	665	618.5	637.6	275.3	489.5	543.1
8419_at	828.8	582.8	285.1	956	789	910.6	813.5	1511.8	586.7	697	413.7	226.2	466.4	429.6
8420_at	8594.3	7669.8	4012	7566.9	9623.4	10079.4	7503.4	8696.8	10751.5	13138.7	8393.5	6947.7	8291.4	5205
8421_at	307.1	211.8	111.7	372.9	404.5	359	283	389.7	326	278.1	257.3	270.7	357.3	286.7
8422_at	651.4	562.6	630.6	542.6	487.6	577	651.3	513.5	972.7	843.1	1217.4	694.1	946.8	2014.9
8423_at	1178.8	1159.7	863.6	1489.8	1041.2	1154.7	1207.9	1320.9	1155.6	953.1	1184.8	696.8	762.9	883.2
8424_at	2590.4	2422.4	1777.7	3380.9	3087.4	3189	2051.4	4010.9	2383	2408.6	1951.3	1273.4	1504.8	1343
8425_s_at	10505.2	8439.6	10725.4	10188.1	9272.8	8990.3	11570.1	9389.9	10644.6	10592.9	11882	9725.6	11794.4	14037
8426_at	32.4	41.1	234	7.2	6.5	36	135.1	22.8	7.1	4.9	267.8	12.1	8.4	128.7
8427_at	105.3	31.6	80.5	70.3	174.6	88.6	231	109.4	210.8	93.3	136.2	396.9	310.7	243.3
8428_at	14015	13626.7	11030.1	12735.4	16156.9	16567.6	14861.1	17444.7	14129.2	15317.8	14058.7	15934.9	15078	19176.2
8429_at	261.7	275.3	391.7	326.2	342.1	267.6	305.2	346.9	258.7	211.5	511.5	280.2	283.8	276.9
8430_at	986.7	1031.4	1035.6	1064	1612.9	1461.8	989.4	1576.3	1059.6	867	1048.3	1519.4	1044.8	1195.2
8431_at	74.7	111.6	66.7	86.3	90.6	60.2	75.7	87.2	158.5	105.5	94.9	125.5	95.7	102
8432_at	50.9	69.1	78.6	41	45.2	76.1	92	52.8	71.9	53	86	114.7	82.8	75.7
8433_at	600.4	576.3	619.3	730.2	769.9	841.8	752.8	1240.5	645.3	670.6	617.2	541.9	509.1	600.9
8434_at	1141.9	719.4	419.6	920.9	727.5	954.3	649.8	975.6	553.4	569.6	565.1	227.9	310	431.1
8435_at	1630	1519.5	972.6	980.1	1597.2	1506.7	1285.1	1082.5	1933.2	1773.4	1180.6	1607.5	1916.1	1662.1
8436_at	4452.6	4285.3	3377.2	4829.1	3764.7	3756.7	3649.8	3447.3	3856.6	3716.1	3517	3640.2	4549.4	3564.4
8437_at	84.4	75.2	108.9	93.2	340.2	331.8	310.5	349	137.9	111.7	190.3	353.8	294.7	522
8438_at	2318.5	1764.7	1688.4	1518.6	1465.2	1327.5	1131.6	1489.4	3409.3	2740.9	1747.9	1828.4	1898	1313.9
8439_at	90.1	59	62	59.2	90.9	48.5	51.3	66.7	89.3	37.6	54	144.5	77.9	53.3
8440_at	1819.2	1663.2	1214.7	2088.8	1239.5	1357	1431.4	1444	1419	1824.6	1303.9	1213.2	1177.6	1078.8
8441_at	236.8	223.6	440.4	285.9	223.3	263.4	529.8	324.1	339.2	349.1	588	143.3	180	295.1
8442_g_at	282.1	285	572.9	534.8	350.8	387	550.7	617.1	569.9	517.5	715.6	441	421.5	421.7
8443_at	624.5	722.8	577.1	679.8	730.2	680	629.7	774.7	763.3	544.1	576.6	487.7	445	384.6
8444_at	276.3	255.3	768	406.4	139.1	173.9	602.4	347.6	362.5	215.7	503.4	117	120.1	74.7
8445_at	2099.1	2065.7	2355.7	2252.7	1831.8	1869.8	1589.5	1854.5	2522	2250.6	2299.7	1761.2	1669.4	2409.2
8446_at	1791.2	1336.1	1135.5	1793.9	1656.9	2098.5	1038.7	2070.4	1404.5	1564	1011.2	1100.8	1070.8	1005.1
8447_at	635.8	771.2	669	962.8	813.6	786.4	791.7	1248.5	671.1	813.1	861.8	602.9	574.3	725.4
8448_at	146.4	161.3	222.9	206.9	86.4	115.3	161.6	76.6	128.8	96.6	206.9	146.9	110.9	178.7
8449_at	894.5	836.9	696.9	981.6	811.7	894.3	679	1015.4	917.3	931.8	737.1	555.2	510.1	615.2
8450_at	28.3	28.3	55.6	35.5	37.7	30	50.5	33.5	24.3	33.4	64.4	51.5	50.5	28.9
8451_at	140.3	158.4	204.2	244.2	213.2	212.3	235.3	281.4	162.8	188.5	141.3	144.6	197.1	152.3
8452_at	1848.2	1967.2	1748.2	1719.2	1560.6	1685.3	1483.5	1248.9	2025.1	2147	1554.9	1062.7	1131.1	883.5
8453_at	1100.1	1262.9	996.8	954.9	1208.8	1305	950.6	963.2	1492.5	1555.1	685.1	827.2	700	632.5
8454_at	3573.1	4668.4	4499.3	4423.8	3569.2	4058.1	3822.1	3710.9	4227.6	3931.2	2661.4	3261.1	2864.6	2893.6
8455_at	283.7	293.2	368.9	320.6	393.6	421.9	400.6	434.7	287.9	260.5	317.2	350.5	455.9	289.8
8456_at	346.2	427.1	697.9	322.3	363.3	469.9	551.1	341.9	599.6	555.9	395.5	248.5	330.8	386.9
8457_at	695.2	590.8	682.7	915.6	573.9	681.1	713.1	1027.3	831.9	871.6	729	563.3	456.2	542.2
8458_at	154.2	155.8	126.3	191.9	150.7	142.4	221.3	235.5	256.2	112.4	98.1	233.6	151.4	169.7
8459_at	2012	1817.5	1353.6	1789.2	1607	1780.6	1407.4	1931.2	3190.5	2596.5	1092.6	2384.1	1974.2	1020.4
8460_at	1837.8	1747.6	1747.8	1666.9	1207.7	1259.2	1032.8	1506.9	2280.9	1996.8	1490.3	1373.4	1227	1103.6
8461_at	378.2	389.6	444.1	466.6	390.5	318.7	463.2	561.8	520.5	417.3	456.8	654.4	671.4	374.9
