ID_REF	GSM112931	GSM112935	GSM112942	GSM112943	GSM112945	GSM112946	GSM112947	GSM112948	GSM112949	GSM112950	GSM112952	GSM112962	GSM112963	GSM112964	GSM112965	GSM112967	GSM112968	GSM112970	GSM112971	GSM112972	GSM113345
148380_at	5.074676686	3.837943242	3.700439718	3.350497247	5.169925001	4.044394119	4.09592442	4.614709844	5.232660757	3.632268215	3.678071905	3.419538892	3.472487771	3.523561956	2.887525271	2.906890596	2.700439718	3.711494907	2.232660757	2.632268215	3.981852653
148381_r_at	11.91740938	12.19444908	11.5844928	11.7455903	11.53872245	11.0452136	11.3526504	12.32558655	12.32749651	12.20792945	12.00678189	11.40093279	11.80828046	12.06363102	11.64934601	11.14210706	12.1561463	12.77247954	11.58965115	11.50784418	12.60281483
148382_f_at	10.64259328	11.06069593	11.02928723	9.346956889	9.44625623	9.817623258	9.428150768	11.40215937	11.15107998	11.27717114	11.09539702	9.957392293	10.33472022	11.21067134	9.221103725	9.314016704	10.78912605	11.41156395	9.539740426	9.249587556	11.4860808
148383_r_at	11.19426438	11.04807812	10.77346893	9.281002696	9.759888183	9.962462264	10.06029062	11.42227506	11.14363831	10.82662793	11.09934781	10.55803798	10.83320636	11.01513624	9.661243667	10.09566075	10.81145497	11.65485975	9.804776378	10.16490693	11.55736797
148384_f_at	8.242221395	8.413204789	8.484621527	7.518849829	7.789207575	6.883865155	7.322829498	8.46515823	8.709773108	8.762548143	8.413627929	7.759555343	8.451211112	8.63008507	6.469234794	7.592457037	8.474111514	9.078150808	6.896029603	7.560714954	8.706668682
148385_at	2.5360529	3.070389328	2.5360529	3.153805336	3.378511623	2.867896464	2.560714954	2.963474124	3.070389328	3.887525271	3.897240426	2.485426827	2.827819025	2.827819025	2.981852653	2.432959407	3.03562391	3.857980995	3.217230716	2.584962501	3.321928095
148386_at	3.744161096	4.277984747	3.786596362	4.129283017	4.378511623	3.498250868	2.981852653	3.263034406	4.070389328	3.689299161	3.733354341	3.754887502	3.754887502	3.62058641	3.232660757	3.153805336	3.5360529	3.916476644	4.185866545	2.944858446	3.655351829
148387_at	5.566815154	4.419538892	3.797012978	4.314696526	3.733354341	5.296457407	2.925999419	5.632268215	5.459431619	5.797012978	3.99095486	4.958842675	3.972692654	4.776103988	3.459431619	3.40599236	6.141596278	5.599912842	3.121015401	2.827819025	4.292781749
148388_at	4.770829046	5.169925001	3.678071905	3.64385619	4.649615459	2.700439718	1.963474124	4.201633861	3.472487771	3.498250868	2.700439718	3.336283388	3.336283388	3.44625623	4.902073579	2.786596362	3.432959407	3.169925001	2.5360529	2.744161096	3.64385619
148389_at	8.736740155	10.04685117	8.574025798	9.223519087	9.541871009	9.088258226	9.332931659	8.407692649	8.236014192	8.369379235	7.650333754	8.319672121	8.327777171	8.666046429	8.766197597	8.326878855	8.330468767	8.012903833	10.36588497	9.086401646	7.95942242
148390_at	5.078951341	4.744161096	5.03562391	5.053111336	6.031218731	5.897240426	5.169925001	4.03562391	1.137503524	5.605849867	4.867896464	5.452858965	5.232660757	5.311067102	4.972692654	5.145677455	4.504620392	4.459431619	6.376776572	4.930737338	3.472487771
148391_at	2.169925001	3.03562391	2.5360529	3.817623258	3.03562391	2.485426827	1.925999419	2.867896464	3.053111336	2.786596362	2.232660757	1.432959407	2.700439718	2.847996907	2.459431619	3.121015401	2.700439718	2.321928095	2.03562391	3.277984747	3.185866545
148392_at	3.485426827	4.169925001	3.392317423	3.321928095	3.548436625	3.121015401	3.666756592	2.963474124	3.963474124	4.209453366	3.350497247	2.560714954	3.153805336	4.03562391	3.321928095	2.944858446	3.336283388	3.572889668	3.321928095	3.432959407	3.632268215
148393_at	5.705977902	6.421223299	4.277984747	4.137503524	4.517275693	4.008988783	3.185866545	4.364572432	3.786596362	4.911691582	3.608809243	2.632268215	3.608809243	3.733354341	3.247927513	3.498250868	3.153805336	3.40599236	3.972692654	4.300123725	3.62058641
148394_at	8.40045254	7.506208389	8.518062976	7.892391026	7.686500527	6.944858446	7.346070441	7.622051819	7.125155131	7.395748328	7.29186137	7.927777962	7.857980995	7.422905743	7.613236955	6.17990909	6.359310317	5.972692654	7.826548487	7.836681593	7.253611152
148395_at	6.201633861	7.126188211	7.151777655	7.082149041	7.427103287	7.00337736	5.909293086	4.827819025	5.213347282	4.968090752	4.921245889	6.562242424	7.054197294	4.972692654	6.556122818	6.338067798	6.102238194	4.307428525	6.818901676	6.856736756	4.655351829
148396_f_at	11.37845743	11.34407394	11.46668829	10.2241223	9.582330188	9.12541347	9.311067102	9.358211623	9.744497506	10.11842202	9.989110617	10.16628864	10.75455351	10.43316812	10.56548294	9.181152257	9.464749939	8.900564957	11.02389293	9.604923816	8.940754047
148397_at	5.350497247	4.03562391	5.061776198	5.638073837	3.5360529	5.339850003	5.746850183	6.559185866	5.422905743	5.510961919	5.551516018	4.892391026	6.06608919	6.081083929	4.99095486	5.236492618	5.865423978	4.145677455	5.504620392	5.266786541	6.076815597
148398_at	3.336283388	3.185866545	3.121015401	3.472487771	2.5360529	2.459431619	2.584962501	3.807354922	3	3.765534746	3.867896464	2.608809243	2.632268215	4.044394119	3.292781749	1.925999419	3.64385619	3.867896464	3.137503524	1.432959407	3.350497247
148399_at	2.459431619	2.560714954	3.321928095	3.232660757	2.485426827	1.887525271	1.765534746	2.5360529	3.153805336	2.744161096	3.121015401	2.169925001	2.459431619	3.070389328	2.510961919	2	2.786596362	2.432959407	2.321928095	2	3.336283388
148400_at	5.375039431	6.173926932	5.965784285	6.081083929	2.485426827	5.350497247	3.10433666	6.543805176	4.336283388	5.970393538	5.812498225	5.236492618	5.617651119	5.827819025	2.169925001	3.925999419	5.754887502	5.495055528	5.99095486	2.744161096	5.572889668
148401_at	6.454504938	6.451211112	6.287250643	6.563768278	4.638073837	5.714245518	6.137503524	5.44625623	6.571373436	6.334496768	5.850499414	5.658211483	6.272396509	6.859224162	5.961160258	4.121015401	6.48703608	6.727920455	5.770829046	5.66106548	6.753551055
148402_at	6.416164165	4.017921908	5.730639956	4.5360529	6.063934306	4.529820947	5.617651119	6.325530332	4.350497247	6.364572432	5.14974712	4.247927513	3.247927513	4.452858965	5.958842675	5.64096791	5.031218731	3.867896464	6.002252452	4.153805336	4.602884409
148403_at	4.596935142	5.754887502	2.906890596	6.17990909	6	4.224966365	5	5.213347282	3.485426827	4.672425342	3.837943242	3.017921908	3.321928095	5.83541884	4.832890014	4.791814071	5.605849867	4.240314329	5.459431619	2.459431619	5.867896464
148404_at	5.894817763	7.393175914	6.050936965	6.270528942	6.909293086	6.623515741	6.671010241	6.891176125	6.461070114	6.475733431	6.822730148	6.355791547	6.556122818	5.672425342	5.689299161	6.399171094	6.276124405	6.652486495	5.845490051	6.785288981	7.130313146
148405_at	1.5360529	2.963474124	1.584962501	4.112700133	0.765534746	3.807354922	1.632268215	2.10433666	4.217230716	2.070389328	2.700439718	2.137503524	1.584962501	4.336283388	1.847996907	0.678071905	3.03562391	1.5360529	0.137503524	0.765534746	1.925999419
148406_at	6.116863758	7.034523875	6.199672345	6.470862199	5.933100475	6.017921908	5.649615459	6.268658955	6.28169825	6.201633861	6.197708158	6.187846909	6.133399125	5.485426827	6.008988783	5.472487771	6.240314329	5.933100475	5.311067102	5.778734244	5.491853096
148407_at	4.371558863	3.247927513	3.87774425	2.981852653	4.852997588	3.897240426	2.5360529	1.632268215	2.485426827	6.253611152	3.548436625	3.169925001	1.632268215	2.070389328	5.209453366	4.169925001	5.658211483	2.827819025	3.03562391	4.906890596	2.292781749
148408_at	4.614709844	3.432959407	5.807354922	4.270528942	3.847996907	4.822730148	4.968090752	4.781359714	6.09592442	5.040015679	4.412781525	4.94016675	4.705977902	5.830356747	3.64385619	5.909293086	3.64385619	6.334496768	3.847996907	4.247927513	4.529820947
148409_at	4.87282876	4.255500733	5.06608919	6.238404739	5.986410935	5.091699834	3.560714954	6.070389328	6.185866545	4.666756592	6.483815777	5.61176256	6.66106548	6.652486495	4.689299161	4.925999419	3.786596362	6.388878339	4.277984747	4.862947248	4.510961919
148410_at	10.11048331	10.02125762	10.17467606	9.343185715	9.278217121	9.791814071	10.1463141	10.41616416	10.38640142	9.835734632	10.05161681	9.8008999	10.01248487	10.58862095	9.759222426	9.54689446	10.26174235	10.96881077	10.45820152	10.19389492	10.99894295
148411_at	2.03562391	2.786596362	4.026800059	2.700439718	2.350497247	3.572889668	2.321928095	4.916476644	3.523561956	5.053111336	2.03562391	1	3.797012978	2.765534746	2.10433666	2.201633861	4.882643049	2.510961919	0.678071905	2.263034406	2.925999419
148412_at	4.584962501	4.683696454	2.459431619	5.247927513	4.459431619	5.54225805	6.279842694	3.459431619	4.683696454	2.485426827	5.343407822	5.852997588	3.944858446	3.523561956	5.984133595	7.6574971	6.532940288	6.598424761	5.608809243	5.277984747	6.361066489
148413_at	7.091699834	3.944858446	7.192785959	3.827819025	3.95419631	3.678071905	4.452858965	6.141596278	4.54225805	4.66106548	5.277984747	6.910492832	6.292781749	3.972692654	5.078951341	6.057450272	6.707359132	4.314696526	3.935459748	3.44625623	4.749534268
148414_at	7.663202279	5.711494907	7.283551423	7.497452696	7.169925001	7.48058827	7.197708158	7.912889336	7.93191939	7.504620392	7.272396509	8.20261362	7.384567923	7.929554316	7.111657346	7.473299871	7.559950613	7.82527683	7.049848549	7.381975479	7.212374788
148415_at	5.314696526	5.974988112	5.189824559	6.0725346	5.361066489	2.40599236	4.263034406	5.590961241	3.201633861	5.54225805	6.002252452	4.847996907	5.646738698	5.395748328	2.963474124	3.5360529	5.638073837	3.232660757	5.375039431	4.977279923	4.958842675
148416_at	4.343407822	4.738767837	3.95419631	4.378511623	5.300123725	2.867896464	3.459431619	4.566815154	5.523561956	4.66106548	4.504620392	3.655351829	4.017921908	5.277984747	3.350497247	2.201633861	3	3.350497247	4.307428525	3.03562391	4.584962501
148417_at	3.459431619	5.626439137	2.321928095	3.797012978	5.336283388	2.632268215	3.153805336	3.925999419	5.551516018	2.887525271	4.498250868	4.554588852	3.053111336	3.523561956	5.741466986	3.232660757	3.596935142	3.307428525	4	3.201633861	5.675251386
148418_at	3.263034406	5.070389328	3.321928095	3.392317423	2.321928095	1.807354922	2.608809243	4.378511623	3	3	2.678071905	3.678071905	1.678071905	3	1.321928095	3.350497247	2.232660757	3.217230716	3.03562391	2.827819025	4.548436625
148419_at	2.887525271	6.701826258	5.074676686	6.029011087	6.139551352	3.263034406	5.587964989	3.797012978	3.733354341	3.336283388	3.560714954	5.087462841	5.532940288	6.336283388	4.765534746	3.797012978	3.572889668	3.321928095	3.560714954	6.224966365	3.711494907
148420_at	5.635173947	5.06608919	6.063934306	5.807354922	4.510961919	2.867896464	3.336283388	5.8899602	6.263034406	6.201633861	4.930737338	4.529820947	5.189824559	5.986410935	4.145677455	5.048759312	4.498250868	5.554588852	4.655351829	4.399171094	5.749534268
