ID_REF	GSM67156	GSM67157	GSM67158	GSM67170	GSM67171	GSM67172	GSM67159	GSM67161	GSM67162	GSM67165	GSM67167	GSM67168
141200_at	6.18070484	6.209258394	6.149543909	6.274075255	6.253611152	6.146084939	5.819412726	5.858727024	6.010556078	6.119356177	6.049630768	6.179311989
141201_at	6.529664802	6.388361768	6.354028938	6.556429415	6.450881315	6.483815777	6.452200049	6.291493053	6.460578761	6.48058827	6.356848079	6.629793734
141202_at	7.23476954	7.120082322	7.153197331	7.05017516	7.116551902	7.022367813	7.277705849	7.540941687	7.183982678	7.130827934	7.290848273	7.059939264
141203_at	6.346956889	6.288358562	6.702380502	7.00270252	6.544423562	6.849999259	7.006298024	7.585263031	7.425761401	6.589164237	7.108942569	6.602884409
141204_at	6.95070169	7.082574866	6.995597578	6.861211003	6.886915896	7.058099988	6.975332116	7.18408189	7.107478647	6.735251376	6.93321853	7.002139913
141205_at	6.71781349	6.690137693	6.688739868	6.791293149	6.878847931	6.925880771	6.700023496	6.77478706	6.92243574	6.700439718	6.54426899	6.495855027
141206_at	6.816471712	6.92552477	6.824767853	6.991068275	6.859224162	6.998421189	6.928014936	7.080870812	6.907852072	6.755154643	6.952333566	6.989139007
141207_at	6.472325297	6.56270035	6.540244302	6.783587612	6.565597176	6.884720013	6.5360529	6.566967329	6.572889668	6.599764103	6.729144865	6.810314561
141208_at	6.389566812	6.574858391	6.780178844	6.535586436	6.583759754	6.632559052	6.639232163	6.951284715	6.946262984	6.13093087	6.380937195	6.260966565
141209_at	6.105175192	6.096135325	6.135657989	6.194362891	6.135657989	6.142617655	6.236683945	6.196528361	6.114575251	6.205157884	6.008764745	6.096135325
141210_at	5.323009711	5.232660757	5.223808659	5.428611418	5.12722055	5.204766751	5.268284667	5.166313748	5.178714641	5.337711092	5.341630009	5.205939832
141211_at	5.822730148	5.519793486	5.513490746	5.71781349	5.637494325	5.687340687	5.768449015	5.609104847	5.698774109	5.783456654	5.506525779	5.791032617
141212_at	8.222939769	7.869069412	7.866042497	8.230596918	7.944682782	8.037876361	8.220571803	8.371776644	8.214853353	7.995484519	8.310294672	7.917730098
141213_at	6.381110294	6.41987593	6.557961427	6.341274184	6.309248961	6.40888166	6.457298789	6.397631854	6.386466093	6.52277767	6.318859106	6.445594291
141214_at	9.552150326	9.264184534	9.700699796	9.567689941	9.682134327	9.655369719	9.566815154	9.653490009	9.698426865	9.522934561	9.49625461	9.660655565
141215_at	8.18408189	8.374343989	8.41379715	8.278681758	8.405907293	8.247073033	8.227278994	8.31854281	8.247595276	8.20881961	8.242173749	8.484500693
141216_at	7.573344228	7.61970645	7.664553949	7.881358724	7.50255338	7.822029022	7.801158656	7.590811576	7.539158811	7.638580719	7.609622008	7.903701121
141217_at	8.381283373	8.260166831	8.167066838	8.463851293	8.155880756	8.316688823	8.120341571	8.562624039	8.304739183	8.109465038	8.265708801	8.083213368
141218_at	8.728532789	8.464954099	8.49757245	8.765965634	8.49817107	8.879430089	8.793083032	9.105279975	9.012680402	8.676838606	8.834249809	8.597940803
141219_at	6.495055528	6.422401216	6.275565835	6.348728154	6.265286858	6.269781238	6.466953337	6.290203205	6.321928095	6.298475035	6.285956995	6.09592442
141220_at	4.997292408	5.017921908	4.727920455	5.369117459	5.295723025	5.088735246	5.115615931	4.918863237	5.019257119	5.615004242	5.632559052	5.265661925
141221_at	5.7473874	5.895060213	6.201241771	5.751945682	5.824258697	6.043956873	6.068885737	6.066950244	6.020368851	5.684257705	5.912889336	6.050501697
141222_at	7.948425639	7.852810375	7.809800278	8.075265203	7.962433344	7.868019977	7.924337464	7.986524708	8.083638879	7.954545307	8.063934306	7.812048918
141223_at	4.236492618	4.327687364	3.90014226	4.546585829	4.428276414	4.133399125	4.383358695	4.368069877	4.139142019	4.139142019	4.327687364	4.465321514
141224_at	7.545350645	7.199770484	7.376863374	7.77925972	7.412019337	7.47045552	7.515857501	7.550362015	7.46458659	7.576068579	7.417599388	7.060047384
141225_at	8.299070612	8.135401478	8.445345986	8.360627646	8.182940537	8.296503294	8.617283788	8.158912585	8.202466699	8.351160098	8.07783047	8.455943625
141226_at	7.132782457	7.307519602	7.295906655	6.907491593	7.092757141	7.210817432	7.071462363	7.141289724	7.185073638	7.052241981	7.143434237	7.248212228
141227_at	6.108942569	6.259460816	6.314333994	6.269033146	6.297925053	6.136888608	6.124328135	6.296640945	6.16651461	6.267723052	6.220910322	5.894332742
141228_at	7.391973883	7.204864544	7.209063395	7.271649772	7.421391632	7.242983516	7.020924396	7.305879347	7.286511558	7.22650853	7.443772393	7.228626318
141229_at	7.494175568	7.540709263	7.741804025	7.44145028	7.538072503	7.48703608	7.294345048	7.558956363	7.69411408	7.403182494	7.537761979	7.506367093
141230_at	6.305423389	6.350497247	6.269033146	6.512068826	6.24697806	6.30505852	6.464831606	6.477353527	6.502871575	6.369466484	6.179710084	6.31596467
141231_at	9.434732465	9.179759838	9.262094845	9.477657092	9.234003066	9.204546692	9.28951174	9.596991031	9.274121858	9.280677989	9.21042783	8.979682414
141232_at	7.722329399	7.721782768	7.607626221	7.5987225	7.60221634	7.63321322	7.526929538	7.690417096	7.621905346	7.553283697	7.572207561	7.412612185
141233_at	6.417008587	5.831117195	5.317955218	5.740118043	6.102238194	6.242602506	5.746850183	6.649328041	5.972003304	5.572889668	5.995032192	5.437960088
141234_at	6.052894047	6.03716255	5.913846824	6.21042783	6.049412953	5.925999419	5.920531506	5.871350841	5.731997787	5.969012308	5.894332742	5.988684687
141235_at	7.296916207	7.1958397	7.49016897	7.279842694	7.518456456	7.372168569	7.387069533	7.334407379	7.551823596	7.439290681	7.19702006	7.437876886
141236_at	6.844988157	6.797142711	6.908812908	6.892391026	6.722466024	6.700578432	6.720825666	6.972118218	6.784634846	6.873813198	6.942514505	6.524659241
141237_at	8.484097841	8.314062035	8.451788074	8.46662712	8.412950846	8.412273445	8.494815592	8.502274902	8.560371051	8.585713709	8.46454575	8.421349551
141238_at	8.288173968	8.331006484	7.810443104	8.106850796	8.198297695	8.099137375	8.125361806	8.195692087	7.823176142	8.146186791	8.250487922	8.111813812
141239_at	6.085976949	5.966937979	5.911212202	7.350320435	6.708187236	6.742006211	6.140369671	6.43496176	6.334496768	6.754620312	6.810700154	6.333602628
141240_at	7.180008583	6.892391026	6.990160706	7.372603915	7.211888295	7.281605529	7.295906655	7.557195625	7.246027981	7.258424702	7.369815424	6.978882028
141241_at	8.211255608	8.039851229	8.100504659	8.285263492	8.066304502	8.074355576	8.151371776	8.346602375	8.224291149	8.059506704	8.039412603	7.850499414
141242_at	7.841910239	7.957160097	7.911991114	8.006634643	8.094500005	8.074087929	8.02103548	8.135606691	7.955649908	8.114783447	8.140471928	8.104074518
141243_at	5.525129251	5.535741941	5.510012465	5.588564737	5.416839742	5.363171077	5.504302583	5.490890979	5.463687842	5.61205756	5.411087227	5.636334602
141244_at	5.802193217	5.654492826	5.903761365	5.894817763	5.593353771	5.391286558	5.871104374	5.804776378	5.876762491	5.864186145	5.628481994	5.514753498
141245_at	6.926829678	7.07489072	6.92825187	6.910852562	7.069208067	7.033092576	6.939696741	7.018478396	6.925643447	7.011562727	7.112387376	6.971543554
141246_at	8.707221069	8.800446965	8.668743189	8.683205181	8.63404867	8.603737603	8.689369057	8.753584481	8.646414703	8.623369416	8.613494819	8.605405437
141247_at	7.427019456	7.526147081	7.437793678	7.431372238	7.40045254	7.336818943	7.399598369	7.589388985	7.43404436	7.439041288	7.595667757	7.493375138
