ID_REF	GSM106918	GSM122994	GSM123002	GSM123003	GSM123007	GSM123065	GSM123066	GSM123067	GSM123068	GSM123069	GSM123070	GSM123071	GSM123072	GSM123073	GSM123074
1630886_at	9.238882374	8.933100475	9.103025476	9.223036338	9.139295533	9.215775653	9.20310325	9.078150808	9.087462841	9.029839349	9.283782903	9.302867361	9.191552781	9.418485137	9.374170076
1630887_a_at	10.80259714	10.8271839	10.81858218	10.83644491	10.79474076	10.83928254	10.81097322	10.88859106	10.74919903	10.79018556	10.80952699	10.86069903	10.78635132	10.79213955	10.75872291
1630888_at	1.887525271	4.017921908	3.292781749	4.887525271	4.578938713	1.584962501	4.224966365	4.517275693	4.827819025	4.070389328	4.700439718	4.472487771	2.655351829	5.157852169	2.700439718
1630889_at	0.137503524	2.700439718	1.678071905	2.827819025	1.887525271	1	1.070389328	2.321928095	4.314696526	2.5360529	0.378511623	1.722466024	2.867896464	2.655351829	3.857980995
1630890_at	2.827819025	4.5360529	4.285402219	4.857980995	4.169925001	4.733354341	3.548436625	1.321928095	4.700439718	4.112700133	0.925999419	1.432959407	5.197708158	1.584962501	3.897240426
1630891_at	10.68474862	10.56557814	10.61443379	10.69339984	10.6490765	10.78912605	10.54003115	10.85416712	10.60520169	10.63072216	10.82416321	10.66133275	10.6113015	10.30799766	10.44687652
1630892_at	9.474517164	9.504620392	9.34739991	9.398529944	9.247452865	9.467197952	9.411510988	9.152538369	9.381975479	9.426684082	9.345183447	9.209697044	9.587964989	9.420591877	9.692964147
1630893_at	9.655888446	9.697488888	9.584774638	9.692615502	9.535469797	9.595070954	9.77478706	9.866969778	9.785942819	9.4325419	9.611578155	9.750372021	9.440661571	9.561860708	9.574593527
1630894_s_at	2.321928095	1.5360529	0.678071905	0.678071905	0.485426827	2.10433666	2.827819025	0.378511623	-0.514573173	1.632268215	1.263034406	0.925999419	4.177917792	2.847996907	2.963474124
1630895_at	6.577428828	5.692092375	5.786596362	6.645298164	6.161887682	5.794415866	6.197708158	5.865423978	6.14974712	6.141596278	6.407692649	6.740118043	6.485426827	6.040015679	6.532940288
1630896_at	12.1291542	12.05348473	12.20417374	12.11416528	12.26414934	12.47995705	12.14086172	12.33326718	12.09908476	12.07390724	12.30611867	12.28346461	12.18837249	11.94635803	12.06211361
1630897_at	8.081083929	7.685099172	8.231221181	8.097505456	8.632631752	8.03727239	7.815063017	8.355351096	7.984703267	7.782670659	8.133912814	8.37286506	8.002252452	8.09011242	7.857980995
1630898_at	1.485426827	0.678071905	1	1.432959407	1.378511623	3.03562391	0	0.925999419	0	2.350497247	0.485426827	1.321928095	0.584962501	1.137503524	2.070389328
1630899_at	5.705977902	5.827819025	5.357552005	5.61176256	5.526694846	5.205548911	5.133399125	5.809928866	5.649615459	5.318316841	5.491853096	6.165911939	4.911691582	5.456149035	4.862947248
1630900_at	9.14974712	9.139807127	9.076281167	9.169423979	9.209209647	9.278217121	9.087993146	9.144913113	9.050936965	8.932510053	9.341852356	9.103025476	9.075211711	8.949826711	8.756222713
1630901_a_at	8.925406083	8.764871591	8.718704106	8.887220615	8.840463234	8.625708843	8.787576121	8.767522386	8.806388508	8.754219433	8.927777962	8.964918408	8.824322351	8.790511412	8.967802645
1630902_at	0.847996907	0.847996907	0.847996907	1.887525271	1.485426827	0.847996907	1.632268215	1.847996907	0	2.321928095	1.722466024	0.378511623	1.201633861	1.584962501	1.847996907
1630903_s_at	4.40599236	2.744161096	3.87774425	3.321928095	1.925999419	3.608809243	1.847996907	2.722466024	4.683696454	0.765534746	2.867896464	1.722466024	0.678071905	1.807354922	3.655351829
1630904_x_at	1.263034406	3.336283388	4.786596362	3.232660757	0.678071905	1.070389328	3.867896464	-0.321928095	1.201633861	4.087462841	3.247927513	0.847996907	2.378511623	2.292781749	3
1630905_at	0.378511623	3.070389328	-0.152003093	2.510961919	4.44625623	-3.321928095	-1.736965594	-0.152003093	2.321928095	1.807354922	0.765534746	-2.321928095	4.419538892	-0.514573173	2.700439718
1630906_at	5.566815154	5.655351829	5.683696454	6.829088444	5.857980995	5.925999419	5.783980414	6.596935142	6.437960088	6.102238194	6.716990894	6.518849829	6.562242424	6.43629512	6.496654083
1630907_at	10.37710205	10.32451811	10.27879789	10.30503571	10.37590826	10.54409508	10.34118521	10.62890115	10.26702073	10.29886448	10.36675933	10.50372638	10.33136485	10.1382718	10.21188829
1630908_at	6.569855608	5.968090752	6.312882955	6.197708158	6.517275693	6.703211467	6.490249211	6.778734244	6.359310317	6.147713722	6.659639187	6.705977902	6.456149035	6.499845887	6.294620749
1630909_at	5.596935142	5.689299161	4.827819025	5.581953751	5.469234794	5.087462841	4.554588852	5.40599236	5.50779464	4.584962501	4.949534933	4.614709844	3.655351829	5.791814071	6.417852515
1630910_at	3.62058641	1.887525271	4.812498225	1.722466024	3.87774425	1.485426827	1.137503524	1	3.153805336	2.867896464	1.321928095	2.263034406	3.070389328	3.053111336	1.765534746
1630911_s_at	11.13018442	11.12502594	11.15310864	11.085738	11.18431749	11.05175274	11.04889551	11.08021795	11.00828855	10.97312333	11.12114495	11.0750111	11.16496976	11.06427122	11.05270389
1630912_at	7.943100848	8.122051448	7.992088609	8.261624836	8.099610812	7.886306263	8.07734983	7.54303182	8.133912814	7.859224162	8.037821465	7.830356747	8.197216693	8.339850003	7.896029603
1630913_at	1.485426827	1.070389328	2.232660757	0.678071905	1.632268215	3.700439718	2.10433666	3.711494907	4.786596362	4.247927513	4.392317423	3.711494907	1.963474124	3	5.44625623
1630914_s_at	4.270528942	1.321928095	1.765534746	4.087462841	4.837943242	2.40599236	4.314696526	3.584962501	2.03562391	2.10433666	4.217230716	1.963474124	2.263034406	2.632268215	4.419538892
