ID_REF	GSM16944	GSM16945	GSM16946	GSM16947	GSM16948	GSM16951	GSM16952	GSM16953	GSM16954	GSM16956	GSM16893	GSM16894	GSM16949	GSM16950	GSM16955
141200_at	6.419538892	5.259272487	8.075211711	4.153805336	8.686150316	7.060695932	7.519636253	8.117383367	7.581200582	8.403864177	4.649615459	4.944858446	7.086401646	8.068240861	8.588714636
141201_at	6.020146573	6.108524457	6.211401637	9.099084761	8.193771743	5.560714954	5.449561375	5.852997588	5.296457407	7.976134473	6.578938713	7.962317655	6.116863758	4.770829046	6.780047576
141202_at	9.92421868	10.31514956	9.708566625	9.843764057	10.02167404	11.8960296	9.68264352	9.073873777	8.773139207	10.01792191	10.79270897	9.66106548	10.8029202	9.518653156	10.28690424
141203_at	9.761551232	9.385215307	8.948367232	7.984133595	9.751209288	11.50308035	9.148476582	9.405141463	8.083745237	9.722124437	9.448942236	9.35160183	10.4066302	9.647458426	10.88180225
141204_at	8.971543554	8.565292521	9.267723052	9.536441505	9.896786486	9.715447263	10.00786824	9.693835392	9.536441505	9.655709596	9.263503957	10.1895775	10.2059154	10.25254717	9.862017377
141205_at	9.180157809	9.486231678	9.038918989	8.561860708	9.069584028	10.95383268	9.758722907	8.605109074	8.114262901	9.435878577	9.739274312	9.513530223	10.98049664	9.108524457	8.978710459
141206_at	10.83075286	11.15993439	10.76777065	10.75321675	11.27554256	11.1582941	10.87352101	11.26461853	10.5661492	11.04964438	10.91154179	10.92948034	10.59954097	11.05052891	10.98534388
141207_at	7.888134388	7.784634846	8.724513853	8.548436625	9.04220656	8.223519087	8.688949628	8.658211483	8.204082012	8.66498053	9.015136244	8.673132372	9.201633861	8.90478513	8.727580156
141208_at	12.09711036	11.57959879	10.81985975	11.87348256	7.703211467	12.10427113	10.72331964	10.43827206	10.28932729	7.619853147	10.71827599	12.48527587	11.53561559	10.93957921	7.043300754
141209_at	9.446463023	9.98783245	9.955649908	10.39885055	10.1866095	9.659817551	9.579693063	9.757223311	9.545929769	9.679831933	9.823207993	9.67224853	10.47806175	9.541677449	9.413839452
141210_at	7.404290064	7.74348804	6.38024459	6.574404309	7.592457037	6.068240861	6.283551423	6.116863758	7.09592442	8.198199455	6.565292521	5.760220946	6.323730338	6.627898616	8.43837603
141211_at	8.766528909	8.830673649	7.656067274	8.231221181	8.535275377	9.09724207	7.376776572	7.780047576	7.996614715	8.824958741	8.880807948	8.157852169	8.361943774	7.908092341	8.076281167
141212_at	11.62511521	11.26982798	11.29450588	11.40492866	11.18827975	11.8157035	11.53045511	11.09500135	11.52630361	11.10721708	11.45712433	10.81706359	11.24150654	11.58162429	11.2444233
141213_at	6.665335917	6.930737338	3.700439718	7.408542042	6.525129251	6.958842675	4.87282876	4.145677455	4.602884409	6.829088444	7.877130729	5.697662633	6.48703608	4.791814071	4.554588852
141214_at	10.29576893	10.23397911	11.73847231	11.49125185	12.91726018	9.98099637	11.97201049	11.76938331	12.05772102	11.45625173	10.07079181	11.04753294	11.230741	11.95110255	11.97488059
141215_at	10.01889562	10.48149674	10.07694917	9.823685681	10.93494399	9.411510988	10.28019079	10.7054596	10.25017997	10.56233784	10.27751989	9.708911437	8.770829046	10.29255171	11.04070069
141216_at	8.265849421	8.298291731	6.642412773	8.778734244	8.860776616	8.807998839	8.015693807	6.804776378	7.937226674	7.909293086	8.599912842	6.794415866	8.510170751	8.528258743	9.087462841
141217_at	10.69757576	11.00597536	10.86007822	10.99194694	10.71938882	9.427312844	10.68947389	10.45460775	10.35325712	10.81033063	9.397674633	10.76288029	9.714417257	10.56652978	9.87820422
141218_at	8.122569192	8.100662339	11.07935144	10.19611028	10.58993198	8.494255587	11.20542673	11.3589808	10.72476963	9.987690361	9.084276911	10.90531178	9.052296331	11.49530542	11.19352536
141219_at	8.223036338	7.97441459	8.708394188	8.154311811	9.230260665	8.823685681	8.669593751	8.106955457	8.040015679	9.196970898	7.980710829	8.407692649	8.6121313	8.171427027	9.487438113
141220_at	6.110613806	7.099084761	8.584962501	8.090641752	8.828453874	6.388878339	8.260684356	7.427941333	7.719731057	8.144658243	7.14363831	8.035073997	7.088523257	7.829088444	8.587964989
141221_at	7.927777962	6.671010241	7.193771743	7.925999419	7.905687849	7.10433666	6.756222713	7.412781525	6.571373436	6.949534933	6.938991439	7.382840144	7.356672044	6.783980414	7.053111336
141222_at	11.32923574	11.60446057	11.28349355	11.53308634	12.15649395	10.3777528	11.64173567	10.89519657	10.85852501	12.27484403	11.57132603	11.53595573	10.86069903	11.55286119	12.43803809
141223_at	9.341407629	8.304237225	8.362820526	8.329572126	9.343851933	10.0409746	8.551131453	8.488241843	8.194756854	8.634084983	9.360847084	8.315602457	8.022922589	8.338067798	9.859845344
141224_at	9.843292973	9.699919422	10.09552889	10.12114495	9.900263044	10.30252469	10.39306863	10.03300996	9.875595783	9.46943832	9.85315358	10.61332905	10.32463062	10.23673177	9.65624608
141225_at	8.731658449	9.460865404	8.699745948	10.22134544	10.17604845	8.227375274	8.530211233	9.456149035	8.103812329	10.03438631	9.404502961	9.22881869	9.397888508	9.046305516	10.26947737
141226_at	10.59161584	10.03837033	9.375908263	9.410451352	9.424166289	9.793603309	10.50888418	10.06998673	9.726729059	9.391887985	9.45224124	9.35645197	9.905988629	10.2904797	9.356672044
141227_at	8.686850653	8.964918408	9.272163195	10.53342708	10.34051776	9.142107057	9.284939742	8.928074173	8.759222426	10.06971828	7.976134473	10.2687759	10.26409068	9.54341855	10.06676193
