ID_REF	GSM63885	GSM63886	GSM63887	GSM63888	GSM63889	GSM63890	GSM63894	GSM63895	GSM63896	GSM63891	GSM63892	GSM63893
aas_b2836_st	6.019841997	5.859224162	5.895433505	5.746627179	5.359893603	5.034739548	5.656542133	5.891735106	5.616860506	5.517278843	4.879298971	5.46797392
aat_b0885_st	5.834736494	6.193365682	5.933107559	5.622095759	5.878158843	5.479760866	6.691268939	5.927329976	6.859758395	5.936814585	5.530042642	5.960815174
abc_b0199_st	7.038458131	6.876123989	6.932781677	6.843569361	6.540946335	7.629480483	7.234616278	6.276708811	7.439839193	7.156801084	6.901180666	7.331597741
abrB_b0715_st	6.029083993	6.022210218	5.784024924	6.008025171	6.21569995	5.981336661	6.571556985	6.400684787	6.416763755	6.535026481	6.407386744	6.478865055
accA_b0185_st	6.758809503	6.542883289	7.066638171	6.606942584	7.038633713	7.351292632	7.255934987	6.447615561	7.271182866	7.241477939	6.677184036	6.371560605
accB_b3255_st	5.57664004	6.029103876	6.009548727	6.188545329	7.191444211	7.676789253	6.751731497	5.860570546	6.537928117	7.247604769	7.198415573	6.278440165
accC_b3256_st	5.846390513	5.572213626	5.915224492	6.467370787	7.165329117	7.26447075	6.387224662	5.475584291	6.072352376	7.143964767	7.501104707	6.140206044
accD_b2316_st	6.219362158	5.870150149	6.05282668	6.554796032	7.509767088	7.334943631	7.016039388	6.270250468	6.819310531	7.661122502	6.810327416	6.621817454
aceA_b4015_st	5.656190295	5.392829145	5.430870664	5.207315033	5.260018126	5.129039799	4.880871604	5.786868148	4.765184638	4.947469795	4.914813243	4.951601782
aceB_b4014_st	5.480378232	5.620859089	5.281101021	5.27489899	5.088820033	4.964005789	4.989139007	5.982610326	4.902266569	5.076695902	4.768644855	5.04066891
aceE_b0114_st	6.488286838	6.296776747	6.737200013	6.022207998	6.904989796	8.110253609	7.264461367	6.511536036	7.222582407	7.013495759	7.646673905	6.410341105
aceF_b0115_st	7.169774713	7.044667331	7.200731895	7.222109007	7.187045189	8.191735358	7.721317969	7.328540299	7.811644421	7.689746438	7.954580202	7.144250356
aceK_b4016_st	4.917665661	4.846056981	4.812770309	4.996623753	4.610387066	4.277590555	4.408997112	5.13148248	4.355079712	4.675053743	4.696923028	4.545091122
ackA_b2296_st	6.337928693	6.00235823	6.268677667	6.333439835	7.950264267	7.458291767	6.524594995	5.934867933	6.641228093	7.535228712	7.254187737	6.02031773
acnA_b1276_st	6.701354984	6.307765479	6.508569682	5.982525906	6.674799591	6.387812279	6.931328485	6.910097026	6.845703303	7.149249202	6.223549977	6.821072391
acnB_b0118_st	8.811975089	6.947864829	7.321657564	8.051551557	7.633453008	9.490722542	7.511207093	8.275752049	7.490578153	7.856886121	9.280891376	7.795948728
acpD_b1412_st	4.985650703	4.709582895	4.998470835	4.924403979	4.885227803	4.754262199	5.029726733	4.98391934	5.067789277	4.962720211	4.681213107	4.614904153
acpP_b1094_st	9.011531979	7.748004951	8.324212056	9.353069615	10.11353382	9.936567275	8.961799835	8.428280602	9.086799686	9.763126035	9.958942698	9.041754963
acpS_b2563_st	6.071831302	5.567022108	5.279021776	5.59677119	5.227848874	4.817050158	5.083106971	5.710536463	5.067793578	5.123198519	4.941876294	4.722258349
acrA_b0463_st	6.023423923	5.771682256	6.003278403	5.825432032	6.181368956	5.848350023	6.262968657	6.196018784	6.352880321	6.194719432	5.71905472	5.47886829
acrB_b0462_st	6.578673088	6.161621686	6.50190882	6.687186695	6.953253597	7.16851167	6.647616718	6.475311908	6.740226005	6.955533674	7.069691427	6.015738403
acrD_b2470_st	5.934167344	5.928190271	5.972975192	6.166355931	6.195493278	6.054904899	6.364371071	6.453074694	6.270252337	6.659981626	6.469539258	6.431980581
acrE_b3265_st	5.390997784	5.345112464	5.744271447	5.308451893	5.415647135	5.349110462	5.522840428	5.316055209	5.411683847	5.543944336	5.104215032	5.764664624
acrF_b3266_st	5.238611097	4.710382171	4.671921725	4.916858765	4.768306088	4.66708031	4.743294141	5.108260984	4.846056981	4.733451963	4.880754083	4.871424773
acrR_b0464_st	5.508872295	5.514103319	5.613110216	4.931404134	5.534699739	5.475824204	6.012043433	5.267771734	6.047097731	5.611387824	6.038706135	5.777238216
acs_b4069_st	5.473952468	5.67784083	5.899917577	5.446636707	5.786865535	6.058106484	5.889497879	6.117682577	5.604762252	5.923365521	5.845103608	5.998093933
ada_b2213_st	5.509094066	5.678835317	5.720721714	5.62656471	5.903655334	5.661088289	5.997231428	5.84045568	5.906647722	6.424765922	5.647231031	5.909636315
add_b1623_st	5.219489944	5.340270282	5.532360601	5.108971832	5.603887416	5.316207302	5.836206928	5.102872252	5.672719509	5.817753708	5.424199888	5.220391872
adhC_b0356_st	6.586493049	5.711084616	5.769166082	6.511159644	6.183284031	6.630433139	6.040747803	6.331631776	6.17818877	6.336422651	6.143144403	6.032724612
adhE_b1241_st	6.647688664	6.134578283	6.720470009	7.013931171	7.866907978	7.061419799	7.979636689	6.357708581	7.727192118	8.164645509	6.959329677	6.894926871
adhP_b1478_st	5.690654545	5.551995811	5.758292516	5.579690047	5.570338451	5.343990468	5.473361572	5.863499927	5.533706614	5.58352811	5.487827174	5.460120013
adiA_b4117_st	5.105091361	5.090070065	5.241561836	5.020506646	5.020328844	5.135629262	4.863740264	5.204962331	4.862456351	5.060510044	4.828880336	5.776317217
adiY_b4116_st	4.664733129	4.509778171	4.451415548	5.074728057	4.783184224	4.903944492	4.594793357	4.791673441	4.586722717	4.71607452	4.567174261	4.879117591
adk_b0474_st	6.598350316	6.823494625	6.626274123	6.829430996	7.773086444	8.032585775	7.652658576	6.047001728	7.625445847	8.0157607	7.413661775	7.208009949
aefA_b0465_st	6.336088754	5.609879042	5.796732715	6.259038925	6.403318857	5.703759643	6.305965051	5.787706705	6.588467295	6.191675159	6.379728384	6.054566334
aer_b3072_st	6.623534763	6.544275174	6.573709286	6.073691721	6.733083132	6.587139927	6.719676304	6.852136206	6.525055626	6.809079972	6.774945155	6.729416815
AFFX-BioB-5_st	5.786348051	6.363302512	6.508520561	6.007534154	6.202004288	6.819604323	7.055943971	6.279348713	7.079783425	6.788685711	7.060328457	6.973129072
AFFX-BioC-3_st	4.531393938	5.592579624	5.877258363	4.692014239	5.178380018	6.315292692	5.976377384	5.295509984	6.645759291	5.258059058	4.341900378	5.435105155
AFFX-CreX-3_st	4.917913846	5.420101702	5.114125445	4.830057528	4.863760084	4.997942693	5.154643963	5.141134379	5.208267529	4.818247267	4.711461867	5.043742574
AFFX-CreX-5_st	5.246005171	5.195820019	5.633024269	5.084451257	4.993674362	5.198568801	5.4558368	5.12198102	5.503437788	5.147457311	4.903091309	4.951485221
AFFX-DapX-3_st	4.742351209	5.747878778	5.53912158	4.999251408	5.477929842	5.396214302	5.712920378	4.816266896	5.870811023	5.705460982	4.925548506	5.263672958
AFFX-DapX-5_st	4.733397729	5.208634306	5.410863431	4.707889173	5.356048708	5.516125489	5.770918881	4.764685853	5.564265358	5.681142815	5.199165841	5.609571777
AFFX-DapX-M_st	4.26186174	4.947399659	5.158252189	4.742081686	5.276273321	5.513790749	5.605126857	4.655174343	5.615804699	5.357034653	4.713261401	4.936727442
AFFX-HXB2_3_st	4.900929585	5.530754337	5.883909131	5.193850577	5.683112522	5.700861367	6.374863864	5.229649444	6.334879291	6.103520719	5.58865168	6.482248111
AFFX-HXB2_5_st	5.047446778	5.682441269	6.245425306	5.531974014	5.74683675	6.681702249	6.616501795	5.319975529	6.638700897	6.294411221	5.930176706	6.921876632
AFFX-HXB2_M_st	5.013890985	5.831218557	6.313615912	5.420212891	5.909516314	6.633191419	6.735874143	5.244327678	6.798141264	6.491593388	6.053030943	7.23376346
AFFX-LysX-3_st	4.142364421	5.116701601	5.432104223	4.406869959	5.146414916	5.097248392	5.740247596	4.756222713	5.707469573	5.314040276	4.513433896	4.865567498
AFFX-LysX-5_st	4.303532364	5.547520778	5.483212782	4.971621722	5.280035783	4.990106234	5.956393583	4.883479081	5.988895964	5.831400992	4.904628601	5.133929249
AFFX-LysX-M_st	4.243722389	5.000414715	5.387896697	4.693737839	5.182855148	5.200108032	5.780286474	4.731351619	5.879433765	5.550980675	5.029868054	5.239504972
AFFX-PheX-3_st	5.27734506	5.565609361	5.584231951	5.033740139	5.13745434	5.143552603	5.933270472	5.247578187	5.846721461	5.365888466	4.774966233	5.109803497
AFFX-PheX-5_st	4.713734301	5.221378314	5.136978812	4.937608046	5.204148544	5.270334577	5.539434913	4.823163401	5.497136498	5.353654988	4.88209521	5.143972927
AFFX-PheX-M_st	5.039024308	4.954442944	5.340316577	4.924280449	5.032907504	5.756153312	5.572413743	4.721246869	5.648499957	5.455004941	4.951993356	5.206072722
